회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),영업이익(개별),영업이익(연결),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원)
(주)뉴인텍,12340,13-Dec,50639549,47919267,55876597,52093612,-3025234,-3087073,-1801654,-1795969,20316665,17850640,56612201,58727393
(주)뉴인텍,12340,14-Dec,52305382,50565298,57446183,55654181,-4020852,-3299830,-3009737,-4401129,20458930,18684549,54833197,55236132
(주)뉴인텍,12340,15-Dec,46543660,41550251,50090372,44818938,-240468,-1656483,718019,-804023,20441215,17223265,52671452,51501516
(주)뉴인텍,12340,16-Dec,43567642,41859300,47895458,48731974,-9653746,-9653746,-3160115,-9271971,19086539,19086989,43381914,44566833
(주)뉴인텍,12340,17-Dec,43807312,41287461,50296811,46212803,-3699510,-3572013,-1509935,-1621778,14620509,14744067,42219720,43898571
(주)뉴인텍,12340,18-Dec,44914513,42533062,50073204,46773720,-3901526,-3941089,-1954203,-2987869,14223019,14311213,40551698,42464348
(주)뉴인텍,12340,19-Dec,47630357,42821714,54414657,48274308,-1101245,-1101245,1032559,272960,26923251,27009433,46884561,49776532
(주)뉴트리,270870,18-Dec,86707331,21831066,87218814,21549426,2247091,2137856,10164540,9893473,49103856,48953749,58954917,58916506
(주)뉴트리,270870,19-Dec,120304900,29322465,125146821,28564411,10480516,9467873,13158809,11951750,58886725,58446964,72505084,77528522
(주)뉴파워프라즈마,144960,16-Dec,67392792,35019800,67407272,35073091,11192051,11007602,12769068,12554727,100235160,99701743,127422569,127314768
(주)뉴파워프라즈마,144960,17-Dec,104485987,52914387,104494422,52982744,18545022,18572325,22726017,22765945,120221127,119984978,140717173,140509864
(주)뉴파워프라즈마,144960,18-Dec,73443751,37926495,73411628,36539593,13625603,13252599,12511396,11806532,129930441,129807043,143481057,143552780
(주)뉴파워프라즈마,144960,19-Dec,60212977,35103747,60165999,32316082,6129544,5296883,4619659,3652654,136047012,135148625,150733648,150094736
(주)뉴프렉스,85670,11-Dec,66569237,59634480,69161654,61934274,305256,-700995,1745382,1060358,38275430,35753388,79119735,83199584
(주)뉴프렉스,85670,12-Dec,113761476,99141852,115200892,100590030,1227248,2247470,5139443,4140607,39315646,37909603,94160850,94612900
(주)뉴프렉스,85670,13-Dec,136215982,125084584,135289597,123241092,-3576001,-3635586,1399518,1391335,35905040,34496797,101678380,101628162
(주)뉴프렉스,85670,14-Dec,137736590,124999182,137800531,123199111,1968888,2252975,3361442,3819170,37843713,36675435,100900970,101289139
(주)뉴프렉스,85670,15-Dec,119119899,111746532,120624038,111409418,-2016480,-1628513,-1818019,-1198001,41506003,40779408,119839862,120349410
(주)뉴프렉스,85670,16-Dec,144618199,134875387,145216489,134146461,-2130864,-2492083,956795,891381,40890429,39859950,106503276,107094374
(주)뉴프렉스,85670,17-Dec,151335859,136374801,152715761,135492168,2610320,4313976,6367211,7066663,45981208,46505473,114863409,118913434
(주)뉴프렉스,85670,18-Dec,195570294,174798060,195502399,172692307,6852890,7370622,10536677,10551258,59474169,60844608,126880511,144998447
(주)뉴프렉스,85670,19-Dec,137368762,136671058,128250921,124862126,-5770275,-9634357,-8868173,-9956858,52300716,49677361,116796779,137433890
(주)다나와,119860,11-Dec,21094996,0,21167814,0,4515843,4363445,3832986,3688181,44265880,44113482,46650433,46554682
(주)다나와,119860,12-Dec,24800827,0,25425297,0,5791614,5316174,5676485,5181949,47186987,46541707,52628811,52264218
(주)다나와,119860,13-Dec,24976860,0,26571940,0,6120774,5568093,6070382,5464241,53918518,52693237,58766279,58101585
(주)다나와,119860,14-Dec,25954791,0,35190274,7091145,5351271,4942345,6157260,5185894,55574740,53878913,60548356,60457787
(주)다나와,119860,15-Dec,27140366,0,45480902,12921470,4509111,6053364,5612300,5713587,58344452,57593527,62273158,63966473
(주)다나와,119860,16-Dec,32392617,0,64407865,0,7986970,8935066,8135615,8534449,64984672,65170505,70684205,73114739
(주)다나와,119860,17-Dec,42400067,0,107606286,0,12628044,13513869,14472662,15244767,75675343,76870677,83599143,92840454
(주)다나와,119860,18-Dec,68011674,0,121359168,0,17341485,16395902,21664886,20166523,89707291,89957042,99572838,108421387
(주)다나와,119860,19-Dec,94545982,0,202773825,0,22185954,23583163,26066426,28520423,108020633,109667593,119918686,154181938
(주)다날,64260,11-Dec,91499192,0,93496730,0,5816994,-6407215,7512663,-1829977,85884407,70620449,146371968,223474540
(주)다날,64260,12-Dec,84924201,0,101742236,0,-4646893,-11550466,8365916,-2069506,87891373,67336617,163416379,261430397
(주)다날,64260,13-Dec,102697120,0,118103847,0,1041108,200553,10058290,4545416,107390935,84319395,185060119,285662822
(주)다날,64260,14-Dec,92368119,0,98522996,0,2509794,339414,8809510,4089071,96189353,89549722,181346082,268611315
(주)다날,64260,15-Dec,106581454,0,112948116,0,1271425,-2560814,9573456,888330,114838629,107978502,280831634,300513733
(주)다날,64260,16-Dec,132304954,0,133477893,0,9014909,-3910673,16421052,5228036,150473490,143127776,377190707,387778727
(주)다날,64260,17-Dec,156323605,0,172882038,0,12924588,10686294,23834961,17262767,180662765,182357582,425811995,469487277
(주)다날,64260,18-Dec,147311837,0,209864332,0,11439881,-2918329,21847128,8799572,170021963,160399557,420268096,456519738
(주)다날,64260,19-Dec,163395406,0,191162051,0,30391147,22794705,24536564,10888164,205124367,199771977,482001222,512017556
(주)다보링크,340360,19-Dec,,,,,,,0,0,,,,
(주)다산네트웍스,39560,11-Dec,130647481,85245628,144096268,96416001,855089,-3435324,1235208,-2843155,143987074,143401910,206706981,247042255
(주)다산네트웍스,39560,12-Dec,122696806,72075434,136034007,84505178,-12667011,-11535660,7074439,3711295,132628134,133856924,169877585,213555241
(주)다산네트웍스,39560,13-Dec,130807735,83932711,142676651,94362361,3325277,3234109,5950335,5741802,136339558,138472947,199702691,241038614
(주)다산네트웍스,39560,14-Dec,154856147,106498856,163972551,114984264,333428,-2721496,2390376,2374152,137013484,133671833,228282550,258997241
(주)다산네트웍스,39560,15-Dec,59580717,43388171,268186401,208301731,-2123536,-3252620,179417,397019,137514062,136962512,252105756,355523962
(주)다산네트웍스,39560,16-Dec,28309465,20194799,222842801,161705417,-19387897,-41213727,-410855,-13332213,128613863,147666185,255134812,371291641
(주)다산네트웍스,39560,17-Dec,29756967,18509140,307090231,202193627,1056003,-2495138,595513,30815,153988887,163472925,264207257,345584484
(주)다산네트웍스,39560,18-Dec,36903448,24819444,356932941,236032103,-29524395,-24771007,1465893,10205189,148767510,167537498,235773847,365996219
(주)다산네트웍스,39560,19-Dec,69909377,49964913,446586616,296929488,4534549,-9548924,6576046,-194076,173416515,232266503,251398349,453482793
(주)다우기술,23590,11-Dec,167578702,134073698,760690314,413897604,26234080,121305698,36029701,178736236,421728294,1077849292,581257334,4235093248
(주)다우기술,23590,12-Dec,200446345,160605360,759179929,491708894,29139953,95931116,21568896,102751561,452582692,1144224213,652777396,4848503131
(주)다우기술,23590,13-Dec,213102936,174544970,752246696,499335780,10522567,54080871,21362927,81203508,457287579,1176140535,667637262,4849467515
(주)다우기술,23590,14-Dec,238937492,200118684,782978984,473634464,7269107,84949965,20457537,120242100,457844197,1250074821,663269644,5338504904
(주)다우기술,23590,15-Dec,251318425,211871673,1049708558,576909961,18895478,202618955,19172485,260528899,470701842,1447570633,745863436,7156248386
(주)다우기술,23590,16-Dec,214671851,175753151,1153420151,673332959,24120616,191978017,22006452,253412926,487561751,1607568822,703515982,9818253246
(주)다우기술,23590,17-Dec,181903766,145484563,1351213661,763668691,21994321,243142590,20671804,331503633,499852716,1910991813,705654329,13126401794
(주)다우기술,23590,18-Dec,192269486,145113995,2210006672,1575493918,33414490,225403523,33274549,323946012,514339482,2440572841,753409272,19345653730
(주)다우기술,23590,19-Dec,221308508,166157002,2901833126,1998008740,37261552,395865387,40013006,507538853,537331285,2664225769,784889266,24741606800
(주)다우데이타,32190,11-Dec,117225114,101617636,896975499,529741603,1729296,114141739,3839872,179927955,102300365,1060693177,224151987,4361873618
(주)다우데이타,32190,12-Dec,72482327,61803082,914936870,600814456,2493757,67986547,1659490,101144647,102722523,1147152079,234846528,5050868966
(주)다우데이타,32190,13-Dec,92670772,77541918,974220018,646990289,5097835,64894276,3891937,96602962,110118181,1214325703,239309228,5077464079
(주)다우데이타,32190,14-Dec,128466738,105812479,1037075936,644549123,8737676,98091227,9500055,137404693,114079372,1306471036,245031719,5593145793
(주)다우데이타,32190,15-Dec,133416737,111738398,1307683757,759202715,6552581,257433924,8144691,274338679,132975854,1541196561,244160535,7133439311
(주)다우데이타,32190,16-Dec,107492139,93701076,1378367701,826622500,-4899119,174059793,2178314,264165612,152385310,1716033010,271676479,10174843743
(주)다우데이타,32190,17-Dec,151156995,129780084,1614385776,934268361,7967929,235838323,6083164,353592373,156250300,2075356433,276363963,13561817098
(주)다우데이타,32190,18-Dec,168144455,142210031,2525297692,1746635266,10528931,232911621,9039406,361633241,160219192,2577119233,310392218,19770709816
(주)다우데이타,32190,19-Dec,193233235,164145383,3261975999,2196755647,11598947,408847438,9763993,558977520,165071885,2776945869,385584559,25214812744
(주)다원시스,68240,11-Dec,39573010,25785293,,,3655521,,5272376,0,38749537,,82802049,
(주)다원시스,68240,12-Dec,47641777,30213129,,,5480230,,7174769,0,43300181,,83808765,
(주)다원시스,68240,13-Dec,51369430,32625520,,,5635920,,7214801,0,52511808,,87954781,
(주)다원시스,68240,14-Dec,52004631,33866608,53005111,34370579,5796513,6002020,6790337,7000008,63131952,63683389,120220020,122980242
(주)다원시스,68240,15-Dec,65474634,43067425,67000805,44274428,8717680,8245573,8274042,7939117,129175933,132166925,192676931,198994338
(주)다원시스,68240,16-Dec,72591838,50223151,74193619,51216436,7423767,6764328,9718641,9238031,136879448,139085352,232029037,238005407
(주)다원시스,68240,17-Dec,115527028,77729542,111462046,75146302,10080080,5399255,13320052,8829227,173087923,179123392,328624050,350900018
(주)다원시스,68240,18-Dec,127384635,91559814,128747502,91913119,12023764,6033173,13710305,8692099,198558094,199641965,337404725,357376527
(주)다원시스,68240,19-Dec,169525723,131079954,175077026,136802026,11420076,4247763,13749752,8255509,216394571,210743884,518845427,535778020
(주)다이나믹디자인,145210,15-Dec,132222767,105371869,227815365,190169090,1355308,1363780,14207733,12100998,174210380,171574095,282676065,335699227
(주)다이나믹디자인,145210,16-Dec,125808178,98478951,204284452,172296864,-24058660,-18627817,7412180,5480570,119692827,106662468,242209484,292355903
(주)다이나믹디자인,145210,17-Dec,100374133,76609419,165349941,141570097,-84213945,-33732957,-531485,-4220826,32783415,68263887,176546112,242445440
(주)다이나믹디자인,145210,18-Dec,75650210,66010018,120810602,114463688,-29176750,-43968228,-11996371,-27003102,7202780,28109264,134387418,172063702
(주)다이나믹디자인,145210,19-Dec,59017636,49730246,99404033,89743530,-2033377,-5543390,-3455636,-10507464,5658614,21495482,121054302,158469191
(주)대교,19680,11-Dec,818473835,666730605,932828729,766934624,61113662,50427956,79347515,68878674,644656720,643781177,829834807,858490568
(주)대교,19680,12-Dec,771528017,638652572,869494014,718594396,31813729,20767695,40273418,31654977,633034671,621929548,791840254,814113140
(주)대교,19680,13-Dec,756756065,624555855,839582029,688639185,42068734,32222639,43117656,31706545,661911114,646547484,823465031,842291284
(주)대교,19680,14-Dec,744778608,617829899,810557124,659666469,50892192,38224764,38210941,30685187,659203511,640828006,820055213,842177325
(주)대교,19680,15-Dec,750317950,616995012,813207845,648794372,46591630,46060282,46011201,43044537,640414765,643976794,780715983,820643070
(주)대교,19680,16-Dec,759844916,624472208,820717373,654713697,44490866,41790443,45531200,42846851,661096361,662796703,809958360,848138969
(주)대교,19680,17-Dec,756770280,620520578,812203104,651339590,40696993,41618843,47096527,45484919,675117467,676932464,822144545,857097479
(주)대교,19680,18-Dec,705493709,595505438,763142133,626714041,19454258,19224517,26215073,25606557,642604406,616825914,797454116,830328382
(주)대교,19680,19-Dec,700272153,590283335,761938686,621780549,18613135,17155260,29083275,29395530,634322832,613226548,880942323,919873575
(주)대구백화점,6370,11-Mar,179162883,54506011,,,28600108,,31300282,0,380091349,,504984223,
(주)대구백화점,6370,12-Mar,173901618,55575285,,,17617401,,19129590,0,395404096,,497635407,
(주)대구백화점,6370,13-Mar,162019065,54943523,,,7842458,,6951509,0,399379644,,499634654,
(주)대구백화점,6370,14-Mar,161636607,58668776,171071933,64507767,5682602,5745803,4139223,4350970,406272647,413275509,494531240,640060609
(주)대구백화점,6370,15-Mar,149405191,54457325,158152063,59019350,2289786,3420596,101777,1283843,365213541,372846665,480518557,623073741
(주)대구백화점,6370,16-Mar,149709697,53399598,158291381,56991564,7421536,6356321,-1199532,652883,369895685,376564811,479242326,626013405
(주)대구백화점,6370,17-Mar,130249331,46799844,137288048,49707227,-5756861,-7021333,-8605850,-8427823,362654346,368183372,464408617,684071097
(주)대구백화점,6370,18-Dec,106226540,39851338,119956329,38066943,-19611382,-29621331,-14496883,-18417446,324090382,309876833,457145121,700202374
(주)대구백화점,6370,19-Dec,95646536,36889943,101484471,0,-18649054,-19263522,-15782976,-14239578,301144765,286171428,430164271,673555125
(주)대덕,8060,11-Dec,655724203,595984324,656457276,585581278,42228807,46295245,53974615,56845727,385342415,391476369,512463968,523378242
(주)대덕,8060,12-Dec,750970215,660159888,751112577,660521039,47850983,48564650,58583438,56362234,426116053,432420248,542695146,550218366
(주)대덕,8060,13-Dec,737185692,704657175,737185692,702478805,10187597,8398540,1617176,1000231,424473541,428794790,518607793,530573221
(주)대덕,8060,14-Dec,690941657,637993917,,,30211180,,24224475,0,437979565,,547317376,
(주)대덕,8060,15-Dec,512596614,462676785,,,30599487,,26807441,0,456190050,,525406872,
(주)대덕,8060,16-Dec,490868073,441444822,,,23367135,,28761952,0,466850211,,557708967,
(주)대덕,8060,17-Dec,512147273,457948061,,,35608234,,30578170,0,520065874,,607099316,
(주)대덕,8060,18-Dec,590731702,535408623,592072102,536404616,262339311,264713548,34916645,34804636,979977344,983926437,1122348046,1136921457
(주)대덕,8060,19-Dec,1060557644,965508008,1072245939,978270686,67614733,64557559,51828246,46436524,1037858702,1039706220,1185884791,1201854195
(주)대동,490,11-Dec,503098278,394566033,619097327,484481947,1725338,6288657,8261448,14613218,211881261,234924528,469760509,568320324
(주)대동,490,12-Dec,473786013,371617003,563460079,440020407,2457789,-1364479,2177745,652028,212757014,230400313,456743836,554436780
(주)대동,490,13-Dec,509380485,398775451,614567090,479624426,-4196774,-986787,3771866,5935336,205375934,225940641,489594789,577832578
(주)대동,490,14-Dec,505157734,414755642,603238442,490630455,4010702,5002864,6243087,6463561,208491784,230397276,603838912,707010305
(주)대동,490,15-Dec,462238438,365890413,583473475,452143421,-559064,3539311,-948425,5433244,206366674,233122550,579538912,688285313
(주)대동,490,16-Dec,463775800,380653039,585413995,464168025,-19919188,-17972703,-19726431,-12977718,186302672,215148462,539759118,667215742
(주)대동,490,17-Dec,453491142,370768771,610103128,484103436,4393140,9854811,7907623,17177383,186741849,218897831,558502937,730626224
(주)대동,490,18-Dec,475866754,396570424,654760356,529711488,-3673804,1464262,-750144,5219510,180481204,217503766,551959996,772716728
(주)대동,490,19-Dec,620447655,478535144,832931373,638150435,-8269951,3001676,17928942,24519413,170092153,220811970,550191361,816997552
(주)대동스틸,48470,11-Dec,155434161,146967480,,,3126229,,4904505,0,58973029,,107230303,
(주)대동스틸,48470,12-Dec,188596628,185574595,,,-392062,,-1808517,0,56126386,,96396362,
(주)대동스틸,48470,13-Dec,130618849,124829903,,,574977,,2219269,0,58886446,,77810868,
(주)대동스틸,48470,14-Dec,109642438,105453080,,,428333,,862035,0,57044734,,89155072,
(주)대동스틸,48470,15-Dec,92348516,90585867,,,-4794480,,-1645512,0,52046330,,58050528,
(주)대동스틸,48470,16-Dec,68177746,60675075,,,4323491,,4363762,0,58526757,,62713387,
(주)대동스틸,48470,17-Dec,90505698,81181770,,,6150199,,5542428,0,64814890,,79369589,
(주)대동스틸,48470,18-Dec,101539496,98014563,,,46830,,-419269,0,61666833,,73640711,
(주)대동스틸,48470,19-Dec,113290547,109013952,,,312615,,-520333,0,61113403,,78314977,
(주)대륙제관,4780,11-Dec,176869298,159183378,,,4317242,,7340232,0,56821306,,116828352,
(주)대륙제관,4780,12-Dec,187942095,169464518,,,3926129,,6728455,0,60135523,,123300140,
(주)대륙제관,4780,13-Dec,201134599,180419770,,,2037234,,9032894,0,61324303,,129035330,
(주)대륙제관,4780,14-Dec,205331306,182424088,,,8307077,,9796519,0,68550114,,130949114,
(주)대륙제관,4780,15-Dec,205100796,175339608,,,12876888,,16752673,0,79983873,,136219643,
(주)대륙제관,4780,16-Dec,186222141,154536077,,,14509605,,18966296,0,93256366,,148458348,
(주)대륙제관,4780,17-Dec,197112543,171125438,,,9617357,,12996724,0,100055127,,154374507,
(주)대륙제관,4780,18-Dec,196346726,176938837,,,3629709,,5624436,0,103633615,,151007379,
(주)대륙제관,4780,19-Dec,197284517,174650417,,,5362796,,8360578,0,106852858,,157495147,
(주)대림제지,17650,11-Dec,78530514,71502238,,,3237008,,3705741,0,68603339,,105121620,
(주)대림제지,17650,12-Dec,76851211,58257111,,,12614158,,13609319,0,81152219,,100891437,
(주)대림제지,17650,13-Dec,61342989,53827185,,,7123618,,3149699,0,87847904,,104616685,
(주)대림제지,17650,14-Dec,57374784,48887135,,,6463015,,4020383,0,93964034,,109820852,
(주)대림제지,17650,15-Dec,54737678,52457817,,,-11847231,,-1647591,0,81628890,,104376613,
(주)대림제지,17650,16-Dec,67430955,56010092,,,16986236,,7191287,0,98564388,,121643715,
(주)대림제지,17650,17-Dec,90533322,80630874,118019206,104251361,-453981,3254628,4504267,4980325,126619287,130215169,203465141,238756286
(주)대림제지,17650,18-Dec,89572201,73362499,146502272,118557618,8796460,12874056,8680809,13359354,144777485,152231602,225546501,258751456
(주)대림제지,17650,19-Dec,105900335,90509959,,,2511384,,5938945,0,153435045,,229356109,
(주)대명소노시즌,7720,11-Dec,8401073,6677980,24126346,20264678,-9581341,-7779076,-13484879,-11157600,91569104,90620332,99429946,109533252
(주)대명소노시즌,7720,12-Dec,12122192,8605732,13677795,10345593,-11115840,-17134477,-4481757,-5663846,78050853,71085817,79032214,99108660
(주)대명소노시즌,7720,13-Dec,15476512,10984651,170576588,137438996,1928081,5529082,-1297954,5704562,80132898,76631843,82293747,96728928
(주)대명소노시즌,7720,14-Dec,24378893,16893026,179185015,137908849,5584423,11882090,1035546,7060549,85668569,88984211,87692356,120208041
(주)대명소노시즌,7720,15-Dec,118797923,101174177,205477211,165927839,-582421,-5231990,162033,-4603828,89576589,83598574,112411616,112954010
(주)대명소노시즌,7720,16-Dec,206149572,171098482,217451478,173193281,-4194922,-1596418,3799957,254471,101036603,97207333,147691866,149046295
(주)대명소노시즌,7720,17-Dec,219151391,180691307,235523369,192521667,-4643848,17627423,7151400,7808218,95269965,136942525,147929577,419082043
(주)대명소노시즌,7720,18-Dec,214323503,172596628,280961738,226088287,-4293704,-7952844,6553336,9104713,86261376,130379075,138377414,412281944
(주)대명소노시즌,7720,19-Dec,218566639,180486620,218566639,180486620,81508810,63292506,6335682,3886672,166316893,165647992,244340471,243679256
(주)대성미생물연구소,36480,11-Dec,17148022,13570857,,,-307780,,-508934,0,19829918,,26582985,
(주)대성미생물연구소,36480,12-Dec,16332474,12171673,,,446189,,271278,0,19731762,,25492399,
(주)대성미생물연구소,36480,13-Dec,21633306,15305925,,,433405,,1286415,0,19715731,,28944873,
(주)대성미생물연구소,36480,14-Dec,25297656,18200397,,,2042321,,2376812,0,21137667,,27790967,
(주)대성미생물연구소,36480,15-Dec,31025903,20776871,,,4550441,,5336752,0,25093269,,32418567,
(주)대성미생물연구소,36480,16-Dec,30801319,20582690,,,4494825,,4946739,0,29011529,,35607494,
(주)대성미생물연구소,36480,17-Dec,24043374,16815821,,,1557554,,1993794,0,30296498,,34782459,
(주)대성미생물연구소,36480,18-Dec,25097138,16864982,,,3170130,,3409455,0,33009285,,38098477,
(주)대성미생물연구소,36480,19-Dec,25133940,16690947,,,2471117,,3380390,0,34715399,,51027758,
(주)대성엘텍,25440,11-Dec,239501268,233702496,254383050,249756975,-14503697,-13381325,-3664336,-7760531,27524094,26380861,109967624,123175327
(주)대성엘텍,25440,12-Dec,249582562,231078147,265749156,248329419,-650477,-8511915,8311893,3444875,35967281,26273194,126351766,129311446
(주)대성엘텍,25440,13-Dec,309012177,294953812,318663155,306534539,-35871457,-23994182,1806167,-2187862,22850250,26246247,97046616,109837636
(주)대성엘텍,25440,14-Dec,387258043,367090730,392611689,372498717,2976770,2025783,8719786,6994999,25259173,26963344,102289764,110449029
(주)대성엘텍,25440,15-Dec,346123894,328301085,355223578,337142439,1866789,1400717,5825964,4135619,26929987,28058763,108342998,117045540
(주)대성엘텍,25440,16-Dec,352277390,334726067,366692739,346642718,2743431,1542817,5408485,5711528,48950905,49194848,107847174,117113444
(주)대성엘텍,25440,17-Dec,344500547,330635453,350575739,335628059,-6306893,-4087929,2186233,2063147,44133973,46797006,100641653,106850466
(주)대성엘텍,25440,18-Dec,338326754,329044343,348076304,336516539,-3327387,-2799944,-1742752,-1414248,40374075,43036022,101186121,109828228
(주)대성엘텍,25440,19-Dec,364131618,360593226,377405556,370241621,-11898216,-9945700,-8335565,-6910419,34129543,38063005,99517673,110542670
(주)대성파인텍,104040,11-Dec,31169768,24165062,32471054,25009684,3720908,3791192,4485685,4627160,21830871,22349136,39546288,40733734
(주)대성파인텍,104040,12-Dec,33684708,27654545,35070320,28423014,3548300,3685255,4344542,4562225,25679422,26263438,37906478,39181978
(주)대성파인텍,104040,13-Dec,33645038,26809806,35560822,28164119,3143781,3160941,4696635,4752863,28310689,28774358,40041668,41770115
(주)대성파인텍,104040,14-Dec,37798289,31392610,38872598,32096994,3402289,3316225,4101048,4043614,31645959,32041181,50606127,52486137
(주)대성파인텍,104040,15-Dec,43155230,34309507,44267460,35171313,4184380,4005081,5496824,5346537,36127724,36304201,57513810,59130274
(주)대성파인텍,104040,16-Dec,46924145,38391228,47677369,38963771,4100455,3951523,5031930,4906064,41838762,41901677,66424595,67762288
(주)대성파인텍,104040,17-Dec,42539088,33915101,43233993,34321389,2282260,2137708,3392847,3264517,48930150,48816237,86421686,87555780
(주)대성파인텍,104040,18-Dec,38587676,32568008,38587676,32568008,2852532,2982309,757768,757768,51644078,51707863,91549975,92396974
(주)대성파인텍,104040,19-Dec,37497863,32727623,37466323,32727623,199964,1319995,343348,311808,51844042,53200691,90442869,91992889
(주)대양금속,9190,11-Dec,146017854,156170613,146313431,155905791,-65036601,-64301573,-23353104,-23481342,33859811,30463239,216928733,213532161
(주)대양금속,9190,12-Dec,99832132,112074375,105129341,120729510,-75021004,-71375108,-24490061,-29215302,17033419,17397073,104782647,105457033
(주)대양금속,9190,13-Dec,112821866,111053807,113651899,112222995,-9192545,-10008188,-3502453,-4107540,20039724,19759252,101769162,101489299
(주)대양금속,9190,14-Dec,122086010,123868116,122339495,123790310,-17320704,-18097262,-11405583,-10506718,5262572,5262572,104908934,104908934
(주)대양금속,9190,15-Dec,121554021,121914803,,,-17855155,,-6828255,0,12130951,,98535738,
(주)대양금속,9190,16-Dec,146247517,129695740,,,4633576,,9842031,0,16524848,,100099259,
(주)대양금속,9190,17-Dec,172877205,152880461,,,9876011,,12949439,0,25993344,,95910308,
(주)대양금속,9190,18-Dec,165044206,154126776,,,5565699,,7524766,0,31675524,,92308411,
(주)대양금속,9190,19-Dec,151597696,144129271,,,3471573,,3243352,0,66728573,,90520352,
(주)대우건설,47040,11-Dec,7031863672,6363201661,7019591544,6336765332,226757458,173553923,364866381,331859285,3360446240,3412192209,8984781744,9468578921
(주)대우건설,47040,12-Dec,8180269589,7374679378,8223432761,7403856915,159398692,173028930,365215793,345686550,3395669804,3410980662,9357599738,9859319181
(주)대우건설,47040,13-Dec,8417075007,8118979198,8782195639,8442194161,-743608176,-718036005,-253099375,-244664407,2621559876,2653594549,9721382818,10122312287
(주)대우건설,47040,14-Dec,9853092238,9131754606,9995022699,9231385383,107279926,102110187,415480372,426972474,2649219220,2725594904,9889839840,10260218124
(주)대우건설,47040,15-Dec,9877475175,9189470079,9935734306,9207716666,146232049,142037371,334561267,343433751,2784571945,2830681289,9650768538,10152059203
(주)대우건설,47040,16-Dec,10964615696,10894680511,11105930098,11010874329,-762005959,-754927284,-466077990,-467242255,2013892443,2069909999,9367312840,9970246457
(주)대우건설,47040,17-Dec,11332055896,10601569794,11766840488,10935113794,222793964,257893627,356929825,429026367,2215117197,2278069286,8247700980,8776332436
(주)대우건설,47040,18-Dec,10204674621,9256296893,10605493845,9575386039,247630799,297330432,569489656,628733744,2201723128,2317722005,8137774312,8733846010
(주)대우건설,47040,19-Dec,8091938554,7470788795,8651852221,7796798427,7779954,201239572,156152991,364061075,2174777239,2488248901,8734473025,9697696817
(주)대웅,3090,11-Dec,45481287,5994977,294259306,181671594,9663166,44470947,11635369,49904392,269111721,336101580,288431000,476954187
(주)대웅,3090,12-Dec,44303202,4938489,320770921,198953241,21783130,46344365,12043217,43504653,286538659,391395286,303932331,509221588
(주)대웅,3090,13-Dec,43620683,3860874,843315008,457470965,9903903,74723609,10702531,97202104,292973005,687068468,309791451,898471403
(주)대웅,3090,14-Dec,46086581,2387827,893952807,535776975,11367794,37877138,11845515,78669953,299105825,708731742,315970433,1010731916
(주)대웅,3090,15-Dec,50147920,5743503,996816140,607229844,8832823,54590416,12933306,79718754,303989470,828479372,329324956,1242301736
(주)대웅,3090,16-Dec,49222029,9310431,1014965932,554400776,5958016,34573862,4710905,60994092,311572659,864632095,330037143,1467286018
(주)대웅,3090,17-Dec,54733877,8525960,1123956914,609127000,11274209,85706875,13256464,84543011,318449936,939305649,337100220,1549153182
(주)대웅,3090,18-Dec,47887031,0,1231290089,683598961,12312560,32736376,11960198,85774627,326793655,964312839,344459714,1592170452
(주)대웅,3090,19-Dec,49225217,0,1365679369,732292724,6320466,71342383,12010765,107543718,330462054,1026246591,348607411,1668172837
(주)대웅제약,69620,11-Dec,706643347,409314418,710547146,409830898,51763400,50728105,64726128,63630247,359149540,362416568,493208780,498461064
(주)대웅제약,69620,12-Dec,664648217,391710181,669013833,391898198,34552757,33512864,37820831,36882820,384554450,386586504,477119010,482344106
(주)대웅제약,69620,13-Dec,674867033,388433825,682508016,390805395,58673001,57974401,72035114,71371633,437153193,437963421,572053856,579012972
(주)대웅제약,69620,14-Dec,727222610,462417812,735889424,465702015,31792910,30469956,53693442,51944394,448947382,455505983,678153979,694263908
(주)대웅제약,69620,15-Dec,800517043,516417872,839686478,537082983,49232912,35673702,55073077,43564445,492694104,580240544,819336096,944529005
(주)대웅제약,69620,16-Dec,794009801,464768049,883920425,510232177,32974251,26125871,35389174,25893485,517660084,604551091,1015246927,1144699986
(주)대웅제약,69620,17-Dec,866755277,508619107,960307423,553325208,36724783,35436337,44634789,38957149,547339875,631537019,1053517341,1213524544
(주)대웅제약,69620,18-Dec,943522107,585824503,1031427426,621484738,1481271,-15417245,30765389,24566167,538371639,607809450,1076308746,1207846352
(주)대웅제약,69620,19-Dec,1005179736,591552500,1113425921,635132494,20228348,28865606,31447274,44687097,552996822,635920094,1099982039,1245668149
(주)대원,7680,17-Dec,260757969,222688528,289919901,248227032,23296823,23603138,23341600,23997767,236919285,260768680,392648564,429674709
(주)대원,7680,18-Dec,319582129,275216404,333043729,287544569,32706752,30710353,29289953,28607746,268686839,287004723,413728301,444525540
