,회사명,거래소코드,회계년도,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율
8969,(주)호텔신라,8770,17-Dec,10.24,-1.96,11.06,6.04,0.9,-9.15,0,0.63,3.81,3.41,1.82,1.18,1.87,8.26,41.13,5.73,16.77,6.03,2.71,3.52,131.68,76.77,52.13,236.74,38.67,10.37,4.09,18.85,29.7,130.23,31.05,53.27,28.27,25.47,136.21,70.3,41.7,173.33,12.82,0,0,0,49.68,14.84,8.32
8970,(주)호텔신라,8770,18-Dec,2.39,0.56,6.15,40.78,14.52,336.31,0,2.34,15.41,9.18,4.44,4.84,2.07,7.83,54.82,6.78,16.92,6.58,3.02,3.82,126.87,56.7,28.11,201.12,28.6,11.73,3.83,27.4,33.21,86.12,24.68,55.22,33.38,24.25,131.07,66.79,55.31,261.17,11.69,0,0,0,77.55,22.17,10.83
8971,(주)호텔신라,8770,19-Dec,53.11,-3.21,34.9,20.71,20.24,53.85,0,2.96,20.16,10.15,5.17,5.81,1.96,7.36,52.35,8.34,15.94,6.79,2.76,3.83,119.33,60.27,35.35,283.59,44.27,10.69,4.88,17.85,26.07,169.81,24.57,48.65,28.52,26.82,156.39,73.93,49.5,305.53,7.88,240.72,1.13,1186.44,119.14,22.19,13.69
8972,(주)홈센타홀딩스,60560,11-Dec,19.72,5.61,53.68,112.64,16.29,-23.55,10.4,1.89,2.62,2.8,3.15,1.68,0.89,8.2,4.85,2.07,7.39,1.21,3.34,2.07,234.79,168.2,16.09,38.5,2.67,3.88,1.32,40.38,72.2,3.7,34.13,47.65,138.69,98.9,28.11,27.8,28.36,49.4,27.36,351.09,8.93,917.98,31.36,12.38,15.2
8973,(주)홈센타홀딩스,60560,12-Dec,21.18,29.7,19.09,-39.06,8.09,108.85,9.13,4.19,4.89,0.13,0.17,3.28,0.78,7.96,3.58,1.86,6.27,1.17,2.38,1.66,160.99,137.62,7.04,59.26,12.97,-9.29,-4.83,-26.65,62.79,20.65,40.03,46.83,210.22,99.96,46.33,37.21,14.51,38.31,17.74,387.58,7.84,1054.42,29.66,12.42,17.38
8974,(주)홈센타홀딩스,60560,13-Dec,0.48,2.64,-1.19,25.95,-0.19,-39.93,10.03,2.23,2.83,1.5,1.89,1.77,0.79,10.35,3.98,1.81,7.66,1.27,2.12,1.71,163.48,133.24,18.34,60.33,15.52,7.99,3.8,19.37,62.37,24.89,37.53,46.05,170.47,97.38,45.17,37.63,18.5,47.64,17.88,388.23,11.78,1033.26,25.33,11.14,14.08
8975,(주)홈센타홀딩스,60560,14-Dec,-0.58,11.7,-13.45,-25.72,14.86,0,6.5,-0.8,-1.01,-1.78,-2.11,-0.68,0.84,11.33,5,1.8,9.87,1.26,2.57,1.96,234.62,197.37,26.61,38.78,6.22,14.5,4.79,65.12,72.06,8.64,33.72,40.09,228.37,76.7,23.71,27.94,15.88,27.67,23,447.69,11.65,1155.4,15.27,7.31,8.63
8976,(주)홈센타홀딩스,60560,15-Dec,5.04,8,8.35,-39.19,4.45,0,8.56,3.58,4.2,1.52,1.81,3.02,0.84,16.88,4.71,1.67,11.15,1.17,2.99,2.07,235,214.06,14.69,39.56,7.69,10.18,3.51,37.5,71.65,10.74,37.67,41.35,245.61,70.71,24.56,28.35,8.91,15.51,23.76,625.36,14.95,1695.04,21.84,9.99,12.15
8977,(주)홈센타홀딩스,60560,16-Dec,166.6,90.86,30.18,65.75,53.81,269.92,7.91,16.53,11.98,0.02,0.07,5.94,0.36,13.46,3.09,0.89,7.88,0.59,0.92,1.38,73.1,64.81,4.82,76.46,28.24,3.29,5.76,5.04,56.67,49.84,17.9,20.19,262.79,76.82,48.74,43.33,11.35,0,-7.43,0,0,0,18.23,6.25,25.27
8978,(주)홈센타홀딩스,60560,17-Dec,-7.52,19.21,3.48,11.07,-34.42,-484.45,9.27,-24.55,-45.91,0.41,0.65,-15.44,0.63,25.03,6.87,1.51,19.28,1.22,1.3,2.95,65.31,57.36,19,116.27,36.88,4.75,3.91,6.93,46.24,79.76,19.84,22.6,304.15,76.76,74.82,53.76,12.18,0,-12,0,0,0,-20.43,-9.05,-13.83
8979,(주)홈센타홀딩스,60560,18-Dec,-9.56,-2.61,-0.28,-49.81,-23.06,0,7.18,-14.83,-38.92,-1.44,-2.06,-10.4,0.7,32.3,7.51,1.43,21.63,1.57,1.26,2.96,60.61,56.89,13.55,134.79,39.85,6.64,5.16,9.56,42.59,93.56,23.39,24.92,273.57,86.61,96.52,57.41,6.13,0,-16.19,0,0,0,-0.83,-0.37,-0.5
8980,(주)홈센타홀딩스,60560,19-Dec,1.57,1.57,-8.27,-6.22,-1.63,0,9.73,-0.08,-2.44,0.78,0.96,-0.07,0.81,55.43,7.83,1.6,22.95,1.9,1.43,3.43,51.19,47.98,12.96,131.23,38.19,6.54,4.59,9.72,43.25,88.3,21.09,22.5,312.89,93.48,101.65,56.75,6.27,0,-21.46,0,0,0,24.1,11.3,13.99
8981,(주)홈캐스트,64240,11-Dec,0,0,0,0,0,0,21.99,5.1,13.09,12,7.37,8.3,1.63,14.73,5.11,7.06,13.35,2.51,4.62,2.33,206.6,173.98,74.59,54.36,12.75,34.63,7.49,95.65,64.78,19.68,58.95,70,261.5,99.03,52.3,35.22,15.79,30.6,36.12,227.34,0,973.05,83.02,19.12,11.74
8982,(주)홈캐스트,64240,12-Dec,0,0,0,0,0,0,20.95,-3.18,-4.82,-0.98,-0.72,-4.32,1.36,10.64,4.35,4.39,22.58,1.73,6.25,2.32,295.77,231.16,61.37,27.74,10.45,-26.95,-4.31,-56.03,78.28,13.34,45.62,58.37,519.34,85.26,25.21,21.72,21.85,33.01,38.64,228.03,0,752.31,8.89,2.75,2.03
8983,(주)홈캐스트,64240,13-Dec,-7.26,23.93,-15.53,-9.66,-28.79,0,26.46,-21.29,-32.22,-10.55,-9.72,-23.09,1.08,8.61,3.5,3.02,12.03,1.57,3.52,1.94,153.6,117.71,24.65,68.36,20.18,-7.72,-2.78,-15.53,59.4,33.98,40.75,53.17,250.82,70.57,58.28,40.6,23.37,66.96,18.55,315.5,0,762.19,-34.71,-14.35,-12.73
8984,(주)홈캐스트,64240,14-Dec,69.9,-28.96,46.47,-23.48,75.31,0,29.76,1.84,2.45,5.66,7.19,1.45,0.79,9.68,3.95,3,11.36,1.29,2.01,1.62,130.99,115,31.24,61.99,28.61,11.18,6.85,14.95,61.73,46.35,40.24,45.84,358.42,90.84,56.68,38.27,12.21,51.6,10.84,262.56,0,1495.71,44.91,7.76,12.42
8985,(주)홈캐스트,64240,15-Dec,7.53,-47.69,37.37,75.42,40.1,468.69,33.81,7.96,9.13,6.64,8.11,6.52,0.82,11.02,4.11,6.45,11.73,1.14,2.91,1.56,324.54,273.95,92.44,22.93,1.36,23.03,5.44,315.77,81.35,1.67,49.43,58.56,259.8,0,22.18,18.65,15.59,22.53,40.51,139.82,0,1693.63,127.86,10.75,13.61
8986,(주)홈캐스트,64240,16-Dec,18.52,-6.39,33.39,-6.09,13.92,54.73,32.99,9.93,11.32,13.13,14.46,9.01,0.91,11.21,3.59,12.19,13.66,1.14,4.46,1.45,306.03,272.44,126.96,27.89,6.02,16.81,4.38,60.92,78.19,7.7,58.67,65.9,641.56,0,27.54,21.81,10.98,16.3,44.37,153.74,1.36,2410.97,198.72,13.2,15.77
8987,(주)홈캐스트,64240,17-Dec,-24.42,-0.57,-54.11,-67.12,-16.28,-241.23,28.64,-41.82,-16.34,-3.11,-9.73,-13.37,0.32,5.84,1.95,4.24,11.42,0.39,1.76,0.58,302.9,279.09,185.1,15.44,3.91,96.48,34.75,329.64,86.63,4.52,36.87,40.02,384.27,0,15.25,13.37,7.86,11.74,26.81,171.98,1.47,1973.64,-129.38,-11.31,-30.45
8988,(주)홈캐스트,64240,18-Dec,6.48,-0.67,76.37,279.97,-20.6,0,16.72,-59.3,-23.5,-4.76,-15.8,-17.87,0.3,4.12,1.97,3.57,6.79,0.36,1.96,0.56,385.43,320.13,166.14,20.83,3.61,29.21,17.24,139.44,82.76,4.36,55.06,66.29,338.27,0,20.78,17.24,16.94,22.88,49.09,175.95,1.46,1618.54,-163.78,-13.35,-45.71
8989,(주)홈캐스트,64240,19-Dec,-17.72,-1.65,-19.83,-15.74,-7.73,0,22.08,-27.19,-13.86,-8.34,-16.88,-13.43,0.49,4.35,1.9,5.57,9.42,0.57,3.54,0.75,663.75,545.57,241.74,11.02,0.31,-78.41,-14.23,-2479.74,90.07,0.35,53.1,64.6,1008.55,99.64,10.8,9.93,17.8,20.96,54.86,0,0,0,-67.96,-6.62,-12.1
8990,(주)화승엔터프라이즈,241590,16-Dec,67.62,38.49,89.61,22.73,206.13,0,14.6,5.46,27.19,12.57,6.85,10.02,1.84,9.48,14.64,4.6,9.48,5.01,2.9,3.16,117.07,84.24,34.28,126.51,30.83,6.7,2.55,12.13,44.15,69.84,43.75,60.8,69.29,90.37,117.63,55.85,28.04,192.36,8.86,0,0,48218.96,121.95,45,30.7
8991,(주)화승엔터프라이즈,241590,17-Dec,43.53,77.93,13.49,71.05,34.18,19.56,16.44,5.42,18.41,11.01,7.62,7.83,1.44,7.61,12.27,3.42,7.66,3.38,2.52,2.71,92.42,53.36,14.52,139.71,34,8.88,4.22,15.22,41.72,81.5,27.76,48.07,58.04,83.86,124.7,58.28,42.26,0,-3.95,42.5,0,90011.6,84.54,33.82,27.59
8992,(주)화승엔터프라이즈,241590,18-Dec,21.33,25.71,19.24,24.3,8.44,-58.57,13.99,1.94,6.39,5.81,4.58,2.46,1.27,6.16,10.86,2.71,6.75,3.23,2.09,2.66,88.07,49.27,14.69,168.59,39.97,7.87,4.27,12.36,37.23,107.35,26.43,47.25,65.74,79.04,144.09,62.77,44.06,0,-6.4,0,0,0,74.8,34.88,30.17
8993,(주)화승엔터프라이즈,241590,19-Dec,28.72,12.33,34.88,38.24,24.61,263.51,15.33,5.42,19.87,9.83,7.11,7.5,1.38,6.37,10.5,3.13,7.36,3.69,2.21,2.85,93.27,51.16,13.79,166.38,36.41,9.18,4.67,15.74,37.54,97,27.16,49.51,73.38,77.26,141.4,62.46,45.15,0,-3.57,29.11,0,34403.79,107.55,43.7,35.6
8994,(주)화승인더스트리,6060,11-Dec,4.96,5.65,8.76,17.48,-2.8,55.63,10.24,1.26,5.16,3.49,2.7,1.63,1.3,8.01,7.87,3.78,10.12,4.31,1.85,2.33,87.36,61.03,13.19,243.32,51.67,2.41,1.35,3.31,29.13,177.41,39.57,56.63,131.77,95.91,222.57,70.87,30.13,0,-8.2,139.35,11.47,827.82,84.5,26.79,21.17
8995,(주)화승인더스트리,6060,12-Dec,-4.04,2.54,-6.91,-9.02,-2.58,-76.15,10.88,0.75,1.26,2.65,2.21,0.89,1.2,7.21,7.97,3.37,11.29,4.06,1.7,2.15,93.43,65.92,14.79,233.46,53.89,4.05,2.31,5.26,29.99,179.69,38.76,54.94,153.97,84.04,196.07,70.01,29.45,0,-3.86,205.46,60.45,956.69,79.41,26.52,21.66
8996,(주)화승인더스트리,6060,13-Dec,3.37,2.21,7.72,8.36,-10.3,0,9.89,-1.03,-4.45,2.01,1.57,-1.33,1.29,7.76,7.72,3.52,11.8,4.83,1.75,2.29,84.33,59.35,11.08,327.32,57.92,3.75,2.27,4.96,23.4,247.49,40.29,57.25,151.9,90.21,290.1,76.6,29.62,0,-10.64,212.14,55.31,957.6,73.9,26.65,21.05
8997,(주)화승인더스트리,6060,14-Dec,12.77,-0.5,8.55,19.79,6.07,0,11.42,0.43,2.27,3.2,2.69,0.51,1.19,6.79,6.98,3.49,10.77,5.25,1.54,2.12,76.73,51.65,3.14,354.3,56.88,3.4,2.36,4.67,22.01,258.4,37.09,55.11,157.06,95.12,326.27,77.99,32.69,0,-16.71,168.37,50.6,960.13,85.35,26.96,24.01
8998,(주)화승인더스트리,6060,15-Dec,5.27,14.77,-1.96,5.26,10.27,734.62,15.23,2.88,17.47,8.1,5.93,3.93,1.37,7.58,8.04,4.07,11.09,6.05,1.76,2.57,72.76,47.22,8.59,332.92,53.57,7.12,4.11,10.22,23.1,231.93,33.31,51.32,124.89,94.95,305.36,76.9,35.1,0,-19.22,144.66,48.78,936.89,101.95,35.5,26.67
8999,(주)화승인더스트리,6060,16-Dec,43.27,43.66,49.99,15.22,78.29,106.39,16.48,4.82,24.71,11.45,7.73,7.14,1.48,9.3,8.62,4.23,11.68,4.85,2.13,2.81,95.18,69.52,27.83,179.46,43.77,7.18,3.67,10.54,35.78,122.33,39.24,53.73,144.85,88.35,157.74,64.22,26.96,0,-2.72,137.66,44.9,1316.97,105.61,35.03,27.85
9000,(주)화승인더스트리,6060,17-Dec,8.94,26.78,-1,26.03,5.04,-18.04,17.72,4.21,15.42,11.28,8.23,5.77,1.37,8.75,9.11,3.61,11.22,3.84,2.13,2.68,88.13,57.88,18.66,180.39,44.34,9.99,4.89,14.5,35.66,124.34,32.07,48.83,105.27,84.95,155.34,64.34,34.33,0,-6.57,0,0,0,110.77,40.49,30.78
9001,(주)화승인더스트리,6060,18-Dec,13.19,20.42,9.26,22.72,11.18,-44.29,15.27,2.33,7.94,6.18,5.19,2.78,1.19,6.8,8.86,2.82,9.44,3.34,1.85,2.49,86.2,52.96,17.73,179.92,45.51,10.95,6.28,15.47,35.72,127.4,28.96,47.13,107.76,84.01,153.04,64.28,38.56,0,-7.54,0,0,0,73.82,31.47,28.06
9002,(주)화승인더스트리,6060,19-Dec,28.19,11.95,36.27,39.03,22.64,190.22,17.31,5.67,19.66,10.04,7.96,7.15,1.26,6.62,8.84,3.13,9.14,3.53,1.96,2.58,93,56.42,18.7,180.25,40.8,9.13,5.23,14.39,35.68,114.35,30.39,50.1,100.62,81.01,150.97,64.32,39.34,0,-3.77,0,0,0,107.28,40.66,36.24
9003,(주)화승코퍼레이션,13520,11-Dec,7.33,10.55,8.21,38.51,5.08,0,13.57,1.82,10.63,4.92,3.42,2.62,1.44,12.94,4.39,4.25,6.51,5.83,1.91,2.8,75.3,57.12,8.02,309.06,43.44,5.23,2.84,9.09,24.45,177.69,39.22,51.7,126.21,90.61,280.88,75.55,24.14,0,-16.96,109.07,37.84,631.99,61.32,19.65,14.13
9004,(주)화승코퍼레이션,13520,12-Dec,-1.32,3.54,-6.3,-8.04,0.04,-53.87,13.79,0.79,4.78,5.07,3.41,1.18,1.49,12.34,5.04,4.23,6.64,6.05,1.98,2.95,73.95,56.42,8.59,303.48,48.09,9.48,4.75,14.82,24.78,194.02,37.46,49.09,138.8,86.34,267.86,75.22,23.7,0,-17.3,112.88,45.29,574.19,59.75,19.35,12.91
9005,(주)화승코퍼레이션,13520,13-Dec,18.32,22.23,25.04,57.24,-17.62,0,15.81,-2.13,-15.71,7.02,4.49,-3.33,1.56,11.41,5.85,4.26,8.98,7.58,1.97,3.09,74.07,52,8.17,483.62,59.26,6.52,3.75,9.12,17.13,345.87,36.42,51.88,169.91,81.51,408.82,82.87,29.8,0,-18.17,117.69,47.49,594.36,47.23,15.95,11.06
9006,(주)화승코퍼레이션,13520,14-Dec,3.21,6.97,6.18,-2.16,4.62,0,17.7,0.69,5.87,7.64,5.18,1.01,1.48,9.8,5.95,3.89,9.77,8.55,1.78,2.8,77.22,56.02,9.74,475.78,59.45,10.02,5.7,13.93,17.37,342.3,38.72,53.38,158.58,81.36,397.97,82.63,27.46,0,-15.74,115.45,45.77,581.36,62.28,23.63,16.27
9007,(주)화승코퍼레이션,13520,15-Dec,11.26,3.39,-4.54,-0.14,31.5,556.18,19.39,4.58,32.53,8.91,6.55,6.24,1.36,9.82,5.96,3.66,9.15,7.12,1.68,2.76,66.76,47.58,8.18,383.51,56.03,12.05,7.4,17.06,20.68,270.93,32.64,45.8,148.68,86.47,331.69,79.32,28.72,0,-22.8,112.66,45.18,662.07,71.37,25.13,19.45
9008,(주)화승코퍼레이션,13520,16-Dec,3.1,-3.43,7.79,8.01,20.83,-24.26,20.45,3.64,19.64,7.98,6.52,4.46,1.22,9.09,5.57,3.53,8.48,5.44,1.58,2.61,71.52,50.93,11.93,311.93,52.59,10.97,6.89,15.8,24.28,216.62,34.1,47.88,155.45,89.87,275.78,75.72,28.78,0,-19.07,110.47,48.37,677.58,78.08,25.88,21.46
9009,(주)화승코퍼레이션,13520,17-Dec,-4.9,2.97,-0.9,4.5,-17.02,-172.54,17.86,-2.9,-14.23,2.74,2.48,-3.2,1.1,7.65,5.13,3.16,7.73,4.85,1.43,2.26,77.92,54.27,15.29,371.44,54.62,6.81,4.73,9.82,21.21,257.49,34.75,49.89,145.65,80.59,301.89,78.79,30.35,0,-14.14,0,0,0,52.44,18.94,16.72
9010,(주)화승코퍼레이션,13520,18-Dec,-4.9,-6.37,1.71,8.9,-19.23,0,17.36,-2.17,-13.82,4.34,3.53,-2.67,1.23,7.58,5.68,3.4,9.11,6.25,1.53,2.38,74.57,50.34,14.2,454.62,57.91,3.96,2.57,5.6,18.03,321.2,36.02,53.36,178.11,88.53,396.88,81.97,32.49,0,-18.2,0,0,0,60.1,21.3,16.89
9011,(주)화승코퍼레이션,13520,19-Dec,-0.02,4.64,-5.38,-1.3,20.07,0,18.17,1.52,9.62,5.36,4.19,1.94,1.28,7.44,5.97,3.49,10.44,6.46,1.6,2.47,72.96,48.23,12.08,361.97,55.7,6.34,3.88,8.92,21.65,257.31,33.38,50.5,171.54,91.49,319.74,78.35,33.89,0,-18.71,0,0,0,73.18,27.35,21.35
9012,(주)화신,10690,11-Dec,16.73,27.09,13.6,31.73,9.21,-53.71,9.08,2.55,10.77,9.07,5.02,4.6,1.81,13.69,5.85,6.08,5.45,4.28,3.13,2.74,139.44,109.61,32.01,144.45,17.23,15.94,5.61,54.68,40.91,42.12,51.24,65.18,89.09,48.5,114.26,59.09,21.39,75.64,18.43,119.49,50.57,567.63,77.16,19.13,11.4
9013,(주)화신,10690,12-Dec,-3.86,16.02,-14.14,-7.06,1.21,-31.84,10.4,1.51,6.99,11.36,6.08,2.82,1.87,13.62,6.96,5.48,6.17,4.46,3.21,3.02,133.38,102.49,23.41,132.94,17.82,12.57,3.76,40.24,42.93,41.51,44.73,58.21,88.2,52.24,101.67,57.07,23.15,92.53,14.57,137.3,59.4,573.12,70.47,25.12,13.19
9014,(주)화신,10690,13-Dec,-8.43,3.76,-16.35,-1.87,-2.17,-95.78,10.59,0.11,0.3,8.12,4.47,0.2,1.81,13.02,8.44,4.57,7.73,4.23,3.18,3.25,133.1,96.95,30.23,133.61,29.33,9.51,2.87,18.56,42.81,68.51,38.73,53.17,97.81,58.19,93.33,57.19,27.16,109.22,13.23,155.02,67.03,662.01,59.37,23.81,12.54
9015,(주)화신,10690,14-Dec,18.67,13.07,24.46,21.82,12.97,4310.31,10.09,3.34,12.41,4.82,3.13,5.14,1.54,10.49,8.99,3.73,10.65,3.69,2.64,2.82,130.26,95.63,40.8,145.62,34.72,9.11,3.81,15.56,40.71,85.28,40.94,55.77,143.13,62.81,105.16,59.29,26.59,114.44,12.96,160.74,73.43,831.13,52.16,19.61,13.85
9016,(주)화신,10690,15-Dec,-2.91,7.52,-12.72,3.5,-3.49,0,9.16,-1.96,-6.28,2.1,1.53,-2.69,1.37,8.94,7.55,3.23,10.92,3.38,2.3,2.58,122.58,83.93,24.77,147.83,34.68,9.23,3.96,15.87,40.35,85.96,34.33,50.14,146.14,54.26,101.37,59.65,31.53,171.15,9.24,167.98,80,818.17,40.46,17.39,12.51
9017,(주)화신,10690,16-Dec,7.07,1.64,10.93,13.8,8.35,0,11.02,3.86,12.64,4.95,3.69,5.17,1.34,8.21,7.41,3.08,10.26,3.3,2.26,2.62,109.29,73.94,26.16,144.8,33.81,7.6,3.47,13.3,40.85,82.77,35.15,51.95,131.17,71.41,116.37,59.15,32.34,380.55,4.42,156.68,70.29,868.32,62.22,24.68,19.04
9018,(주)화신,10690,17-Dec,-12.21,-8.64,-13.73,-10.08,-10.26,-163.48,5.71,-2.9,-8.13,-2.52,-2.14,-3.42,1.18,6.94,6.35,2.73,10.88,2.86,2.01,2.29,103.44,68.58,16.01,139.95,37.65,3.79,1.75,5.87,41.68,90.35,33.84,51.05,244.68,79.86,118.43,58.32,33.71,1012.71,1.7,0,0,0,37.78,15.8,12.53
9019,(주)화신,10690,18-Dec,-2.15,-0.25,-4.66,-7.85,-16.88,0,4.26,-5.31,-17.68,-2.52,-1.96,-6.82,1.28,7.69,6.37,2.89,17.24,3.33,2.09,2.55,88.26,59.5,16.71,182.5,45.98,-1.21,-0.6,-1.7,35.4,129.88,33.54,49.74,303.36,87.2,159.22,64.6,32.58,0,-6.62,0,0,0,40.22,16.42,12.64
9020,(주)화신,10690,19-Dec,-2.39,4.57,-10.14,-12.53,2.23,0,6.34,0.57,2.24,0.24,0.17,0.81,1.42,9.25,7.1,3.06,23.6,3.93,2.23,2.98,96.64,65.99,18.6,169.71,43.22,8.74,3.82,12.73,37.08,116.57,31.27,45.8,369.67,68.12,127.81,62.92,31.71,0,-1.59,0,0,0,53.03,23.57,16.36
9021,(주)화신정공,126640,11-Dec,0,0,0,0,0,0,8.29,1.42,2.14,2.18,2.11,1.47,1.03,60.81,10.46,3.35,5.18,1.51,3.29,3.33,128.92,121.86,72.29,45.7,2.38,38.72,11.75,510.36,68.63,3.47,29.36,31.05,49.49,0,35.1,31.37,5.47,24.4,6.97,155.86,64.6,781.86,47.86,9.54,9.23
9022,(주)화신정공,126640,12-Dec,1.31,19.79,4.53,118.77,0.54,297.77,5.88,3.35,8.51,6.68,3.85,5.82,1.73,64.45,12.16,5.15,8.39,2.54,5.48,5.5,122.32,108.31,32.54,46.82,1.73,18.14,3.36,334.81,68.11,2.54,28.37,32.04,87.05,0,38.46,31.89,11.45,62.76,5.85,234.5,81.38,695.64,49.63,16.73,9.71
9023,(주)화신정공,126640,13-Dec,10.13,15.61,2.92,12.55,9.08,-14.22,4.97,2.11,6.96,7.2,3.22,4.72,2.23,60.21,10.27,5.98,10.49,3.3,6.93,7.22,104.65,91.55,4.11,48.23,1.64,0.66,0.1,13.08,67.46,2.44,26.19,29.94,115.89,0,42.41,32.54,12.52,281.74,1.33,263.71,100.33,698.93,44.86,16.93,7.94
9024,(주)화신정공,126640,14-Dec,-6.9,-1.22,11.79,-10.88,-4.09,-6.83,4.11,2.01,6.34,5.47,2.53,4.34,2.16,58.74,7.68,5.48,9.63,3.15,6.84,6.57,128.24,115.44,1.61,43.88,0,8.08,1.1,0,69.5,0,32.37,35.96,134.46,0,40.34,30.5,9.98,45.34,7.92,254.23,98.7,635.81,44.65,17.85,7.98
9025,(주)화신정공,126640,15-Dec,-5.88,-3.39,5.97,2.43,2.18,-13.29,3.95,1.87,5.56,4.77,2.22,4.02,2.15,57.47,7.06,5.23,10.1,2.97,7.79,5.64,179.43,162.11,31.84,32.53,0,20.18,2.23,0,75.45,0,36.57,40.48,154.24,0,29.9,24.55,9.65,21.8,17.92,248.99,99.08,619.7,47.56,19.11,8.61
9026,(주)화신정공,126640,16-Dec,12.19,-1.98,22.78,57.47,4.09,-12.38,4.12,1.86,4.72,4.01,2.17,3.43,1.85,38.93,6.09,4.75,8.57,2.54,6.73,4.34,156.38,137.02,25.19,42.85,0,19.49,3.35,0,70,0,38.82,44.3,131.31,0,40.47,30,12.38,34.33,15.97,0,0,0,49.95,17.38,9.96
9027,(주)화신정공,126640,17-Dec,-8.08,3.47,-10.19,-2.84,-2.35,-18.66,3.59,1.55,3.81,2.51,1.41,2.75,1.78,31.55,6.09,4.61,7.94,2.47,6.37,4.06,176.5,152.87,38.8,34.46,0,29.85,4.12,0,74.37,0,37.49,43.28,129.07,0,32.97,25.63,13.39,30.89,18.76,0,0,0,48.74,18.09,9.75
9028,(주)화신정공,126640,18-Dec,-3.64,-0.89,-0.59,26.12,-4.49,-65.7,3.02,0.5,1.35,1.44,0.72,1,2,29.94,7.95,4.81,9.48,2.7,7.7,4.55,179.4,148.92,46.4,35.67,0,31.84,4.11,0,73.71,0,37.07,44.65,109.29,0,33.77,26.29,16.99,38.38,19.76,0,0,0,42.45,17.51,8.6
9029,(주)화신정공,126640,19-Dec,28.93,4.57,55.45,53.63,5.1,225.19,3.88,1.49,4.39,3.36,1.73,2.9,1.94,23.08,9.4,5.15,9.12,2.94,5.71,3.89,197.48,164.32,91.23,66.43,14.28,18.41,4.27,51.43,60.08,23.77,44.8,53.84,87.43,17.39,45.37,39.92,16.79,34.01,26.57,0,0,0,55.05,16.9,9.82
9030,(주)화인베스틸,133820,14-Dec,24.98,4.88,60.3,74.85,81.69,7.8,14.06,7.1,22.45,11.13,9.86,8.01,1.13,3.37,16.5,2.13,7.87,3.16,1.76,2.49,99.87,23.47,0.06,141.3,45.69,-1.39,-0.8,-1.79,41.44,110.25,11.79,50.19,85.08,82.24,121.27,58.56,76.5,0,-0.07,558.86,295.87,1167.49,40.08,19.19,18.88
9031,(주)화인베스틸,133820,15-Dec,-12.11,7.32,-32.72,-37.98,-3.84,-93.38,7.63,0.57,1.17,2.41,2.69,0.51,0.9,2.71,10.63,1.67,11.58,2.08,1.58,2.01,71.02,20.93,1.57,120.54,45.17,-1.32,-0.75,-1.6,45.34,99.62,11.32,38.42,145.28,0,119.3,54.66,70.52,0,-15.68,647.19,305,1113.31,22.38,13.01,13.56
9032,(주)화인베스틸,133820,16-Dec,1.73,-2.86,-0.13,-11.52,0.71,-37.41,9.78,0.46,0.75,1.85,2.55,0.34,0.73,2.87,7.06,1.25,10.79,1.61,1.32,1.91,69.54,26.09,2.6,122.77,44.94,19.78,15.14,24.26,44.89,100.1,14.15,37.72,159.62,0,120.83,55.11,62.48,0,-16.52,0,0,0,21.02,11.75,16.31
9033,(주)화인베스틸,133820,17-Dec,-4.76,-4.76,-3.59,-15.84,-2.01,45.49,9.4,0.86,1.09,2.11,3.65,0.5,0.58,2.59,4.56,1.01,7.47,1.27,1.06,1.52,72.57,32.99,1.67,116.53,42.51,11.21,10.21,14.19,46.18,92.06,17.35,38.18,167.38,0,113.91,53.82,54.54,0,-14.43,0,0,0,21.71,11.96,20.25
9034,(주)화인베스틸,133820,18-Dec,5.75,-11.54,19.28,32.84,1.13,78.99,10.42,1.36,1.97,2.83,4.32,0.89,0.65,2.77,4.49,1.26,9.8,1.45,1.19,1.61,84.65,33.23,1.64,126.42,46.72,0.65,0.57,0.77,44.17,105.79,16.9,43.06,302.67,93.95,115.18,55.83,60.75,0,-7.81,0,0,0,28.54,12.95,20.35
9035,(주)화인베스틸,133820,19-Dec,-7.6,-2.62,-12.97,12.61,-8.55,0,3.86,-5.56,-7.77,-1.29,-2.1,-3.42,0.61,2.12,5.74,1.26,12.2,1.4,1.1,1.47,82.25,17.6,2.37,128.77,47.15,-0.38,-0.34,-0.46,43.71,107.87,8.68,40.56,120.67,89.76,112.82,56.29,78.6,0,-8.75,0,0,0,19.86,9.32,14.58
