,회사명,유동자산증가율,재고자산증가율,0,1,2,3
8725,(주)한송네오텍,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
8726,(주)한송네오텍,55.79,-24.12,55.79,11111111.11,-24.12,11111111.11
8727,(주)한익스프레스,384.76,-98.34,61.11,384.76,-94.01,-98.34
8728,(주)한익스프레스,-21.56,25.33,-24.32,-21.56,25.33,25.33
8729,(주)한익스프레스,15.31,209.7,17.34,15.31,209.7,209.7
8730,(주)한익스프레스,13.8,140.18,12.19,13.8,140.18,140.18
8731,(주)한익스프레스,30.92,50.28,30.75,30.92,49.83,50.28
8732,(주)한익스프레스,0.2,-28.77,0.13,0.2,-31.34,-28.77
8733,(주)한익스프레스,20.78,49.54,20.57,20.78,32.8,49.54
8734,(주)한익스프레스,3.07,-6.79,2.62,3.07,-9.06,-6.79
8735,(주)한익스프레스,5.84,-15.55,5.21,5.84,1.42,-15.55
8736,(주)한일진공,-88.4,412.1,-87.42,-88.4,412.1,412.1
8737,(주)한일진공,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
8738,(주)한일진공,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
8739,(주)한일진공,-20.2,-32.0,-20.61,-20.2,-32.0,-32.0
8740,(주)한일진공,11.24,36.73,11.45,11.24,36.72,36.73
8741,(주)한일진공,-24.75,72.55,0.63,-24.75,72.49,72.55
8742,(주)한일진공,63.39,69.1,50.13,63.39,69.14,69.1
8743,(주)한일진공,165.64,-20.46,116.95,165.64,-20.47,-20.46
8744,(주)한일진공,-57.37,-6.42,-57.01,-57.37,-6.39,-6.42
8745,(주)한진,-16.13,72.01,430.63,525.81,16.5,19.6
8746,(주)한진,1.31,-13.67,-0.57,1.31,-14.53,-13.67
8747,(주)한진,7.25,5.15,7.8,7.25,5.41,5.15
8748,(주)한진,24.25,-28.42,34.86,24.25,-27.22,-28.42
8749,(주)한진,15.87,18.52,-15.08,15.87,-5.41,18.52
8750,(주)한진,0.93,6.84,17.76,0.93,-2.31,6.84
8751,(주)한진,9.35,-0.75,21.41,9.35,-6.75,-0.75
8752,(주)한진,-10.6,-10.12,-15.45,-10.6,-25.03,-10.12
8753,(주)한진,-5.19,38.8,-6.8,-5.19,54.12,38.8
8754,(주)한진중공업홀딩스,1.18,35.14,-82.25,-0.43,-100.0,-80.36
8755,(주)한진중공업홀딩스,20.9,16.17,-10.62,20.9,11111111.11,16.17
8756,(주)한진중공업홀딩스,-16.67,-14.63,-75.98,-16.67,11111111.11,-14.63
8757,(주)한진중공업홀딩스,9.06,77.09,89.61,9.06,11111111.11,77.09
8758,(주)한진중공업홀딩스,-0.69,27.08,31.32,-0.69,11111111.11,27.08
8759,(주)한진중공업홀딩스,270.17,-57.53,419.79,270.17,11111111.11,-57.53
8760,(주)한진중공업홀딩스,-80.49,150.7,-87.63,-80.49,11111111.11,150.7
8761,(주)한진중공업홀딩스,9.13,-38.34,-41.83,9.13,11111111.11,-38.34
8762,(주)한진중공업홀딩스,-1.16,-73.8,-59.32,-1.16,11111111.11,-73.8
8763,(주)한진칼,5.86,149.0,2192.93,5.86,11111111.11,149.0
8764,(주)한진칼,-9.72,24.02,21.51,-9.72,11111111.11,24.02
8765,(주)한진칼,-2.14,-4.06,-78.92,-2.14,11111111.11,-4.06
8766,(주)한진칼,14.49,-5.82,34.13,14.49,11111111.11,-5.82
8767,(주)한진칼,91.69,-1.35,446.88,91.69,11111111.11,-1.35
8768,(주)한진칼,17.74,178.01,43.27,17.74,11111111.11,178.01
8769,(주)한진칼,-21.96,15.96,-34.19,-21.96,11111111.11,15.96
8770,(주)한창,-95.24,-82.54,-87.46,-95.24,inf,-82.54
8771,(주)한창,-26.05,74.96,-17.31,-26.05,-20.48,74.96
8772,(주)한창,1.4,-38.31,8.93,1.4,-99.91,-38.31
8773,(주)한창,30.17,442.96,21.6,30.17,51295.9,442.96
8774,(주)한창,62.87,156.03,-12.5,62.87,-85.32,156.03
8775,(주)한창,10.66,26.95,-30.92,10.66,-41.19,26.95
8776,(주)한창,51.56,-24.08,-17.25,51.56,1146.01,-24.08
8777,(주)한창,-0.29,184.16,-37.15,-0.29,-57.3,184.16
8778,(주)한창,-44.65,-79.86,90.74,-44.65,-80.12,-79.86
8779,(주)한창바이오텍,-8.26,2.61,1.7,-66.12,18513.76,-73.57
8780,(주)한창바이오텍,-15.09,21.81,-19.32,-15.09,21.81,21.81
8781,(주)한창바이오텍,-11.48,-33.88,-11.24,-11.48,-33.88,-33.88
8782,(주)한창바이오텍,42.42,-17.71,42.98,42.42,-17.71,-17.71
8783,(주)한창바이오텍,24.41,-28.98,24.41,-34.47,-28.98,615.71
8784,(주)한창바이오텍,-28.13,27.74,-28.13,11111111.11,27.74,11111111.11
8785,(주)한창바이오텍,57.22,36.98,57.22,11111111.11,36.98,11111111.11
8786,(주)한창바이오텍,-21.77,-9.02,-21.77,11111111.11,-9.02,11111111.11
8787,(주)한창바이오텍,-45.13,-75.63,-45.13,11111111.11,-75.63,11111111.11
8788,(주)한창제지,11.86,22.14,548.62,0.0,5777.84,0.0
8789,(주)한창제지,-8.15,5.76,-8.15,11111111.11,5.76,11111111.11
8790,(주)한창제지,16.19,20.04,16.19,11111111.11,20.04,11111111.11
8791,(주)한창제지,-18.04,-30.11,-18.04,11111111.11,-30.11,11111111.11
8792,(주)한창제지,6.77,30.71,6.77,11111111.11,30.71,11111111.11
8793,(주)한창제지,19.07,-28.35,19.07,11111111.11,-28.35,11111111.11
8794,(주)한창제지,-4.12,6.02,-4.12,11111111.11,6.02,11111111.11
8795,(주)한창제지,6.19,38.01,6.19,11111111.11,38.01,11111111.11
8796,(주)한창제지,21.09,-8.82,21.09,11111111.11,-8.82,11111111.11
8797,(주)한컴위드,107.88,-99.7,-74.72,107.88,-99.88,-99.7
8798,(주)한컴위드,-31.67,-10.33,-31.95,-31.67,-10.33,-10.33
8799,(주)한컴위드,-12.36,36.14,-12.36,-29.6,36.14,36791.93
8800,(주)한컴위드,1.39,-45.71,1.39,11111111.11,-45.71,11111111.11
8801,(주)한컴위드,-37.35,131.35,-37.35,11111111.11,131.36,11111111.11
8802,(주)한컴위드,-22.23,403.61,-22.23,11111111.11,403.6,11111111.11
8803,(주)한컴위드,44.42,36.1,44.42,11111111.11,36.1,11111111.11
8804,(주)한컴위드,32.33,-29.27,32.33,11111111.11,-29.27,11111111.11
8805,(주)한컴위드,153.59,-12.87,158.49,153.59,-18.35,-12.87
8806,(주)한탑,11.18,3.73,138.99,129.84,8112.92,7723.59
8807,(주)한탑,8.55,32.02,5.65,8.55,21.03,32.02
8808,(주)한탑,-18.29,-45.44,-20.98,-18.29,-45.69,-45.44
8809,(주)한탑,1.56,22.61,-7.6,1.56,9.24,22.61
8810,(주)한탑,-13.62,-11.29,-11.66,-13.62,-15.14,-11.29
8811,(주)한탑,-10.78,-21.63,-10.99,-10.78,-20.52,-21.63
8812,(주)한탑,1.4,6.68,-3.02,1.4,-8.64,6.68
8813,(주)한탑,22.93,25.89,26.83,22.93,38.57,25.89
8814,(주)한탑,-20.13,-4.23,-19.44,-20.13,9.86,-4.23
8815,(주)한화,10.2,18.35,3496.49,7760.21,5756.56,6506.11
8816,(주)한화,4.42,-19.44,-13.07,4.42,-8.55,-19.44
8817,(주)한화,111.94,250.43,9.09,111.94,-16.55,250.43
8818,(주)한화,-7.89,10.4,13.43,-7.89,29.86,10.4
8819,(주)한화,28.79,12.39,3.87,28.79,-9.21,12.39
8820,(주)한화,10.77,-11.42,4.8,10.77,-0.43,-11.42
8821,(주)한화,-6.53,-2.33,-14.81,-6.53,-10.5,-2.33
8822,(주)한화,18.08,44.19,26.4,18.08,48.18,44.19
8823,(주)한화,11.09,0.93,0.49,11.09,-2.63,0.93
8824,(주)핸디소프트,-99.76,-99.89,-98.36,-99.76,-99.44,-99.89
8825,(주)핸디소프트,23.59,44.93,21.11,23.59,44.93,44.93
8826,(주)핸디소프트,-1.31,37.17,2.16,-1.31,36.83,37.17
8827,(주)핸디소프트,39.64,-85.19,38.04,39.64,-85.15,-85.19
8828,(주)헥토이노베이션,-81.94,778.33,-29.46,-81.94,-100.0,778.33
8829,(주)헥토이노베이션,-43.24,1254789.63,-43.24,11111111.11,11111111.11,11111111.11
8830,(주)헥토이노베이션,108.77,1254789.63,35.52,108.77,11111111.11,11111111.11
8831,(주)헥토이노베이션,2.37,inf,-18.24,2.37,11111111.11,inf
8832,(주)헥토이노베이션,54.67,-100.0,86.48,54.67,11111111.11,-100.0
8833,(주)헥토파이낸셜,42.58,inf,190.01,-94.53,11111111.11,inf
8834,(주)헬릭스미스,-29.39,36.56,11111111.11,11111111.11,11111111.11,11111111.11
8835,(주)헬릭스미스,29.87,53.84,30.11,29.87,53.84,53.84
8836,(주)헬릭스미스,-10.49,-6.02,-10.57,-10.49,-6.02,-6.02
8837,(주)헬릭스미스,-15.94,-3.87,-15.94,-43.57,-3.87,1354.59
8838,(주)헬릭스미스,-38.18,-17.43,-38.18,11111111.11,-17.43,11111111.11
8839,(주)헬릭스미스,1326.86,-10.32,1326.86,11111111.11,-10.32,11111111.11
8840,(주)헬릭스미스,-23.54,-4.17,-23.54,11111111.11,-4.17,11111111.11
8841,(주)헬릭스미스,9.11,18.36,9.11,11111111.11,18.36,11111111.11
8842,(주)헬릭스미스,72.46,11.2,75.58,72.46,121.61,11.2
8843,(주)현대공업,58.64,27.96,-81.04,-73.19,119.83,94.11
8844,(주)현대공업,23.34,43.5,25.09,23.34,20.44,43.5
8845,(주)현대공업,4.45,11.76,-24.22,4.45,9.18,11.76
8846,(주)현대공업,22.92,7.14,44.52,22.92,25.95,7.14
8847,(주)현대공업,-6.98,3.96,2.66,-6.98,2.22,3.96
8848,(주)현대공업,6.31,-26.89,32.48,6.31,-14.54,-26.89
8849,(주)현대공업,-2.59,-11.46,7.04,-2.59,0.69,-11.46
8850,(주)현대그린푸드,9.86,37.36,337.21,420.8,791.2,608.19
8851,(주)현대그린푸드,7.32,16.46,4.39,7.32,24.23,16.46
8852,(주)현대그린푸드,8.49,15.02,9.52,8.49,20.5,15.02
8853,(주)현대그린푸드,13.95,23.52,5.25,13.95,8.25,23.52
8854,(주)현대그린푸드,-8.98,23.26,-13.38,-8.98,37.69,23.26
8855,(주)현대그린푸드,40.13,87.27,13.2,40.13,-25.05,87.27
8856,(주)현대그린푸드,37.49,58.9,0.95,37.49,-5.15,58.9
8857,(주)현대그린푸드,-2.2,5.3,-5.18,-2.2,-3.87,5.3
8858,(주)현대그린푸드,-1.12,-7.72,5.11,-1.12,-17.74,-7.72
8859,(주)현대리바트,8.54,38.98,-58.92,-84.3,36.4,-76.43
8860,(주)현대리바트,-6.5,-12.14,-9.21,-6.5,-13.87,-12.14
8861,(주)현대리바트,11.81,7.78,12.36,11.81,8.69,7.78
8862,(주)현대리바트,7.0,4.3,10.35,7.0,5.14,4.3
8863,(주)현대리바트,14.38,-7.67,15.58,14.38,-11.16,-7.67
8864,(주)현대리바트,11.94,11.51,13.34,11.94,14.64,11.51
8865,(주)현대리바트,84.28,50.09,80.89,84.28,52.89,50.09
8866,(주)현대리바트,-4.61,34.06,-5.24,-4.61,33.1,34.06
8867,(주)현대리바트,-10.14,-13.8,-9.47,-10.14,-15.09,-13.8
8868,(주)현대미포조선,-13.86,23.77,386.2,939.33,79.68,133.86
8869,(주)현대미포조선,0.87,-34.07,-19.84,0.87,-17.5,-34.07
8870,(주)현대미포조선,56.69,36.05,24.03,56.69,22.73,36.05
8871,(주)현대미포조선,14.05,13.95,30.32,14.05,7.5,13.95
8872,(주)현대미포조선,-8.0,-11.7,-10.88,-8.0,-4.61,-11.7
8873,(주)현대미포조선,-4.49,-36.63,-4.01,-4.49,-34.17,-36.63
8874,(주)현대미포조선,3.51,-40.74,10.74,3.51,-58.15,-40.74
8875,(주)현대미포조선,-73.42,66.93,-14.5,-73.42,85.77,66.93
8876,(주)현대미포조선,-3.14,3.85,-5.41,-3.14,-9.68,3.85
8877,(주)현대바이오랜드,-5.92,29.55,-97.88,-97.66,-82.36,-89.37
8878,(주)현대바이오랜드,36.3,8.62,31.62,36.3,8.99,8.62
8879,(주)현대바이오랜드,4.32,-9.37,4.85,4.32,-8.62,-9.37
8880,(주)현대바이오랜드,-2.65,26.88,-2.52,-2.65,21.32,26.88
8881,(주)현대바이오랜드,13.93,20.52,15.59,13.93,20.48,20.52
8882,(주)현대바이오랜드,4.34,-4.42,-9.52,4.34,-4.12,-4.42
8883,(주)현대바이오랜드,-2.34,6.4,2.93,-2.34,7.87,6.4
8884,(주)현대바이오랜드,10.65,24.66,3.07,10.65,21.01,24.66
8885,(주)현대바이오랜드,0.34,18.86,1.87,0.34,13.33,18.86
8886,(주)현대백화점,20.0,54.34,636.52,1066.54,-6.01,2.39
8887,(주)현대백화점,49.32,-3.75,78.89,49.32,1.03,-3.75
8888,(주)현대백화점,-9.27,13.56,11.32,-9.27,19.87,13.56
8889,(주)현대백화점,-29.05,22.15,-36.37,-29.05,22.26,22.15
8890,(주)현대백화점,11.62,9.09,28.68,11.62,9.82,9.09
8891,(주)현대백화점,26.29,-0.44,22.42,26.29,-1.17,-0.44
8892,(주)현대백화점,-12.8,1.56,-17.12,-12.8,2.22,1.56
8893,(주)현대백화점,25.53,89.42,18.69,25.53,8.45,89.42
8894,(주)현대백화점,8.46,60.3,0.66,8.46,-1.81,60.3
8895,(주)현대에버다임,8.15,31.29,-85.04,-90.04,6.98,-60.89
8896,(주)현대에버다임,12.97,5.52,11.91,12.97,-12.22,5.52
8897,(주)현대에버다임,21.06,23.33,9.86,21.06,17.75,23.33
8898,(주)현대에버다임,20.81,12.26,22.28,20.81,18.34,12.26
8899,(주)현대에버다임,-12.56,-0.52,-9.52,-12.56,3.71,-0.52
8900,(주)현대에버다임,-10.67,3.82,-12.67,-10.67,6.8,3.82
8901,(주)현대에버다임,7.79,18.44,6.9,7.79,16.19,18.44
8902,(주)현대에버다임,-2.85,-12.68,1.5,-2.85,-14.41,-12.68
8903,(주)현대에버다임,3.97,4.67,6.54,3.97,-0.01,4.67
8904,(주)현대이지웰,52.01,-27.55,-85.37,-94.18,-99.15,-90.53
8905,(주)현대이지웰,19.42,-34.58,19.42,11111111.11,-34.58,11111111.11
8906,(주)현대이지웰,22.63,101.89,22.63,11111111.11,101.89,11111111.11
8907,(주)현대이지웰,-14.51,181.77,-19.86,-14.51,181.77,181.77
8908,(주)현대이지웰,74.81,120.13,82.71,74.81,112.83,120.13
8909,(주)현대이지웰,-19.65,-74.45,-22.23,-19.65,-76.05,-74.45
8910,(주)현대이지웰,18.48,93.41,22.17,18.48,106.08,93.41
8911,(주)현대퓨처넷,13.62,-5.61,35.68,262.76,-100.0,-95.77
8912,(주)현대퓨처넷,-10.12,0.19,-71.29,-10.12,11111111.11,0.19
8913,(주)현대퓨처넷,16.98,-87.71,-7.29,16.98,11111111.11,-87.71
8914,(주)현대퓨처넷,21.43,715.36,6.68,21.43,11111111.11,715.34
8915,(주)현대퓨처넷,7.2,-38.01,32.81,7.2,11111111.11,-38.01
8916,(주)현대퓨처넷,19.13,-92.9,1051.16,19.13,11111111.11,-92.9
8917,(주)현대퓨처넷,10.11,335.66,9.95,10.11,inf,335.66
8918,(주)현대퓨처넷,10.16,147.29,9.38,10.16,-98.21,147.29
8919,(주)현대퓨처넷,3.75,-99.33,5.03,3.75,-7.41,-99.33
8920,(주)현대홈쇼핑,20.9,625.46,120.5,116.01,1489126.25,1489126.25
8921,(주)현대홈쇼핑,-33.01,-23.64,-33.01,-98.75,-23.64,86.52
8922,(주)현대홈쇼핑,16.83,156.49,16.83,11111111.11,156.49,11111111.11
8923,(주)현대홈쇼핑,13.74,59.29,13.74,11111111.11,59.29,11111111.11
8924,(주)현대홈쇼핑,2.45,20.94,2.45,11111111.11,20.94,11111111.11
8925,(주)현대홈쇼핑,12.51,16.66,17.69,12.51,6.02,16.66
8926,(주)현대홈쇼핑,-16.51,27.9,-16.58,-16.51,28.6,27.9
8927,(주)현대홈쇼핑,24.78,349.92,-27.24,24.78,32.62,349.92
8928,(주)현대홈쇼핑,-7.78,9.54,-17.24,-7.78,41.92,9.54
8929,(주)협진,37.86,-2.95,-94.05,-98.81,-81.4,-93.5
8930,(주)협진,5.72,32.19,5.72,11111111.11,32.19,11111111.11
8931,(주)협진,-20.55,1.99,-28.28,-20.55,1.39,1.99
8932,(주)협진,1.52,13.97,5.84,1.52,13.85,13.97
8933,(주)협진,-13.48,3.17,-15.52,-13.48,1.98,3.17
8934,(주)협진,112.94,-12.16,133.38,112.94,-9.47,-12.16
8935,(주)협진,-37.99,-8.87,-34.12,-34.2,5.54,5.52
8936,(주)형지아이앤씨,-11.67,-9.38,23.5,-62.74,78.44,-30.36
8937,(주)형지아이앤씨,-17.41,-25.88,-17.41,11111111.11,-25.88,11111111.11
8938,(주)형지아이앤씨,23.89,14.66,23.89,11111111.11,14.66,11111111.11
8939,(주)형지아이앤씨,64.73,76.36,64.73,11111111.11,76.36,11111111.11
8940,(주)형지아이앤씨,14.45,17.8,15.12,14.45,17.29,17.8
8941,(주)형지아이앤씨,-1.83,5.83,-1.24,-1.83,5.6,5.83
8942,(주)형지아이앤씨,-23.19,-25.46,-22.19,-23.19,-22.75,-25.46
8943,(주)형지아이앤씨,2.26,-0.04,2.26,-79.72,-0.04,-72.78
8944,(주)형지아이앤씨,-13.89,-18.66,-13.89,11111111.11,-18.66,11111111.11
8945,(주)형지엘리트,15.25,-36.26,14.38,15.25,-37.27,-36.26
8946,(주)형지엘리트,6.88,5.19,7.28,6.88,4.25,5.19
8947,(주)형지엘리트,-3.04,-19.86,-3.92,-3.04,-19.49,-19.86
8948,(주)형지엘리트,-0.86,-37.71,-0.16,-0.86,-36.87,-37.71
8949,(주)형지엘리트,57.58,168.37,-12.51,57.58,11.1,168.37
8950,(주)형지엘리트,77.23,53.86,88.61,77.23,14.12,53.86
8951,(주)형지엘리트,-13.82,30.72,-23.27,-13.82,-0.97,30.72
8952,(주)형지엘리트,-15.39,0.03,-8.77,-15.39,14.0,0.03
8953,(주)형지엘리트,-15.4,-21.34,-25.66,-15.4,-37.0,-21.34
8954,(주)혜인,6.45,22.55,108.8,6.45,451.77,22.55
8955,(주)혜인,37.23,54.3,37.08,37.23,58.09,54.3
8956,(주)혜인,-16.38,-19.77,-21.18,-16.38,-25.46,-19.77
8957,(주)혜인,24.36,38.51,23.57,24.36,40.59,38.51
8958,(주)혜인,-11.75,-14.94,-10.24,-11.75,-13.18,-14.94
8959,(주)혜인,-4.94,-6.44,-6.54,-4.94,-1.25,-6.44
8960,(주)혜인,4.86,8.87,14.25,4.86,9.23,8.87
8961,(주)혜인,4.74,0.84,5.09,4.74,1.05,0.84
8962,(주)혜인,-5.68,-14.66,-5.18,-5.68,-14.14,-14.66
8963,(주)호텔신라,33.89,55.13,339.72,348.63,353.12,354.17
8964,(주)호텔신라,28.27,5.76,29.31,28.27,5.62,5.76
8965,(주)호텔신라,-5.08,-5.15,-5.24,-5.08,-5.77,-5.15
8966,(주)호텔신라,16.05,46.53,4.75,16.05,33.0,46.53
8967,(주)호텔신라,24.37,-4.64,25.21,24.37,-7.22,-4.64
8968,(주)호텔신라,5.43,0.15,3.23,5.43,-1.64,0.15
8969,(주)호텔신라,11.06,6.04,5.49,11.06,-2.3,6.04
8970,(주)호텔신라,6.15,40.78,2.7,6.15,49.06,40.78
8971,(주)호텔신라,34.9,20.71,39.99,34.9,22.38,20.71
8972,(주)홈센타홀딩스,53.68,112.64,-96.58,-96.83,-97.93,-98.18
8973,(주)홈센타홀딩스,19.09,-39.06,12.28,19.09,-44.63,-39.06
8974,(주)홈센타홀딩스,-1.19,25.95,-2.52,-1.19,4.89,25.95
8975,(주)홈센타홀딩스,-13.45,-25.72,-24.33,-13.45,-27.54,-25.72
8976,(주)홈센타홀딩스,8.35,-39.19,-9.46,8.35,-45.35,-39.19
8977,(주)홈센타홀딩스,30.18,65.75,-40.38,30.18,-3.86,65.75
8978,(주)홈센타홀딩스,3.48,11.07,-6.75,3.48,-19.63,11.07
8979,(주)홈센타홀딩스,-0.28,-49.81,-15.94,-0.28,-8.56,-49.81
8980,(주)홈센타홀딩스,-8.27,-6.22,-42.79,-8.27,-21.82,-6.22
8981,(주)홈캐스트,-4.85,139.71,598.25,-4.85,370.66,139.71
8982,(주)홈캐스트,-39.82,-16.72,-37.66,-39.82,4.0,-16.72
8983,(주)홈캐스트,-15.53,-9.66,-16.85,-15.53,-9.97,-9.66
8984,(주)홈캐스트,46.47,-23.48,49.74,46.47,-26.42,-23.48
8985,(주)홈캐스트,37.37,75.42,34.8,37.37,82.95,75.42
8986,(주)홈캐스트,33.39,-6.09,33.42,33.39,-6.09,-6.09
8987,(주)홈캐스트,-54.11,-67.12,-54.14,-54.11,-67.12,-67.12
8988,(주)홈캐스트,76.37,279.97,-9.2,76.37,-5.88,279.97
8989,(주)홈캐스트,-19.83,-15.74,-17.05,-19.83,-30.36,-15.74
8990,(주)화승엔터프라이즈,89.61,22.73,111.3,325.71,-100.0,570.49
8991,(주)화승엔터프라이즈,13.49,71.05,8.24,13.49,11111111.11,71.05
8992,(주)화승엔터프라이즈,19.24,24.3,-5.99,19.24,11111111.11,24.3
8993,(주)화승엔터프라이즈,34.88,38.24,2.19,34.88,11111111.11,38.24
8994,(주)화승인더스트리,8.76,17.48,131.19,-44.32,inf,-62.84
8995,(주)화승인더스트리,-6.91,-9.02,-22.47,-6.91,-1.0,-9.02
8996,(주)화승인더스트리,7.72,8.36,-8.79,7.72,-21.48,8.36
8997,(주)화승인더스트리,8.55,19.79,8.61,8.55,29.6,19.79
8998,(주)화승인더스트리,-1.96,5.26,10.85,-1.96,4.85,5.26
8999,(주)화승인더스트리,49.99,15.22,33.37,49.99,11.2,15.22
9000,(주)화승인더스트리,-1.0,26.03,4.44,-1.0,1.51,26.03
9001,(주)화승인더스트리,9.26,22.72,-32.02,9.26,-70.3,22.72
9002,(주)화승인더스트리,36.27,39.03,26.2,36.27,-63.32,39.03
9003,(주)화승코퍼레이션,8.21,38.51,32.83,-21.28,732.08,-51.69
9004,(주)화승코퍼레이션,-6.3,-8.04,-8.89,-6.3,3.45,-8.04
9005,(주)화승코퍼레이션,25.04,57.24,0.43,25.04,3.71,57.24
9006,(주)화승코퍼레이션,6.18,-2.16,4.85,6.18,11.89,-2.16
9007,(주)화승코퍼레이션,-4.54,-0.14,-1.53,-4.54,11.91,-0.14
9008,(주)화승코퍼레이션,7.79,8.01,11.74,7.79,20.63,8.01
9009,(주)화승코퍼레이션,-0.9,4.5,-1.63,-0.9,12.24,4.5
9010,(주)화승코퍼레이션,1.71,8.9,4.96,1.71,19.48,8.9
9011,(주)화승코퍼레이션,-5.38,-1.3,-8.21,-5.38,-4.35,-1.3
9012,(주)화신,13.6,31.73,1.3,-5.41,-15.89,-40.3
9013,(주)화신,-14.14,-7.06,-4.86,-14.14,-4.96,-7.06
9014,(주)화신,-16.35,-1.87,25.34,-16.35,-0.8,-1.87
9015,(주)화신,24.46,21.82,33.63,24.46,39.62,21.82
9016,(주)화신,-12.72,3.5,-3.61,-12.72,-8.25,3.5
9017,(주)화신,10.93,13.8,19.29,10.93,22.79,13.8
9018,(주)화신,-13.73,-10.08,-22.52,-13.73,-30.62,-10.08
9019,(주)화신,-4.66,-7.85,11.12,-4.66,52.26,-7.85
9020,(주)화신,-10.14,-12.53,-5.64,-10.14,-39.44,-12.53
9021,(주)화신정공,-97.0,-90.54,-90.32,-97.0,-94.51,-90.54
9022,(주)화신정공,4.53,118.77,4.53,11111111.11,118.77,11111111.11
9023,(주)화신정공,2.92,12.55,2.92,11111111.11,12.55,11111111.11
9024,(주)화신정공,11.79,-10.88,11.79,11111111.11,-10.88,11111111.11
9025,(주)화신정공,5.97,2.43,5.97,11111111.11,2.43,11111111.11
9026,(주)화신정공,22.78,57.47,22.78,11111111.11,57.47,11111111.11
9027,(주)화신정공,-10.19,-2.84,-10.19,11111111.11,-2.84,11111111.11
9028,(주)화신정공,-0.59,26.12,-0.59,11111111.11,26.12,11111111.11
9029,(주)화신정공,55.45,53.63,55.45,11111111.11,53.63,11111111.11
9030,(주)화인베스틸,60.3,74.85,76.02,0.0,702.05,0.0
9031,(주)화인베스틸,-32.72,-37.98,-32.72,11111111.11,-37.98,11111111.11
9032,(주)화인베스틸,-0.13,-11.52,-0.13,11111111.11,-11.52,11111111.11
9033,(주)화인베스틸,-3.59,-15.84,-3.59,11111111.11,-15.84,11111111.11
9034,(주)화인베스틸,19.28,32.84,19.28,11111111.11,32.84,11111111.11
9035,(주)화인베스틸,-12.97,12.61,-12.97,11111111.11,12.61,11111111.11
9036,(주)황금에스티,1.74,8.77,40.6,1169.09,-24.22,480.75
9037,(주)황금에스티,-19.19,-2.83,-23.13,-19.19,-4.09,-2.83
9038,(주)황금에스티,8.11,4.98,3.16,8.11,-1.67,4.98
9039,(주)황금에스티,-8.24,-8.73,-10.5,-8.24,-10.46,-8.73
9040,(주)황금에스티,9.33,11.03,2.98,9.33,0.47,11.03
9041,(주)황금에스티,30.15,-21.44,10.51,30.15,-11.56,-21.44
9042,(주)황금에스티,-12.2,-9.73,-15.63,-12.2,-11.08,-9.73
9043,(주)황금에스티,21.84,38.39,3.38,21.84,21.63,38.39
9044,(주)황금에스티,4.29,-9.63,-8.3,4.29,3.41,-9.63
9045,(주)효성,-0.06,29.13,3953.34,2751.16,2458.54,3003.39
9046,(주)효성,-11.85,-17.14,-18.84,-11.85,-21.78,-17.14
9047,(주)효성,-9.25,-6.4,-18.24,-9.25,-10.31,-6.4
9048,(주)효성,0.63,-3.62,-6.12,0.63,-15.53,-3.62
9049,(주)효성,2.39,9.19,-13.57,2.39,-7.42,9.19
9050,(주)효성,-4.0,1.77,-2.56,-4.0,-1.88,1.77
9051,(주)효성,14.39,10.18,17.09,14.39,9.19,10.18
9052,(주)효성,-70.21,-70.33,-95.93,-70.21,-97.27,-70.33
9053,(주)효성,-4.88,15.11,2.62,-4.88,-53.49,15.11
9054,(주)후성,11.94,84.08,10.3,-93.09,408.39,-92.26
9055,(주)후성,0.13,-24.57,-14.52,0.13,-32.68,-24.57
9056,(주)후성,-15.27,-13.77,-12.26,-15.27,-16.26,-13.77
9057,(주)후성,7.04,5.55,3.69,7.04,8.4,5.55
9058,(주)후성,4.28,-14.36,12.51,4.28,-7.21,-14.36
9059,(주)후성,48.37,-17.03,24.92,48.37,-11.81,-17.03
9060,(주)후성,-15.78,20.55,-23.86,-15.78,19.45,20.55
9061,(주)후성,13.59,46.79,30.5,13.59,48.6,46.79
9062,(주)후성,7.59,9.36,3.19,7.59,0.13,9.36
9063,(주)휠라홀딩스,26.65,21.35,186.77,147.33,137.52,212.67
9064,(주)휠라홀딩스,-10.05,5.49,-22.01,-10.05,10.0,5.49
9065,(주)휠라홀딩스,17.34,23.65,0.66,17.34,4.04,23.65
9066,(주)휠라홀딩스,8.62,8.73,-20.81,8.62,1.69,8.73
9067,(주)휠라홀딩스,11.3,19.57,-4.78,11.3,0.11,19.57
9068,(주)휠라홀딩스,199.91,174.02,-9.36,199.91,-8.09,174.02
9069,(주)휠라홀딩스,-7.0,-5.01,8.08,-7.0,0.65,-5.01
9070,(주)휠라홀딩스,15.93,9.31,13.68,15.93,2.11,9.31
9071,(주)휠라홀딩스,18.61,16.33,64.65,18.61,11.97,16.33
9072,(주)휴네시온,-98.56,-99.91,-92.85,-98.56,-99.41,-99.91
9073,(주)휴네시온,-11.39,-10.69,-14.67,-11.39,-10.69,-10.69
9074,(주)휴니드테크놀러지스,-11.1,-2.09,147.62,-44.96,3053.83,1860.03
