,회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),순이익증가률개별,순이익증가률연결
9465,고려제약(주),14570,Dec-18,6562473,11111111.11,40.13,0
9466,고려제약(주),14570,Dec-19,3895309,11111111.11,-40.64,0
9467,광동제약(주),9290,Dec-11,29028173,29893847,645.21,169.04
9468,광동제약(주),9290,Dec-12,26677805,27761563,-8.1,-7.13
9469,광동제약(주),9290,Dec-13,21435421,21998584,-19.65,-20.76
9470,광동제약(주),9290,Dec-14,34483307,35063257,60.87,59.39
9471,광동제약(주),9290,Dec-15,33362959,36083163,-3.25,2.91
9472,광동제약(주),9290,Dec-16,29168626,27899595,-12.57,-22.68
9473,광동제약(주),9290,Dec-17,23850108,23083088,-18.23,-17.26
9474,광동제약(주),9290,Dec-18,22991600,21974420,-3.6,-4.8
9475,광동제약(주),9290,Dec-19,22924353,22655802,-0.29,3.1
9476,광전자(주),17900,Dec-11,-42129746,-44009069,-283.78,-294.25
9477,광전자(주),17900,Dec-12,-13147971,-13430211,11111111.11,11111111.11
9478,광전자(주),17900,Dec-13,-8184273,-4789880,11111111.11,11111111.11
9479,광전자(주),17900,Dec-14,-8628751,-10661940,11111111.11,11111111.11
9480,광전자(주),17900,Dec-15,-3220835,-5148022,11111111.11,11111111.11
9481,광전자(주),17900,Dec-16,1297638,2022186,11111111.11,11111111.11
9482,광전자(주),17900,Dec-17,2007988,2924404,54.74,44.62
9483,광전자(주),17900,Dec-18,10302396,6337707,413.07,116.72
9484,광전자(주),17900,Dec-19,1830389,3363538,-82.23,-46.93
9485,광진실업(주),26910,Dec-11,4272567,11111111.11,133.42,230.34
9486,광진실업(주),26910,Dec-12,1169019,11111111.11,-72.64,0
9487,광진실업(주),26910,Dec-13,-581892,11111111.11,-149.78,0
9488,광진실업(주),26910,Dec-14,625545,11111111.11,11111111.11,0
9489,광진실업(주),26910,Dec-15,-125414,11111111.11,-120.05,0
9490,광진실업(주),26910,Dec-16,-18513,11111111.11,11111111.11,0
9491,광진실업(주),26910,Dec-17,542277,11111111.11,11111111.11,0
9492,광진실업(주),26910,Dec-18,266637,11111111.11,-50.83,0
9493,광진실업(주),26910,Dec-19,-978930,11111111.11,-467.14,0
9494,국도화학(주),7690,Dec-11,21896617,24928454,11111111.11,124.36
9495,국도화학(주),7690,Dec-12,26371469,29920111,20.44,20.02
9496,국도화학(주),7690,Dec-13,28109803,31387225,6.59,4.9
9497,국도화학(주),7690,Dec-14,15218366,20935128,-45.86,-33.3
9498,국도화학(주),7690,Dec-15,51428810,56315040,237.94,169
9499,국도화학(주),7690,Dec-16,20618110,26558800,-59.91,-52.84
9500,국도화학(주),7690,Dec-17,33844005,42033007,64.15,58.26
9501,국도화학(주),7690,Dec-18,32407069,46630413,-4.25,10.94
9502,국도화학(주),7690,Dec-19,31091041,35110068,-4.06,-24.71
9503,국일신동(주),60480,Dec-14,1310562,11111111.11,-95.78,-68.35
9504,국일신동(주),60480,Dec-15,664778,11111111.11,-49.28,0
9505,국일신동(주),60480,Dec-16,382725,11111111.11,-42.43,0
9506,국일신동(주),60480,Dec-17,2978285,11111111.11,678.18,0
9507,국일신동(주),60480,Dec-18,1012330,11111111.11,-66.01,0
9508,국일신동(주),60480,Dec-19,-103390,11111111.11,-110.21,0
9509,국일제지(주),78130,Dec-11,2593091,-13287738,11111111.11,-219.59
9510,국일제지(주),78130,Dec-12,-5710220,-6275802,-320.21,11111111.11
9511,국일제지(주),78130,Dec-13,1110200,60475,11111111.11,11111111.11
9512,국일제지(주),78130,Dec-14,-608341,-5623507,-154.8,-9398.9
9513,국일제지(주),78130,Dec-15,14592969,11111111.11,11111111.11,11111111.11
9514,국일제지(주),78130,Dec-16,-316143,11111111.11,-102.17,0
9515,국일제지(주),78130,Dec-17,1770960,11111111.11,11111111.11,0
9516,국일제지(주),78130,Dec-18,-2257233,11111111.11,-227.46,0
9517,국일제지(주),78130,Dec-19,-38326422,-38326422,11111111.11,-444.94
9518,국제약품(주),2720,Mar-11,4191254,4279060,11111111.11,11111111.11
9519,국제약품(주),2720,Dec-12,-18941911,-18940026,-551.94,-542.62
9520,국제약품(주),2720,Dec-13,2693214,1671940,11111111.11,11111111.11
9521,국제약품(주),2720,Dec-14,-7485126,-6917252,-377.93,-513.73
9522,국제약품(주),2720,Dec-15,-6165719,-5884459,11111111.11,11111111.11
9523,국제약품(주),2720,Dec-16,824013,798939,11111111.11,11111111.11
9524,국제약품(주),2720,Dec-17,710891,1038655,-13.73,30
9525,국제약품(주),2720,Dec-18,1698291,2182873,138.9,110.16
9526,국제약품(주),2720,Dec-19,-4987038,-4761812,-393.65,-318.14
9527,그랜드코리아레저(주),114090,Dec-11,63303582,11111111.11,11111111.11,11111111.11
9528,그랜드코리아레저(주),114090,Dec-12,144055181,11111111.11,127.56,0
9529,그랜드코리아레저(주),114090,Dec-13,137569887,11111111.11,-4.5,0
9530,그랜드코리아레저(주),114090,Dec-14,116513611,11111111.11,-15.31,0
9531,그랜드코리아레저(주),114090,Dec-15,91731838,11111111.11,-21.27,0
9532,그랜드코리아레저(주),114090,Dec-16,114342570,11111111.11,24.65,0
9533,그랜드코리아레저(주),114090,Dec-17,80538567,11111111.11,-29.56,0
9534,그랜드코리아레저(주),114090,Dec-18,77616246,77740630,-3.63,599.67
9535,그랜드코리아레저(주),114090,Dec-19,72039234,72396402,-7.19,-6.87
9536,그레이트리치과기유한공사,900290,Jun-16,11111111.11,35046704,-84.58,-51.59
9537,그레이트리치과기유한공사,900290,Jun-17,11111111.11,48067247,0,37.15
9538,그레이트리치과기유한공사,900290,Jun-18,11111111.11,52840288,0,9.93
9539,그레이트리치과기유한공사,900290,Jun-19,11111111.11,64944266,0,22.91
9540,그린케미칼(주),83420,Dec-11,10943454,11111111.11,-1.51,-82.89
9541,그린케미칼(주),83420,Dec-12,11700487,11111111.11,6.92,0
9542,그린케미칼(주),83420,Dec-13,10700909,11111111.11,-8.54,0
9543,그린케미칼(주),83420,Dec-14,12980074,11111111.11,21.3,0
9544,그린케미칼(주),83420,Dec-15,3536460,11111111.11,-72.75,0
9545,그린케미칼(주),83420,Dec-16,2874117,11111111.11,-18.73,0
9546,그린케미칼(주),83420,Dec-17,2522644,11111111.11,-12.23,0
9547,그린케미칼(주),83420,Dec-18,2513016,11111111.11,-0.38,0
9548,그린케미칼(주),83420,Dec-19,5580406,11111111.11,122.06,0
9549,극동유화(주),14530,Dec-11,9175401,11111111.11,64.42,0
9550,극동유화(주),14530,Dec-12,11920876,11111111.11,29.92,0
9551,극동유화(주),14530,Dec-13,12941370,11111111.11,8.56,0
9552,극동유화(주),14530,Dec-14,10417465,9300068,-19.5,-16.3
9553,극동유화(주),14530,Dec-15,14842811,14487630,42.48,55.78
9554,극동유화(주),14530,Dec-16,14138293,13985965,-4.75,-3.46
9555,극동유화(주),14530,Dec-17,14513225,15103874,2.65,7.99
9556,극동유화(주),14530,Dec-18,14673644,16292225,1.11,7.87
9557,극동유화(주),14530,Dec-19,13224032,14202848,-9.88,-12.82
9558,글로벌에스엠테크리미티드,900070,Dec-11,11111111.11,1388599,-15.98,-90.22
9559,글로벌에스엠테크리미티드,900070,Dec-12,11111111.11,2367992,0,70.53
9560,글로벌에스엠테크리미티드,900070,Dec-13,11111111.11,529517,0,-77.64
9561,글로벌에스엠테크리미티드,900070,Dec-14,11111111.11,-3738855,0,-806.09
9562,글로벌에스엠테크리미티드,900070,Dec-15,11111111.11,216528,0,11111111.11
9563,글로벌에스엠테크리미티드,900070,Dec-16,11111111.11,4369863,0,1918.15
9564,글로벌에스엠테크리미티드,900070,Dec-17,11111111.11,665344,0,-84.77
9565,글로벌에스엠테크리미티드,900070,Dec-18,11111111.11,348594,0,-47.61
9566,글로벌에스엠테크리미티드,900070,Dec-19,11111111.11,3381617,0,870.07
9567,글로벌텍스프리(주),204620,Dec-14,11111111.11,11111111.11,0,228.57
9568,글로벌텍스프리(주),204620,Dec-15,11111111.11,11111111.11,0,0
9569,글로벌텍스프리(주),204620,Dec-16,11111111.11,11111111.11,0,0
9570,글로벌텍스프리(주),204620,Dec-17,-1933688,-2368883,-117.4,-121.32
9571,글로벌텍스프리(주),204620,Dec-18,6959685,8365701,11111111.11,11111111.11
9572,글로벌텍스프리(주),204620,Dec-19,5769004,5807872,-17.11,-30.58
9573,글로본(주),19660,Mar-11,11111111.11,11111111.11,92.6,91.31
9574,글로본(주),19660,Mar-12,11111111.11,11111111.11,0,0
9575,글로본(주),19660,Mar-13,11111111.11,11111111.11,0,0
9576,글로본(주),19660,Mar-14,11111111.11,11111111.11,0,0
9577,글로본(주),19660,Mar-15,11111111.11,11111111.11,0,0
9578,글로본(주),19660,Mar-16,11111111.11,11111111.11,0,0
9579,글로본(주),19660,Dec-17,-8625817,11111111.11,-177.63,0
9580,글로본(주),19660,Dec-18,1729641,11111111.11,11111111.11,0
9581,글로본(주),19660,Dec-19,-9327465,11111111.11,-639.27,0
9582,금강공업(주),14280,Dec-11,2001121,210436,11111111.11,-98.11
9583,금강공업(주),14280,Dec-12,9763684,10715450,387.91,4992.02
9584,금강공업(주),14280,Dec-13,12835143,18468245,31.46,72.35
9585,금강공업(주),14280,Dec-14,13123789,23066991,2.25,24.9
9586,금강공업(주),14280,Dec-15,11286978,7634880,-14,-66.9
9587,금강공업(주),14280,Dec-16,28164623,35763918,149.53,368.43
9588,금강공업(주),14280,Dec-17,21584688,26631679,-23.36,-25.53
9589,금강공업(주),14280,Dec-18,10841802,14872445,-49.77,-44.16
9590,금강공업(주),14280,Dec-19,-6797021,-4951774,-162.69,-133.29
9591,금강철강(주),53260,Dec-11,9545934,8852117,11111111.11,11111111.11
9592,금강철강(주),53260,Dec-12,7282693,8455954,-23.71,-4.48
9593,금강철강(주),53260,Dec-13,7122040,7706526,-2.21,-8.86
9594,금강철강(주),53260,Dec-14,6039721,5862980,-15.2,-23.92
9595,금강철강(주),53260,Dec-15,6306700,6772942,4.42,15.52
9596,금강철강(주),53260,Dec-16,5856462,5648383,-7.14,-16.6
9597,금강철강(주),53260,Dec-17,3012420,2976051,-48.56,-47.31
9598,금강철강(주),53260,Dec-18,4513450,5256295,49.83,76.62
9599,금강철강(주),53260,Dec-19,4472814,4389382,-0.9,-16.49
9600,금호건설(주),2990,Dec-11,-137546357,-49517847,-3175.16,-1228.13
9601,금호건설(주),2990,Dec-12,-420973629,-727923205,11111111.11,11111111.11
9602,금호건설(주),2990,Dec-13,12738772,52624235,11111111.11,11111111.11
9603,금호건설(주),2990,Dec-14,60227747,105802212,372.79,101.05
9604,금호건설(주),2990,Dec-15,-2176050,-6109525,-103.61,-105.77
9605,금호건설(주),2990,Dec-16,119375539,36036543,11111111.11,11111111.11
9606,금호건설(주),2990,Dec-17,8178280,95278014,-93.15,164.39
9607,금호건설(주),2990,Dec-18,67072310,-470572,720.13,-100.49
9608,금호건설(주),2990,Dec-19,45875871,11717127,-31.6,11111111.11
9609,금호석유화학(주),11780,Dec-11,343319757,543769089,648.37,4540.81
9610,금호석유화학(주),11780,Dec-12,96116038,126109125,-72,-76.81
9611,금호석유화학(주),11780,Dec-13,-30966632,-42712971,-132.22,-133.87
9612,금호석유화학(주),11780,Dec-14,83308973,88334748,11111111.11,11111111.11
9613,금호석유화학(주),11780,Dec-15,77469141,121866343,-7.01,37.96
9614,금호석유화학(주),11780,Dec-16,29416871,80764817,-62.03,-33.73
9615,금호석유화학(주),11780,Dec-17,135421885,217647432,360.35,169.48
9616,금호석유화학(주),11780,Dec-18,182630029,503082598,34.86,131.15
9617,금호석유화학(주),11780,Dec-19,262497365,294696728,43.73,-41.42
9618,금호전기(주),1210,Dec-11,11093066,308307,-95.77,-99.9
9619,금호전기(주),1210,Dec-12,-39994218,-67108708,-460.53,-21866.85
9620,금호전기(주),1210,Dec-13,-30366308,-18056370,11111111.11,11111111.11
9621,금호전기(주),1210,Dec-14,-14473845,-4626424,11111111.11,11111111.11
9622,금호전기(주),1210,Dec-15,-17975517,-56359653,11111111.11,11111111.11
9623,금호전기(주),1210,Dec-16,-18848607,-17415921,11111111.11,11111111.11
9624,금호전기(주),1210,Dec-17,-22247158,-20183319,11111111.11,11111111.11
9625,금호전기(주),1210,Dec-18,-100302572,-20930538,11111111.11,11111111.11
9626,금호전기(주),1210,Dec-19,-44109210,-33237746,11111111.11,11111111.11
9627,금호타이어(주),73240,Dec-11,106114927,-26854087,11111111.11,11111111.11
9628,금호타이어(주),73240,Dec-12,126809690,130586237,19.5,11111111.11
9629,금호타이어(주),73240,Dec-13,63878745,100958039,-49.63,-22.69
9630,금호타이어(주),73240,Dec-14,122887201,131608464,92.38,30.36
9631,금호타이어(주),73240,Dec-15,-46286979,-67465561,-137.67,-151.26
9632,금호타이어(주),73240,Dec-16,13073721,-37895035,11111111.11,11111111.11
9633,금호타이어(주),73240,Dec-17,-245291016,-112339293,-1976.21,11111111.11
9634,금호타이어(주),73240,Dec-18,-606371442,-191930087,11111111.11,11111111.11
9635,금호타이어(주),73240,Dec-19,-13563637,-43403023,11111111.11,11111111.11
9636,기신정기(주),92440,Mar-11,16881225,14370127,11111111.11,11111111.11
9637,기신정기(주),92440,Mar-12,17619347,8545054,4.37,-40.54
9638,기신정기(주),92440,Mar-13,12476355,16144408,-29.19,88.93
9639,기신정기(주),92440,Mar-14,20675450,19692368,65.72,21.98
9640,기신정기(주),92440,Mar-15,18577833,18078959,-10.15,-8.19
9641,기신정기(주),92440,Mar-16,9563291,3092936,-48.52,-82.89
9642,기신정기(주),92440,Mar-17,2995659,876984,-68.68,-71.65
9643,기신정기(주),92440,Mar-18,8027250,9674785,167.96,1003.19
9644,기신정기(주),92440,Mar-19,14313262,15063123,78.31,55.69
9645,기아(주),270,Dec-11,1804842000,3519236000,12509.58,23263.26
9646,기아(주),270,Dec-12,2136797000,3864704000,18.39,9.82
9647,기아(주),270,Dec-13,2634437000,3817059000,23.29,-1.23
9648,기아(주),270,Dec-14,2386091000,2993593000,-9.43,-21.57
9649,기아(주),270,Dec-15,2507747000,2630600000,5.1,-12.13
9650,기아(주),270,Dec-16,2071480000,2754640000,-17.4,4.72
9651,기아(주),270,Dec-17,927052000,968018000,-55.25,-64.86
9652,기아(주),270,Dec-18,400796000,1155943000,-56.77,19.41
9653,기아(주),270,Dec-19,1515598000,1826659000,278.15,58.02
9654,깨끗한나라(주),4540,Dec-11,1116759,1186614,-99.93,-99.94
9655,깨끗한나라(주),4540,Dec-12,13936508,14372455,1147.94,1111.22
9656,깨끗한나라(주),4540,Dec-13,16279818,16070007,16.81,11.81
9657,깨끗한나라(주),4540,Dec-14,2382515,2634568,-85.37,-83.61
9658,깨끗한나라(주),4540,Dec-15,-2017441,-1409118,-184.68,-153.49
9659,깨끗한나라(주),4540,Dec-16,7357907,7627494,11111111.11,11111111.11
9660,깨끗한나라(주),4540,Dec-17,-23131214,-22191343,-414.37,-390.94
9661,깨끗한나라(주),4540,Dec-18,-39995608,-33648698,11111111.11,11111111.11
9662,깨끗한나라(주),4540,Dec-19,-10343164,-11786430,11111111.11,11111111.11
9663,나노캠텍(주),91970,Dec-11,1372436,1068501,11111111.11,11111111.11
9664,나노캠텍(주),91970,Dec-12,1374556,1554620,0.15,45.5
9665,나노캠텍(주),91970,Dec-13,3826113,3818065,178.35,145.59
9666,나노캠텍(주),91970,Dec-14,3139077,1690098,-17.96,-55.73
9667,나노캠텍(주),91970,Dec-15,-5326717,-9581435,-269.69,-666.92
9668,나노캠텍(주),91970,Dec-16,-5576363,-4574659,11111111.11,11111111.11
9669,나노캠텍(주),91970,Dec-17,-8144344,-8132254,11111111.11,11111111.11
9670,나노캠텍(주),91970,Dec-18,1083523,1121181,11111111.11,11111111.11
9671,나노캠텍(주),91970,Dec-19,-16307180,-16256599,-1605.01,-1549.95
9672,나라엠앤디(주),51490,Dec-11,5834401,10276871,11111111.11,11111111.11
9673,나라엠앤디(주),51490,Dec-12,4322266,6154236,-25.92,-40.12
9674,나라엠앤디(주),51490,Dec-13,2141542,4896070,-50.45,-20.44
9675,나라엠앤디(주),51490,Dec-14,4631784,4301373,116.28,-12.15
9676,나라엠앤디(주),51490,Dec-15,4672329,3725634,0.88,-13.39
9677,나라엠앤디(주),51490,Dec-16,3747756,2114457,-19.79,-43.25
9678,나라엠앤디(주),51490,Dec-17,2681033,1883151,-28.46,-10.94
9679,나라엠앤디(주),51490,Dec-18,3633529,3744173,35.53,98.82
9680,나라엠앤디(주),51490,Dec-19,293868,1119549,-91.91,-70.1
9681,나무기술(주),242040,Dec-16,11111111.11,11111111.11,3680.99,892.46
9682,나무기술(주),242040,Dec-17,11111111.11,11111111.11,0,0
9683,나무기술(주),242040,Dec-18,-5283406,-7299426,-147.55,-165.69
9684,나무기술(주),242040,Dec-19,2368243,3842143,11111111.11,11111111.11
9685,나이스정보통신(주),36800,Dec-11,11529317,11111111.11,386.83,189.19
9686,나이스정보통신(주),36800,Dec-12,10492944,11111111.11,-8.99,0
9687,나이스정보통신(주),36800,Dec-13,19294235,11111111.11,83.88,0
9688,나이스정보통신(주),36800,Dec-14,29975465,11111111.11,55.36,0
9689,나이스정보통신(주),36800,Dec-15,30525343,11111111.11,1.83,0
9690,나이스정보통신(주),36800,Dec-16,31430598,30314590,2.97,172.83
9691,나이스정보통신(주),36800,Dec-17,32469071,36577569,3.3,20.66
9692,나이스정보통신(주),36800,Dec-18,30741377,30046504,-5.32,-17.86
9693,나이스정보통신(주),36800,Dec-19,23927709,29474779,-22.16,-1.9
9694,나이스평가정보(주),30190,Dec-11,15066445,15374206,-37.03,-47.84
9695,나이스평가정보(주),30190,Dec-12,11830576,11158877,-21.48,-27.42
9696,나이스평가정보(주),30190,Dec-13,15094937,15479835,27.59,38.72
9697,나이스평가정보(주),30190,Dec-14,16863187,17829748,11.71,15.18
9698,나이스평가정보(주),30190,Dec-15,22128769,22227497,31.23,24.67
9699,나이스평가정보(주),30190,Dec-16,29095312,28312278,31.48,27.38
9700,나이스평가정보(주),30190,Dec-17,31319526,30669953,7.64,8.33
9701,나이스평가정보(주),30190,Dec-18,37057257,38305271,18.32,24.9
9702,나이스평가정보(주),30190,Dec-19,39601937,40781413,6.87,6.46
9703,남광토건(주),1260,Dec-11,-152019936,-159675816,-483.87,-491.54
9704,남광토건(주),1260,Dec-12,-293332842,-300128210,11111111.11,11111111.11
9705,남광토건(주),1260,Dec-13,-46062636,-41868136,11111111.11,11111111.11
9706,남광토건(주),1260,Dec-14,-107679648,-105988304,11111111.11,11111111.11
9707,남광토건(주),1260,Dec-15,-75424314,-77030132,11111111.11,11111111.11
9708,남광토건(주),1260,Dec-16,-2149173,-2149173,11111111.11,11111111.11
9709,남광토건(주),1260,Dec-17,1700256,1700256,11111111.11,11111111.11
9710,남광토건(주),1260,Dec-18,5715675,5715675,236.17,236.17
9711,남광토건(주),1260,Dec-19,3863897,3863897,-32.4,-32.4
9712,남양유업(주),3920,Dec-11,52977276,47976490,1271.08,1141.66
9713,남양유업(주),3920,Dec-12,56829763,61072044,7.27,27.3
9714,남양유업(주),3920,Dec-13,-44326685,-45539806,-178,-174.57
9715,남양유업(주),3920,Dec-14,1678250,164295,11111111.11,11111111.11
9716,남양유업(주),3920,Dec-15,24937024,26656983,1385.89,16125.07
9717,남양유업(주),3920,Dec-16,33142679,37176242,32.91,39.46
9718,남양유업(주),3920,Dec-17,4595370,5020771,-86.13,-86.49
9719,남양유업(주),3920,Dec-18,9126481,2015324,98.6,-59.86
9720,남양유업(주),3920,Dec-19,18114643,29231216,98.48,1350.45
9721,남해화학(주),25860,Dec-11,-8360894,11111111.11,-146.16,-61.99
9722,남해화학(주),25860,Dec-12,-24915249,11111111.11,11111111.11,0
9723,남해화학(주),25860,Dec-13,12947114,11111111.11,11111111.11,0
9724,남해화학(주),25860,Dec-14,18164519,11111111.11,40.3,0
9725,남해화학(주),25860,Dec-15,20453621,11111111.11,12.6,0
9726,남해화학(주),25860,Dec-16,14502063,14402619,-29.1,29.62
9727,남해화학(주),25860,Dec-17,26852169,26703742,85.16,85.41
9728,남해화학(주),25860,Dec-18,8350364,11111111.11,-68.9,-58.39
9729,남해화학(주),25860,Dec-19,16040768,11111111.11,92.1,0
9730,남화산업(주),111710,Dec-18,4214585,11111111.11,-73.73,0
9731,남화산업(주),111710,Dec-19,3080123,11111111.11,-26.92,0
9732,남화토건(주),91590,Dec-12,4675966,7239180,51.81,-34.85
9733,남화토건(주),91590,Dec-13,3131567,6090583,-33.03,-15.87
9734,남화토건(주),91590,Dec-14,3545435,5926965,13.22,-2.69
9735,남화토건(주),91590,Dec-15,-6251,2237321,-100.18,-62.25
9736,남화토건(주),91590,Dec-16,3346870,5951006,11111111.11,165.99
9737,남화토건(주),91590,Dec-17,4832941,8152391,44.4,36.99
9738,남화토건(주),91590,Dec-18,2200802,447974,-54.46,-94.5
9739,남화토건(주),91590,Dec-19,4112699,5122991,86.87,1043.59
9740,네이버(주),35420,Dec-11,471702987,452128293,11369.43,8725.48
9741,네이버(주),35420,Dec-12,536116221,544428552,13.66,20.41
9742,네이버(주),35420,Dec-13,1960643768,1895289315,265.71,248.12
9743,네이버(주),35420,Dec-14,460655993,451763103,-76.5,-76.16
9744,네이버(주),35420,Dec-15,642595653,516986279,39.5,14.44
9745,네이버(주),35420,Dec-16,651815939,759072951,1.43,46.83
9746,네이버(주),35420,Dec-17,849412353,770101670,30.31,1.45
9747,네이버(주),35420,Dec-18,900422760,627901873,6.01,-18.47
9748,네이버(주),35420,Dec-19,1092524543,396821062,21.33,-36.8
9749,넥센타이어(주),2350,Dec-11,90798830,87765441,-91.69,-77.88
9750,넥센타이어(주),2350,Dec-12,127182943,133395135,40.07,51.99
9751,넥센타이어(주),2350,Dec-13,111929478,123967608,-11.99,-7.07
9752,넥센타이어(주),2350,Dec-14,115184722,129837531,2.91,4.74
9753,넥센타이어(주),2350,Dec-15,124765857,127120026,8.32,-2.09
9754,넥센타이어(주),2350,Dec-16,145435113,175961705,16.57,38.42
9755,넥센타이어(주),2350,Dec-17,117313465,125401984,-19.34,-28.73
9756,넥센타이어(주),2350,Dec-18,140477014,103543311,19.75,-17.43
9757,넥센타이어(주),2350,Dec-19,139190135,118452091,-0.92,14.4
9758,넷마블(주),251270,Dec-17,85386831,360883596,-38.65,204.67
9759,넷마블(주),251270,Dec-18,42944131,214932108,-49.71,-40.44
9760,넷마블(주),251270,Dec-19,28066555,169769227,-34.64,-21.01
9761,농업회사법인(주)농우바이오,54050,Oct-11,12048807,14171649,-57.07,-91.65
9762,농업회사법인(주)농우바이오,54050,Sep-13,12975067,11465724,7.69,-19.09
9763,농업회사법인(주)농우바이오,54050,Sep-14,13738836,14259109,5.89,24.36
9764,농업회사법인(주)농우바이오,54050,Sep-15,13926144,16177278,1.36,13.45
9765,농업회사법인(주)농우바이오,54050,Dec-16,-9087576,-7547888,-165.26,-146.66
9766,농업회사법인(주)농우바이오,54050,Dec-17,8258524,9229015,11111111.11,11111111.11
9767,농업회사법인(주)농우바이오,54050,Dec-18,26863154,28648917,225.28,210.42
9768,농업회사법인(주)농우바이오,54050,Dec-19,5163784,6985733,-80.78,-75.62
9769,농업회사법인아시아종묘(주),154030,Sep-18,-2381760,-2196173,-146.12,-131.44
9770,농업회사법인아시아종묘(주),154030,Sep-19,-4173009,-4126452,11111111.11,11111111.11
9771,뉴지랩파마(주),214870,Dec-15,3368750,11111111.11,11111111.11,11111111.11
9772,뉴지랩파마(주),214870,Dec-16,-1089110,11111111.11,-132.33,0
9773,뉴지랩파마(주),214870,Dec-17,-9115400,-9115400,11111111.11,-182.04
9774,뉴지랩파마(주),214870,Dec-18,-8369645,-7362296,11111111.11,11111111.11
9775,뉴지랩파마(주),214870,Dec-19,198387,-2690266,11111111.11,11111111.11
9776,다믈멀티미디어(주),93640,Dec-11,-2234140,11111111.11,-1226.15,11111111.11
9777,다믈멀티미디어(주),93640,Dec-12,528053,11111111.11,11111111.11,0
9778,다믈멀티미디어(주),93640,Dec-13,295436,11111111.11,-44.05,0
9779,다믈멀티미디어(주),93640,Dec-14,511377,11111111.11,73.09,0
9780,다믈멀티미디어(주),93640,Dec-15,-1388875,11111111.11,-371.6,0
9781,다믈멀티미디어(주),93640,Dec-16,82420,11111111.11,11111111.11,0
9782,다믈멀티미디어(주),93640,Dec-17,-4149205,11111111.11,-5134.22,0
9783,다믈멀티미디어(주),93640,Dec-18,-3613121,11111111.11,11111111.11,0
9784,다믈멀티미디어(주),93640,Dec-19,535961,11111111.11,11111111.11,0
9785,다스코(주),58730,Dec-11,3276567,3228018,511.34,-70.95
9786,다스코(주),58730,Dec-12,7202623,11111111.11,119.82,244.21
9787,다스코(주),58730,Dec-13,7553390,11111111.11,4.87,0
9788,다스코(주),58730,Dec-14,6340531,11111111.11,-16.06,0
9789,다스코(주),58730,Dec-15,8435624,8435624,33.04,-24.08
9790,다스코(주),58730,Dec-16,12321719,12311539,46.07,45.95
9791,다스코(주),58730,Dec-17,18631925,18648663,51.21,51.47
9792,다스코(주),58730,Dec-18,18050041,18160285,-3.12,-2.62
9793,다스코(주),58730,Dec-19,2482284,1888514,-86.25,-89.6
9794,대동금속(주),20400,Dec-11,1310907,11111111.11,-47.19,488.35
9795,대동금속(주),20400,Dec-12,224676,11111111.11,-82.86,0
9796,대동금속(주),20400,Dec-13,392641,11111111.11,74.76,0
9797,대동금속(주),20400,Dec-14,321113,11111111.11,-18.22,0
9798,대동금속(주),20400,Dec-15,752432,11111111.11,134.32,0
9799,대동금속(주),20400,Dec-16,-253459,11111111.11,-133.69,0
9800,대동금속(주),20400,Dec-17,836993,11111111.11,11111111.11,0
9801,대동금속(주),20400,Dec-18,860501,11111111.11,2.81,0
9802,대동금속(주),20400,Dec-19,762,11111111.11,-99.91,0
9803,대동기어(주),8830,Dec-11,1159798,11111111.11,152104.46,0
9804,대동기어(주),8830,Dec-12,-2884165,11111111.11,-348.68,0
9805,대동기어(주),8830,Dec-13,74707,11111111.11,11111111.11,0
9806,대동기어(주),8830,Dec-14,141006,11111111.11,88.75,0
9807,대동기어(주),8830,Dec-15,887151,11111111.11,529.16,0
9808,대동기어(주),8830,Dec-16,-3068230,11111111.11,-445.85,0
9809,대동기어(주),8830,Dec-17,71532,11111111.11,11111111.11,0
9810,대동기어(주),8830,Dec-18,210445,11111111.11,194.2,0
9811,대동기어(주),8830,Dec-19,-557474,11111111.11,-364.9,0
9812,대동전자(주),8110,Mar-11,3693912,1585112,11111111.11,-85.73
9813,대동전자(주),8110,Mar-12,-8444159,-3087760,-328.6,-294.8
9814,대동전자(주),8110,Mar-13,689527,13293914,11111111.11,11111111.11
9815,대동전자(주),8110,Mar-14,2783098,6557338,303.62,-50.67
9816,대동전자(주),8110,Mar-15,4729613,284950,69.94,-95.65
9817,대동전자(주),8110,Mar-16,-3132796,-2092540,-166.24,-834.35
9818,대동전자(주),8110,Mar-17,3463123,2196872,11111111.11,11111111.11
9819,대동전자(주),8110,Mar-18,-1171726,680178,-133.83,-69.04
9820,대동전자(주),8110,Mar-19,732554,3456273,11111111.11,408.14
9821,대림비앤코(주),5750,Dec-11,1192208,1165489,62.75,-66.28
9822,대림비앤코(주),5750,Dec-12,-3872148,-4612562,-424.79,-495.76
9823,대림비앤코(주),5750,Dec-13,1645171,-2959087,11111111.11,11111111.11
9824,대림비앤코(주),5750,Dec-14,8647754,3256538,425.64,11111111.11
9825,대림비앤코(주),5750,Dec-15,8218584,7896701,-4.96,142.49
9826,대림비앤코(주),5750,Dec-16,8841760,7358482,7.58,-6.82
9827,대림비앤코(주),5750,Dec-17,7037660,6735859,-20.4,-8.46
9828,대림비앤코(주),5750,Dec-18,4704080,3922309,-33.16,-41.77
