,회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),순이익증가률개별,순이익증가률연결
351,(주)글로벌스탠다드테크놀로지,83450,Dec-18,7747618,10303468,-41.02,-34.61
352,(주)글로벌스탠다드테크놀로지,83450,Dec-19,17027156,17968416,119.77,74.39
353,(주)금비,8870,Sep-11,828877,5926611,-95.13,-67.02
354,(주)금비,8870,Sep-12,134171,2324776,-83.81,-60.77
355,(주)금비,8870,Sep-13,302774,1899708,125.66,-18.28
356,(주)금비,8870,Sep-14,-1062704,3097739,-450.99,63.06
357,(주)금비,8870,Sep-15,2817261,7665205,11111111.11,147.45
358,(주)금비,8870,Sep-16,6032090,13187315,114.11,72.04
359,(주)금비,8870,Sep-17,1457776,6646301,-75.83,-49.6
360,(주)금비,8870,Sep-18,4159383,10167339,185.32,52.98
361,(주)금비,8870,Sep-19,2736847,10620899,-34.2,4.46
362,(주)금양,1570,Dec-11,2436780,2964115,-10.96,-72.09
363,(주)금양,1570,Dec-12,3159937,3717420,29.68,25.41
364,(주)금양,1570,Dec-13,1518013,719232,-51.96,-80.65
365,(주)금양,1570,Dec-14,2861900,-111826,88.53,-115.55
366,(주)금양,1570,Dec-15,2338700,14474633,-18.28,11111111.11
367,(주)금양,1570,Dec-16,-23749351,-20526295,-1115.49,-241.81
368,(주)금양,1570,Dec-17,366688,18645438,11111111.11,11111111.11
369,(주)금양,1570,Dec-18,16116052,20253300,4295.03,8.62
370,(주)금양,1570,Dec-19,-12752836,-10903987,-179.13,-153.84
371,(주)금호에이치티,214330,Dec-15,16768247,14971109,11111111.11,11111111.11
372,(주)금호에이치티,214330,Dec-16,12887704,8354070,-23.14,-44.2
373,(주)금호에이치티,214330,Dec-17,5433832,4933421,-57.84,-40.95
374,(주)금호에이치티,214330,Dec-18,7102658,7792877,30.71,57.96
375,(주)금호에이치티,214330,Dec-19,1794762,-75223,-74.73,-100.97
376,(주)금화피에스시,36190,Dec-11,15182500,11111111.11,745.93,11111111.11
377,(주)금화피에스시,36190,Dec-12,18485546,11111111.11,21.76,0
378,(주)금화피에스시,36190,Dec-13,21184156,22786047,14.6,105.07
379,(주)금화피에스시,36190,Dec-14,20636145,21397903,-2.59,-6.09
380,(주)금화피에스시,36190,Dec-15,21704964,22676558,5.18,5.98
381,(주)금화피에스시,36190,Dec-16,22053825,23917682,1.61,5.47
382,(주)금화피에스시,36190,Dec-17,20754033,20153925,-5.89,-15.74
383,(주)금화피에스시,36190,Dec-18,38175421,39649709,83.94,96.73
384,(주)금화피에스시,36190,Dec-19,25283209,27677441,-33.77,-30.2
385,(주)기가레인,49080,Dec-13,11073413,10828194,-56.2,-60.88
386,(주)기가레인,49080,Dec-14,9064933,7764423,-18.14,-28.29
387,(주)기가레인,49080,Dec-15,-14035109,-13369109,-254.83,-272.18
388,(주)기가레인,49080,Dec-16,-10793714,-10347329,11111111.11,11111111.11
389,(주)기가레인,49080,Dec-17,-401780,-920801,11111111.11,11111111.11
390,(주)기가레인,49080,Dec-18,-23731827,-21635992,11111111.11,11111111.11
391,(주)기가레인,49080,Dec-19,-44243046,-46059977,11111111.11,11111111.11
392,(주)기산텔레콤,35460,Dec-11,-8844829,-12092371,11111111.11,11111111.11
393,(주)기산텔레콤,35460,Dec-12,1433180,-1882261,11111111.11,11111111.11
394,(주)기산텔레콤,35460,Dec-13,2049347,3928729,42.99,11111111.11
395,(주)기산텔레콤,35460,Dec-14,655537,2744606,-68.01,-30.14
396,(주)기산텔레콤,35460,Dec-15,564987,1701580,-13.81,-38
397,(주)기산텔레콤,35460,Dec-16,-1733928,-2639743,-406.9,-255.13
398,(주)기산텔레콤,35460,Dec-17,-2085390,-5538516,11111111.11,11111111.11
399,(주)기산텔레콤,35460,Dec-18,-5791304,-3327575,11111111.11,11111111.11
400,(주)기산텔레콤,35460,Dec-19,2205257,3498486,11111111.11,11111111.11
401,(주)까뮤이앤씨,13700,Dec-11,-115818356,11111111.11,-5351.92,217.6
402,(주)까뮤이앤씨,13700,Dec-12,-4642070,11111111.11,11111111.11,0
403,(주)까뮤이앤씨,13700,Dec-13,-12045286,11111111.11,11111111.11,0
404,(주)까뮤이앤씨,13700,Dec-14,2285412,11111111.11,11111111.11,0
405,(주)까뮤이앤씨,13700,Dec-15,5169039,11111111.11,126.18,0
406,(주)까뮤이앤씨,13700,Dec-16,3256253,11111111.11,-37,0
407,(주)까뮤이앤씨,13700,Dec-17,8436815,11111111.11,159.1,0
408,(주)까뮤이앤씨,13700,Dec-18,1738796,11111111.11,-79.39,0
409,(주)까뮤이앤씨,13700,Dec-19,13494869,11111111.11,676.1,0
410,(주)까스텔바작,308100,Dec-19,7090294,6869624,-47.46,-38.17
411,(주)나노,187790,Dec-14,11111111.11,11111111.11,56.71,61.74
412,(주)나노,187790,Dec-15,-10306565,-8990586,-192.76,-180.92
413,(주)나노,187790,Dec-16,-18008880,-24388859,11111111.11,11111111.11
414,(주)나노,187790,Dec-17,-2829878,89291,11111111.11,11111111.11
415,(주)나노,187790,Dec-18,-5616504,-467314,11111111.11,-623.36
416,(주)나노,187790,Dec-19,475680,-298564,11111111.11,11111111.11
417,(주)나노브릭,286750,Dec-19,-763049,-780552,-260.41,11111111.11
418,(주)나노신소재,121600,Dec-11,4707958,4687969,11111111.11,11111111.11
419,(주)나노신소재,121600,Dec-12,-1346877,-1446732,-128.61,-130.86
420,(주)나노신소재,121600,Dec-13,1129993,1166791,11111111.11,11111111.11
421,(주)나노신소재,121600,Dec-14,3733441,3793548,230.4,225.13
422,(주)나노신소재,121600,Dec-15,7723716,7655911,106.88,101.81
423,(주)나노신소재,121600,Dec-16,5955088,5940058,-22.9,-22.41
424,(주)나노신소재,121600,Dec-17,6795716,6827889,14.12,14.95
425,(주)나노신소재,121600,Dec-18,7577945,7671621,11.51,12.36
426,(주)나노신소재,121600,Dec-19,5848754,5801286,-22.82,-24.38
427,(주)나노엔텍,39860,Dec-11,-11866915,-12202620,-302.9,-310.34
428,(주)나노엔텍,39860,Dec-12,-6417553,-5883367,11111111.11,11111111.11
429,(주)나노엔텍,39860,Dec-13,332876,-1236713,11111111.11,11111111.11
430,(주)나노엔텍,39860,Dec-14,-1173219,-2464001,-452.45,11111111.11
431,(주)나노엔텍,39860,Dec-15,-4272310,-7471283,11111111.11,11111111.11
432,(주)나노엔텍,39860,Dec-16,-17339841,-14798956,11111111.11,11111111.11
433,(주)나노엔텍,39860,Dec-17,-799389,-2072184,11111111.11,11111111.11
434,(주)나노엔텍,39860,Dec-18,3683640,3308228,11111111.11,11111111.11
435,(주)나노엔텍,39860,Dec-19,6191104,5749945,68.07,73.81
436,(주)나무가,190510,Dec-15,7763897,8484512,25.4,47.56
437,(주)나무가,190510,Dec-16,-3614485,-4188413,-146.56,-149.37
438,(주)나무가,190510,Dec-17,-43568385,-40918809,11111111.11,11111111.11
439,(주)나무가,190510,Dec-18,10339276,3585210,11111111.11,11111111.11
440,(주)나무가,190510,Dec-19,3214583,-585939,-68.91,-116.34
441,(주)나스미디어,89600,Dec-13,5614730,11111111.11,74.66,11111111.11
442,(주)나스미디어,89600,Dec-14,7956451,11111111.11,41.71,0
443,(주)나스미디어,89600,Dec-15,9916024,11111111.11,24.63,0
444,(주)나스미디어,89600,Dec-16,11499887,11972406,15.97,7.75
445,(주)나스미디어,89600,Dec-17,20237979,26676052,75.98,122.81
446,(주)나스미디어,89600,Dec-18,15458417,20596334,-23.62,-22.79
447,(주)나스미디어,89600,Dec-19,18656401,22484088,20.69,9.17
448,(주)나이벡,138610,Dec-11,-1834811,11111111.11,-109.83,-50.58
449,(주)나이벡,138610,Dec-12,-1407065,11111111.11,11111111.11,0
450,(주)나이벡,138610,Dec-13,-3849754,11111111.11,11111111.11,0
451,(주)나이벡,138610,Dec-14,-3620685,11111111.11,11111111.11,0
452,(주)나이벡,138610,Dec-15,-2425875,11111111.11,11111111.11,0
453,(주)나이벡,138610,Dec-16,-3027189,11111111.11,11111111.11,0
454,(주)나이벡,138610,Dec-17,-2567612,11111111.11,11111111.11,0
455,(주)나이벡,138610,Dec-18,-4146156,11111111.11,11111111.11,0
456,(주)나이벡,138610,Dec-19,-2726636,11111111.11,11111111.11,0
457,(주)나이스디앤비,130580,Dec-11,2483308,11111111.11,11111111.11,0
458,(주)나이스디앤비,130580,Dec-12,3024750,11111111.11,21.8,0
459,(주)나이스디앤비,130580,Dec-13,3012799,11111111.11,-0.4,0
460,(주)나이스디앤비,130580,Dec-14,3625754,11111111.11,20.35,0
461,(주)나이스디앤비,130580,Dec-15,4269809,4366625,17.76,-60.7
462,(주)나이스디앤비,130580,Dec-16,4342227,5728563,1.7,31.19
463,(주)나이스디앤비,130580,Dec-17,4960968,6414092,14.25,11.97
464,(주)나이스디앤비,130580,Dec-18,7840104,9299592,58.04,44.99
465,(주)나이스디앤비,130580,Dec-19,9097679,11280367,16.04,21.3
466,(주)나이스홀딩스,34310,Dec-11,6505010,33822237,-28.5,199.83
467,(주)나이스홀딩스,34310,Dec-12,17518136,44822114,169.3,32.52
468,(주)나이스홀딩스,34310,Dec-13,8548366,63730747,-51.2,42.19
469,(주)나이스홀딩스,34310,Dec-14,8735163,53713407,2.19,-15.72
470,(주)나이스홀딩스,34310,Dec-15,6822102,62915097,-21.9,17.13
471,(주)나이스홀딩스,34310,Dec-16,18359912,90779251,169.12,44.29
472,(주)나이스홀딩스,34310,Dec-17,5118791,92750994,-72.12,2.17
473,(주)나이스홀딩스,34310,Dec-18,-16465295,99301937,-421.66,7.06
474,(주)나이스홀딩스,34310,Dec-19,5118265,77665757,11111111.11,-21.79
475,(주)나인테크,267320,Dec-17,11111111.11,11111111.11,117.09,-85.69
476,(주)나인테크,267320,Dec-18,11111111.11,11111111.11,0,0
477,(주)나인테크,267320,Dec-19,11111111.11,11111111.11,0,0
478,(주)남선알미늄,8350,Dec-11,-2024012,24748177,-118.22,122.73
479,(주)남선알미늄,8350,Dec-12,-16536943,11111111.11,11111111.11,-55.1
480,(주)남선알미늄,8350,Dec-13,9655705,11111111.11,11111111.11,0
481,(주)남선알미늄,8350,Dec-14,17604236,11111111.11,82.32,0
482,(주)남선알미늄,8350,Dec-15,14881686,11111111.11,-15.47,0
483,(주)남선알미늄,8350,Dec-16,20399638,11111111.11,37.08,0
484,(주)남선알미늄,8350,Dec-17,21742400,11111111.11,6.58,0
485,(주)남선알미늄,8350,Dec-18,25376157,25220519,16.71,126.98
486,(주)남선알미늄,8350,Dec-19,8338512,14479409,-67.14,-42.59
487,(주)남성,4270,Dec-11,2680768,-1822084,-67.85,-112.58
488,(주)남성,4270,Dec-12,1286317,-6862343,-52.02,11111111.11
489,(주)남성,4270,Dec-13,1381106,-732650,7.37,11111111.11
490,(주)남성,4270,Dec-14,-700522,-3975359,-150.72,11111111.11
491,(주)남성,4270,Dec-15,1848869,-520743,11111111.11,11111111.11
492,(주)남성,4270,Dec-16,1360255,1327730,-26.43,11111111.11
493,(주)남성,4270,Dec-17,1354923,1356665,-0.39,2.18
494,(주)남성,4270,Dec-18,-3506408,-3576375,-358.79,-363.62
495,(주)남성,4270,Dec-19,-2135357,-2196177,11111111.11,11111111.11
496,(주)내츄럴엔도텍,168330,Dec-13,19279883,11111111.11,11111111.11,11111111.11
497,(주)내츄럴엔도텍,168330,Dec-14,20760517,11111111.11,7.68,0
498,(주)내츄럴엔도텍,168330,Dec-15,-16896629,-15644528,-181.39,-240.8
499,(주)내츄럴엔도텍,168330,Dec-16,-12887062,-13177152,11111111.11,11111111.11
500,(주)내츄럴엔도텍,168330,Dec-17,-9645005,-8860824,11111111.11,11111111.11
501,(주)내츄럴엔도텍,168330,Dec-18,-16506112,-23238141,11111111.11,11111111.11
502,(주)내츄럴엔도텍,168330,Dec-19,-15322638,-16008383,11111111.11,11111111.11
503,(주)네오리진,94860,Dec-11,667150,649924,11111111.11,11111111.11
504,(주)네오리진,94860,Dec-12,-2791896,11111111.11,-518.48,1609.6
505,(주)네오리진,94860,Dec-13,-12396768,11111111.11,11111111.11,0
506,(주)네오리진,94860,Dec-14,-18212371,11111111.11,11111111.11,0
507,(주)네오리진,94860,Dec-15,-3377781,11111111.11,11111111.11,0
508,(주)네오리진,94860,Dec-16,674598,11111111.11,11111111.11,0
509,(주)네오리진,94860,Dec-17,218915,166207,-67.55,-98.5
510,(주)네오리진,94860,Dec-18,-3781297,11111111.11,-1827.29,6585.1
511,(주)네오리진,94860,Dec-19,-2726564,11111111.11,11111111.11,0
512,(주)네오셈,253590,Dec-18,11111111.11,11111111.11,11111111.11,0
513,(주)네오셈,253590,Dec-19,-1740980,-1569501,-115.67,-114.13
514,(주)네오오토,212560,Dec-15,7651072,11111111.11,11111111.11,11111111.11
515,(주)네오오토,212560,Dec-16,7883058,11111111.11,3.03,0
516,(주)네오오토,212560,Dec-17,4135626,11111111.11,-47.54,0
517,(주)네오오토,212560,Dec-18,5798405,11111111.11,40.21,0
518,(주)네오오토,212560,Dec-19,2497866,11111111.11,-56.92,0
519,(주)네오위즈,95660,Dec-11,79218344,72509057,3071.44,552.58
520,(주)네오위즈,95660,Dec-12,3779378,5785127,-95.23,-92.02
521,(주)네오위즈,95660,Dec-13,52818309,46864398,1297.54,710.08
522,(주)네오위즈,95660,Dec-14,1272651,-8177160,-97.59,-117.45
523,(주)네오위즈,95660,Dec-15,-3653848,-21852100,-387.11,11111111.11
524,(주)네오위즈,95660,Dec-16,3632162,9853329,11111111.11,11111111.11
525,(주)네오위즈,95660,Dec-17,-25872555,-2143713,-812.32,-121.76
526,(주)네오위즈,95660,Dec-18,-4753411,33524295,11111111.11,11111111.11
527,(주)네오위즈,95660,Dec-19,6495544,27623322,11111111.11,-17.6
528,(주)네오위즈홀딩스,42420,Dec-11,25370700,76477186,290.59,176.86
529,(주)네오위즈홀딩스,42420,Dec-12,23060658,13920271,-9.11,-81.8
530,(주)네오위즈홀딩스,42420,Dec-13,-2832876,59898207,-112.28,330.29
531,(주)네오위즈홀딩스,42420,Dec-14,6541508,57500868,11111111.11,-4
532,(주)네오위즈홀딩스,42420,Dec-15,64723380,49969692,889.43,-13.1
533,(주)네오위즈홀딩스,42420,Dec-16,-6839712,-8386452,-110.57,-116.78
534,(주)네오위즈홀딩스,42420,Dec-17,-10240089,-6798711,11111111.11,11111111.11
535,(주)네오위즈홀딩스,42420,Dec-18,-4969594,43566139,11111111.11,11111111.11
536,(주)네오위즈홀딩스,42420,Dec-19,5768056,40857864,11111111.11,-6.22
537,(주)네오크레마,311390,Dec-19,1258938,1025691,-78.17,-97.49
538,(주)네오티스,85910,Dec-11,3975553,11111111.11,215.79,983.28
539,(주)네오티스,85910,Dec-12,4313757,11111111.11,8.51,0
540,(주)네오티스,85910,Dec-13,2230587,2426104,-48.29,-78.17
541,(주)네오티스,85910,Dec-14,2581243,3063380,15.72,26.27
542,(주)네오티스,85910,Dec-15,-4379435,-3593014,-269.66,-217.29
543,(주)네오티스,85910,Dec-16,-1560928,-1601111,11111111.11,11111111.11
544,(주)네오티스,85910,Dec-17,-7269754,-7249334,11111111.11,11111111.11
545,(주)네오티스,85910,Dec-18,3000159,3178419,11111111.11,11111111.11
546,(주)네오티스,85910,Dec-19,1372323,1456670,-54.26,-54.17
547,(주)네오팜,92730,Dec-11,904242,11111111.11,-34.11,662.77
548,(주)네오팜,92730,Dec-12,647763,11111111.11,-28.36,0
549,(주)네오팜,92730,Dec-13,1895050,11111111.11,192.55,0
550,(주)네오팜,92730,Dec-14,2568482,11111111.11,35.54,0
551,(주)네오팜,92730,Dec-15,3407145,11111111.11,32.65,0
552,(주)네오팜,92730,Dec-16,8190762,7742494,140.4,-30.32
553,(주)네오팜,92730,Dec-17,12152804,11559211,48.37,49.3
554,(주)네오팜,92730,Dec-18,15804253,15369685,30.05,32.96
555,(주)네오팜,92730,Dec-19,18153826,19245382,14.87,25.22
556,(주)네오펙트,290660,Dec-18,-9665824,-9634328,-153.24,-150.06
557,(주)네오펙트,290660,Dec-19,-17139135,-15875139,11111111.11,11111111.11
558,(주)네온테크,306620,Dec-18,11111111.11,11111111.11,11111111.11,11111111.11
559,(주)네온테크,306620,Dec-19,11111111.11,11111111.11,0,0
560,(주)네이블커뮤니케이션즈,153460,Dec-12,5755091,11111111.11,-48.2,0
561,(주)네이블커뮤니케이션즈,153460,Dec-13,1181896,11111111.11,-79.46,0
562,(주)네이블커뮤니케이션즈,153460,Dec-14,512899,487174,-56.6,-95.62
563,(주)네이블커뮤니케이션즈,153460,Dec-15,393860,11111111.11,-23.21,2180.73
564,(주)네이블커뮤니케이션즈,153460,Dec-16,150592,11111111.11,-61.77,0
565,(주)네이블커뮤니케이션즈,153460,Dec-17,-6335770,11111111.11,-4307.24,0
566,(주)네이블커뮤니케이션즈,153460,Dec-18,-2345577,11111111.11,11111111.11,0
567,(주)네이블커뮤니케이션즈,153460,Dec-19,-372930,11111111.11,11111111.11,0
568,(주)네이처셀,7390,Dec-11,-1623029,11111111.11,11111111.11,0
569,(주)네이처셀,7390,Dec-12,-1898931,11111111.11,11111111.11,0
570,(주)네이처셀,7390,Dec-13,-3508978,11111111.11,11111111.11,0
571,(주)네이처셀,7390,Dec-14,1895130,11111111.11,11111111.11,0
572,(주)네이처셀,7390,Dec-15,-1335361,11111111.11,-170.46,0
573,(주)네이처셀,7390,Dec-16,-3223414,11111111.11,11111111.11,0
574,(주)네이처셀,7390,Dec-17,-460739,11111111.11,11111111.11,0
575,(주)네이처셀,7390,Dec-18,2234809,11111111.11,11111111.11,0
576,(주)네이처셀,7390,Dec-19,902009,11111111.11,-59.64,0
577,(주)네패스,33640,Dec-11,15313134,-2295720,1597.67,-120.66
578,(주)네패스,33640,Dec-12,19308651,11958578,26.09,11111111.11
579,(주)네패스,33640,Dec-13,-18712505,-45807816,-196.91,-483.05
580,(주)네패스,33640,Dec-14,-35342960,-11628273,11111111.11,11111111.11
581,(주)네패스,33640,Dec-15,8781335,-16324419,11111111.11,11111111.11
582,(주)네패스,33640,Dec-16,6876296,17966353,-21.69,11111111.11
583,(주)네패스,33640,Dec-17,6296840,3941829,-8.43,-78.06
584,(주)네패스,33640,Dec-18,21916076,22949184,248.05,482.2
585,(주)네패스,33640,Dec-19,22314275,31091671,1.82,35.48
586,(주)넥센,5720,Dec-11,9964307,39245536,-55.35,26.23
587,(주)넥센,5720,Dec-12,15215163,74432025,52.7,89.66
588,(주)넥센,5720,Dec-13,17335573,69078325,13.94,-7.19
589,(주)넥센,5720,Dec-14,24869201,78942509,43.46,14.28
590,(주)넥센,5720,Dec-15,19983341,77791797,-19.65,-1.46
591,(주)넥센,5720,Dec-16,24424330,99387101,22.22,27.76
592,(주)넥센,5720,Dec-17,37984229,81842411,55.52,-17.65
593,(주)넥센,5720,Dec-18,31162898,88542209,-17.96,8.19
594,(주)넥센,5720,Dec-19,11175516,113665525,-64.14,28.37
595,(주)넥스턴바이오사이언스,89140,Dec-11,3078865,11111111.11,-72.45,-90.22
596,(주)넥스턴바이오사이언스,89140,Dec-12,2432506,11111111.11,-20.99,0
597,(주)넥스턴바이오사이언스,89140,Dec-13,2843876,11111111.11,16.91,0
598,(주)넥스턴바이오사이언스,89140,Dec-14,3200426,11111111.11,12.54,0
599,(주)넥스턴바이오사이언스,89140,Dec-15,1360343,11111111.11,-57.49,0
600,(주)넥스턴바이오사이언스,89140,Dec-16,17172998,11111111.11,1162.4,0
601,(주)넥스턴바이오사이언스,89140,Dec-17,6779440,11111111.11,-60.52,0
602,(주)넥스턴바이오사이언스,89140,Dec-18,5548998,11111111.11,-18.15,0
603,(주)넥스턴바이오사이언스,89140,Dec-19,5757745,11111111.11,3.76,0
604,(주)넥스트아이,137940,Dec-11,4436962,11111111.11,-22.94,0
605,(주)넥스트아이,137940,Dec-12,4973794,4846342,12.1,-56.38
606,(주)넥스트아이,137940,Dec-13,4206747,4256862,-15.42,-12.16
607,(주)넥스트아이,137940,Dec-14,3692020,3488533,-12.24,-18.05
608,(주)넥스트아이,137940,Dec-15,2269930,3027494,-38.52,-13.22
609,(주)넥스트아이,137940,Dec-16,1070111,3542939,-52.86,17.03
610,(주)넥스트아이,137940,Dec-17,-2569261,-2700789,-340.09,-176.23
611,(주)넥스트아이,137940,Dec-18,-14184474,-6984417,11111111.11,11111111.11
612,(주)넥스트아이,137940,Dec-19,-8985430,-3034500,11111111.11,11111111.11
613,(주)넥스트엔터테인먼트월드,160550,Dec-14,4239621,3053001,11111111.11,11111111.11
614,(주)넥스트엔터테인먼트월드,160550,Dec-15,4591969,917304,8.31,-69.95
615,(주)넥스트엔터테인먼트월드,160550,Dec-16,2515577,3565697,-45.22,288.71
616,(주)넥스트엔터테인먼트월드,160550,Dec-17,-4091348,-7461325,-262.64,-309.25
617,(주)넥스트엔터테인먼트월드,160550,Dec-18,-10409333,-14763933,11111111.11,11111111.11
618,(주)넥스트엔터테인먼트월드,160550,Dec-19,-5267791,-11086371,11111111.11,11111111.11
619,(주)넥슨게임즈,225570,Dec-15,11111111.11,11111111.11,11111111.11,11111111.11
620,(주)넥슨게임즈,225570,Dec-16,11111111.11,11111111.11,0,0
621,(주)넥슨게임즈,225570,Dec-17,-3074434,11111111.11,-127.67,0
622,(주)넥슨게임즈,225570,Dec-18,-12575177,11111111.11,11111111.11,0
623,(주)넥슨게임즈,225570,Dec-19,-17072539,11111111.11,11111111.11,0
624,(주)넵튠,217270,Dec-15,11111111.11,11111111.11,11111111.11,0
625,(주)넵튠,217270,Dec-16,-2146368,-3993819,-119.32,-135.94
626,(주)넵튠,217270,Dec-17,38706591,32090781,11111111.11,11111111.11
627,(주)넵튠,217270,Dec-18,-31935240,-36924774,-182.51,-215.06
628,(주)넵튠,217270,Dec-19,-22287179,-20788823,11111111.11,11111111.11
629,(주)노랑풍선,104620,Dec-19,-1660509,-1655833,11111111.11,11111111.11
630,(주)노루페인트,90350,Dec-11,4962284,8855546,11111111.11,11111111.11
631,(주)노루페인트,90350,Dec-12,4036807,4594714,-18.65,-48.11
632,(주)노루페인트,90350,Dec-13,9642871,11801316,138.87,156.85
633,(주)노루페인트,90350,Dec-14,12562677,15348682,30.28,30.06
634,(주)노루페인트,90350,Dec-15,15892098,32736913,26.5,113.29
635,(주)노루페인트,90350,Dec-16,26154809,9500106,64.58,-70.98
636,(주)노루페인트,90350,Dec-17,20214700,29444479,-22.71,209.94
637,(주)노루페인트,90350,Dec-18,14431267,12742107,-28.61,-56.72
638,(주)노루페인트,90350,Dec-19,15600123,18899753,8.1,48.33
639,(주)노루홀딩스,320,Dec-11,4834014,16898358,-69.01,-10.59
640,(주)노루홀딩스,320,Dec-12,14310884,18920682,196.05,11.97
641,(주)노루홀딩스,320,Dec-13,19472343,35979220,36.07,90.16
642,(주)노루홀딩스,320,Dec-14,14922978,37093086,-23.36,3.1
