회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출채권 및 기타유동채권(*)(IFRS),매출액(수익)(*)(IFRS연결),매출채권 및 기타유동채권(*)(IFRS연결),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기차입금(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기차입금(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),차입금개별,차입금연결
한국항공우주산업(주),47810,Dec-11,1285657361,615017473,1286127802,615034614,175867041,139198000,80490943,175867041,139668411,80490943,1755769881,1755476405,395555984,396026395
한국항공우주산업(주),47810,Dec-12,1534544625,397213716,1534606239,397334854,163197931,0,55465286,163197931,656636,55465286,1892674354,1892522284,218663217,219319853
한국항공우주산업(주),47810,Dec-13,2016309231,393851573,2016338618,393865987,92434310,50000000,37566041,92434310,50000000,37566041,1976019149,1976071382,180000351,180000351
한국항공우주산업(주),47810,Dec-14,2328613261,580083775,2328613261,580083775,62624547,50000000,53884810,62624547,50000000,53884810,2108984827,2108950275,166509357,166509357
한국항공우주산업(주),47810,Dec-15,3039736651,1181397542,3039736651,1181397542,126355780,102040000,23826497,126355780,102040000,23826497,2808012795,2808157935,252222277,252222277
한국항공우주산업(주),47810,Dec-16,2946330610,1123200931,2946330610,1123200931,47390970,0,99521595,47390970,0,100489890,2980368470,2980840123,146912565,147880860
한국항공우주산업(주),47810,Dec-17,2072249142,821746342,2072249142,821799897,30018700,453999999,16374129,30018700,453999999,17372270,3164601115,3166223009,500392828,501390969
한국항공우주산업(주),47810,Dec-18,2786108140,233917783,2786023511,233592944,83024865,160000000,16957090,83895865,161300000,16957090,3735000646,3755863511,259981955,262152955
한국항공우주산업(주),47810,Dec-19,3108623557,346029541,3110157575,344532926,83982009,270840820,14426302,95603189,278140820,15931362,4320002472,4367135609,369249131,389675371
한국항공우주산업(주),47810,Dec-20,2811967926,269888775,2825136013,269746646,66650701,250000000,17367289,78417651,255500000,18348999,5114001345,5159070657,334017990,352266650
한국화장품(주),123690,Dec-10,31981857,11421070,36616382,12239583,0,10500000,0,0,10500000,0,110847577,119689494,10500000,10500000
한국화장품(주),123690,Dec-11,50519054,8954066,70283225,11084629,0,35500000,0,0,35500000,0,130731648,123346867,35500000,35500000
한국화장품(주),123690,Dec-12,39466648,7113344,73399936,11121087,0,45000000,0,0,45000000,0,133672653,113557331,45000000,45000000
한국화장품(주),123690,Dec-13,35769690,7220261,68668703,12503812,0,51850000,0,0,52750000,0,98032891,108902651,51850000,52750000
한국화장품(주),123690,Dec-14,32762645,5600000,76333757,11948834,0,0,0,0,0,0,74533611,91230283,0,0
한국화장품(주),123690,Dec-15,27409929,4890448,98446610,14463880,0,0,0,0,0,0,52685993,72898699,0,0
한국화장품(주),123690,Dec-16,21325545,5478762,160754824,21776911,0,0,0,0,0,0,65038446,99299898,0,0
한국화장품(주),123690,Dec-17,19966960,3928573,151256004,30460143,0,0,0,916667,2400000,0,66750702,99397360,0,3316667
한국화장품(주),123690,Dec-18,31145251,4929445,153882571,25616450,0,0,0,2083333,7500000,0,65665379,95021031,0,9583333
한국화장품(주),123690,Dec-19,25498289,3315623,131196339,13901477,0,0,0,166667,6700000,916667,51937089,81307960,0,7783334
한국화장품(주),123690,Dec-20,17526907,3166912,72498593,5543718,0,0,0,0,7100000,166667,43031783,75378062,0,7266667
한라아이엠에스(주),92460,Dec-10,34804664,7679490,34804664,7791752,0,275176,0,0,275176,0,54105167,55300039,275176,275176
한라아이엠에스(주),92460,Dec-11,39194481,4782640,39206261,4928929,5280867,322866,0,5280867,322866,0,60816159,61295055,5603733,5603733
한라아이엠에스(주),92460,Dec-12,38095564,5436693,38750472,5498314,11888695,145012,0,11888695,145012,0,71635731,71188501,12033707,12033707
한라아이엠에스(주),92460,Dec-13,34167389,4688378,34631069,4809635,10300000,2659444,0,10300000,2659444,0,79845962,81649158,12959444,12959444
한라아이엠에스(주),92460,Dec-14,41393042,5143168,42117511,5180145,6500000,5464977,0,6500000,5464977,0,84571556,86157799,11964977,11964977
한라아이엠에스(주),92460,Dec-15,45926792,7183492,47092328,7207635,15300000,5773889,0,15300000,5773889,0,90203152,92306826,21073889,21073889
한라아이엠에스(주),92460,Dec-16,41635145,7390262,42513062,7441898,11800000,5714210,0,11800000,5714210,0,89313333,91257606,17514210,17514210
한라아이엠에스(주),92460,Dec-17,34577553,6183548,35378782,6189665,3500000,15700000,0,3500000,15700000,0,96800124,99173676,19200000,19200000
한라아이엠에스(주),92460,Dec-18,31985154,5699381,32886900,5709484,3500000,15277554,0,3500000,15277554,0,102777088,105176904,18777554,18777554
한라아이엠에스(주),92460,Dec-19,47381801,4930770,48373035,4972404,0,18512211,3500000,0,18512211,3500000,110090605,112841733,22012211,22012211
한라아이엠에스(주),92460,Dec-20,53325670,5596173,54284075,5603886,5000000,32850301,0,5100000,32850301,62000,126878962,129827327,37850301,38012301
한미반도체(주),42700,Dec-10,170922319,57064311,221944531,57689465,0,0,0,0,3449532,0,230652799,236654967,0,3449532
한미반도체(주),42700,Dec-11,133725834,44089447,175815566,44350158,0,0,0,0,2585268,0,198575006,204374193,0,2585268
한미반도체(주),42700,Dec-12,142759173,43035661,173393986,44256926,0,0,0,0,6138120,0,223842195,230991973,0,6138120
한미반도체(주),42700,Dec-13,113199223,29468002,191549551,33655403,0,0,0,0,4556620,0,232877174,240728439,0,4556620
한미반도체(주),42700,Dec-14,192309639,61104261,,,0,0,0,,,,248260075,,0,0
한미반도체(주),42700,Dec-15,117791354,34545723,117791354,34343210,0,0,0,0,0,0,241383463,225559496,0,0
한미반도체(주),42700,Dec-16,165570146,39358035,166268022,39202322,0,0,0,0,0,0,280434488,284988380,0,0
한미반도체(주),42700,Dec-17,196426640,60094389,197300043,59844267,0,0,0,0,0,0,293986174,285064244,0,0
한미반도체(주),42700,Dec-18,215756077,43016640,217114860,42760415,0,0,0,0,0,0,241520337,246028948,0,0
한미반도체(주),42700,Dec-19,119171028,41206180,120377520,41155970,0,0,0,0,0,0,255001908,257474681,0,0
한미반도체(주),42700,Dec-20,255740539,79150625,257385898,78566778,0,0,0,0,0,0,322292688,326966868,0,0
한미사이언스(주),8930,Dec-10,10346517,6913365,10979497,7078673,0,0,0,0,144501,0,433234083,427550253,0,144501
한미사이언스(주),8930,Dec-11,15074907,4804110,17345556,4953633,0,10000000,0,0,10091939,0,413995597,406164685,10000000,10091939
한미사이언스(주),8930,Dec-12,17976545,5483615,20179239,34516144,0,15000000,0,0,17199307,0,428550063,485394283,15000000,17199307
한미사이언스(주),8930,Dec-13,22544205,7775345,220395816,65243319,0,15000000,0,0,17159426,0,441693591,579822998,15000000,17159426
한미사이언스(주),8930,Dec-14,22730103,7977788,532886463,125572421,0,70000000,0,0,70000000,0,491731127,742795234,70000000,70000000
한미사이언스(주),8930,Dec-15,173495980,124450887,776628551,240118686,0,40000000,0,0,40000000,0,620989636,932024384,40000000,40000000
한미사이언스(주),8930,Dec-16,35644471,7201543,665284666,127315954,0,25000000,0,0,25000000,0,663800856,969248669,25000000,25000000
한미사이언스(주),8930,Dec-17,29934830,4533974,652324368,107549385,0,25000000,0,0,25000000,0,629759315,938783180,25000000,25000000
한미사이언스(주),8930,Dec-18,29993665,5200771,707995356,101417103,0,20000000,0,0,20000000,0,608792181,916545956,20000000,20000000
한미사이언스(주),8930,Dec-19,34892677,7912179,816618824,91091821,0,44000000,0,0,44000000,0,608190470,910832377,44000000,44000000
한미사이언스(주),8930,Dec-20,35553207,6125772,857383419,86869702,5000000,45000000,0,5000000,45000000,0,607103608,923219549,50000000,50000000
한미약품(주),128940,Dec-10,294304157,212461475,337584427,238472205,65000000,111751821,5000000,77778437,128464321,11627062,724095372,831946437,181751821,217869820
한미약품(주),128940,Dec-11,512496775,174920876,606192087,210810632,80000000,83107106,5000000,97490975,93145156,8702926,662074998,787751025,168107106,199339057
한미약품(주),128940,Dec-12,543793074,165923173,674005087,203402425,30000000,70164772,40000000,36547411,80821172,44497994,699170537,835591466,140164772,161866577
한미약품(주),128940,Dec-13,562757345,176263730,730133510,221246696,10000000,95695386,20000000,12010710,103851276,23770324,719183351,880869229,125695386,139632310
한미약품(주),128940,Dec-14,582023313,239484495,761279849,290258969,85000000,32897491,10000000,94113851,35555941,11227702,836632672,1033334526,127897491,140897494
한미약품(주),128940,Dec-15,1113238541,739782013,1317534519,784572689,90000000,30984480,45000000,103100000,37484480,45648455,1484679811,1722592753,165984480,186232935
한미약품(주),128940,Dec-16,687781954,231934653,882724835,271564512,30000000,72418329,40000000,49700000,77418329,43800000,1346175526,1596970589,142418329,170918329
한미약품(주),128940,Dec-17,702635601,203168863,916586235,250330669,135000000,170212137,40000000,146400000,170212137,48300000,1391144701,1660934086,345212137,364912137
한미약품(주),128940,Dec-18,795016146,134961402,1015962250,183463598,208000000,180000000,10000000,216600000,201500000,13800000,1393832332,1691209669,398000000,431900000
한미약품(주),128940,Dec-19,863646889,135586116,1113649784,190998864,210000000,181600000,30000000,221000000,213100000,33800000,1544610335,1913706258,421600000,467900000
한미약품(주),128940,Dec-20,872404731,97823479,1075853605,150067905,172142480,201600000,43571360,179342480,238100000,49171360,1502397758,1882026593,417313840,466613840
한성기업(주),3680,Dec-10,253658629,21737469,253658629,21737469,622971,31930173,419256,622971,31930173,419256,148358035,148445213,32972400,32972400
한성기업(주),3680,Dec-11,268378114,29905781,268381814,29963587,18250000,29976165,200000,18490000,32794145,280000,159637721,165670477,48426165,51564145
한성기업(주),3680,Dec-12,272904317,24437813,273041271,24508984,9300000,27552283,23000000,11460000,32891291,23080000,164434964,179025738,59852283,67431291
한성기업(주),3680,Dec-13,283729216,26853452,283729216,26938963,45334987,34747547,1374996,47414987,41810088,1454996,193008193,209621483,81457530,90680071
한성기업(주),3680,Dec-14,287155156,28316308,287168218,28475423,21049991,45501516,26749996,23037181,56097496,27223596,196597071,213604546,93301503,106358273
한성기업(주),3680,Dec-15,291547287,46890060,,,18257095,90715547,2792896,,,,214603274,,111765538,0
한성기업(주),3680,Dec-16,320682777,60604921,,,14227029,89433504,4030066,,,,230855837,,107690599,0
한성기업(주),3680,Dec-17,322797363,54009913,,,11830417,72563828,3474135,,,,215309216,,87868380,0
한성기업(주),3680,Dec-18,286868465,47904820,,,12834162,85247765,6996558,,,,222227643,,105078485,0
한성기업(주),3680,Dec-19,270094563,39192921,270094563,39192921,10301555,91160057,6532607,10301555,91160057,6532607,233558717,233558717,107994219,107994219
한성기업(주),3680,Dec-20,266147981,40254484,,,1399343,77811178,2333779,,,,195752062,,81544300,0
한세실업(주),105630,Dec-10,864732157,89484166,867290543,89860712,0,178956209,0,0,198858215,4180186,380918761,413064781,178956209,203038401
한세실업(주),105630,Dec-11,972372814,49206155,995211168,54635222,0,171311814,0,6530000,211674810,6827700,438149273,513994136,171311814,225032510
한세실업(주),105630,Dec-12,1075533925,69970735,1129564400,73789165,0,184107188,0,21595213,222218806,600000,500540349,585712033,184107188,244414019
한세실업(주),105630,Dec-13,1174745298,75364752,1238324336,79969694,0,198689546,0,41735331,248212780,2600000,570299981,682383723,198689546,292548111
한세실업(주),105630,Dec-14,1242366308,72064358,1313177834,84143061,0,211718325,0,56281061,266174066,300000,659595677,783233695,211718325,322755127
한세실업(주),105630,Dec-15,1464200813,148476643,1586508100,151376726,0,323547995,0,47496338,361864808,14022728,890169193,992172304,323547995,423383874
한세실업(주),105630,Dec-16,1421975960,152760292,1547654905,202733366,50000000,329856715,0,98002985,412976836,13859469,954333413,1270684015,379856715,524839290
한세실업(주),105630,Dec-17,1354626972,136471850,1711333452,189557151,50000000,281243099,0,89829163,356502183,14039970,919816931,1196058481,331243099,460371316
한세실업(주),105630,Dec-18,1316638247,151088274,1712686107,206449019,0,300577317,50000000,39770890,391387885,71626910,850886854,1170729345,350577317,502785685
한세실업(주),105630,Dec-19,1533976205,132366864,1922418715,180926530,0,341401192,0,28500812,464016006,12475250,864406800,1179455697,341401192,504992068
한세실업(주),105630,Dec-20,1657328004,141844706,1698262209,149799604,50000000,277915507,0,74420904,370195392,10190297,865508205,1021055618,327915507,454806593
한세엠케이(주),69640,Dec-11,239249329,36758383,245443024,35393849,0,17554518,0,0,17554518,0,177778935,179137166,17554518,17554518
한세엠케이(주),69640,Dec-12,251655849,38789737,259402309,37834210,0,10973760,0,0,10973760,0,170595814,173129321,10973760,10973760
한세엠케이(주),69640,Dec-13,252015608,36713049,259260970,35903046,0,10912528,0,0,10912528,0,188633103,191133608,10912528,10912528
한세엠케이(주),69640,Dec-14,254218825,37673547,261005406,37312022,0,10932335,0,0,10932335,0,187584831,190088995,10932335,10932335
한세엠케이(주),69640,Dec-15,262617606,42813082,289706298,46523619,0,20740543,0,0,23539400,0,197976567,208943053,20740543,23539400
한세엠케이(주),69640,Dec-16,266913606,39003335,318481385,46239100,0,15207579,0,0,21836005,0,206110364,229748140,15207579,21836005
한세엠케이(주),69640,Dec-17,267470772,39102152,328898003,50208942,0,3566873,0,0,13004376,0,180655839,212873830,3566873,13004376
한세엠케이(주),69640,Dec-18,251305863,30847725,322990487,44337307,0,460841,0,0,14796780,0,164686580,205628646,460841,14796780
한세엠케이(주),69640,Dec-19,232347080,27726071,307486038,40456762,0,15000000,0,0,29495437,0,143506600,184743386,15000000,29495437
한세엠케이(주),69640,Dec-20,164424244,21585466,220214372,36847601,5000000,5700000,0,5000000,26940526,0,105709436,149681758,10700000,31940526
한세예스24홀딩스(주),16450,Dec-10,3087182,73257,1202243454,100746592,0,6350000,0,0,205208215,4180186,131720664,583965061,6350000,209388401
한세예스24홀딩스(주),16450,Dec-11,3412923,108252,1351122900,67016202,0,11270000,0,6530000,222944810,6827700,136616503,693150743,11270000,236302510
한세예스24홀딩스(주),16450,Dec-12,4812000,65192,1470986929,88178065,0,7500000,0,25345213,229718806,2850000,133443254,777412081,7500000,257914019
한세예스24홀딩스(주),16450,Dec-13,5868200,66342,1570867786,93735926,0,7250000,0,42485331,255462780,5600000,132634315,873460346,7250000,303548111
한세예스24홀딩스(주),16450,Dec-14,7032089,72440,1728424959,145040467,0,9300000,0,71281061,339871313,11050000,131651333,1121319003,9300000,422202374
한세예스24홀딩스(주),16450,Dec-15,8561439,468472,2086033712,225216678,37000000,12800000,0,132766338,431390872,14947728,174053833,1436140855,49800000,579104938
한세예스24홀딩스(주),16450,Dec-16,9550329,426261,2239987018,277968447,17000000,17020000,20000000,142052985,494873999,54859469,178903308,1740589243,54020000,691786453
한세예스24홀딩스(주),16450,Dec-17,11708588,1826461,2462296817,274464913,18000000,21005956,17000000,109383363,472325250,56535770,177898808,1693645040,56005956,638244383
한세예스24홀딩스(주),16450,Dec-18,15783843,2827642,2521499429,291878796,15000000,35906166,0,75970890,507728702,89946911,166184583,1678316387,50906166,673646503
한세예스24홀딩스(주),16450,Dec-19,18299229,1065819,2770973543,283361234,31000000,20046258,0,82380812,563851129,12795250,159994527,1731430277,51046258,659027191
한세예스24홀딩스(주),16450,Dec-20,19781181,1937093,2797947074,269550879,0,45769123,31000000,113631654,463581431,65510297,186878090,1840012735,76769123,642723382
한솔로지스틱스(주),9180,Dec-10,359814714,72594039,383764217,76022240,0,11828016,0,0,12127201,0,184163468,189537043,11828016,12127201
한솔로지스틱스(주),9180,Dec-11,357072057,66570898,391259787,72495987,0,0,0,0,734590,0,174466154,181926875,0,734590
한솔로지스틱스(주),9180,Dec-12,390132661,73458426,434698631,80201655,0,9000000,0,0,9591642,0,197290164,204757097,9000000,9591642
한솔로지스틱스(주),9180,Dec-13,409502190,65753737,462404820,69532544,0,10000000,0,0,10341600,0,187644453,185908008,10000000,10341600
한솔로지스틱스(주),9180,Dec-14,384169637,57039504,438958518,63888040,0,0,0,0,346800,0,176343511,178713372,0,346800
한솔로지스틱스(주),9180,Dec-15,368604566,49429986,374865357,50034394,0,0,0,0,0,0,89394743,90195689,0,0
한솔로지스틱스(주),9180,Dec-16,375425808,56777216,384707101,58293123,0,0,0,0,0,0,96162710,97883701,0,0
한솔로지스틱스(주),9180,Dec-17,340619078,52638349,355266669,54687958,0,0,0,0,0,0,89578203,91872344,0,0
한솔로지스틱스(주),9180,Dec-18,335103423,47780343,434161853,72992226,0,0,0,0,0,0,102801484,126782732,0,0
한솔로지스틱스(주),9180,Dec-19,326149969,52495563,460730203,72813825,0,0,0,0,0,0,140762736,166754679,0,0
한솔로지스틱스(주),9180,Dec-20,342734898,60250982,509613333,89386335,0,0,0,0,1000000,0,156159365,195971591,0,1000000
한솔아이원스(주),114810,Dec-13,60274487,12154101,,,18095175,15797688,1000000,,,,103743216,,34892863,0
한솔아이원스(주),114810,Dec-14,69141343,10644787,,,24537227,11800000,2000000,,,,103661133,,38337227,0
한솔아이원스(주),114810,Dec-15,69362194,14103825,,,14649760,35235528,6220240,,,,168724789,,56105528,0
한솔아이원스(주),114810,Dec-16,84990677,18730392,,,25849840,30392769,6799920,,,,214333169,,63042529,0
한솔아이원스(주),114810,Dec-17,129568011,18787362,,,19849920,45497003,7699920,,,,248477638,,73046843,0
한솔아이원스(주),114810,Dec-18,170603193,16214889,,,33612174,48324492,11694748,,,,255628828,,93631414,0
한솔아이원스(주),114810,Dec-19,122297432,13330226,122297432,13330226,26311597,36375000,24636278,26311597,36375000,24636278,241156783,241156808,87322875,87322875
한솔아이원스(주),114810,Dec-20,146325243,10771705,146325243,10771705,14845500,42050000,14047000,14845500,42050000,14047000,212410875,212410761,70942500,70942500
한솔인티큐브(주),70590,Dec-10,59169919,20076997,59169919,20076997,0,2674116,0,0,2674116,0,51186231,51186231,2674116,2674116
한솔인티큐브(주),70590,Dec-11,61308729,13765245,62603072,13766593,0,1817247,0,0,1817247,0,41511185,42592360,1817247,1817247
한솔인티큐브(주),70590,Dec-12,54269989,17077063,56923360,16842615,517200,3098568,0,517200,3098568,0,40468895,41550993,3615768,3615768
한솔인티큐브(주),70590,Dec-13,64710275,20711529,67411440,20694850,5517200,7079830,0,5517200,7079830,0,56229653,58117503,12597030,12597030
한솔인티큐브(주),70590,Dec-14,64844603,28012029,,,4517200,9582878,0,,,,61888247,,14100078,0
한솔인티큐브(주),70590,Dec-15,70923627,32120876,,,517200,11639688,0,,,,68361973,,12156888,0
한솔인티큐브(주),70590,Dec-16,77132900,33146288,,,517200,16073614,0,,,,64024567,,16590814,0
한솔인티큐브(주),70590,Dec-17,46301777,15636031,,,387900,0,103440,,,,50283357,,491340,0
한솔인티큐브(주),70590,Dec-18,63736088,17162926,,,0,0,0,,,,40357732,,0,0
한솔인티큐브(주),70590,Dec-19,58966376,8106601,,,0,0,0,,,,40780682,,0,0
한솔인티큐브(주),70590,Dec-20,52588843,9843538,,,0,0,0,,,,41786004,,0,0
한솔제지(주),213500,Dec-15,1349589229,186811458,1511653095,190388281,35833000,196374000,3748000,62771960,220477000,6440315,1348821847,1445355206,235955000,289689275
한솔제지(주),213500,Dec-16,1348565318,194423491,1530538822,208009078,30499820,129075000,5333000,39151432,177052000,7251000,1303427133,1413123725,164907820,223454432
한솔제지(주),213500,Dec-17,1539435142,231123155,1757140296,248929564,20000031,413307000,10500000,27249850,442116177,11981000,1665640626,1741025633,443807031,481347027
한솔제지(주),213500,Dec-18,1738953743,243919832,1792348189,227197185,65714813,273848418,50000000,71305313,293213638,50000000,1699573500,1802836469,389563231,414518951
한솔제지(주),213500,Dec-19,1640023159,221653781,1912587773,245212791,120583633,135378369,36000000,126485128,163894783,36864000,1646036959,1743277585,291962002,327243911
한솔제지(주),213500,Dec-20,1482853494,214339210,1509871173,214781772,84999853,91727087,103307000,96673852,106956131,116137000,1658660895,1739627807,280033940,319766983
한솔테크닉스(주),4710,Dec-10,1531558940,103694454,1808503050,112663143,14000000,12000000,0,14755600,14255352,0,336634710,368117959,26000000,29010952
한솔테크닉스(주),4710,Dec-11,890101317,81035805,968191932,83456734,141151600,49168898,2818400,140598142,62291483,2818400,475129084,486477959,193138898,205708025
한솔테크닉스(주),4710,Dec-12,548668064,45547321,558799105,44148226,80413068,22950000,25216640,80413068,32026087,25216640,422843554,420136106,128579708,137655795
한솔테크닉스(주),4710,Dec-13,505767754,58005531,510940158,57309914,49507290,15027155,34163400,49507290,27942732,34163400,427217349,422296680,98697845,111613422
한솔테크닉스(주),4710,Dec-14,562113480,70341064,567791008,69563249,17631922,10020000,31875369,17631922,18797329,31875369,422051263,408384028,59527291,68304620
한솔테크닉스(주),4710,Dec-15,519929470,58736695,652333136,74498397,0,23270000,12640629,35160000,35549045,41940629,439421679,541196306,35910629,112649674
한솔테크닉스(주),4710,Dec-16,467769600,79929699,807638506,110109520,0,50000000,0,0,71487075,12085000,421390786,511496449,50000000,83572075
한솔테크닉스(주),4710,Dec-17,584556918,91832966,935255304,114139537,0,45000000,0,0,62911207,0,431459031,503513319,45000000,62911207
한솔테크닉스(주),4710,Dec-18,517946789,80483049,841899162,106517331,0,35000000,0,0,56283731,0,403656400,513011860,35000000,56283731
한솔테크닉스(주),4710,Dec-19,591257597,63247163,972243352,86867123,0,35000000,0,0,39623073,0,401463651,495324316,35000000,39623073
한솔테크닉스(주),4710,Dec-20,674089199,68200096,1194892147,115497084,0,35000000,0,9560558,68478457,682361,433473792,591392385,35000000,78721376
한솔피엔에스(주),10420,Dec-10,226054417,65740738,,,11000000,5244170,0,,,,122687134,,16244170,0
한솔피엔에스(주),10420,Dec-11,199671157,55145408,,,5000000,246448,0,,,,101284017,,5246448,0
한솔피엔에스(주),10420,Dec-12,194278765,50082092,,,5000000,2020000,5000000,,,,99178837,,12020000,0
한솔피엔에스(주),10420,Dec-13,225954834,84781790,,,4000000,1735726,0,,,,130493729,,5735726,0
한솔피엔에스(주),10420,Dec-14,265564903,70345619,,,0,18801,0,,,,114755469,,18801,0
한솔피엔에스(주),10420,Dec-15,242797604,62074485,,,0,97173,0,,,,113295771,,97173,0
한솔피엔에스(주),10420,Dec-16,234145212,63864365,,,0,0,0,,,,102479961,,0,0
한솔피엔에스(주),10420,Dec-17,223778152,57881278,,,0,2292382,0,,,,101700136,,2292382,0
한솔피엔에스(주),10420,Dec-18,248350804,58600638,,,0,2000000,0,,,,91319732,,2000000,0
한솔피엔에스(주),10420,Dec-19,233891948,58186347,,,0,0,0,,,,103412316,,0,0
한솔피엔에스(주),10420,Dec-20,244823923,54164163,,,0,0,0,,,,107126396,,0,0
한솔홀딩스(주),4150,Dec-10,1560223251,318445453,1780390378,351684285,7461379,139930364,2369000,46562109,220273812,2980000,1760593773,2607647592,149760743,269815921
한솔홀딩스(주),4150,Dec-11,1541804879,283395692,1765901437,337664601,4891488,97094827,2569000,45934898,168222594,45140000,1764297841,2597423607,104555315,259297492
한솔홀딩스(주),4150,Dec-12,1482493774,244482941,1779381328,268931082,2322897,67449000,2569000,36179000,146032037,16319000,1714005524,2486392125,72340897,198530037
한솔홀딩스(주),4150,Dec-13,1399118728,221474482,1976572225,356527449,1243468,102706831,1080000,120110480,273342875,39053000,1732428305,2960757507,105030299,432506355
한솔홀딩스(주),4150,Dec-14,0,716305,780595558,166520727,0,23000000,0,32651531,122942515,102329000,1843387739,2977937046,23000000,257923046
한솔홀딩스(주),4150,Dec-15,21647563,3179076,920610294,273305504,0,0,0,87356479,200034523,74517000,610126201,1974138514,0,361908002
한솔홀딩스(주),4150,Dec-16,24224216,3104849,794637175,228333802,0,20543529,0,60173282,52900000,80260615,627193113,2006748728,20543529,193333897
한솔홀딩스(주),4150,Dec-17,27405999,2906793,883680613,251241059,0,5000000,0,45090399,59475588,72431000,461411593,1629373679,5000000,176996987
한솔홀딩스(주),4150,Dec-18,25282758,3573910,698723654,149670894,0,20990029,0,29251767,43981216,28123000,410421025,1347350249,20990029,101355983
한솔홀딩스(주),4150,Dec-19,26351916,4754543,541615975,125897990,0,8000000,0,6153333,17505208,8616000,410277371,666384880,8000000,32274541
한솔홀딩스(주),4150,Dec-20,26323088,3154783,359481882,71420047,0,5000000,0,2480000,14917720,1095000,437474247,627140216,5000000,18492720
한스바이오메드(주),42520,Sep-10,14624891,5484196,,,0,500000,0,,,,24845988,,500000,0
한스바이오메드(주),42520,Sep-11,15009766,5525266,15008037,5507192,0,500000,0,0,500000,0,28620795,28613018,500000,500000
한스바이오메드(주),42520,Sep-12,17588386,6326308,17579468,6126765,0,0,0,0,0,0,27228954,27050464,0,0
한스바이오메드(주),42520,Sep-13,20042168,8590725,20065666,8295187,0,0,0,0,0,0,33665991,33361655,0,0
한스바이오메드(주),42520,Sep-14,20810910,8466375,21032918,7967454,0,0,0,0,0,0,44927929,44341826,0,0
한스바이오메드(주),42520,Sep-15,23047969,9482075,23428388,9051161,588000,3000000,0,588000,3000000,0,52584319,52112309,3588000,3588000
한스바이오메드(주),42520,Sep-16,27654942,10967558,29047901,11061885,3000000,3000000,5375000,3000000,3000000,5375000,64486884,64717087,11375000,11375000
한스바이오메드(주),42520,Sep-17,35601803,12337257,39057689,11754462,0,10000000,9999700,0,10000000,9999700,79380105,80190379,19999700,19999700
한스바이오메드(주),42520,Sep-18,43045827,16971327,51745897,15255324,0,2000000,9999700,0,2000000,9999700,88232572,91797718,11999700,11999700
한스바이오메드(주),42520,Sep-19,59295357,23069641,66990995,14799886,8040000,10048052,0,8040000,10000000,0,130042389,134094823,18088052,18040000
한스바이오메드(주),42520,Sep-20,61876024,13483299,80098457,15402277,9000000,8000000,0,9000000,9585916,0,115609378,131806491,17000000,18585916
한신공영(주),4960,Dec-10,1012452953,365130544,1020886804,365130544,44903299,94500000,721000,44903299,94500000,721000,1183656343,1183666130,140124299,140124299
한신공영(주),4960,Dec-11,846562119,350880857,847244052,351387676,77903439,87000000,721000,77903439,87000000,721000,1287729220,1290922344,165624439,165624439
한신공영(주),4960,Dec-12,922947156,420962157,926361148,423920524,79903555,130000000,56121000,79903555,152500000,56121000,1487956609,1502729284,266024555,288524555
한신공영(주),4960,Dec-13,1385953428,614942726,1385990986,617976849,64903107,105000000,35521000,64903107,125046000,72521075,1512635138,1528677944,205424107,262470182
한신공영(주),4960,Dec-14,1065603385,373592505,1090821881,375594995,44903543,120509000,721000,44903551,139824000,720204,1284429175,1342436607,166133543,185447755
한신공영(주),4960,Dec-15,1354596741,353065900,1358121086,321716805,43133689,58957000,78000,43133719,77508147,78000,1501302196,1529444074,102168689,120719866
한신공영(주),4960,Dec-16,1768778796,323467100,1772255006,286510363,39160000,79484000,78000,39160000,76208000,17078000,1512319598,1553395800,118722000,132446000
한신공영(주),4960,Dec-17,1967893591,428161148,1984305658,391769583,210740613,31205302,78000,330560613,31217000,17257000,1755817981,1905386491,242023915,379034613
한신공영(주),4960,Dec-18,2063184917,349613308,2142182385,359932757,151804539,58765906,77000,253804539,58765451,17078000,1633521638,1778426426,210647445,329647990
한신공영(주),4960,Dec-19,1541115913,237156149,1623287681,316265803,99609221,108765658,78578000,119503721,113684466,153577000,1505748880,1650955869,286952879,386765187
한신공영(주),4960,Dec-20,1500329130,290178717,1556870962,265756144,54532123,115500116,60078000,84832123,163747375,79798000,1595186694,1734262275,230110239,328377498
한신기계공업(주),11700,Dec-10,54071131,19058111,58100390,18321535,96367,609098,14959,96367,609098,14959,59735295,59590965,720424,720424
한신기계공업(주),11700,Dec-11,62073738,19131208,64467673,17900693,80110,3526428,16257,80110,3526428,16257,68219429,68277134,3622795,3622795
한신기계공업(주),11700,Dec-12,64745366,19990156,68167788,19384965,0,3643107,0,0,3643107,0,74309381,74166752,3643107,3643107
한신기계공업(주),11700,Dec-13,68252468,19616187,70570631,18807541,0,2596769,0,0,2596769,0,83656415,83427385,2596769,2596769
한신기계공업(주),11700,Dec-14,63579137,18957232,65250271,18358538,0,381789,0,0,381789,0,87661227,87406905,381789,381789
