,회사명,총자본증가율,0,1
8538,(주)한국전자홀딩스,125.68,-8.37,125.68
8539,(주)한국전자홀딩스,-3.45,-2.19,-3.45
8540,(주)한국전자홀딩스,-0.23,-2.41,-0.23
8541,(주)한국종합기술,11.43,46.23,-97.15
8542,(주)한국종합기술,-0.23,-0.23,11111111.11
8543,(주)한국종합기술,11.97,11.97,11111111.11
8544,(주)한국종합기술,8.56,8.56,11111111.11
8545,(주)한국종합기술,0.02,0.02,11111111.11
8546,(주)한국종합기술,7.44,7.44,11111111.11
8547,(주)한국종합기술,-4.8,-4.8,11111111.11
8548,(주)한국종합기술,-1.25,-1.25,11111111.11
8549,(주)한국종합기술,21.04,21.04,11111111.11
8550,(주)한국카본,29.97,-4.12,2388.79
8551,(주)한국카본,5.06,7.66,5.06
8552,(주)한국카본,2.19,5.75,2.19
8553,(주)한국카본,15.63,15.46,15.63
8554,(주)한국카본,1.21,-0.6,1.21
8555,(주)한국카본,12.1,11.61,12.1
8556,(주)한국카본,-5.92,-5.63,-5.92
8557,(주)한국카본,-1.73,-1.64,-1.73
8558,(주)한국카본,10.41,11.32,10.41
8559,(주)한국코퍼레이션,-29.08,-81.25,-80.72
8560,(주)한국코퍼레이션,4.72,4.72,-85.51
8561,(주)한국코퍼레이션,9.23,9.23,11111111.11
8562,(주)한국코퍼레이션,-3.14,-3.57,-3.14
8563,(주)한국코퍼레이션,6.63,13.86,6.63
8564,(주)한국코퍼레이션,-42.5,-48.83,-42.5
8565,(주)한국코퍼레이션,58.22,65.19,58.22
8566,(주)한국코퍼레이션,2.85,2.37,2.85
8567,(주)한국코퍼레이션,36.78,29.11,36.78
8568,(주)한국큐빅,6.25,-56.3,-22.41
8569,(주)한국큐빅,4.44,1.39,4.44
8570,(주)한국큐빅,-3.54,8.22,-3.54
8571,(주)한국큐빅,7.5,2.95,7.5
8572,(주)한국큐빅,2.11,1.19,2.11
8573,(주)한국큐빅,8.77,2.34,8.77
8574,(주)한국큐빅,36.6,40.58,36.6
8575,(주)한국큐빅,-2.18,3.06,-2.18
8576,(주)한국큐빅,-6.88,-1.66,-6.88
8577,(주)한국테크놀로지,-71.28,-50.99,-71.28
8578,(주)한국테크놀로지,27.19,27.19,-70.49
8579,(주)한국테크놀로지,-29.23,-29.23,11111111.11
8580,(주)한국테크놀로지,9.2,9.2,11111111.11
8581,(주)한국테크놀로지,1.9,1.9,11111111.11
8582,(주)한국테크놀로지,3.88,3.88,11111111.11
8583,(주)한국테크놀로지,67.4,67.4,11111111.11
8584,(주)한국테크놀로지,-46.71,-46.71,11111111.11
8585,(주)한국테크놀로지,84.55,84.55,11111111.11
8586,(주)한국특강,0.17,806.3,-93.35
8587,(주)한국특강,-4.75,-4.75,11111111.11
8588,(주)한국특강,-3.78,-3.78,11111111.11
8589,(주)한국특강,-6.04,-6.04,11111111.11
8590,(주)한국특강,-24.06,-24.06,11111111.11
8591,(주)한국특강,-6.48,-6.48,11111111.11
8592,(주)한국특강,-3.24,-3.24,11111111.11
8593,(주)한국특강,-0.7,-0.7,11111111.11
8594,(주)한국특강,-8.25,-8.25,11111111.11
8595,(주)한국팩키지,4.96,-82.07,0.0
8596,(주)한국팩키지,-11.82,-11.82,11111111.11
8597,(주)한국팩키지,1.15,1.15,11111111.11
8598,(주)한국팩키지,-5.45,-5.45,11111111.11
8599,(주)한국팩키지,5.08,5.08,11111111.11
8600,(주)한국팩키지,7.41,7.41,11111111.11
8601,(주)한국팩키지,0.6,0.6,11111111.11
8602,(주)한국팩키지,-1.74,-1.74,11111111.11
8603,(주)한국팩키지,33.44,33.44,11111111.11
8604,(주)한국화장품제조,-9.88,-38.21,0.0
8605,(주)한국화장품제조,-13.46,-13.46,11111111.11
8606,(주)한국화장품제조,7.03,7.03,11111111.11
8607,(주)한국화장품제조,16.06,16.06,11111111.11
8608,(주)한국화장품제조,7.07,7.07,11111111.11
8609,(주)한국화장품제조,32.72,32.72,11111111.11
8610,(주)한국화장품제조,4.85,4.85,11111111.11
8611,(주)한국화장품제조,2.75,2.75,11111111.11
8612,(주)한국화장품제조,17.29,17.29,11111111.11
8613,(주)한글과컴퓨터,1007.0,50.17,1007.0
8614,(주)한글과컴퓨터,12.69,11.74,12.69
8615,(주)한글과컴퓨터,10.39,8.52,10.39
8616,(주)한글과컴퓨터,13.14,15.18,13.14
8617,(주)한글과컴퓨터,23.71,7.89,23.71
8618,(주)한글과컴퓨터,6.77,7.16,6.77
8619,(주)한글과컴퓨터,132.58,38.09,132.58
8620,(주)한글과컴퓨터,21.63,1.07,21.63
8621,(주)한글과컴퓨터,0.75,1.24,0.75
8622,(주)한네트,13.73,-82.72,-98.29
8623,(주)한네트,-7.25,-7.25,11111111.11
8624,(주)한네트,21.65,21.65,11111111.11
8625,(주)한네트,10.91,10.91,11111111.11
8626,(주)한네트,13.99,13.99,11111111.11
8627,(주)한네트,-1.94,-1.94,11111111.11
8628,(주)한네트,11.08,11.08,11111111.11
8629,(주)한네트,-13.14,-13.14,11111111.11
8630,(주)한네트,-5.18,-5.18,11111111.11
8631,(주)한농화성,10.29,88.41,0.0
8632,(주)한농화성,7.29,7.29,11111111.11
8633,(주)한농화성,1.57,1.57,11111111.11
8634,(주)한농화성,13.78,13.78,11111111.11
8635,(주)한농화성,-5.69,-5.69,11111111.11
8636,(주)한농화성,11.8,11.8,11111111.11
8637,(주)한농화성,5.23,5.23,11111111.11
8638,(주)한농화성,-1.68,-1.68,11111111.11
8639,(주)한농화성,0.53,0.53,11111111.11
8640,(주)한독,3.09,149.82,3573.92
8641,(주)한독,6.9,6.93,6.9
8642,(주)한독,8.51,9.35,8.51
8643,(주)한독,8.02,8.02,-97.65
8644,(주)한독,4.43,4.43,11111111.11
8645,(주)한독,17.39,17.68,17.39
8646,(주)한독,2.65,4.76,2.65
8647,(주)한독,2.08,3.88,2.08
8648,(주)한독,14.72,9.63,14.72
8649,(주)한독크린텍,65.27,-94.51,-98.52
8650,(주)한라,29.18,11111111.11,11111111.11
8651,(주)한라,11.4,2.18,11.4
8652,(주)한라,-16.71,-18.12,-16.71
8653,(주)한라,-20.53,-20.5,-20.53
8654,(주)한라,9.63,-3.05,9.63
8655,(주)한라,-9.26,-20.16,-9.26
8656,(주)한라,6.76,-4.61,6.76
8657,(주)한라,-18.99,2.39,-18.99
8658,(주)한라,-11.46,2.93,-11.46
8659,(주)한라홀딩스,35.47,113.29,116.31
8660,(주)한라홀딩스,17.45,13.05,17.45
8661,(주)한라홀딩스,25.84,26.87,25.84
8662,(주)한라홀딩스,-66.92,-65.39,-66.92
8663,(주)한라홀딩스,-4.37,10.93,-4.37
8664,(주)한라홀딩스,19.18,4.7,19.18
8665,(주)한라홀딩스,-3.22,6.81,-3.22
8666,(주)한라홀딩스,-6.92,-9.24,-6.92
8667,(주)한라홀딩스,2.1,1.37,2.1
8668,(주)한미글로벌건축사사무소,52.61,-92.1,-92.14
8669,(주)한미글로벌건축사사무소,1.77,-3.33,1.77
8670,(주)한미글로벌건축사사무소,0.39,-1.0,0.39
8671,(주)한미글로벌건축사사무소,8.71,-9.43,8.71
8672,(주)한미글로벌건축사사무소,-18.87,10.7,-18.87
8673,(주)한미글로벌건축사사무소,19.73,22.24,19.73
8674,(주)한미글로벌건축사사무소,12.62,2.11,12.62
8675,(주)한미글로벌건축사사무소,24.75,0.05,24.75
8676,(주)한미글로벌건축사사무소,-2.92,-5.23,-2.92
8677,(주)한빛소프트,-29.79,-63.42,-73.5
8678,(주)한빛소프트,-19.04,-11.86,-19.04
8679,(주)한빛소프트,-20.44,-16.88,-20.44
8680,(주)한빛소프트,-15.08,-13.28,-15.08
8681,(주)한빛소프트,38.25,44.78,38.25
8682,(주)한빛소프트,-2.51,-10.46,-2.51
8683,(주)한빛소프트,-8.51,-4.4,-8.51
8684,(주)한빛소프트,20.35,11.91,20.35
8685,(주)한빛소프트,-1.53,-2.86,-1.53
8686,(주)한샘,24.45,843.94,815.44
8687,(주)한샘,-4.55,-6.06,-4.55
8688,(주)한샘,34.35,34.61,34.35
8689,(주)한샘,7.47,3.89,7.47
8690,(주)한샘,41.33,42.85,41.33
8691,(주)한샘,16.98,17.93,16.98
8692,(주)한샘,8.48,11.98,8.48
8693,(주)한샘,-3.64,-5.37,-3.64
8694,(주)한샘,27.92,15.68,27.92
8695,(주)한섬,12.39,-32.04,-33.96
8696,(주)한섬,10.01,6.6,10.01
8697,(주)한섬,14.72,7.14,14.72
8698,(주)한섬,4.57,6.88,4.57
8699,(주)한섬,-8.66,11.94,-8.66
8700,(주)한섬,8.41,8.48,8.41
8701,(주)한섬,20.64,13.34,20.64
8702,(주)한섬,-2.59,-1.51,-2.59
8703,(주)한섬,8.52,14.79,8.52
8704,(주)한솔케미칼,22.94,-76.94,-75.69
8705,(주)한솔케미칼,11.45,8.07,11.45
8706,(주)한솔케미칼,19.33,4.58,19.33
8707,(주)한솔케미칼,10.83,7.84,10.83
8708,(주)한솔케미칼,9.84,11.22,9.84
8709,(주)한솔케미칼,34.29,10.44,34.29
8710,(주)한솔케미칼,3.37,8.95,3.37
8711,(주)한솔케미칼,9.46,17.47,9.46
8712,(주)한솔케미칼,18.63,27.52,18.63
8713,(주)한솔홈데코,21.3,-64.72,-72.08
8714,(주)한솔홈데코,1.75,1.94,1.75
8715,(주)한솔홈데코,5.09,4.77,5.09
8716,(주)한솔홈데코,4.17,3.86,4.17
8717,(주)한솔홈데코,-0.3,1.4,-0.3
8718,(주)한솔홈데코,-0.65,-0.8,-0.65
8719,(주)한솔홈데코,6.34,6.1,6.34
8720,(주)한솔홈데코,0.14,-3.24,0.14
8721,(주)한솔홈데코,-4.0,-4.64,-4.0
8722,(주)한송네오텍,-96.24,-96.13,-96.24
8723,(주)한송네오텍,1254789.63,11111111.11,11111111.11
8724,(주)한송네오텍,1254789.63,11111111.11,11111111.11
8725,(주)한송네오텍,1254789.63,11111111.11,11111111.11
8726,(주)한송네오텍,51.63,51.63,11111111.11
8727,(주)한익스프레스,650.88,113.74,650.88
8728,(주)한익스프레스,-6.53,-7.87,-6.53
8729,(주)한익스프레스,9.48,10.28,9.48
8730,(주)한익스프레스,11.09,10.39,11.09
8731,(주)한익스프레스,38.81,38.19,38.81
8732,(주)한익스프레스,11.52,12.27,11.52
8733,(주)한익스프레스,28.19,29.6,28.19
8734,(주)한익스프레스,6.04,6.09,6.04
8735,(주)한익스프레스,33.51,32.23,33.51
8736,(주)한일진공,-95.83,-95.75,-95.83
8737,(주)한일진공,1254789.63,11111111.11,11111111.11
8738,(주)한일진공,1254789.63,11111111.11,11111111.11
8739,(주)한일진공,-13.51,-13.39,-13.51
8740,(주)한일진공,15.57,15.61,15.57
8741,(주)한일진공,84.53,80.9,84.53
8742,(주)한일진공,47.09,46.69,47.09
8743,(주)한일진공,-1.88,-1.53,-1.88
8744,(주)한일진공,-22.54,-25.7,-22.54
8745,(주)한진,-9.87,1371.85,1360.29
8746,(주)한진,3.65,2.9,3.65
8747,(주)한진,-2.76,-2.95,-2.76
8748,(주)한진,8.22,11.74,8.22
8749,(주)한진,28.0,-8.22,28.0
8750,(주)한진,1.35,5.42,1.35
8751,(주)한진,-3.3,4.31,-3.3
8752,(주)한진,8.46,11.85,8.46
8753,(주)한진,33.33,15.14,33.33
8754,(주)한진중공업홀딩스,9.12,-57.0,-44.18
8755,(주)한진중공업홀딩스,16.89,-0.05,16.89
8756,(주)한진중공업홀딩스,9.34,0.26,9.34
8757,(주)한진중공업홀딩스,7.53,5.43,7.53
8758,(주)한진중공업홀딩스,-2.76,-21.66,-2.76
8759,(주)한진중공업홀딩스,-20.29,-50.3,-20.29
8760,(주)한진중공업홀딩스,-9.07,-2.68,-9.07
8761,(주)한진중공업홀딩스,-2.35,-0.7,-2.35
8762,(주)한진중공업홀딩스,-0.69,-15.15,-0.69
8763,(주)한진칼,-23.4,131.58,-23.4
8764,(주)한진칼,69.58,84.17,69.58
8765,(주)한진칼,-4.21,6.7,-4.21
8766,(주)한진칼,-10.93,-0.94,-10.93
8767,(주)한진칼,34.61,18.85,34.61
8768,(주)한진칼,2.68,4.39,2.68
8769,(주)한진칼,-5.49,-4.99,-5.49
8770,(주)한창,-98.78,-98.37,-98.78
8771,(주)한창,6.1,0.92,6.1
8772,(주)한창,8.07,-0.7,8.07
8773,(주)한창,16.83,19.76,16.83
8774,(주)한창,53.52,23.5,53.52
8775,(주)한창,21.7,-2.75,21.7
8776,(주)한창,26.26,0.18,26.26
8777,(주)한창,2.26,-20.58,2.26
8778,(주)한창,-13.54,-20.18,-13.54
8779,(주)한창바이오텍,-10.25,32.49,-58.67
8780,(주)한창바이오텍,-38.43,-38.76,-38.43
8781,(주)한창바이오텍,-13.04,-12.28,-13.04
8782,(주)한창바이오텍,9.44,9.77,9.44
8783,(주)한창바이오텍,2.99,2.99,-50.05
8784,(주)한창바이오텍,-14.38,-14.38,11111111.11
8785,(주)한창바이오텍,47.81,47.81,11111111.11
8786,(주)한창바이오텍,-14.52,-14.52,11111111.11
8787,(주)한창바이오텍,14.23,14.23,11111111.11
8788,(주)한창제지,13.46,445.32,0.0
8789,(주)한창제지,-1.08,-1.08,11111111.11
8790,(주)한창제지,3.6,3.6,11111111.11
8791,(주)한창제지,-7.88,-7.88,11111111.11
8792,(주)한창제지,-0.81,-0.81,11111111.11
8793,(주)한창제지,5.43,5.43,11111111.11
8794,(주)한창제지,-1.11,-1.11,11111111.11
8795,(주)한창제지,2.49,2.49,11111111.11
8796,(주)한창제지,11.17,11.17,11111111.11
8797,(주)한컴위드,416.47,-68.14,416.47
8798,(주)한컴위드,57.4,56.83,57.4
8799,(주)한컴위드,4.63,4.63,-87.7
8800,(주)한컴위드,1.1,1.1,11111111.11
8801,(주)한컴위드,-5.64,-5.64,11111111.11
8802,(주)한컴위드,-5.02,-5.02,11111111.11
8803,(주)한컴위드,7.06,7.06,11111111.11
8804,(주)한컴위드,6.41,6.41,11111111.11
8805,(주)한컴위드,87.17,83.44,87.17
8806,(주)한탑,12.7,-18.89,-20.03
8807,(주)한탑,10.39,9.02,10.39
8808,(주)한탑,-16.54,-15.52,-16.54
8809,(주)한탑,5.16,3.85,5.16
8810,(주)한탑,-4.08,-5.36,-4.08
8811,(주)한탑,-5.45,-5.42,-5.45
8812,(주)한탑,0.38,-1.04,0.38
8813,(주)한탑,11.61,11.68,11.61
8814,(주)한탑,-5.86,-3.67,-5.86
8815,(주)한화,2.77,4795.8,11541.27
8816,(주)한화,5.56,-3.46,5.56
8817,(주)한화,614.28,5.54,614.28
8818,(주)한화,9.14,4.96,9.14
8819,(주)한화,17.74,15.18,17.74
8820,(주)한화,6.35,2.38,6.35
8821,(주)한화,3.44,-3.73,3.44
8822,(주)한화,5.84,4.0,5.84
8823,(주)한화,7.51,1.97,7.51
8824,(주)핸디소프트,-99.97,-99.37,-99.97
8825,(주)핸디소프트,31.15,34.87,31.15
8826,(주)핸디소프트,-19.29,-19.39,-19.29
8827,(주)핸디소프트,20.47,20.62,20.47
8828,(주)헥토이노베이션,-83.15,-22.85,-83.15
8829,(주)헥토이노베이션,69.17,69.17,11111111.11
8830,(주)헥토이노베이션,32.74,13.43,32.74
8831,(주)헥토이노베이션,9.14,10.74,9.14
8832,(주)헥토이노베이션,29.23,13.13,29.23
8833,(주)헥토파이낸셜,48.54,38.45,-96.31
8834,(주)헬릭스미스,-13.6,11111111.11,11111111.11
8835,(주)헬릭스미스,13.06,13.06,13.06
8836,(주)헬릭스미스,2.4,2.4,2.4
8837,(주)헬릭스미스,1.09,1.09,-84.04
8838,(주)헬릭스미스,0.34,0.34,11111111.11
8839,(주)헬릭스미스,222.25,222.25,11111111.11
8840,(주)헬릭스미스,-21.16,-21.16,11111111.11
8841,(주)헬릭스미스,50.13,50.13,11111111.11
8842,(주)헬릭스미스,30.68,31.19,30.68
8843,(주)현대공업,46.66,-82.31,-77.13
8844,(주)현대공업,29.28,32.66,29.28
8845,(주)현대공업,15.84,9.03,15.84
8846,(주)현대공업,15.5,18.92,15.5
8847,(주)현대공업,-0.2,6.76,-0.2
8848,(주)현대공업,-5.81,4.32,-5.81
8849,(주)현대공업,2.64,9.31,2.64
8850,(주)현대그린푸드,17.97,1024.92,1087.14
8851,(주)현대그린푸드,6.83,2.6,6.83
8852,(주)현대그린푸드,6.93,5.3,6.93
8853,(주)현대그린푸드,-2.04,-8.38,-2.04
8854,(주)현대그린푸드,3.78,3.55,3.78
8855,(주)현대그린푸드,11.65,0.09,11.65
8856,(주)현대그린푸드,28.2,7.2,28.2
8857,(주)현대그린푸드,1.45,1.43,1.45
8858,(주)현대그린푸드,4.55,3.24,4.55
8859,(주)현대리바트,6.78,-80.13,-88.44
8860,(주)현대리바트,-4.69,-5.24,-4.69
8861,(주)현대리바트,1.75,1.51,1.75
8862,(주)현대리바트,3.77,4.9,3.77
8863,(주)현대리바트,9.85,10.53,9.85
8864,(주)현대리바트,10.72,11.81,10.72
8865,(주)현대리바트,62.62,61.35,62.62
8866,(주)현대리바트,-0.57,-1.13,-0.57
8867,(주)현대리바트,10.89,10.86,10.89
8868,(주)현대미포조선,-18.3,643.01,939.38
8869,(주)현대미포조선,-1.3,-8.85,-1.3
8870,(주)현대미포조선,32.43,9.34,32.43
8871,(주)현대미포조선,-1.6,-9.36,-1.6
8872,(주)현대미포조선,-6.22,-7.35,-6.22
8873,(주)현대미포조선,-2.24,1.9,-2.24
8874,(주)현대미포조선,-9.83,-20.19,-9.83
8875,(주)현대미포조선,-58.37,-6.2,-58.37
8876,(주)현대미포조선,-2.4,-3.75,-2.4
8877,(주)현대바이오랜드,26.7,-96.21,-96.19
8878,(주)현대바이오랜드,14.13,14.46,14.13
8879,(주)현대바이오랜드,-3.08,-2.69,-3.08
8880,(주)현대바이오랜드,0.44,0.07,0.44
8881,(주)현대바이오랜드,7.13,7.13,7.13
8882,(주)현대바이오랜드,9.33,9.05,9.33
8883,(주)현대바이오랜드,5.19,4.11,5.19
8884,(주)현대바이오랜드,9.52,3.98,9.52
8885,(주)현대바이오랜드,8.23,2.03,8.23
8886,(주)현대백화점,20.51,1805.23,2157.84
8887,(주)현대백화점,14.41,10.45,14.41
8888,(주)현대백화점,3.72,5.99,3.72
8889,(주)현대백화점,1.49,-1.35,1.49
8890,(주)현대백화점,8.39,12.71,8.39
8891,(주)현대백화점,6.92,7.29,6.92
8892,(주)현대백화점,2.88,0.45,2.88
8893,(주)현대백화점,3.12,7.53,3.12
8894,(주)현대백화점,9.08,9.07,9.08
8895,(주)현대에버다임,13.41,-96.66,-97.42
8896,(주)현대에버다임,15.92,12.7,15.92
8897,(주)현대에버다임,18.29,16.88,18.29
8898,(주)현대에버다임,15.49,13.46,15.49
8899,(주)현대에버다임,-8.32,-8.81,-8.32
8900,(주)현대에버다임,-8.07,-10.12,-8.07
8901,(주)현대에버다임,4.27,4.06,4.27
8902,(주)현대에버다임,-1.54,0.5,-1.54
8903,(주)현대에버다임,4.08,5.18,4.08
8904,(주)현대이지웰,25.78,-84.08,-96.04
8905,(주)현대이지웰,18.8,18.8,11111111.11
8906,(주)현대이지웰,21.85,21.85,11111111.11
8907,(주)현대이지웰,-1.67,0.18,-1.67
8908,(주)현대이지웰,37.16,37.8,37.16
8909,(주)현대이지웰,3.02,2.89,3.02
8910,(주)현대이지웰,9.1,6.42,9.1
8911,(주)현대퓨처넷,4.5,365.58,560.49
8912,(주)현대퓨처넷,-1.96,-7.19,-1.96
8913,(주)현대퓨처넷,4.62,4.51,4.62
8914,(주)현대퓨처넷,4.93,1.45,4.93
8915,(주)현대퓨처넷,1.71,0.82,1.71
8916,(주)현대퓨처넷,5.97,62.71,5.97
8917,(주)현대퓨처넷,6.35,6.31,6.35
8918,(주)현대퓨처넷,6.19,5.05,6.19
8919,(주)현대퓨처넷,4.23,4.63,4.23
8920,(주)현대홈쇼핑,19.35,38.18,40.12
8921,(주)현대홈쇼핑,18.59,18.59,-99.03
8922,(주)현대홈쇼핑,9.39,9.39,11111111.11
8923,(주)현대홈쇼핑,8.48,8.48,11111111.11
8924,(주)현대홈쇼핑,-1.46,-1.46,11111111.11
8925,(주)현대홈쇼핑,14.2,13.23,14.2
8926,(주)현대홈쇼핑,-1.45,-3.39,-1.45
8927,(주)현대홈쇼핑,35.85,4.29,35.85
8928,(주)현대홈쇼핑,-1.72,-2.63,-1.72
8929,(주)협진,28.09,-97.73,-99.56
8930,(주)협진,15.36,15.36,11111111.11
8931,(주)협진,-0.63,-2.48,-0.63
8932,(주)협진,3.69,4.37,3.69
8933,(주)협진,9.7,9.54,9.7
8934,(주)협진,31.62,34.19,31.62
8935,(주)협진,-47.69,-24.19,-24.39
8936,(주)형지아이앤씨,-8.98,-6.82,-77.98
8937,(주)형지아이앤씨,-18.76,-18.76,11111111.11
8938,(주)형지아이앤씨,38.72,38.72,11111111.11
8939,(주)형지아이앤씨,82.8,82.8,11111111.11
8940,(주)형지아이앤씨,12.67,15.35,12.67
8941,(주)형지아이앤씨,-2.28,-2.37,-2.28
8942,(주)형지아이앤씨,-29.34,-30.39,-29.34
8943,(주)형지아이앤씨,-10.32,-10.32,-85.37
8944,(주)형지아이앤씨,-6.42,-6.42,11111111.11
8945,(주)형지엘리트,15.47,14.19,15.47
8946,(주)형지엘리트,6.41,7.19,6.41
8947,(주)형지엘리트,-2.64,-2.44,-2.64
8948,(주)형지엘리트,-2.28,-3.37,-2.28
8949,(주)형지엘리트,152.4,93.07,152.4
8950,(주)형지엘리트,10.42,8.45,10.42
8951,(주)형지엘리트,-20.04,-14.43,-20.04
8952,(주)형지엘리트,-16.4,-7.82,-16.4
8953,(주)형지엘리트,-12.96,-20.69,-12.96
8954,(주)혜인,65.11,102.09,65.11
8955,(주)혜인,25.33,24.1,25.33
8956,(주)혜인,-8.42,-10.26,-8.42
8957,(주)혜인,12.33,11.83,12.33
8958,(주)혜인,-7.96,-7.82,-7.96
8959,(주)혜인,-0.88,1.98,-0.88
8960,(주)혜인,-2.81,-1.95,-2.81
8961,(주)혜인,0.2,0.54,0.2
8962,(주)혜인,-4.41,-3.11,-4.41
8963,(주)호텔신라,16.71,532.09,534.47
8964,(주)호텔신라,11.72,12.11,11.72
8965,(주)호텔신라,10.63,10.86,10.63
8966,(주)호텔신라,11.41,10.1,11.41
8967,(주)호텔신라,14.12,17.59,14.12
8968,(주)호텔신라,-6.24,-8.1,-6.24
8969,(주)호텔신라,10.24,11.18,10.24
8970,(주)호텔신라,2.39,-0.77,2.39
8971,(주)호텔신라,53.11,36.87,53.11
8972,(주)홈센타홀딩스,19.72,-96.53,-96.76
8973,(주)홈센타홀딩스,21.18,17.83,21.18
8974,(주)홈센타홀딩스,0.48,-1.18,0.48
8975,(주)홈센타홀딩스,-0.58,0.64,-0.58
8976,(주)홈센타홀딩스,5.04,3.24,5.04
8977,(주)홈센타홀딩스,166.6,92.54,166.6
8978,(주)홈센타홀딩스,-7.52,-10.57,-7.52
8979,(주)홈센타홀딩스,-9.56,-19.31,-9.56
8980,(주)홈센타홀딩스,1.57,-4.9,1.57
8981,(주)홈캐스트,-69.41,-42.26,-69.41
8982,(주)홈캐스트,-27.83,-24.98,-27.83
8983,(주)홈캐스트,-7.26,-9.03,-7.26
8984,(주)홈캐스트,69.9,67.25,69.9
8985,(주)홈캐스트,7.53,11.72,7.53
8986,(주)홈캐스트,18.52,21.19,18.52
8987,(주)홈캐스트,-24.42,-27.23,-24.42
8988,(주)홈캐스트,6.48,-20.92,6.48
8989,(주)홈캐스트,-17.72,-14.38,-17.72
8990,(주)화승엔터프라이즈,67.62,157.76,352.32
8991,(주)화승엔터프라이즈,43.53,40.0,43.53
8992,(주)화승엔터프라이즈,21.33,-16.49,21.33
8993,(주)화승엔터프라이즈,28.72,6.79,28.72
8994,(주)화승인더스트리,4.96,24.78,-51.32
8995,(주)화승인더스트리,-4.04,-4.81,-4.04
8996,(주)화승인더스트리,3.37,1.77,3.37
8997,(주)화승인더스트리,12.77,14.45,12.77
8998,(주)화승인더스트리,5.27,5.45,5.27
8999,(주)화승인더스트리,43.27,43.57,43.27
9000,(주)화승인더스트리,8.94,1.91,8.94
9001,(주)화승인더스트리,13.19,-25.75,13.19
9002,(주)화승인더스트리,28.19,7.42,28.19
9003,(주)화승코퍼레이션,7.33,37.96,-23.72
9004,(주)화승코퍼레이션,-1.32,1.62,-1.32
9005,(주)화승코퍼레이션,18.32,8.89,18.32
9006,(주)화승코퍼레이션,3.21,1.34,3.21
9007,(주)화승코퍼레이션,11.26,17.33,11.26
9008,(주)화승코퍼레이션,3.1,11.63,3.1
9009,(주)화승코퍼레이션,-4.9,-14.75,-4.9
9010,(주)화승코퍼레이션,-4.9,-6.75,-4.9
9011,(주)화승코퍼레이션,-0.02,4.78,-0.02
9012,(주)화신,16.73,-37.0,-26.72
9013,(주)화신,-3.86,0.18,-3.86
9014,(주)화신,-8.43,19.76,-8.43
9015,(주)화신,18.67,26.98,18.67
9016,(주)화신,-2.91,-2.18,-2.91
9017,(주)화신,7.07,5.46,7.07
9018,(주)화신,-12.21,-15.99,-12.21
9019,(주)화신,-2.15,8.8,-2.15
9020,(주)화신,-2.39,-2.35,-2.39
9021,(주)화신정공,-98.63,-82.48,-98.63
9022,(주)화신정공,1.31,1.31,11111111.11
9023,(주)화신정공,10.13,10.13,11111111.11
9024,(주)화신정공,-6.9,-6.9,11111111.11
9025,(주)화신정공,-5.88,-5.88,11111111.11
9026,(주)화신정공,12.19,12.19,11111111.11
9027,(주)화신정공,-8.08,-8.08,11111111.11
9028,(주)화신정공,-3.64,-3.64,11111111.11
9029,(주)화신정공,28.93,28.93,11111111.11
9030,(주)화인베스틸,24.98,88.8,0.0
9031,(주)화인베스틸,-12.11,-12.11,11111111.11
9032,(주)화인베스틸,1.73,1.73,11111111.11
9033,(주)화인베스틸,-4.76,-4.76,11111111.11
9034,(주)화인베스틸,5.75,5.75,11111111.11
9035,(주)화인베스틸,-7.6,-7.6,11111111.11
9036,(주)황금에스티,2.5,7.74,2219.74
9037,(주)황금에스티,-6.11,-8.37,-6.11
9038,(주)황금에스티,4.85,2.76,4.85
9039,(주)황금에스티,-1.2,-2.58,-1.2
9040,(주)황금에스티,17.34,17.71,17.34
9041,(주)황금에스티,26.43,-0.26,26.43
9042,(주)황금에스티,-2.21,-6.96,-2.21
9043,(주)황금에스티,11.7,4.32,11.7
9044,(주)황금에스티,-3.93,-5.64,-3.93
9045,(주)효성,10.67,3697.1,3391.13
9046,(주)효성,1.03,-2.61,1.03
9047,(주)효성,-1.24,-5.26,-1.24
9048,(주)효성,0.51,-1.19,0.51
9049,(주)효성,2.57,-0.12,2.57
9050,(주)효성,0.77,-0.85,0.77
9051,(주)효성,2.93,2.14,2.93
9052,(주)효성,-55.91,-72.96,-55.91
9053,(주)효성,1.86,-0.1,1.86
9054,(주)후성,26.35,-85.64,-95.28
9055,(주)후성,4.45,-4.37,4.45
9056,(주)후성,-9.83,-12.47,-9.83
9057,(주)후성,-20.04,-23.0,-20.04
9058,(주)후성,12.68,18.76,12.68
9059,(주)후성,20.54,16.31,20.54
9060,(주)후성,0.33,5.28,0.33
9061,(주)후성,39.66,32.24,39.66
9062,(주)후성,19.8,9.93,19.8
9063,(주)휠라홀딩스,23.32,66.74,58.71
9064,(주)휠라홀딩스,4.45,-3.72,4.45
9065,(주)휠라홀딩스,10.78,4.14,10.78
9066,(주)휠라홀딩스,6.58,-1.96,6.58
9067,(주)휠라홀딩스,-5.44,3.82,-5.44
9068,(주)휠라홀딩스,245.78,6.89,245.78
9069,(주)휠라홀딩스,-9.04,-11.66,-9.04
9070,(주)휠라홀딩스,7.32,4.08,7.32
9071,(주)휠라홀딩스,14.1,17.49,14.1
9072,(주)휴네시온,-99.33,-96.97,-99.33
