회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),재고자산(*)(IFRS),재고자산(*)(IFRS연결),유형자산(*)(IFRS),유형자산(*)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),유동자산(*)(IFRS),유동자산(*)(IFRS연결),유동부채(*)(IFRS),유동부채(*)(IFRS연결),매출채권(IFRS),매출채권(IFRS연결),매입채무(IFRS연결),매입채무(IFRS),부채(*)(IFRS),부채(*)(IFRS연결)
(주)가비아,079940,2020/12,64097025,169044955,98083331,260025259,36827011,85881484,0,3060285,46400885,105175837,58359903,173203629,20369123,123738031,25284597,50679127,3225566,21434822,5617099,2778312,39723428,86821629
(주)강스템바이오텍,217730,2015/12,1484593,,24982626,,252810,,334913,,2980005,,21237036,,18896590,,2965591,,298840,,,125108,3745591,
(주)강스템바이오텍,217730,2016/12,842805,,47441769,,57688,,582808,,4039297,,22976911,,37966496,,3231048,,170110,,,276004,24464858,
(주)강스템바이오텍,217730,2017/12,5394323,9132939,44508729,47198979,2402560,5874047,1725225,1725225,12480829,13229478,24668128,24482163,24316617,25246012,4000962,6368374,173608,440984,1239629,1239629,19840601,22716816
(주)강스템바이오텍,217730,2018/12,1001039,9165454,66184838,73194018,276617,7988195,501972,1918575,14220013,15140205,47944961,47581374,44071609,48992790,13802351,20056267,1024620,2038576,1787264,230000,18239878,25612644
(주)강스템바이오텍,217730,2019/12,282069,6004584,98625925,113643697,141439,6428945,34319,266393,22738650,31219524,70845209,68719236,50136013,55408095,15296868,20598774,1024806,1209654,616805,270948,27780716,44924460
(주)강스템바이오텍,217730,2020/12,295379,9137898,68097299,82505287,50799,8092210,27745,354859,22550495,31882092,51430858,48638871,39796797,44750599,4647522,12206140,979110,1308178,385404,257539,16666440,33866416
(주)강원랜드,035250,2010/12,1313380414,1313788411,2615956414,2609098339,487543088,490130911,1972456,1972456,1232921723,1237326458,2107623213,2099210537,1015628491,1071382307,501388279,502656991,4410809,4532752,1767142,1767142,508333201,509887802
(주)강원랜드,035250,2011/12,1263651213,1265686425,2730283806,2711401782,530019096,538388479,2245975,2245975,1302068954,1312308962,2278202202,2257362696,1116717650,1163791156,439575361,440884890,6107094,6134126,1884989,1884989,452081605,454039086
(주)강원랜드,035250,2012/12,1292896121,1296191223,2915385756,2906655321,639097544,647845564,1200611,1200611,1334113267,1357670542,2383160603,2372026990,1117338850,1165450728,516757053,518388305,6916800,7667585,2232677,2232677,532225153,534628331
(주)강원랜드,035250,2013/12,1356906162,1361286598,3105430200,3102036846,718286815,726091776,1493306,1493306,1327018456,1385719165,2523962938,2517696496,1032979185,1080401909,568327002,570217325,7277032,7394704,2218517,2218517,581467261,584340350
(주)강원랜드,035250,2014/12,1492291312,1496541441,3380461682,3375127289,713323703,722297880,1204918,1204918,1284798892,1387584592,2716175018,2705357485,1349601870,1371825587,619817290,624516570,6379925,6582920,3263417,3263417,664286664,669769805
(주)강원랜드,035250,2015/12,1630976696,1633716839,3688060027,3690791830,754752007,759645970,1621646,1621646,1253601276,1353560925,2997442337,2997755205,1736167993,1750420316,662837030,664599978,5366515,5436891,3607101,3607101,690617690,693036625
(주)강원랜드,035250,2016/12,1694575212,1696532511,3975979890,3978987574,782103726,785177091,1309513,1309513,1254129261,1315715882,3252738063,3252727459,1799026863,1809513458,717426075,718893173,5028255,5089200,3084179,3084179,723241827,726260115
(주)강원랜드,035250,2017/12,1602901764,1604470055,4182527382,4185657487,785131415,787533848,1299617,1299617,1253403658,1297980610,3500789656,3501235933,2155754572,2164296051,680591144,681337932,5425603,5442780,3361320,3361320,681737727,684421554
(주)강원랜드,035250,2018/12,1436042435,1438059299,4229630541,4231241354,727185671,729593460,1143581,1148805,1299058388,1314038393,3586452533,3586777089,1749493012,1759033105,635168405,636028473,10519131,10584690,3561607,3561607,643178007,644464265
(주)강원랜드,035250,2019/12,1517612252,1520080449,4436461953,4438119306,734363002,736659054,3631307,3636529,1353732478,1370568026,3718433001,3717759076,1868365557,1878191161,650507914,651342607,8599415,8657399,3857898,3857898,718028952,720360229
(주)강원랜드,035250,2020/12,477474858,478578866,3635973900,3641632201,544368814,544499638,2156382,2159928,1338245520,1349374167,3244743975,3247028580,1486092360,1498178291,328578630,329969961,2881261,2919376,1226093,1226093,391229925,394603621
(주)강원에너지,114190,2010/11,30619298,,28677832,,23930695,,739028,,3166574,,19268894,,23635050,,9247202,,13847450,,,6849434,9408938,
(주)강원에너지,114190,2011/11,50222892,,53719067,,37631683,,3989692,,3912294,,24502434,,47950975,,29049482,,12650936,,,13966076,29216633,
(주)강원에너지,114190,2012/12,106471214,,89258208,,85441450,,3808870,,4416402,,36107930,,80491240,,52980413,,42550425,,,17580576,53150277,
(주)강원에너지,114190,2013/12,50660659,,72441333,,38917147,,2086978,,4787448,,45877155,,61556228,,26561224,,16589758,,,6911587,26564178,
(주)강원에너지,114190,2014/12,51481321,,67037639,,40566049,,1736909,,10004091,,50445491,,48800730,,16587078,,26216322,,,8949784,16592147,
(주)강원에너지,114190,2015/12,48852892,46188664,80939019,85457457,40524653,38265188,1233999,1233999,9712091,12847843,54880924,56583901,58744703,62927388,26044865,18860326,16786020,16786020,8958699,8958699,26058095,28873556
(주)강원에너지,114190,2016/12,44448760,42287473,70850137,77186606,37206789,35270278,335220,335220,9490734,14792058,53746356,55088690,49882033,53716336,17100077,12090212,28125754,28125754,5273337,5273337,17103781,22097916
(주)강원에너지,114190,2017/12,83113029,82034829,87781416,93179394,82247917,81169717,361382,361382,9242859,15392067,47117020,48303010,66557788,68068421,36681993,33693980,47160876,47160876,15372002,15372002,40664397,44876384
(주)강원에너지,114190,2018/12,85905365,85905365,89619750,93845576,80012233,80012233,543737,543737,8853092,14771745,49286354,50203707,70097814,70556730,40299772,43608244,43399528,43399528,11107883,11107883,40333396,43641869
(주)강원에너지,114190,2019/12,42549622,42549622,55106032,56602063,48688856,48688856,118784,118784,9089689,10387938,22904034,21124556,30346449,30544232,27565065,30840573,20063616,20063616,7904034,7904034,32201998,35477506
(주)강원에너지,114190,2020/12,38345166,38345166,32998279,32968636,40204493,40204493,219776,219776,6334471,6699242,17211371,17096338,21886931,21492517,12350768,12436158,15450041,15450041,3769187,3769187,15786908,15872298
(주)갤럭시아에스엠,011420,2010/12,42704968,56624254,35800250,38135510,35630824,47615806,0,45748,419644,798105,22598240,23314808,12829287,16138615,11405377,13024070,5008185,6455507,890894,703448,13202009,14820702
(주)갤럭시아에스엠,011420,2011/12,31931418,47331427,40711969,45110356,26327117,38695073,0,20209,263856,746008,24539613,25274017,17322791,24658098,12001627,15665609,6130238,7628919,1441017,1078148,16172356,19836339
(주)갤럭시아에스엠,011420,2012/12,37398255,55049732,40169876,43979072,33745924,47555420,0,37487,244196,3386965,25153401,25907252,21665386,24752609,12435097,13440442,5251377,4791513,1958766,1557553,15016475,18071820
(주)갤럭시아에스엠,011420,2013/12,30903637,46437304,34158874,37636664,28202016,41764586,0,126351,258052,3092608,22472626,21493102,15680160,19899780,9491278,13503615,4769683,4956683,1576120,1162739,11686248,16143563
(주)갤럭시아에스엠,011420,2014/12,33027933,43885894,40528250,45274078,31283923,40216941,404356,508736,170073,3055021,23402468,23205508,21910144,26742964,14705118,17868979,6620157,6615820,2389683,1548854,17125782,22068570
(주)갤럭시아에스엠,011420,2015/12,53784932,62472754,67196553,68686992,48457121,56009656,0,11280,428742,2905233,50665218,49739042,40480215,44426010,14961439,16873228,6445375,4611248,2901363,2140769,16531335,18947950
(주)갤럭시아에스엠,011420,2016/12,45665676,52626331,55825556,58444606,45279432,51678856,0,0,468225,2588337,44846832,44846832,33508731,37929417,9845511,12464561,6515454,6431047,4302476,3486270,10978725,13597774
(주)갤럭시아에스엠,011420,2017/12,36917656,37281280,48958128,49831109,37068260,37435336,0,0,348574,364072,40494336,40494336,25522603,28750883,7871709,8744690,7481985,7542791,2973757,2970352,8463792,9336773
(주)갤럭시아에스엠,011420,2018/12,22030258,22060413,33337692,33253331,24112403,27428110,0,0,251603,251603,26797332,26472162,14317048,14251248,6429460,6670268,5719122,5719635,1700468,1695454,6540360,6781168
(주)갤럭시아에스엠,011420,2019/12,28732679,28732679,28241598,28241598,26937800,26937800,0,0,511985,511985,21798750,21798750,13644588,13644588,6311576,6311576,5897430,5897430,1350936,1350936,6442848,6442848
(주)갤럭시아에스엠,011420,2020/12,19539594,,28554685,,16665897,,0,,2775830,,20719428,,14289660,,6447246,,5132814,,,575100,7835257,
(주)경농,002100,2010/12,143042882,143433922,198795934,198435169,93205957,93364157,71348650,71415343,48557170,51001511,148352110,147965840,112549061,119585755,43354523,43391806,14675439,14728768,16922381,16916195,50443824,50469329
(주)경농,002100,2011/12,120728258,121253605,176741869,173774102,79073941,79220101,70007203,70194121,47135730,49541176,146016982,142986220,85897543,94363834,24782041,24871768,9714905,9818596,16144137,16127481,30724888,30787882
(주)경농,002100,2012/12,131021366,136970449,203467698,269412832,83085935,87614008,69708618,102583675,51459712,93105654,151500247,151738994,88973571,142516976,45244293,102878086,11173839,18805441,19656950,19491642,51967451,117673838
(주)경농,002100,2013/12,139237273,196358952,214988593,255984725,85548073,129161139,70268926,98860077,55088070,101211463,162696463,163157512,90491612,129526582,40577371,72472377,13260133,22766814,17503694,17851709,52292130,92827213
(주)경농,002100,2014/12,134806677,188483147,230870852,284623063,81145006,122779838,69968941,98308244,60743502,118629306,168998955,168915900,92163573,139646908,46610936,90426180,15336315,26488328,22336952,20530569,61871897,115707163
(주)경농,002100,2015/12,137609256,196418710,265109291,316341853,84402122,127105636,84302523,115444315,60862714,122071383,173056378,174667648,110823037,161184139,75250424,114383542,19475979,29950451,23122407,21943145,92052914,141674205
(주)경농,002100,2016/12,143209666,203984939,266622289,320915151,90377050,135371879,89356248,115876266,60986166,133213483,176722752,183969132,113338004,156061222,75688103,112348070,20474340,33292892,28340442,25261354,89899537,136946019
(주)경농,002100,2017/12,143175105,206534382,268967010,335873898,90974073,138859895,91796107,119704437,61075339,140283689,182959158,192152986,114661596,163437464,78430974,121066567,21342674,34293741,29526311,25446317,86007852,143720912
(주)경농,002100,2018/12,146216658,212654617,285031873,357260541,91408676,139911460,91526504,120967753,67819776,142669413,187066687,201453891,124295854,169982099,86896477,128301300,24098405,34470614,24114639,20300908,97965187,155806650
(주)경농,002100,2019/12,151342037,227510941,297197088,370874091,94631333,153098094,101542875,133714688,64128521,139475078,190892614,201885272,138697201,185020093,80682497,122608005,22948270,34654361,27979140,23604107,106304474,168988819
(주)경농,002100,2020/12,165655312,248295524,299102193,371525656,107535789,167684290,106713758,137861427,63305883,136536154,197265917,211372233,148340478,192497278,93506837,134039319,23534408,33957163,28852476,22758273,101836275,160153423
(주)경동나비엔,009450,2010/12,278277379,307182060,201855827,238612022,213052418,222260842,33386076,46470783,65607490,94963710,136756722,160449250,98271196,118542502,60280412,65559269,37194891,35037159,36075297,36737391,65099104,78162772
(주)경동나비엔,009450,2011/12,318269213,341246917,224373470,263211016,246619329,251540613,41637076,60788326,71463183,103309756,143268094,168114574,109967953,129512842,74711381,81664623,45321567,36210869,41324370,42204733,81105376,95096442
(주)경동나비엔,009450,2012/12,341339118,379014259,254627468,299729837,268142768,282583068,33893618,59527947,86003940,120050563,152201349,175875394,123218302,145371681,87833093,100189444,52865768,37720771,56130651,54234882,102426119,123854443
(주)경동나비엔,009450,2013/12,371601179,414177562,301475800,354779867,284158227,296168554,37417214,71724409,148703601,184422743,161494784,187280988,104914630,134043087,132677192,149468556,56666418,38993744,50650491,51433487,139981016,167498879
(주)경동나비엔,009450,2014/12,382392117,428985365,331089242,401658957,293438355,313840608,40963230,83525372,133081097,190970831,167984480,190021880,134136648,159947056,156677220,186324883,77167697,41167793,54242303,46764099,163104762,211637077
(주)경동나비엔,009450,2015/12,448302084,512031120,324848990,402084368,334829527,352051189,39239496,87185691,134166342,195089500,185208256,206076609,129837058,158254944,136609355,177125715,80824192,40720959,65252087,54566199,139640734,196007760
(주)경동나비엔,009450,2016/12,506082201,583252904,347643876,429754702,369054723,382333051,41128987,89997026,138398427,203718091,210193123,238762190,145915928,175420277,135099803,177489101,85914718,51051560,83657318,76535655,137450753,190992511
(주)경동나비엔,009450,2017/12,569819524,684660958,391400492,503697210,423216560,446078996,57016736,110374505,143721378,221945791,222028494,256506497,175839342,230894567,159637322,219839746,99173501,78968890,92109771,86703690,169371998,247190712
(주)경동나비엔,009450,2018/12,618058456,726741615,440513661,583595818,466381901,487844378,74930222,150049770,157575992,248979361,240355951,280103616,209454208,287001959,191253920,275122471,120493677,94866914,77239026,69560024,200157710,303492202
(주)경동나비엔,009450,2019/12,655419303,774290704,461607017,609808343,479160026,509635845,66299991,138114361,165763623,278770581,254559521,301042624,214093729,274279157,183748685,270253541,143343920,96284740,92666117,80630620,207047496,308765719
(주)경동나비엔,009450,2020/12,746324940,873409019,535511600,734688738,530410812,543041982,96228467,177987455,190091241,303896227,281450512,348163846,269865079,360418517,215533826,337976617,150795728,91377135,91415933,82113688,254061087,386524892
(주)경동도시가스,267290,2017/12,870828897,871548284,707917077,710280194,793617236,793238142,1111165,1111165,316263778,316816604,292628586,294331882,374489353,376858740,334399752,334894003,263643633,263647773,295055522,295055522,415288491,415948312
(주)경동도시가스,267290,2018/12,1605687067,1606531867,775880913,778269612,1480519376,1480519376,1299646,1299646,320275132,320713747,318760537,320490074,441723742,444232799,375445868,375912237,249117109,249114243,328641465,328641465,457120376,457779539
(주)경동도시가스,267290,2019/12,1421866212,1422707835,747453908,749999474,1310791588,1310188918,1333402,1333402,325567581,325975219,337701666,339612043,392458231,395154174,320773519,321180745,201833997,201864420,273615670,273615670,409752242,410387431
