총자본회전율(개별),총자본회전율(연결),재고자산회전율(개별),재고자산회전율(연결),매출채권회전율(개별),매출채권회전율(연결),유형자산회전율(개별),유형자산회전율(연결)),매입채무회전율(개별),매입채무회전율(연결),자기자본회전율(개별),자기자본회전율(연결),타인자본회전율(개별),타인자본회전율(연결),유동자산회전율(개별),유동자산회전율(연결),총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
3.16,1254789.63,0.0,1254789.63,9.72,1254789.63,50.81,1254789.63,835.87,1254789.63,3.16,1254789.63,7.35,1254789.63,1254789.63,1254789.63,3.16,0.0,9.72,50.81,835.87,3.16,7.35,
3.03,1254789.63,0.0,1254789.63,9.69,1254789.63,79.18,1254789.63,626.05,1254789.63,3.03,1254789.63,7.52,1254789.63,1254789.63,1254789.63,3.03,0.0,9.69,79.18,626.05,3.03,7.52,
3.22,1254789.63,0.0,1254789.63,8.61,1254789.63,109.57,1254789.63,674.77,1254789.63,3.22,1254789.63,7.62,1254789.63,1254789.63,1254789.63,3.22,0.0,8.61,109.57,674.77,3.22,7.62,
3.04,1254789.63,0.0,1254789.63,8.07,1254789.63,14.93,1254789.63,512.97,1254789.63,3.04,1254789.63,7.45,1254789.63,1254789.63,1254789.63,3.04,0.0,8.07,14.93,512.97,3.04,7.45,
2.79,1254789.63,0.0,1254789.63,8.93,1254789.63,7.61,1254789.63,775.17,1254789.63,2.79,1254789.63,7.3,1254789.63,1254789.63,1254789.63,2.79,0.0,8.93,7.61,775.17,2.79,7.3,
2.75,1254789.63,0.0,1254789.63,9.39,1254789.63,7.61,1254789.63,1549.59,1254789.63,2.75,1254789.63,6.92,1254789.63,1254789.63,1254789.63,2.75,0.0,9.39,7.61,1549.59,2.75,6.92,
2.8,1254789.63,0.0,1254789.63,9.94,1254789.63,7.86,1254789.63,1002.36,1254789.63,2.8,1254789.63,6.85,1254789.63,1254789.63,1254789.63,2.8,0.0,9.94,7.86,1002.36,2.8,6.85,
2.75,1254789.63,0.0,1254789.63,9.67,1254789.63,8.67,1254789.63,1341.27,1254789.63,2.75,1254789.63,4.24,1254789.63,1254789.63,1254789.63,2.75,0.0,9.67,8.67,1341.27,2.75,4.24,
0.76,2.54,471.26,328.34,2.67,6.05,5.35,18.27,7.34,10.7,0.76,2.54,3.71,6.64,1254789.63,3.47,2.54,328.34,6.05,18.27,10.7,2.54,6.64,3.47
0.77,2.53,1822.64,318.23,3.24,5.61,5.63,19.04,8.77,9.01,0.77,2.53,4.03,5.96,1254789.63,3.37,2.53,318.23,5.61,19.04,9.01,2.53,5.96,3.37
0.77,3.22,2637.04,372.9,3.69,6.01,6.64,28.79,10.11,8.9,0.77,3.22,4.08,6.37,1254789.63,3.72,3.22,372.9,6.01,28.79,8.9,3.22,6.37,3.72
0.73,1254789.63,332.27,1254789.63,4.51,1254789.63,7.84,1254789.63,10.6,1254789.63,0.73,1254789.63,4.28,1254789.63,1254789.63,1254789.63,0.73,332.27,4.51,7.84,10.6,0.73,4.28,
0.81,1254789.63,212.27,1254789.63,5.75,1254789.63,9.76,1254789.63,12.0,1254789.63,0.81,1254789.63,4.91,1254789.63,1254789.63,1254789.63,0.81,212.27,5.75,9.76,12.0,0.81,4.91,
0.98,1254789.63,107.22,1254789.63,5.69,1254789.63,11.87,1254789.63,11.54,1254789.63,0.98,1254789.63,4.91,1254789.63,1254789.63,1254789.63,0.98,107.22,5.69,11.87,11.54,0.98,4.91,
1.12,1254789.63,57.39,1254789.63,6.09,1254789.63,11.01,1254789.63,10.46,1254789.63,1.12,1254789.63,4.56,1254789.63,1254789.63,1254789.63,1.12,57.39,6.09,11.01,10.46,1.12,4.56,
1.35,1254789.63,46.95,1254789.63,7.42,1254789.63,11.87,1254789.63,10.62,1254789.63,1.35,1254789.63,4.69,1254789.63,1254789.63,1254789.63,1.35,46.95,7.42,11.87,10.62,1.35,4.69,
1.56,1254789.63,64.36,1254789.63,7.88,1254789.63,14.32,1254789.63,11.23,1254789.63,1.56,1254789.63,4.58,1254789.63,1254789.63,1254789.63,1.56,64.36,7.88,14.32,11.23,1.56,4.58,
0.56,0.79,1.02,1.08,5.27,5.73,2.11,2.42,117.89,72.82,0.56,0.79,2.77,2.99,1254789.63,1.1,0.79,1.08,5.73,2.42,72.82,0.79,2.99,1.1
0.56,0.78,1.11,1.08,4.6,5.03,2.24,2.46,132.05,75.38,0.56,0.78,2.72,2.73,1254789.63,1.08,0.78,1.08,5.03,2.46,75.38,0.78,2.73,1.08
0.51,0.72,1.04,0.96,4.0,4.6,2.13,2.35,63.18,59.28,0.51,0.72,2.38,2.34,1254789.63,0.95,0.72,0.96,4.6,2.35,59.28,0.72,2.34,0.95
0.54,0.75,1.15,0.96,4.03,4.63,2.31,2.5,43.56,46.62,0.54,0.75,2.71,2.45,1254789.63,0.97,0.75,0.96,4.63,2.5,46.62,0.75,2.45,0.97
0.51,0.7,1.05,0.8,3.67,4.18,2.3,2.44,42.88,42.26,0.51,0.7,2.24,2.06,1254789.63,0.84,0.7,0.8,4.18,2.44,42.26,0.7,2.06,0.84
0.48,0.67,1.17,0.83,3.46,4.1,2.6,2.67,44.6,43.7,0.48,0.67,1.72,1.78,1254789.63,0.74,0.67,0.83,4.1,2.67,43.7,0.67,1.78,0.74
0.44,0.63,1.23,0.84,3.44,4.25,2.71,2.74,55.71,54.37,0.44,0.63,1.75,1.93,1254789.63,0.71,0.63,0.84,4.25,2.74,54.37,0.63,1.93,0.71
0.36,0.56,1.07,0.77,3.36,4.38,2.21,2.49,73.59,63.38,0.36,0.56,1.81,2.13,1254789.63,0.69,0.56,0.77,4.38,2.49,63.38,0.56,2.13,0.69
0.39,0.59,1.18,0.85,3.83,4.87,2.54,2.78,95.41,73.69,0.39,0.59,2.18,2.46,1254789.63,0.77,0.59,0.85,4.87,2.78,73.69,0.59,2.46,0.77
0.37,1254789.63,3.57,1254789.63,4.98,1254789.63,0.41,1254789.63,22.43,1254789.63,0.37,1254789.63,0.6,1254789.63,1254789.63,1254789.63,0.37,3.57,4.98,0.41,22.43,0.37,0.6,
0.25,1254789.63,2.25,1254789.63,4.12,1254789.63,0.31,1254789.63,34.32,1254789.63,0.25,1254789.63,0.34,1254789.63,1254789.63,1254789.63,0.25,2.25,4.12,0.31,34.32,0.25,0.34,
0.18,0.19,1.91,1.91,4.77,4.92,0.23,0.23,30.6,31.59,0.18,0.19,0.2,0.2,1254789.63,0.25,0.19,1.91,4.92,0.23,31.59,0.19,0.2,0.25
0.23,0.25,2.6,2.6,6.18,6.45,0.29,0.3,38.32,39.94,0.23,0.25,0.26,0.26,1254789.63,0.34,0.25,2.6,6.45,0.3,39.94,0.25,0.26,0.34
0.2,0.21,2.11,2.11,5.28,5.45,0.27,0.27,47.82,49.38,0.2,0.21,0.28,0.29,1254789.63,0.37,0.21,2.11,5.45,0.27,49.38,0.21,0.29,0.37
0.21,0.97,2.23,9.97,5.57,26.44,0.28,1.51,42.47,367.87,0.21,0.97,0.29,0.18,1254789.63,2.94,0.97,9.97,26.44,1.51,367.87,0.97,0.18,2.94
0.17,1.38,2.01,16.71,4.87,41.04,0.24,2.51,35.74,552.94,0.17,1.38,0.26,0.19,1254789.63,6.92,1.38,16.71,41.04,2.51,552.94,1.38,0.19,6.92
0.21,1.44,2.39,17.73,5.12,38.51,0.32,2.81,90.7,802.17,0.21,1.44,0.37,0.16,1254789.63,7.29,1.44,17.73,38.51,2.81,802.17,1.44,0.16,7.29
0.26,1.87,2.6,23.38,5.97,49.15,0.42,3.8,76.95,693.47,0.26,1.87,0.53,0.19,1254789.63,8.89,1.87,23.38,49.15,3.8,693.47,1.87,0.19,8.89
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.43,1254789.63,14.6,1254789.63,4.31,1254789.63,4.92,1254789.63,22.36,1254789.63,1.43,1254789.63,5.78,1254789.63,1254789.63,1254789.63,1.43,14.6,4.31,4.92,22.36,1.43,5.78,
0.46,0.46,3.1,3.09,3.7,3.7,1.35,1.35,10.82,10.76,0.46,0.46,1.81,1.81,1254789.63,0.55,0.46,3.09,3.7,1.35,10.76,0.46,1.81,0.55
2.01,2.34,6.37,6.42,5.28,5.8,3.7,3.6,13.62,14.12,2.01,2.34,2.4,2.31,1254789.63,1.98,2.34,6.42,5.8,3.6,14.12,2.34,2.31,1.98
1.96,2.29,5.62,4.97,5.09,5.16,3.91,3.07,14.48,13.88,1.96,2.29,2.02,1.95,1254789.63,2.0,2.29,4.97,5.16,3.07,13.88,2.29,1.95,2.0
1.82,2.35,4.78,4.42,4.71,5.27,3.53,2.67,13.08,13.5,1.82,2.35,1.6,1.67,1254789.63,1.93,2.35,4.42,5.27,2.67,13.5,2.35,1.67,1.93
1.86,2.34,4.12,3.64,4.7,5.1,3.2,2.31,13.22,12.94,1.86,2.34,1.45,1.35,1254789.63,1.64,2.34,3.64,5.1,2.31,12.94,2.34,1.35,1.64
1.81,2.62,3.85,3.65,5.02,5.54,3.12,2.4,18.22,18.55,1.81,2.62,1.45,1.33,1254789.63,1.69,2.62,3.65,5.54,2.4,18.55,2.62,1.33,1.69
1.6,2.63,3.82,3.71,4.88,5.06,3.03,2.48,18.6,17.28,1.6,2.63,1.39,1.31,1254789.63,1.55,2.63,3.71,5.06,2.48,17.28,2.63,1.31,1.55
1.59,2.7,3.97,3.86,5.13,4.84,3.17,2.77,19.56,17.04,1.59,2.7,1.43,1.35,1254789.63,1.41,2.7,3.86,4.84,2.77,17.04,2.7,1.35,1.41
1.52,2.61,3.87,3.86,4.91,4.86,3.44,3.15,19.04,19.16,1.52,2.61,1.45,1.39,1254789.63,1.37,2.61,3.86,4.86,3.15,19.16,2.61,1.39,1.37
1.47,2.43,3.74,3.85,5.09,5.11,3.96,3.37,18.02,19.35,1.47,2.43,1.56,1.46,1254789.63,1.37,2.43,3.85,5.11,3.37,19.35,2.43,1.46,1.37
3.19,3.34,3.73,3.62,5.6,4.17,4.61,3.08,20.17,11.8,3.19,3.34,1.6,1.34,1254789.63,1.79,3.34,3.62,4.17,3.08,11.8,3.34,1.34,1.79
4.0,8.1,3.3,4.89,3.99,3.77,2.89,2.88,6.54,6.44,4.0,8.1,0.81,1.1,1254789.63,1.84,8.1,4.89,3.77,2.88,6.44,8.1,1.1,1.84
7.89,16.74,2.94,2.68,1.88,1.18,1.34,0.87,2.88,1.79,7.89,16.74,0.44,0.35,1254789.63,0.68,16.74,2.68,1.18,0.87,1.79,16.74,0.35,0.68
8.39,9.13,4.88,4.78,3.71,3.56,2.8,2.66,5.09,4.91,8.39,9.13,1.03,0.99,1254789.63,1.66,9.13,4.78,3.56,2.66,4.91,9.13,0.99,1.66
6.08,6.41,8.52,8.35,5.08,4.98,3.66,3.5,6.38,6.2,6.08,6.41,1.4,1.35,1254789.63,1.94,6.41,8.35,4.98,3.5,6.2,6.41,1.35,1.94
0.82,0.8,6.03,5.74,2.37,2.21,1.78,1.67,5.11,4.65,0.82,0.8,0.72,0.68,1254789.63,0.94,0.8,5.74,2.21,1.67,4.65,0.8,0.68,0.94
0.45,0.47,9.5,9.31,2.81,2.81,2.49,2.38,8.96,8.18,0.45,0.47,0.74,0.71,1254789.63,0.97,0.47,9.31,2.81,2.38,8.18,0.47,0.71,0.97
0.29,0.28,13.99,10.83,3.33,3.32,2.78,2.07,10.79,9.22,0.29,0.28,0.8,0.55,1254789.63,0.67,0.28,10.83,3.32,2.07,9.22,0.28,0.55,0.67
0.14,0.15,8.21,5.95,2.09,2.25,1.53,1.11,7.97,6.97,0.14,0.15,0.51,0.3,1254789.63,0.33,0.15,5.95,2.25,1.11,6.97,0.15,0.3,0.33
0.36,0.68,44.08,44.08,3.91,3.91,1.87,1.87,9.69,9.69,0.36,0.68,0.64,0.69,1254789.63,1.65,0.68,44.08,3.91,1.87,9.69,0.68,0.69,1.65
0.57,0.79,62.39,62.39,5.72,5.72,2.0,2.0,15.52,15.52,0.57,0.79,0.75,0.65,1254789.63,1.73,0.79,62.39,5.72,2.0,15.52,0.79,0.65,1.73
0.91,1254789.63,50.35,1254789.63,5.3,1254789.63,2.43,1254789.63,10.88,1254789.63,0.91,1254789.63,0.77,1254789.63,1254789.63,1254789.63,0.91,50.35,5.3,2.43,10.88,0.91,0.77,
0.91,1254789.63,18.2,1254789.63,3.48,1254789.63,1.95,1254789.63,6.3,1254789.63,0.91,1254789.63,0.6,1254789.63,1254789.63,1254789.63,0.91,18.2,3.48,1.95,6.3,0.91,0.6,
0.94,1254789.63,12.04,1254789.63,3.48,1254789.63,2.05,1254789.63,7.73,1254789.63,0.94,1254789.63,0.67,1254789.63,1254789.63,1254789.63,0.94,12.04,3.48,2.05,7.73,0.94,0.67,
0.79,1254789.63,9.79,1254789.63,3.6,1254789.63,1.92,1254789.63,7.95,1254789.63,0.79,1254789.63,0.68,1254789.63,1254789.63,1254789.63,0.79,9.79,3.6,1.92,7.95,0.79,0.68,
0.83,1254789.63,11.48,1254789.63,4.02,1254789.63,2.24,1254789.63,6.89,1254789.63,0.83,1254789.63,0.77,1254789.63,1254789.63,1254789.63,0.83,11.48,4.02,2.24,6.89,0.83,0.77,
0.74,0.78,11.26,8.76,3.04,3.09,2.13,1.93,5.74,5.76,0.74,0.78,0.71,0.72,1254789.63,1.7,0.78,8.76,3.09,1.93,5.76,0.78,0.72,1.7
0.75,1254789.63,13.17,1254789.63,3.11,1254789.63,2.16,1254789.63,6.96,1254789.63,0.75,1254789.63,0.77,1254789.63,1254789.63,1254789.63,0.75,13.17,3.11,2.16,6.96,0.75,0.77,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.0,1254789.63,78.1,1254789.63,4.54,1254789.63,1.02,1254789.63,6.0,1254789.63,1.0,1254789.63,0.98,1254789.63,1254789.63,1254789.63,1.0,78.1,4.54,1.02,6.0,1.0,0.98,
0.71,0.71,53.38,53.38,4.56,4.56,0.86,0.86,8.97,8.97,0.71,0.71,0.92,0.92,1254789.63,0.76,0.71,53.38,4.56,0.86,8.97,0.71,0.92,0.76
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.58,1254789.63,915.19,1254789.63,2.92,1254789.63,0.87,1254789.63,106.42,1254789.63,0.58,1254789.63,2.64,1254789.63,1254789.63,1254789.63,0.58,915.19,2.92,0.87,106.42,0.58,2.64,
0.59,1254789.63,937.92,1254789.63,5.0,1254789.63,0.88,1254789.63,63.92,1254789.63,0.59,1254789.63,2.63,1254789.63,1254789.63,1254789.63,0.59,937.92,5.0,0.88,63.92,0.59,2.63,
5.02,5.09,12.62,7.4,3.8,6.23,4.79,3.32,17.42,19.98,5.02,5.09,2.25,2.05,1254789.63,2.96,5.09,7.4,6.23,3.32,19.98,5.09,2.05,2.96
3.75,3.97,10.8,6.82,3.87,6.22,4.68,3.38,14.45,17.26,3.75,3.97,2.37,2.21,1254789.63,2.71,3.97,6.82,6.22,3.38,17.26,3.97,2.21,2.71
3.35,3.72,10.78,7.17,4.56,6.93,4.53,3.55,18.67,20.33,3.35,3.72,3.05,2.7,1254789.63,3.11,3.72,7.17,6.93,3.55,20.33,3.72,2.7,3.11
2.73,3.11,8.46,6.13,4.18,6.21,3.08,2.58,18.41,18.2,2.73,3.11,2.4,2.12,1254789.63,2.78,3.11,6.13,6.21,2.58,18.2,3.11,2.12,2.78
2.97,3.23,6.91,5.21,4.81,6.56,3.07,2.43,19.78,21.05,2.97,3.23,2.14,1.81,1254789.63,2.55,3.23,5.21,6.56,2.43,21.05,3.23,1.81,2.55
2.51,3.14,5.91,4.78,4.03,6.46,2.65,2.22,17.8,20.33,2.51,3.14,1.8,1.62,1254789.63,2.41,3.14,4.78,6.46,2.22,20.33,3.14,1.62,2.41
2.64,3.84,8.48,6.85,3.87,7.67,2.94,2.65,15.19,16.65,2.64,3.84,2.0,1.99,1254789.63,3.08,3.84,6.85,7.67,2.65,16.65,3.84,1.99,3.08
2.8,4.38,9.53,7.42,3.68,7.72,3.5,3.28,13.25,14.59,2.8,4.38,2.08,2.26,1254789.63,3.27,4.38,7.42,7.72,3.28,14.59,4.38,2.26,3.27
2.81,4.53,9.15,7.66,3.77,8.41,3.55,3.72,13.65,15.87,2.81,4.53,1.98,2.32,1254789.63,3.26,4.53,7.66,8.41,3.72,15.87,4.53,2.32,3.26
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.35,1254789.63,7.11,1254789.63,4.89,1254789.63,1.73,1254789.63,14.04,1254789.63,1.35,1254789.63,1.76,1254789.63,1254789.63,1254789.63,1.35,7.11,4.89,1.73,14.04,1.35,1.76,
1.09,1254789.63,6.43,1254789.63,5.17,1254789.63,1.26,1254789.63,13.73,1254789.63,1.09,1254789.63,1.66,1254789.63,1254789.63,1254789.63,1.09,6.43,5.17,1.26,13.73,1.09,1.66,
5.14,1254789.63,12.82,1254789.63,6.19,1254789.63,1.87,1254789.63,30.53,1254789.63,5.14,1254789.63,1.54,1254789.63,1254789.63,1254789.63,5.14,12.82,6.19,1.87,30.53,5.14,1.54,
4.63,1254789.63,11.76,1254789.63,5.5,1254789.63,1.89,1254789.63,37.65,1254789.63,4.63,1254789.63,1.5,1254789.63,1254789.63,1254789.63,4.63,11.76,5.5,1.89,37.65,4.63,1.5,
3.97,1254789.63,13.47,1254789.63,5.34,1254789.63,1.68,1254789.63,25.39,1254789.63,3.97,1254789.63,1.39,1254789.63,1254789.63,1254789.63,3.97,13.47,5.34,1.68,25.39,3.97,1.39,
3.55,3.71,13.84,9.89,4.53,4.47,1.51,1.43,20.15,15.9,3.55,3.71,1.28,1.19,1254789.63,2.62,3.71,9.89,4.47,1.43,15.9,3.71,1.19,2.62
3.5,3.44,12.4,9.49,3.88,3.85,1.5,1.42,25.66,20.48,3.5,3.44,1.25,1.18,1254789.63,2.52,3.44,9.49,3.85,1.42,20.48,3.44,1.18,2.52
3.08,2.92,13.07,10.91,3.64,3.63,1.5,1.37,29.22,24.09,3.08,2.92,1.26,1.14,1254789.63,2.22,2.92,10.91,3.63,1.37,24.09,2.92,1.14,2.22
2.55,2.39,6.51,5.65,4.28,4.18,1.46,1.15,20.26,15.77,2.55,2.39,1.15,0.93,1254789.63,1.83,2.39,5.65,4.18,1.15,15.77,2.39,0.93,1.83
2.43,2.58,5.47,4.94,4.79,5.65,1.33,1.05,22.22,17.7,2.43,2.58,0.98,0.85,1254789.63,2.02,2.58,4.94,5.65,1.05,17.7,2.58,0.85,2.02
3.02,3.75,6.4,5.47,3.99,5.61,1.28,0.92,27.73,23.34,3.02,3.75,0.88,0.74,1254789.63,2.35,3.75,5.47,5.61,0.92,23.34,3.75,0.74,2.35
3.31,3.8,1.27,1.3,5.8,6.71,8.98,9.4,4.93,4.84,3.31,3.8,1.76,1.83,1254789.63,1.81,3.8,1.3,6.71,9.4,4.84,3.8,1.83,1.81
3.02,3.56,1.27,1.26,4.86,5.49,7.58,7.96,5.01,5.1,3.02,3.56,1.5,1.55,1254789.63,1.58,3.56,1.26,5.49,7.96,5.1,3.56,1.55,1.58
3.09,3.88,1.44,1.41,4.59,5.41,6.09,6.43,4.74,4.79,3.09,3.88,1.26,1.31,1254789.63,1.51,3.88,1.41,5.41,6.43,4.79,3.88,1.31,1.51
4.45,6.0,2.09,2.03,4.79,6.64,4.79,5.05,4.06,4.14,4.45,6.0,1.18,1.22,1254789.63,1.9,6.0,2.03,6.64,5.05,4.14,6.0,1.22,1.9
1.13,1.29,2.18,2.07,0.95,1.48,1.16,1.16,1.66,1.6,1.13,1.29,0.5,0.48,1254789.63,0.98,1.29,2.07,1.48,1.16,1.6,1.29,0.48,0.98
0.66,0.71,6.23,6.23,0.94,1.54,1.37,1.37,31.6,19.61,0.66,0.71,3.63,2.68,1254789.63,2.01,0.71,6.23,1.54,1.37,19.61,0.71,2.68,2.01
0.8,0.84,6.12,6.12,1.21,1.95,3.32,3.32,31.39,27.55,0.8,0.84,5.59,4.15,1254789.63,2.1,0.84,6.12,1.95,3.32,27.55,0.84,4.15,2.1
0.94,0.95,4.45,4.57,1.69,2.97,23.71,23.68,37.1,40.21,0.94,0.95,7.13,1.72,1254789.63,2.62,0.95,4.57,2.97,23.68,40.21,0.95,1.72,2.62
0.95,0.92,3.46,3.59,2.66,5.86,14.5,14.67,43.14,45.68,0.95,0.92,7.3,1.23,1254789.63,1.98,0.92,3.59,5.86,14.67,45.68,0.92,1.23,1.98
0.94,1254789.63,7.79,1254789.63,7.19,1254789.63,2.18,1254789.63,14.92,1254789.63,0.94,1254789.63,1.7,1254789.63,1254789.63,1254789.63,0.94,7.79,7.19,2.18,14.92,0.94,1.7,
0.6,1254789.63,6.76,1254789.63,6.28,1254789.63,0.92,1254789.63,14.28,1254789.63,0.6,1254789.63,0.75,1254789.63,1254789.63,1254789.63,0.6,6.76,6.28,0.92,14.28,0.6,0.75,
0.66,1.66,6.66,6.11,11.87,6.18,0.95,1.87,22.61,11.11,0.66,1.66,0.72,1.1,1254789.63,1.71,1.66,6.11,6.18,1.87,11.11,1.66,1.1,1.71
0.48,1.69,8.49,6.29,14.64,4.37,0.8,2.31,23.15,6.06,0.48,1.69,0.73,1.32,1254789.63,1.7,1.69,6.29,4.37,2.31,6.06,1.69,1.32,1.7
0.25,1.5,10.39,8.33,25.78,5.17,0.46,2.53,22.9,8.66,0.25,1.5,0.54,1.82,1254789.63,1.93,1.5,8.33,5.17,2.53,8.66,1.5,1.82,1.93
0.23,0.19,9.21,2.89,5.48,1.55,0.41,0.36,6.44,4.39,0.23,0.19,0.31,0.26,1254789.63,0.27,0.19,2.89,1.55,0.36,4.39,0.19,0.26,0.27
0.4,0.35,11.33,11.33,6.36,5.88,0.47,0.46,7.8,7.95,0.4,0.35,0.43,0.42,1254789.63,0.56,0.35,11.33,5.88,0.46,7.95,0.35,0.42,0.56
0.53,0.74,11.58,9.4,5.34,4.42,0.44,0.6,10.35,7.29,0.53,0.74,0.46,0.58,1254789.63,1.27,0.74,9.4,4.42,0.6,7.29,0.74,0.58,1.27
0.91,1.65,12.66,11.57,7.34,6.6,1.05,1.52,15.44,11.93,0.91,1.65,0.65,1.0,1254789.63,1.76,1.65,11.57,6.6,1.52,11.93,1.65,1.0,1.76
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
3.16,1254789.63,6.16,1254789.63,4.77,1254789.63,9.94,1254789.63,11.17,1254789.63,3.16,1254789.63,1.51,1254789.63,1254789.63,1254789.63,3.16,6.16,4.77,9.94,11.17,3.16,1.51,
1.87,2.07,8.49,8.39,6.77,7.12,16.05,15.64,17.3,17.72,1.87,2.07,2.45,2.54,1254789.63,1.91,2.07,8.39,7.12,15.64,17.72,2.07,2.54,1.91
0.58,0.66,11.19,11.26,3.8,4.03,5.83,6.08,19.89,21.81,0.58,0.66,1.57,1.69,1254789.63,1.05,0.66,11.26,4.03,6.08,21.81,0.66,1.69,1.05
0.19,0.19,2.49,2.71,1.56,1.6,1.75,1.74,4.42,4.7,0.19,0.19,0.28,0.27,1254789.63,0.37,0.19,2.71,1.6,1.74,4.7,0.19,0.27,0.37
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.53,0.57,1.08,1.08,1.91,2.11,2.08,2.2,15.04,15.17,0.53,0.57,1.34,1.4,1254789.63,0.67,0.57,1.08,2.11,2.2,15.17,0.57,1.4,0.67
0.52,0.58,0.98,0.98,1.8,2.07,1.97,2.13,26.74,26.68,0.52,0.58,1.52,1.62,1254789.63,0.75,0.58,0.98,2.07,2.13,26.68,0.58,1.62,0.75
0.54,0.61,0.94,0.95,1.82,2.14,1.92,2.06,32.01,32.44,0.54,0.61,1.33,1.42,1254789.63,0.72,0.61,0.95,2.14,2.06,32.44,0.61,1.42,0.72
0.56,0.65,0.85,0.85,1.82,2.19,1.36,1.48,26.67,28.39,0.56,0.65,0.85,0.93,1254789.63,0.69,0.65,0.85,2.19,1.48,28.39,0.65,0.93,0.69
0.82,0.85,0.85,0.85,2.0,2.0,1.44,1.45,36.19,22.43,0.82,0.85,0.78,0.77,1254789.63,0.75,0.85,0.85,2.0,1.45,22.43,0.85,0.77,0.75
1.58,1.49,0.93,0.93,2.56,2.32,2.79,2.78,31.86,21.91,1.58,1.49,1.12,1.1,1254789.63,1.06,1.49,0.93,2.32,2.78,21.91,1.49,1.1,1.06
1.49,1.72,2.69,2.43,6.52,7.25,1.85,1.94,23.68,25.46,1.49,1.72,1.82,1.82,1254789.63,2.18,1.72,2.43,7.25,1.94,25.46,1.72,1.82,2.18
1.31,1.46,2.57,2.15,6.39,7.24,1.95,2.04,26.02,27.31,1.31,1.46,2.58,2.47,1254789.63,2.33,1.46,2.15,7.24,2.04,27.31,1.46,2.47,2.33
1.24,1.32,2.46,2.15,7.16,8.07,1.66,1.72,24.92,25.87,1.24,1.32,3.15,2.92,1254789.63,2.93,1.32,2.15,8.07,1.72,25.87,1.32,2.92,2.93
1.38,1.46,3.07,2.71,7.11,8.08,1.59,1.64,23.56,24.15,1.38,1.46,2.35,2.27,1254789.63,2.95,1.46,2.71,8.08,1.64,24.15,1.46,2.27,2.95
1.82,1.88,5.56,5.03,8.7,9.64,2.22,2.14,26.19,27.47,1.82,1.88,3.08,3.0,1254789.63,3.74,1.88,5.03,9.64,2.14,27.47,1.88,3.0,3.74
1.46,1.55,3.9,3.74,7.49,8.38,1.99,1.87,21.21,22.83,1.46,1.55,3.09,3.1,1254789.63,3.34,1.55,3.74,8.38,1.87,22.83,1.55,3.1,3.34
1.31,1.41,3.27,3.09,6.92,7.9,1.79,1.72,21.05,22.46,1.31,1.41,2.75,2.75,1254789.63,3.06,1.41,3.09,7.9,1.72,22.46,1.41,2.75,3.06
1.33,1.49,3.66,3.59,6.71,7.89,1.82,1.84,16.99,18.97,1.33,1.49,2.52,2.61,1254789.63,3.07,1.49,3.59,7.89,1.84,18.97,1.49,2.61,3.07
1.34,1.51,4.53,4.26,7.75,9.33,1.88,1.91,14.7,16.37,1.34,1.51,2.54,2.61,1254789.63,3.08,1.51,4.26,9.33,1.91,16.37,1.51,2.61,3.08
