총자본회전율(개별),총자본회전율(연결),재고자산회전율(개별),재고자산회전율(연결),매출채권회전율(개별),매출채권회전율(연결),유형자산회전율(개별),유형자산회전율(연결)),매입채무회전율(개별),매입채무회전율(연결),자기자본회전율(개별),자기자본회전율(연결),타인자본회전율(개별),타인자본회전율(연결),유동자산회전율(개별),유동자산회전율(연결),총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
0.57,0.69,7.26,8.11,5.88,6.94,2.69,1.06,32.64,31.15,0.57,0.69,4.18,2.3,1254789.63,1.54,0.69,8.11,6.94,1.06,31.15,0.69,2.3,1.54
0.5,0.59,6.73,6.83,5.0,5.64,2.27,1.0,30.58,26.76,0.5,0.59,6.06,2.6,1254789.63,1.33,0.59,6.83,5.64,1.0,26.76,0.59,2.6,1.33
0.58,0.68,7.83,7.22,5.11,5.52,2.54,1.19,29.52,27.21,0.58,0.68,5.81,3.12,1254789.63,1.43,0.68,7.22,5.52,1.19,27.21,0.68,3.12,1.43
0.57,0.66,9.51,7.99,4.68,5.02,2.46,1.17,19.77,18.07,0.57,0.66,5.13,2.96,1254789.63,1.34,0.66,7.99,5.02,1.17,18.07,0.66,2.96,1.34
0.47,0.49,7.65,5.98,4.32,4.22,2.03,0.83,15.63,13.9,0.47,0.49,4.92,2.55,1254789.63,1.18,0.49,5.98,4.22,0.83,13.9,0.49,2.55,1.18
2.06,3.85,4.15,5.05,18.34,23.43,41.16,27.67,47.53,59.92,2.06,3.85,2.74,3.84,1254789.63,3.89,3.85,5.05,23.43,27.67,59.92,3.85,3.84,3.89
2.1,3.52,3.76,3.18,20.5,23.94,40.85,14.1,33.89,40.84,2.1,3.52,1.81,2.14,1254789.63,2.41,3.52,3.18,23.94,14.1,40.84,3.52,2.14,2.41
1.8,6.73,0.0,0.0,18.66,24.85,40.91,13.71,40.93,37.92,1.8,6.73,1.05,2.23,1254789.63,3.09,6.73,0.0,24.85,13.71,37.92,6.73,2.23,3.09
1.64,5.36,19.59,3.63,10.33,14.85,48.27,14.23,133.02,27.41,1.64,5.36,0.84,1.97,1254789.63,2.59,5.36,3.63,14.85,14.23,27.41,5.36,1.97,2.59
0.74,1.84,5.57,1.87,5.76,9.76,12.31,14.6,11.88,21.32,0.74,1.84,0.96,1.69,1254789.63,1.27,1.84,1.87,9.76,14.6,21.32,1.84,1.69,1.27
0.65,1.72,4.94,2.1,4.09,9.23,8.88,16.72,5.89,22.32,0.65,1.72,1.47,1.99,1254789.63,1.23,1.72,2.1,9.23,16.72,22.32,1.72,1.99,1.23
0.64,1254789.63,13.13,1254789.63,4.54,1254789.63,19.41,1254789.63,5.83,1254789.63,0.64,1254789.63,1.85,1254789.63,1254789.63,1254789.63,0.64,13.13,4.54,19.41,5.83,0.64,1.85,
0.51,1254789.63,45.51,1254789.63,4.06,1254789.63,54.95,1254789.63,8.47,1254789.63,0.51,1254789.63,1.72,1254789.63,1254789.63,1254789.63,0.51,45.51,4.06,54.95,8.47,0.51,1.72,
0.61,1254789.63,19.18,1254789.63,3.8,1254789.63,87.48,1254789.63,9.31,1254789.63,0.61,1254789.63,1.31,1254789.63,1254789.63,1254789.63,0.61,19.18,3.8,87.48,9.31,0.61,1.31,
0.88,0.89,6.77,6.77,1.8,1.8,0.87,0.87,14.86,14.86,0.88,0.89,0.59,0.59,1254789.63,1.11,0.89,6.77,1.8,0.87,14.86,0.89,0.59,1.11
1.77,1.9,14.91,15.61,3.69,3.85,0.84,0.9,18.86,20.12,1.77,1.9,0.62,0.66,1254789.63,2.21,1.9,15.61,3.85,0.9,20.12,1.9,0.66,2.21
4.15,4.37,21.82,22.99,5.57,5.74,1.48,1.58,17.06,18.31,4.15,4.37,0.83,0.88,1254789.63,2.24,4.37,22.99,5.74,1.58,18.31,4.37,0.88,2.24
4.88,5.09,18.79,19.84,5.13,5.4,2.55,2.76,15.02,16.42,4.88,5.09,1.19,1.29,1254789.63,2.38,5.09,19.84,5.4,2.76,16.42,5.09,1.29,2.38
3.46,3.61,18.39,15.75,7.54,6.81,2.88,3.17,16.19,14.46,3.46,3.61,1.96,2.05,1254789.63,3.22,3.61,15.75,6.81,3.17,14.46,3.61,2.05,3.22
1.49,2.13,16.44,12.94,7.31,6.47,2.59,2.42,14.14,14.52,1.49,2.13,2.11,2.06,1254789.63,2.97,2.13,12.94,6.47,2.42,14.52,2.13,2.06,2.97
0.9,1.56,10.11,8.05,6.29,5.98,2.02,1.48,12.87,16.39,0.9,1.56,1.43,1.27,1254789.63,2.69,1.56,8.05,5.98,1.48,16.39,1.56,1.27,2.69
0.8,1.68,7.78,6.38,6.43,8.16,1.92,1.6,10.51,14.42,0.8,1.68,1.13,1.21,1254789.63,2.7,1.68,6.38,8.16,1.6,14.42,1.68,1.21,2.7
0.85,1.29,8.57,6.82,7.79,7.74,2.68,2.11,12.51,12.8,0.85,1.29,1.4,1.23,1254789.63,2.54,1.29,6.82,7.74,2.11,12.8,1.29,1.23,2.54
2.08,1.75,26.38,24.54,12.17,11.96,65.42,34.46,14.91,12.84,2.08,1.75,2.31,2.26,1254789.63,2.02,1.75,24.54,11.96,34.46,12.84,1.75,2.26,2.02
1.29,1.39,18.08,18.87,9.6,9.72,49.35,31.22,13.21,11.36,1.29,1.39,2.17,2.4,1254789.63,1.38,1.39,18.87,9.72,31.22,11.36,1.39,2.4,1.38
1.06,1.58,65.1,79.45,13.67,10.97,25.47,22.57,17.07,11.87,1.06,1.58,1.94,2.55,1254789.63,2.15,1.58,79.45,10.97,22.57,11.87,1.58,2.55,2.15
1.02,1.67,36.98,62.65,6.05,6.7,18.58,19.22,10.81,9.64,1.02,1.67,1.29,1.86,1254789.63,1.93,1.67,62.65,6.7,19.22,9.64,1.67,1.86,1.93
0.73,0.83,0.0,0.0,5.23,5.08,38.43,29.31,26.87,13.18,0.73,0.83,3.1,2.67,1254789.63,1.77,0.83,0.0,5.08,29.31,13.18,0.83,2.67,1.77
0.44,0.5,0.0,0.0,3.58,3.74,37.52,32.4,37.04,13.36,0.44,0.5,3.17,2.89,1254789.63,1.26,0.5,0.0,3.74,32.4,13.36,0.5,2.89,1.26
0.51,0.56,0.0,0.0,4.45,4.43,41.65,35.25,35.8,15.59,0.51,0.56,4.7,4.06,1254789.63,1.28,0.56,0.0,4.43,35.25,15.59,0.56,4.06,1.28
0.46,0.51,0.0,0.0,3.64,3.77,28.88,25.89,46.92,14.37,0.46,0.51,4.37,4.05,1254789.63,1.21,0.51,0.0,3.77,25.89,14.37,0.51,4.05,1.21
0.54,0.58,0.0,0.0,3.1,3.22,13.58,13.31,71.53,21.14,0.54,0.58,3.61,3.57,1254789.63,1.14,0.58,0.0,3.22,13.31,21.14,0.58,3.57,1.14
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.45,4.56,33.63,7.64,10.45,8.47,48.43,9.79,6.93,7.74,1.45,4.56,3.43,2.63,1254789.63,2.16,4.56,7.64,8.47,9.79,7.74,4.56,2.63,2.16
1.9,4.65,22.12,7.28,7.4,7.77,17.07,7.54,3.97,6.93,1.9,4.65,2.59,2.68,1254789.63,2.37,4.65,7.28,7.77,7.54,6.93,4.65,2.68,2.37
2.87,5.17,25.75,9.29,9.4,9.8,9.57,6.24,4.97,7.89,2.87,5.17,3.21,3.0,1254789.63,3.04,5.17,9.29,9.8,6.24,7.89,5.17,3.0,3.04
2.31,4.27,29.85,8.28,9.46,8.76,5.43,4.27,6.23,6.42,2.31,4.27,3.2,2.44,1254789.63,2.84,4.27,8.28,8.76,4.27,6.42,4.27,2.44,2.84
2.85,4.42,46.85,8.52,6.28,6.36,6.28,4.04,6.03,6.55,2.85,4.42,3.05,2.49,1254789.63,3.12,4.42,8.52,6.36,4.04,6.55,4.42,2.49,3.12
2.5,3.58,44.57,9.44,3.84,4.58,5.33,2.9,4.45,5.83,2.5,3.58,2.35,1.93,1254789.63,2.6,3.58,9.44,4.58,2.9,5.83,3.58,1.93,2.6
4.13,5.04,100.26,16.26,5.87,9.35,7.02,3.19,6.63,10.93,4.13,5.04,3.37,2.7,1254789.63,4.93,5.04,16.26,9.35,3.19,10.93,5.04,2.7,4.93
1.83,4.04,78.27,16.41,2.86,13.54,2.79,2.33,3.27,9.86,1.83,4.04,1.36,2.33,1254789.63,5.61,4.04,16.41,13.54,2.33,9.86,4.04,2.33,5.61
2.07,5.07,67.11,18.1,2.93,13.81,3.94,2.86,5.04,8.61,2.07,5.07,1.38,2.53,1254789.63,5.44,5.07,18.1,13.81,2.86,8.61,5.07,2.53,5.44
1.26,1254789.63,1254789.63,1254789.63,8.75,1254789.63,76.94,1254789.63,9.37,1254789.63,1.26,1254789.63,5.35,1254789.63,1254789.63,1254789.63,1.26,,8.75,76.94,9.37,1.26,5.35,
1.07,1254789.63,1254789.63,1254789.63,6.7,1254789.63,79.93,1254789.63,7.11,1254789.63,1.07,1254789.63,4.2,1254789.63,1254789.63,1254789.63,1.07,,6.7,79.93,7.11,1.07,4.2,
1.08,1254789.63,1254789.63,1254789.63,8.17,1254789.63,78.58,1254789.63,7.06,1254789.63,1.08,1254789.63,3.38,1254789.63,1254789.63,1254789.63,1.08,,8.17,78.58,7.06,1.08,3.38,
1.06,1254789.63,1254789.63,1254789.63,7.54,1254789.63,45.24,1254789.63,6.51,1254789.63,1.06,1254789.63,2.73,1254789.63,1254789.63,1254789.63,1.06,,7.54,45.24,6.51,1.06,2.73,
1.13,1.24,1254789.63,1254789.63,6.87,7.45,43.1,41.46,6.27,6.95,1.13,1.24,3.36,3.36,1254789.63,1.47,1.24,,7.45,41.46,6.95,1.24,3.36,1.47
1.15,1.27,1254789.63,1254789.63,7.29,7.79,50.17,44.72,6.81,7.59,1.15,1.27,4.2,4.03,1254789.63,1.69,1.27,,7.79,44.72,7.59,1.27,4.03,1.69
0.97,1.08,1254789.63,1254789.63,7.5,8.15,39.1,38.77,7.26,8.23,0.97,1.08,4.1,3.78,1254789.63,1.93,1.08,,8.15,38.77,8.23,1.08,3.78,1.93
1.0,1.12,1254789.63,1254789.63,8.36,9.21,46.28,47.73,8.7,9.82,1.0,1.12,5.2,4.8,1254789.63,2.19,1.12,,9.21,47.73,9.82,1.12,4.8,2.19
0.87,0.98,1254789.63,1254789.63,6.1,6.83,29.13,29.92,7.03,8.06,0.87,0.98,4.35,4.23,1254789.63,2.01,0.98,,6.83,29.92,8.06,0.98,4.23,2.01
3.64,1254789.63,1254789.63,1254789.63,3.0,1254789.63,11.07,1254789.63,19.77,1254789.63,3.64,1254789.63,1.74,1254789.63,1254789.63,1254789.63,3.64,,3.0,11.07,19.77,3.64,1.74,
3.07,1254789.63,1254789.63,1254789.63,3.86,1254789.63,52.58,1254789.63,25.27,1254789.63,3.07,1254789.63,2.33,1254789.63,1254789.63,1254789.63,3.07,,3.86,52.58,25.27,3.07,2.33,
1.81,1254789.63,1254789.63,1254789.63,3.48,1254789.63,29.03,1254789.63,10.48,1254789.63,1.81,1254789.63,1.43,1254789.63,1254789.63,1254789.63,1.81,,3.48,29.03,10.48,1.81,1.43,
0.84,0.88,1254789.63,1254789.63,2.94,2.99,15.37,14.87,8.28,8.41,0.84,0.88,1.15,1.16,1254789.63,0.72,0.88,,2.99,14.87,8.41,0.88,1.16,0.72
0.38,1254789.63,1254789.63,1254789.63,4.64,1254789.63,21.15,1254789.63,20.91,1254789.63,0.38,1254789.63,0.9,1254789.63,1254789.63,1254789.63,0.38,,4.64,21.15,20.91,0.38,0.9,
0.21,1254789.63,1254789.63,1254789.63,4.59,1254789.63,23.13,1254789.63,21.57,1254789.63,0.21,1254789.63,0.99,1254789.63,1254789.63,1254789.63,0.21,,4.59,23.13,21.57,0.21,0.99,
0.24,1254789.63,57.36,1254789.63,6.57,1254789.63,34.47,1254789.63,53.85,1254789.63,0.24,1254789.63,1.62,1254789.63,1254789.63,1254789.63,0.24,57.36,6.57,34.47,53.85,0.24,1.62,
0.3,0.37,96.64,92.55,10.95,8.74,46.57,11.89,188.33,63.73,0.3,0.37,0.91,1.0,1254789.63,0.81,0.37,92.55,8.74,11.89,63.73,0.37,1.0,0.81
0.29,0.48,1254789.63,269.04,13.6,11.84,70.09,11.67,1254789.63,53.62,0.29,0.48,0.76,1.08,1254789.63,1.21,0.48,269.04,11.84,11.67,53.62,0.48,1.08,1.21
2.25,2.66,4.66,4.05,2.96,5.26,3.31,3.44,4.76,7.02,2.25,2.66,1.63,2.0,1254789.63,1.86,2.66,4.05,5.26,3.44,7.02,2.66,2.0,1.86
2.3,2.62,4.96,4.19,2.72,5.01,4.41,4.13,4.42,6.0,2.3,2.62,1.4,1.69,1254789.63,1.72,2.62,4.19,5.01,4.13,6.0,2.62,1.69,1.72
2.11,2.36,4.83,4.05,2.64,4.94,5.47,4.69,4.53,5.9,2.11,2.36,1.21,1.44,1254789.63,1.57,2.36,4.05,4.94,4.69,5.9,2.36,1.44,1.57
2.19,2.34,5.49,4.22,3.0,5.34,6.11,5.15,5.6,7.07,2.19,2.34,1.3,1.52,1254789.63,1.59,2.34,4.22,5.34,5.15,7.07,2.34,1.52,1.59
2.19,2.35,6.06,4.25,2.83,5.54,6.27,5.5,5.29,7.42,2.19,2.35,1.35,1.66,1254789.63,1.67,2.35,4.25,5.54,5.5,7.42,2.35,1.66,1.67
2.36,2.49,6.97,4.55,2.94,5.91,7.0,6.2,4.85,6.9,2.36,2.49,1.53,1.91,1254789.63,1.9,2.49,4.55,5.91,6.2,6.9,2.49,1.91,1.9
2.43,2.34,7.35,4.4,3.13,5.68,7.36,5.97,4.79,5.88,2.43,2.34,1.54,1.74,1254789.63,1.89,2.34,4.4,5.68,5.97,5.88,2.34,1.74,1.89
2.65,2.45,7.54,4.34,3.11,5.44,7.64,5.09,5.24,7.1,2.65,2.45,1.48,1.55,1254789.63,2.01,2.45,4.34,5.44,5.09,7.1,2.45,1.55,2.01
2.51,2.35,7.7,4.37,3.19,5.32,6.01,3.87,6.11,9.47,2.51,2.35,1.64,1.65,1254789.63,2.27,2.35,4.37,5.32,3.87,9.47,2.35,1.65,2.27
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.25,1254789.63,8.44,1254789.63,5.12,1254789.63,0.97,1254789.63,14.34,1254789.63,1.25,1254789.63,1.04,1254789.63,1254789.63,1254789.63,1.25,8.44,5.12,0.97,14.34,1.25,1.04,
1.12,1254789.63,7.97,1254789.63,5.72,1254789.63,0.75,1254789.63,15.02,1254789.63,1.12,1254789.63,0.8,1254789.63,1254789.63,1254789.63,1.12,7.97,5.72,0.75,15.02,1.12,0.8,
0.79,1254789.63,9.44,1254789.63,5.93,1254789.63,0.48,1254789.63,12.24,1254789.63,0.79,1254789.63,0.33,1254789.63,1254789.63,1254789.63,0.79,9.44,5.93,0.48,12.24,0.79,0.33,
1.45,2.57,45.69,8.61,38.73,9.54,29.71,6.43,226.73,26.65,1.45,2.57,7.49,4.12,1254789.63,3.48,2.57,8.61,9.54,6.43,26.65,2.57,4.12,3.48
1.1,2.52,32.44,8.96,33.27,7.6,23.39,6.28,269.37,26.7,1.1,2.52,7.96,4.16,1254789.63,3.16,2.52,8.96,7.6,6.28,26.7,2.52,4.16,3.16
1.03,2.69,35.29,10.22,35.35,7.12,23.45,7.29,479.21,27.75,1.03,2.69,10.75,4.63,1254789.63,3.06,2.69,10.22,7.12,7.29,27.75,2.69,4.63,3.06
0.78,1.94,26.52,7.48,34.6,6.14,18.26,5.63,1132.09,22.66,0.78,1.94,8.15,3.56,1254789.63,2.16,1.94,7.48,6.14,5.63,22.66,1.94,3.56,2.16
0.7,2.04,23.72,7.27,40.95,7.12,16.01,6.11,2440.31,24.85,0.7,2.04,6.49,3.54,1254789.63,2.16,2.04,7.27,7.12,6.11,24.85,2.04,3.54,2.16
0.6,2.31,27.18,7.78,20.33,7.12,13.16,7.17,2573.0,28.12,0.6,2.31,4.77,3.69,1254789.63,2.28,2.31,7.78,7.12,7.17,28.12,2.31,3.69,2.28
0.43,2.29,15.77,6.41,11.75,6.14,9.65,7.44,2864.84,22.79,0.43,2.29,2.88,3.35,1254789.63,2.06,2.29,6.41,6.14,7.44,22.79,2.29,3.35,2.06
0.36,1.68,7.29,5.02,11.72,6.6,8.96,7.09,5381.74,23.39,0.36,1.68,2.35,3.52,1254789.63,1.65,1.68,5.02,6.6,7.09,23.39,1.68,3.52,1.65
0.26,1.14,7.54,5.08,14.27,6.79,7.64,5.96,15752.45,36.19,0.26,1.14,1.89,3.36,1254789.63,1.15,1.14,5.08,6.79,5.96,36.19,1.14,3.36,1.15
2.02,1254789.63,4.82,1254789.63,6.07,1254789.63,1.57,1254789.63,21.49,1254789.63,2.02,1254789.63,1.5,1254789.63,1254789.63,1254789.63,2.02,4.82,6.07,1.57,21.49,2.02,1.5,
1.27,1254789.63,3.59,1254789.63,5.11,1254789.63,1.01,1254789.63,30.33,1254789.63,1.27,1254789.63,0.99,1254789.63,1254789.63,1254789.63,1.27,3.59,5.11,1.01,30.33,1.27,0.99,
1.15,1254789.63,3.51,1254789.63,5.02,1254789.63,0.84,1254789.63,35.46,1254789.63,1.15,1254789.63,0.83,1254789.63,1254789.63,1254789.63,1.15,3.51,5.02,0.84,35.46,1.15,0.83,
1.14,1254789.63,3.88,1254789.63,5.86,1254789.63,0.89,1254789.63,31.85,1254789.63,1.14,1254789.63,0.96,1254789.63,1254789.63,1254789.63,1.14,3.88,5.86,0.89,31.85,1.14,0.96,
1.93,1254789.63,6.33,1254789.63,10.28,1254789.63,1.81,1254789.63,35.71,1254789.63,1.93,1254789.63,2.1,1254789.63,1254789.63,1254789.63,1.93,6.33,10.28,1.81,35.71,1.93,2.1,
1.45,1254789.63,7.04,1254789.63,9.19,1254789.63,1.68,1254789.63,33.01,1254789.63,1.45,1254789.63,1.93,1254789.63,1254789.63,1254789.63,1.45,7.04,9.19,1.68,33.01,1.45,1.93,
0.66,1254789.63,4.47,1254789.63,5.63,1254789.63,0.82,1254789.63,28.46,1254789.63,0.66,1254789.63,0.95,1254789.63,1254789.63,1254789.63,0.66,4.47,5.63,0.82,28.46,0.66,0.95,
0.81,1254789.63,4.86,1254789.63,6.67,1254789.63,0.96,1254789.63,37.38,1254789.63,0.81,1254789.63,1.1,1254789.63,1254789.63,1254789.63,0.81,4.86,6.67,0.96,37.38,0.81,1.1,
0.99,1254789.63,5.79,1254789.63,6.4,1254789.63,1.2,1254789.63,38.76,1254789.63,0.99,1254789.63,1.3,1254789.63,1254789.63,1254789.63,0.99,5.79,6.4,1.2,38.76,0.99,1.3,
2.52,1254789.63,1254789.63,1254789.63,2.73,1254789.63,26.52,1254789.63,7.99,1254789.63,2.52,1254789.63,1.49,1254789.63,1254789.63,1254789.63,2.52,,2.73,26.52,7.99,2.52,1.49,
2.31,1254789.63,1254789.63,1254789.63,1.79,1254789.63,23.84,1254789.63,8.49,1254789.63,2.31,1254789.63,1.44,1254789.63,1254789.63,1254789.63,2.31,,1.79,23.84,8.49,2.31,1.44,
1.94,2.22,1254789.63,1254789.63,1.26,1.46,26.11,29.0,11.88,12.75,1.94,2.22,1.75,1.85,1254789.63,2.12,2.22,,1.46,29.0,12.75,2.22,1.85,2.12
1.98,2.14,1254789.63,1254789.63,1.03,1.16,23.39,25.34,10.87,11.73,1.98,2.14,1.53,1.61,1254789.63,2.05,2.14,,1.16,25.34,11.73,2.14,1.61,2.05
4.37,1254789.63,1254789.63,1254789.63,1.89,1254789.63,34.4,1254789.63,13.69,1254789.63,4.37,1254789.63,2.42,1254789.63,1254789.63,1254789.63,4.37,,1.89,34.4,13.69,4.37,2.42,
3.84,1254789.63,1254789.63,1254789.63,1.8,1254789.63,24.07,1254789.63,12.07,1254789.63,3.84,1254789.63,2.08,1254789.63,1254789.63,1254789.63,3.84,,1.8,24.07,12.07,3.84,2.08,
4.63,1254789.63,1254789.63,1254789.63,1.72,1254789.63,15.13,1254789.63,6.53,1254789.63,4.63,1254789.63,1.39,1254789.63,1254789.63,1254789.63,4.63,,1.72,15.13,6.53,4.63,1.39,
-14.2,1254789.63,1254789.63,1254789.63,2.22,1254789.63,17.97,1254789.63,4.15,1254789.63,-14.2,1254789.63,1.13,1254789.63,1254789.63,1254789.63,-14.2,,2.22,17.97,4.15,-14.2,1.13,
2.64,1.29,1254789.63,1254789.63,0.63,0.63,10.45,10.04,2.57,2.57,2.64,1.29,0.54,0.42,1254789.63,0.51,1.29,,0.63,10.04,2.57,1.29,0.42,0.51
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
5.92,4.97,34.47,21.3,8.77,6.5,10.99,10.04,6.42,6.95,5.92,4.97,2.25,3.08,1254789.63,3.19,4.97,21.3,6.5,10.04,6.95,4.97,3.08,3.19
5.52,4.75,57.21,29.08,31.7,6.85,12.63,10.86,14.14,7.86,5.52,4.75,2.81,3.13,1254789.63,3.2,4.75,29.08,6.85,10.86,7.86,4.75,3.13,3.2
3.22,5.58,43.17,25.12,48.19,11.39,7.96,15.19,15.22,13.83,3.22,5.58,1.77,4.29,1254789.63,4.36,5.58,25.12,11.39,15.19,13.83,5.58,4.29,4.36
3.43,9.07,72.89,34.37,37.78,16.31,7.98,25.92,16.92,25.27,3.43,9.07,1.51,6.76,1254789.63,7.3,9.07,34.37,16.31,25.92,25.27,9.07,6.76,7.3
2.01,1254789.63,3.33,1254789.63,5.08,1254789.63,3.64,1254789.63,11.08,1254789.63,2.01,1254789.63,1.9,1254789.63,1254789.63,1254789.63,2.01,3.33,5.08,3.64,11.08,2.01,1.9,
1.97,1254789.63,2.67,1254789.63,4.42,1254789.63,3.8,1254789.63,8.79,1254789.63,1.97,1254789.63,1.78,1254789.63,1254789.63,1254789.63,1.97,2.67,4.42,3.8,8.79,1.97,1.78,
2.71,1254789.63,3.85,1254789.63,8.05,1254789.63,6.87,1254789.63,14.79,1254789.63,2.71,1254789.63,3.58,1254789.63,1254789.63,1254789.63,2.71,3.85,8.05,6.87,14.79,2.71,3.58,
1.91,1254789.63,3.42,1254789.63,8.92,1254789.63,5.34,1254789.63,17.92,1254789.63,1.91,1254789.63,3.8,1254789.63,1254789.63,1254789.63,1.91,3.42,8.92,5.34,17.92,1.91,3.8,
1.28,1254789.63,3.62,1254789.63,5.4,1254789.63,2.87,1254789.63,12.42,1254789.63,1.28,1254789.63,1.98,1254789.63,1254789.63,1254789.63,1.28,3.62,5.4,2.87,12.42,1.28,1.98,
1.38,1254789.63,3.41,1254789.63,4.49,1254789.63,2.42,1254789.63,8.38,1254789.63,1.38,1254789.63,1.55,1254789.63,1254789.63,1254789.63,1.38,3.41,4.49,2.42,8.38,1.38,1.55,
1.97,1254789.63,3.47,1254789.63,6.45,1254789.63,3.7,1254789.63,13.3,1254789.63,1.97,1254789.63,2.83,1254789.63,1254789.63,1254789.63,1.97,3.47,6.45,3.7,13.3,1.97,2.83,
1.73,1254789.63,3.16,1254789.63,5.68,1254789.63,5.83,1254789.63,12.91,1254789.63,1.73,1254789.63,3.35,1254789.63,1254789.63,1254789.63,1.73,3.16,5.68,5.83,12.91,1.73,3.35,
2.51,1254789.63,3.74,1254789.63,8.34,1254789.63,19.96,1254789.63,13.92,1254789.63,2.51,1254789.63,3.5,1254789.63,1254789.63,1254789.63,2.51,3.74,8.34,19.96,13.92,2.51,3.5,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.95,1254789.63,1.83,1254789.63,2.83,1254789.63,3.54,1254789.63,38.55,1254789.63,0.95,1254789.63,1.33,1254789.63,1254789.63,1254789.63,0.95,1.83,2.83,3.54,38.55,0.95,1.33,
0.71,1254789.63,1.61,1254789.63,2.37,1254789.63,3.05,1254789.63,30.2,1254789.63,0.71,1254789.63,1.2,1254789.63,1254789.63,1254789.63,0.71,1.61,2.37,3.05,30.2,0.71,1.2,
0.67,1254789.63,1.86,1254789.63,2.4,1254789.63,3.0,1254789.63,25.72,1254789.63,0.67,1254789.63,2.43,1254789.63,1254789.63,1254789.63,0.67,1.86,2.4,3.0,25.72,0.67,2.43,
0.65,1254789.63,1.83,1254789.63,2.5,1254789.63,2.89,1254789.63,15.95,1254789.63,0.65,1254789.63,3.88,1254789.63,1254789.63,1254789.63,0.65,1.83,2.5,2.89,15.95,0.65,3.88,
0.69,1254789.63,2.14,1254789.63,2.66,1254789.63,3.14,1254789.63,17.8,1254789.63,0.69,1254789.63,4.39,1254789.63,1254789.63,1254789.63,0.69,2.14,2.66,3.14,17.8,0.69,4.39,
0.64,1254789.63,2.08,1254789.63,2.69,1254789.63,3.11,1254789.63,29.65,1254789.63,0.64,1254789.63,6.4,1254789.63,1254789.63,1254789.63,0.64,2.08,2.69,3.11,29.65,0.64,6.4,
0.39,1254789.63,1.42,1254789.63,2.57,1254789.63,1.97,1254789.63,35.57,1254789.63,0.39,1254789.63,3.51,1254789.63,1254789.63,1254789.63,0.39,1.42,2.57,1.97,35.57,0.39,3.51,
0.53,1254789.63,1.78,1254789.63,4.25,1254789.63,2.67,1254789.63,38.29,1254789.63,0.53,1254789.63,3.22,1254789.63,1254789.63,1254789.63,0.53,1.78,4.25,2.67,38.29,0.53,3.22,
0.48,1254789.63,1.72,1254789.63,3.7,1254789.63,2.52,1254789.63,32.66,1254789.63,0.48,1254789.63,2.39,1254789.63,1254789.63,1254789.63,0.48,1.72,3.7,2.52,32.66,0.48,2.39,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.72,1254789.63,2.65,1254789.63,2.41,1254789.63,3.43,1254789.63,17.72,1254789.63,0.72,1254789.63,4.9,1254789.63,1254789.63,1254789.63,0.72,2.65,2.41,3.43,17.72,0.72,4.9,
0.68,1254789.63,2.53,1254789.63,2.18,1254789.63,2.75,1254789.63,11.88,1254789.63,0.68,1254789.63,2.06,1254789.63,1254789.63,1254789.63,0.68,2.53,2.18,2.75,11.88,0.68,2.06,
0.92,1254789.63,2.33,1254789.63,3.25,1254789.63,3.88,1254789.63,14.06,1254789.63,0.92,1254789.63,2.97,1254789.63,1254789.63,1254789.63,0.92,2.33,3.25,3.88,14.06,0.92,2.97,
0.64,1254789.63,1.45,1254789.63,3.04,1254789.63,2.64,1254789.63,14.71,1254789.63,0.64,1254789.63,5.27,1254789.63,1254789.63,1254789.63,0.64,1.45,3.04,2.64,14.71,0.64,5.27,
0.48,1254789.63,1.18,1254789.63,2.61,1254789.63,1.87,1254789.63,11.81,1254789.63,0.48,1254789.63,5.06,1254789.63,1254789.63,1254789.63,0.48,1.18,2.61,1.87,11.81,0.48,5.06,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
