회사명,거래소코드,회계년도,유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),건설중인자산(IFRS연결)(천원),건설중인자산(IFRS)(천원),합계_기말인원(명),기계장치(IFRS연결)(천원),기계장치(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),부가가치(IFRS연결)(백만원),부가가치(IFRS)(백만원),매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),부가가치(IFRS연결)(천원),부가가치(IFRS)(천원)
(주)서원인텍,93920,Dec-13,55765990,28693968,18679533,365500,548,47006958,22864909,176435016,169104571,77451.13,59885.47,357987480,279503488,77451130,59885470
(주)서원인텍,93920,Dec-14,48930627,26409732,328051,265000,547,61411331,24165497,200922962,205204726,86680.95,74462.24,393896414,336617896,86680950,74462240
(주)서원인텍,93920,Dec-15,53585987,34937239,5840526,5784957,520,63694769,24792021,222183470,195512792,75935.21,48005.74,369618849,267263951,75935210,48005740
(주)서원인텍,93920,Dec-16,59722766,40248537,520569,0,533,68808224,27311101,227223458,207259548,71809.19,46766.8,357572859,202527795,71809190,46766800
(주)서원인텍,93920,Dec-17,52619280,37197464,36950,36950,468,65783289,26319567,196942719,177750900,48593.95,28805.25,284134788,169691592,48593950,28805250
(주)서원인텍,93920,Dec-18,41900765,26031154,1687000,0,387,63868577,22205551,192294125,170207664,47056.49,14270.14,246968049,155892884,47056490,14270140
(주)서원인텍,93920,Dec-19,42452363,24734643,0,0,399,58985755,21511103,201386876,167091569,55639.99,26289.3,302903887,138911043,55639990,26289300
(주)서전기전,189860,Dec-14,11889154,11835284,5894590,5894590,87,232829,230029,40338138,39920806,18002.93,17553.62,56305410,56052762,18002930,17553620
(주)서전기전,189860,Dec-15,17415628,17210399,2050161,1890161,95,707652,704787,36531035,36613917,7296.42,7601.03,42012276,41834662,7296420,7601030
(주)서전기전,189860,Dec-16,19007998,18977897,4022300,4022300,89,776302,773437,40735425,40968831,9932.4,8943.51,50190070,50014596,9932400,8943510
(주)서전기전,189860,Dec-17,,22620839,,4148335,92,,1188042,,43583060,,9662.68,,50168944,0,9662680
(주)서전기전,189860,Dec-18,,27717323,,86672,112,,1235549,,52452888,,12716.46,,57324257,0,12716460
(주)서전기전,189860,Dec-19,,28158601,,528349,146,,1339899,,56704266,,10600.51,,61071315,0,10600510
(주)서진시스템,178320,Dec-17,129229234,21655380,20196568,0,181,84558447,7114516,259231952,138415110,72141.23,7116.38,237945884,45690751,72141230,7116380
(주)서진시스템,178320,Dec-18,259859946,12839991,52282721,0,176,145397406,7271863,437784811,256276161,126863.81,18826.79,324577036,49748514,126863810,18826790
(주)서진시스템,178320,Dec-19,300400432,11685532,34638843,0,234,218468053,7371888,563040746,253117440,184300.67,21195.98,392360901,72551406,184300670,21195980
(주)서진오토모티브,122690,Dec-11,,,,,,,,,,,,,,0,0
(주)서진오토모티브,122690,Dec-12,371002896,68635448,12947685,5423254,378,338018624,41959760,611944184,158278057,143401.05,26798.64,1023873994,136663659,143401050,26798640
(주)서진오토모티브,122690,Dec-13,402743024,71339012,29881109,2854287,280,368683873,49595093,655520267,161366632,181726.5,34285.15,1161762847,145759257,181726500,34285150
(주)서진오토모티브,122690,Dec-14,445867934,84318742,23001065,4082960,296,418803686,52051640,729070780,189950680,190926.46,34873.34,1275136404,149305225,190926460,34873340
(주)서진오토모티브,122690,Dec-15,485029618,88229524,30021888,2259008,296,471390496,58666920,813428497,208577222,196670.7,26600.99,1337192498,129907507,196670700,26600990
(주)서진오토모티브,122690,Dec-16,506671266,92810023,23679856,5351057,289,321072507,62708626,820592255,202932427,205818.31,25734.83,1292470378,125957876,205818310,25734830
(주)서진오토모티브,122690,Dec-17,501305736,101963566,33125764,12593058,308,544024466,68321400,828627924,214056901,155944.8,16392.33,1238336209,118551850,155944800,16392330
(주)서진오토모티브,122690,Dec-18,518011772,102297018,26012492,2448352,275,228961690,31544368,866725862,233804824,158424.24,17546.9,1286481786,128135047,158424240,17546900
(주)서진오토모티브,122690,Dec-19,519384072,100003272,35092513,2677669,276,222519439,80253675,871205379,220013870,190585.98,18071.28,1429752268,134130599,190585980,18071280
(주)서플러스글로벌,140070,Dec-17,29793416,26685755,14645337,14645337,53,4212782,0,155283308,149174879,33897.63,31229.18,111730233,109876116,33897630,31229180
(주)서플러스글로벌,140070,Dec-18,35653531,32947248,19365328,19320178,53,5632839,0,182797720,175274881,39683.56,32305.39,146061392,138151491,39683560,32305390
(주)서플러스글로벌,140070,Dec-19,46895202,42843012,27533358,27480167,51,6883281,0,178822583,171105016,16539.96,10189.97,110327845,92802567,16539960,10189970
(주)서한,11370,Dec-11,,3534094,,0,141,,0,,140597659,,7068.6,,127602619,0,7068600
(주)서한,11370,Dec-12,,3578494,,0,157,,0,,152291196,,20984.64,,148141165,0,20984640
(주)서한,11370,Dec-13,,3091984,,0,168,,0,,204912870,,37776.55,,295874144,0,37776550
(주)서한,11370,Dec-14,,8965592,,0,228,,0,,322287666,,62122.55,,473453898,0,62122550
(주)서한,11370,Dec-15,,8798688,,0,230,,0,,400012843,,67549.88,,448081457,0,67549880
(주)서한,11370,Dec-16,,7627122,,0,234,,0,,412669265,,112069.34,,499551051,0,112069340
(주)서한,11370,Dec-17,,8530338,,0,253,,0,,391890974,,132986.08,,528692838,0,132986080
(주)서한,11370,Dec-18,,8956455,,0,304,,0,,472395823,,89887.59,,640170738,0,89887590
(주)서한,11370,Dec-19,,10119904,,0,342,,0,,469386259,,50470,,548055256,0,50470000
(주)서흥,8490,Dec-11,311504480,235321478,112378000,108643000,598,115224000,64116000,434227525,359613542,77556.59,58493.53,187868823,142896132,77556590,58493530
(주)서흥,8490,Dec-12,278083595,207122071,6021000,6018614,1348,166307000,114434250,466466906,375282780,53292.63,38017.11,207026299,153891470,53292630,38017110
(주)서흥,8490,Dec-13,283870053,217783532,6693227,5474913,690,178322430,127130488,466545008,374450728,82001.94,64517.85,269989436,220654663,82001940,64517850
(주)서흥,8490,Dec-14,298067893,205433612,34201455,2720155,692,182590244,130477050,491207876,364360205,99390.29,82098.52,291116075,239166086,99390290,82098520
(주)서흥,8490,Dec-15,317263463,207582525,15463699,6175982,727,222196817,139198165,556754829,390049666,92585.92,71387.84,304123699,233224530,92585920,71387840
(주)서흥,8490,Dec-16,329465562,213482154,11562139,5707810,766,243457373,147630375,585890727,405273318,114140.64,83178.25,340361415,260347928,114140640,83178250
(주)서흥,8490,Dec-17,344893345,227552336,17572965,7761337,734,251444373,154348148,595288907,415797939,120042.73,79829.13,350007727,258202045,120042730,79829130
(주)서흥,8490,Dec-18,381565310,223695143,44291132,7787866,818,266796362,162080924,639100630,424342806,122968.66,92812.19,393476123,285039698,122968660,92812190
(주)서흥,8490,Dec-19,391981388,227339207,8744606,7537300,840,308509028,177540313,708861042,446901588,156025.9,107001.26,460728389,319133960,156025900,107001260
(주)서희건설,35890,Dec-11,27140934,17564940,21119846,0,1192,22988519,23290309,786126364,780593476,13160.66,21891.2,965801445,1002444725,13160660,21891200
(주)서희건설,35890,Dec-12,48210577,17287190,62253686,423930,1104,22988519,22988519,789889785,711231881,51076.84,66512.53,919164739,859496480,51076840,66512530
(주)서희건설,35890,Dec-13,7599225,6785644,0,0,966,6071421,6071421,747878821,621925321,28690.21,18555.82,832615658,789497308,28690210,18555820
(주)서희건설,35890,Dec-14,7320517,6788884,0,0,962,7082155,7082155,734426413,614902585,99179.18,83380.48,941772254,915529709,99179180,83380480
(주)서희건설,35890,Dec-15,6670092,6323309,0,0,1000,6260992,6260992,721932877,584881776,110984.64,79603.32,1053909158,1025776210,110984640,79603320
(주)서희건설,35890,Dec-16,2867554,2739894,0,0,983,0,0,766834184,623247119,137015.58,100463.61,1073708295,1045442444,137015580,100463610
(주)서희건설,35890,Dec-17,2289954,2266801,0,0,951,0,0,807007034,665644810,154946.48,140322.93,1033271360,1009135127,154946480,140322930
(주)서희건설,35890,Dec-18,2606086,2593316,0,0,1040,0,0,852102932,726048274,162640.42,151481.12,1138810784,1110474997,162640420,151481120
(주)서희건설,35890,Dec-19,17037090,17029691,0,0,1004,0,0,976143473,862840495,205816.1,192003.86,1242974178,1216979059,205816100,192003860
(주)선광,3100,Dec-11,158576752,152063680,4219412,2765812,359,13614977,13532185,422159403,376148131,174027.78,143483.02,132452156,125852494,174027780,143483020
(주)선광,3100,Dec-12,162517778,155975338,16562038,14751038,351,13182848,13111457,431728362,378922105,69639.42,69399.19,130953916,123526128,69639420,69399190
(주)선광,3100,Dec-13,204233308,170959914,29545252,604756,359,13665965,13605974,456697995,415254103,67861.45,66010.31,126971122,119901216,67861450,66010310
(주)선광,3100,Dec-14,290594675,151724403,135169933,501088,364,11649128,11600537,513888239,387434768,-3970.84,31474.01,113370970,106076509,-3970840,31474010
(주)선광,3100,Dec-15,328503835,163566149,14488460,13004426,262,12642357,9727320,589286719,439992579,76230.63,57016.31,101848501,76052296,76230630,57016310
(주)선광,3100,Dec-16,382966840,193364857,85313217,49419458,255,10438609,7816820,520311278,375423857,94616.22,52676.76,128035830,80094576,94616220,52676760
(주)선광,3100,Dec-17,408261019,206065885,17896621,10074766,260,12393088,9523629,541277167,403571213,97197.06,55277.89,143592261,82607404,97197060,55277890
(주)선광,3100,Dec-18,401980175,199079351,15954807,9363590,214,11692934,8985300,552406614,418659682,103086.79,42217.54,135619577,68618138,103086790,42217540
(주)선광,3100,Dec-19,424864140,237201486,24952550,24952550,233,9835361,7513278,709957771,426912383,98628.18,39094.67,144994753,74492370,98628180,39094670
(주)선앤엘,2820,Dec-11,239619906,203694034,1886557,1886556,488,180103719,172753801,495199703,433838379,60731.85,53207.29,338091633,256039068,60731850,53207290
(주)선앤엘,2820,Dec-12,231216191,197576502,1445694,1445694,492,184954781,177844036,454078035,385586773,49718.19,44442.49,333579587,241687837,49718190,44442490
(주)선앤엘,2820,Dec-13,232973195,197196565,1563863,1539939,521,198813823,185694228,519216425,428902565,62195.26,45141.05,403527847,262776598,62195260,45141050
(주)선앤엘,2820,Dec-14,226316876,191225732,336271,311859,522,197167986,183695419,523959616,427553985,63135.57,48244.75,480447717,277527122,63135570,48244750
(주)선앤엘,2820,Dec-15,242895769,191989674,6785913,6457005,528,214653359,189064290,563581137,454171563,82227.6,56304.27,551373874,309257084,82227600,56304270
(주)선앤엘,2820,Dec-16,245683887,190035147,4240378,3852080,575,228737527,198894279,577876290,459132625,92659.89,56761.8,551207836,311373724,92659890,56761800
(주)선앤엘,2820,Dec-17,260312506,203662221,22149185,21383763,577,232921936,205559949,617344859,469495741,82176.54,34662.26,621841805,325752492,82176540,34662260
(주)선앤엘,2820,Dec-18,281730361,224800771,47402525,46711878,490,240424812,211364670,625332075,498723659,74587.51,43320.86,566020806,305040565,74587510,43320860
(주)선앤엘,2820,Dec-19,258852035,202357741,2483438,2302458,354,283778425,251842473,543553941,425143007,50039.81,10443.87,455911727,216468235,50039810,10443870
(주)선익시스템,171090,Dec-17,25939468,25939468,0,0,190,1313626,1313626,117826131,117633116,27861.33,27873.34,123595928,123595928,27861330,27873340
(주)선익시스템,171090,Dec-18,28267527,26205876,1290490,868841,216,2679292,1341205,116006785,115498753,27974.1,27962.27,117997699,117997699,27974100,27962270
(주)선익시스템,171090,Dec-19,31160924,28965738,3636029,3721538,173,2404201,1047114,120131791,119598938,25525.61,23937.16,87647566,87328757,25525610,23937160
(주)선진,136490,Dec-11,,29174571,,1854844,254,,13995271,,239942079,,,,354714165,0,0
(주)선진,136490,Dec-12,,40503625,,615375,272,,14845457,,269676642,,55051.32,,435504533,0,55051320
(주)선진,136490,Dec-13,59113064,56528347,18885222,16357145,307,15848574,15848574,283542777,283036239,56109.53,56344.04,522075596,522075596,56109530,56344040
(주)선진,136490,Dec-14,84081944,77647403,2595797,511504,307,34502333,32849691,383056315,384341894,52933.23,53439.94,595361733,594896473,52933230,53439940
(주)선진,136490,Dec-15,89386912,80895078,4435730,1061463,299,36062738,34318605,437278251,438820522,50270.35,50625.22,603419952,594263713,50270350,50625220
(주)선진,136490,Dec-16,196903851,83953077,5835055,446075,305,54684031,33363687,543650885,488427441,84863.42,60713.65,645348237,615164688,84863420,60713650
(주)선진,136490,Dec-17,265768286,107532582,28730860,22064055,335,82753007,34269475,686844124,577742166,127841.82,75477.39,816707304,694134560,127841820,75477390
(주)선진,136490,Dec-18,284567900,115293474,12770357,1853233,350,88192063,34821318,917160519,780044524,98573.26,57026.39,912407251,746427050,98573260,57026390
(주)선진,136490,Dec-19,360480869,123894897,9115165,5445633,366,120901854,38226157,983329180,760691640,127960.31,76234.38,1014048908,779405583,127960310,76234380
(주)성광벤드,14620,Dec-11,167763870,146892040,1303329,1293318,351,32811323,28694370,448577539,417086946,65021.9,53537.5,277025634,256197512,65021900,53537500
(주)성광벤드,14620,Dec-12,182075281,159252658,2767312,558555,355,34613462,30474203,510735016,478788923,108444.03,98481.66,375930257,347646883,108444030,98481660
(주)성광벤드,14620,Dec-13,233842742,208597314,36755002,31928465,368,41325257,37117760,532880524,497634507,127078.85,119021.25,403523161,382078597,127078850,119021250
(주)성광벤드,14620,Dec-14,243619607,211233384,45615458,33297360,371,42564506,38343509,553410147,529398509,97867.21,90382.27,291972713,271381999,97867210,90382270
(주)성광벤드,14620,Dec-15,267827311,228087915,30025735,10124105,368,47254141,42950659,545752283,516204901,66789.37,58168.04,249880885,237732807,66789370,58168040
(주)성광벤드,14620,Dec-16,252344790,212538005,20265082,0,360,47609538,43309446,532224306,499171596,45381.04,35820.72,203052900,191398817,45381040,35820720
(주)성광벤드,14620,Dec-17,249552315,209712306,20612233,0,344,47632598,43335358,502479497,469214393,11615.33,4945.28,145746476,133488388,11615330,4945280
(주)성광벤드,14620,Dec-18,252396349,207582336,25829537,0,344,48237497,43905296,499748397,465282165,26801.44,21287.77,169913734,155160200,26801440,21287770
(주)성광벤드,14620,Dec-19,253520023,205519639,2174927,60257,338,48786968,44470481,502049444,469901965,48232.08,42916.77,202365162,188790840,48232080,42916770
(주)성도이엔지,37350,Dec-11,16362739,13639850,2126714,2126714,169,0,0,351767614,159868517,66535.92,56974.21,193539158,148943743,66535920,56974210
(주)성도이엔지,37350,Dec-12,17943670,14771151,2769301,2769301,196,0,0,362033118,178102991,138361.7,60272.94,393666511,159605371,138361700,60272940
(주)성도이엔지,37350,Dec-13,29436984,17063899,8380203,2558935,234,793758,0,367967391,199149787,231295.39,83804.83,458095209,178650112,231295390,83804830
(주)성도이엔지,37350,Dec-14,22055324,16250028,39000,39000,226,1379019,0,289648250,197136831,134723.19,57552.26,357295720,149705283,134723190,57552260
(주)성도이엔지,37350,Dec-15,22122375,16105403,182800,182800,218,1407209,0,305323678,200735440,140329.97,37877.45,329227326,112275886,140329970,37877450
(주)성도이엔지,37350,Dec-16,22914912,17734090,0,0,240,1350774,0,349749795,251528472,102338.62,56024.9,425580840,236676164,102338620,56024900
(주)성도이엔지,37350,Dec-17,20983927,16295860,285000,285000,276,1275852,0,328533571,283354128,114945.69,83184.46,391339341,312491938,114945690,83184460
(주)성도이엔지,37350,Dec-18,18885501,16317872,0,0,314,1497661,0,448829776,317227199,137838.97,81604.83,529153973,402401506,137838970,81604830
(주)성도이엔지,37350,Dec-19,30696486,28057238,3494408,3494408,330,1157784,0,519451891,357648351,72913.68,33104.58,695685233,496579444,72913680,33104580
(주)성안,11300,Dec-11,132063640,26682602,0,0,192,87427640,5996714,307479899,135050446,55773.08,11931.69,284963267,87227509,55773080,11931690
(주)성안,11300,Dec-12,125264179,26536498,0,0,185,98639478,6888638,298232459,126655835,57011.03,12051.64,271846764,86348625,57011030,12051640
(주)성안,11300,Dec-13,114223680,26633715,0,0,180,102731801,7910563,288273860,124589979,53114.75,12961.58,262940277,76034200,53114750,12961580
(주)성안,11300,Dec-14,106810983,25746828,0,0,178,104683103,8135563,262894960,118445160,37242.87,5048.54,226452025,67840901,37242870,5048540
(주)성안,11300,Dec-15,105945506,26033857,0,0,154,112551181,8135563,259934334,120889400,37982.01,8095.08,196907216,52241798,37982010,8095080
(주)성안,11300,Dec-16,101233248,26124804,0,0,146,115804967,5545323,256671843,127369179,44551.87,17838.82,195719920,47065619,44551870,17838820
(주)성안,11300,Dec-17,135957921,50486408,0,0,98,125567769,4600423,293390451,157758250,37357.65,1116.54,203110711,43814622,37357650,1116540
(주)성안,11300,Dec-18,122344003,46223919,0,0,68,128948036,3764786,306490119,162602155,37224.19,1515.58,220173987,62395663,37224190,1515580
(주)성안,11300,Dec-19,94095667,45493558,0,0,62,135394075,3236961,264791163,120958172,3936.05,-38980.61,216856564,71088846,3936050,-38980610
(주)성우하이텍,15750,Dec-11,922578854,291265371,143132398,28918928,1167,668670581,207092559,2238625332,1148125362,464948.4,172298.9,2583888854,931749852,464948400,172298900
(주)성우하이텍,15750,Dec-12,942125165,289411559,69840504,26659548,1226,787542659,206468661,2259623106,1121953553,577487.09,176641.72,3010644186,1010563147,577487090,176641720
(주)성우하이텍,15750,Dec-13,900103744,290252722,35750714,4525885,1246,837354155,231469069,2263358590,1126081765,582005.25,206075.55,3105869137,937128015,582005250,206075550
(주)성우하이텍,15750,Dec-14,1091213119,321832629,125401275,30100894,1436,1046688292,239263576,2612066830,1379665178,570860.5,195981.4,3272703212,1049101794,570860500,195981400
(주)성우하이텍,15750,Dec-15,1526121126,385384561,360752974,26386775,1465,1291836580,315256131,3229104413,1697475936,533839.81,254492,3521451431,1246223585,533839810,254492000
(주)성우하이텍,15750,Dec-16,1771064072,406549951,259027437,47871508,1631,1586500869,332759446,3445158804,1801014162,598088.7,276589.58,3834290085,1279982494,598088700,276589580
(주)성우하이텍,15750,Dec-17,1828958330,442833732,200650139,35118520,1643,1708148860,379150962,3385206082,1900200679,616801.56,260694.79,3366358641,1210755015,616801560,260694790
(주)성우하이텍,15750,Dec-18,1732896142,425645185,120320330,36560258,1577,1848138235,391826482,3317671247,1937359976,601233.39,244951.42,3456881746,1199397796,601233390,244951420
(주)성우하이텍,15750,Dec-19,1824053622,428892658,225736721,91687632,1653,1961207910,372355996,3446277584,1843989416,662701.54,182892.95,3389454157,1218068087,662701540,182892950
(주)성창오토텍,80470,Dec-11,7465675,7465675,3600,3600,137,3534525,3534525,52162131,50954217,10476.04,10203.69,57684359,57684359,10476040,10203690
(주)성창오토텍,80470,Dec-12,19984239,10280842,90000,90000,174,6945718,3701219,72905833,52920005,13796.16,9985.65,65733196,62892755,13796160,9985650
(주)성창오토텍,80470,Dec-13,47212154,20077924,2492057,227854,337,34656820,9438543,106695690,76017350,32045.5,14261.52,148791589,75235092,32045500,14261520
(주)성창오토텍,80470,Dec-14,49408224,19585556,655795,0,304,39696922,10084213,112591960,79415631,35481.42,15021.7,138186883,68713577,35481420,15021700
(주)성창오토텍,80470,Dec-15,43197381,12402382,449723,9200,325,45258004,10671727,115469944,81533274,35953.03,16438.65,140848893,68572286,35953030,16438650
(주)성창오토텍,80470,Dec-16,41364631,12537342,2764853,854547,325,43936563,10763527,117662521,78612541,36810.79,15486.95,152715603,69476492,36810790,15486950
(주)성창오토텍,80470,Dec-17,39386311,12759884,1917065,697968,294,42903918,11146369,106028645,76426273,30170.65,12587.79,142953914,76025330,30170650,12587790
(주)성창오토텍,80470,Dec-18,36370359,10771803,3643021,754911,257,42220997,6987648,109296757,77962580,28048.61,11066.49,130670809,76261648,28048610,11066490
(주)성창오토텍,80470,Dec-19,36947113,10119289,3938839,1026268,241,12074434,2435131,110875098,74400009,34303.4,13608.71,132801199,70903490,34303400,13608710
(주)세경하이테크,148150,Dec-19,100942436,32586728,39738483,9109961,186,60398364,14378043,206426561,163348809,67097.75,37290.54,281348171,150591566,67097750,37290540
(주)세동,53060,Dec-11,36267281,33784179,1191640,1191640,302,25781886,22052429,75284054,69452578,19069.5,13963.75,92193830,80395179,19069500,13963750
(주)세동,53060,Dec-12,52077260,49626930,1957954,1027173,313,29618146,27037415,93156349,87908162,19196.93,17306.5,103929486,95564129,19196930,17306500
(주)세동,53060,Dec-13,58254917,53409756,4921194,3004306,328,33942412,29866945,101433187,94785508,22887.1,19740.56,118814173,112609127,22887100,19740560
(주)세동,53060,Dec-14,73697579,64012804,5876016,1891963,328,40795399,33906534,125643592,116531116,23030.96,20447.59,121025142,116923791,23030960,20447590
(주)세동,53060,Dec-15,72218825,62672314,1275070,1275070,340,42322493,34510404,126126166,119898501,25272.79,22861.9,131633718,119626787,25272790,22861900
(주)세동,53060,Dec-16,71076004,61208314,2751791,2579830,348,44679035,36637265,127367858,116288035,26905.01,16252.35,125538674,114182074,26905010,16252350
(주)세동,53060,Dec-17,67263139,57905816,2063690,2063690,348,47867967,39720709,114492516,101220871,20716.05,11736.82,119281845,109625429,20716050,11736820
(주)세동,53060,Dec-18,72178032,63389192,1329711,792690,358,53215227,43305293,124461800,108171021,23454.92,17355.56,140775465,131687786,23454920,17355560
(주)세동,53060,Dec-19,59642492,53040047,1188655,1026938,324,54480662,44537905,116302468,92138164,23988.64,13717.76,147345825,135817125,23988640,13717760
(주)세림비앤지,340440,Dec-19,,,,,1,,,,,,,,,0,0
(주)세보엠이씨,11560,Dec-11,28303517,27868327,0,0,271,4995382,4995382,130336341,129806410,134668.07,133997.96,306594861,303922700,134668070,133997960
(주)세보엠이씨,11560,Dec-12,26942380,26200678,8292,8292,279,5442484,5325262,117506548,114160973,93543.1,91703.58,209892588,203160889,93543100,91703580
(주)세보엠이씨,11560,Dec-13,26615768,26301738,259430,259430,293,6024785,5917762,130004221,122770295,92189.39,87331.9,212791194,193660225,92189390,87331900
(주)세보엠이씨,11560,Dec-14,27799599,27608191,33900,33900,320,6557486,6439238,169668000,158815970,177218.55,168462.57,371324014,347028130,177218550,168462570
(주)세보엠이씨,11560,Dec-15,28761766,28524578,32450,32450,323,7023715,6901523,161485346,149794511,157712.57,149577.93,305845502,277308188,157712570,149577930
(주)세보엠이씨,11560,Dec-16,29032938,28846751,121415,121415,359,8716301,8597237,208097427,196561202,208023.61,196537.4,387772567,359073552,208023610,196537400
(주)세보엠이씨,11560,Dec-17,30266708,30184406,2330645,2330646,421,8693614,8689297,257713994,245392317,309114.75,328335.49,602536022,590307232,309114750,328335490
(주)세보엠이씨,11560,Dec-18,31419710,31365799,1110134,1110134,436,9147331,9128869,246405813,238809722,242120.53,255046.67,473844415,458624847,242120530,255046670
(주)세보엠이씨,11560,Dec-19,28167299,28166603,86183,86183,458,9378096,9378096,289059467,284018839,323318.31,362167.79,615709105,605016447,323318310,362167790
(주)세아베스틸지주,1430,Dec-11,,1109841222,,38537283,1478,,590863379,,1999402385,,543567.84,,2484734009,0,543567840
(주)세아베스틸지주,1430,Dec-12,,1269114305,,119653121,1531,,645754408,,2159086176,,409879.49,,2194080927,0,409879490
(주)세아베스틸지주,1430,Dec-13,,1261571572,,15919521,1500,,1791938089,,2209112063,,381364.23,,2112649588,0,381364230
(주)세아베스틸지주,1430,Dec-14,,1202613674,,16501098,1541,,1817767229,,2429299409,,427441.24,,2202367043,0,427441240
(주)세아베스틸지주,1430,Dec-15,2316974376,1134956454,52304850,7798118,1523,2752753075,1845445958,3593929795,2482589543,624807.59,431743.16,2526725913,1826024379,624807590,431743160
(주)세아베스틸지주,1430,Dec-16,2328157924,1066505656,124087347,4758588,1488,2801876603,1859399408,3537087560,2453702462,577813.75,341840.74,2531111524,1619275431,577813750,341840740
(주)세아베스틸지주,1430,Dec-17,2255361415,1000301738,28439586,10125379,1502,2924881660,1847962881,3590984649,2485388745,623776.44,385170.51,3055344916,1927463423,623776440,385170510
(주)세아베스틸지주,1430,Dec-18,2224188294,1002238559,22618244,9153657,1527,2980322244,1873417440,3718893786,2667885807,490238.3,268567.19,3278056473,2042371454,490238300,268567190
(주)세아베스틸지주,1430,Dec-19,2048089567,888893573,14404488,7605222,1559,3016420495,1887939076,3576889161,2606108194,505801.02,269446.25,2960677156,1761760314,505801020,269446250
(주)세아제강,306200,Dec-18,,555423890,,2525000,706,,409081890,,1054118541,,,,433409063,0,0
(주)세아제강,306200,Dec-19,,539147263,,6970000,674,,407649000,,1028798817,,140678.49,,1227180212,0,140678490
(주)세아제강지주,3030,Dec-11,608551790,489475280,19160000,17779000,853,423385000,346660000,1932618927,1641639574,283434.84,197841.29,2147387610,1711721720,283434840,197841290
(주)세아제강지주,3030,Dec-12,800125093,562513010,92035000,68482000,879,509949000,378783000,2030350314,1682525725,301297.64,183121.48,2470414332,1912943848,301297640,183121480
(주)세아제강지주,3030,Dec-13,858512022,741299107,50588000,30742000,956,585928000,513176000,1995560542,1717961948,299326.88,208716.76,2219155488,1720004506,299326880,208716760
(주)세아제강지주,3030,Dec-14,864992927,726363832,30289000,20235000,912,650985000,529415000,2285029617,1735274282,296681.65,188685.67,2453142879,1870280357,296681650,188685670
(주)세아제강지주,3030,Dec-15,854488819,707365661,11173000,8925000,856,678955000,542406000,2073851398,1591178587,237178.63,164141.99,2191658103,1426470820,237178630,164141990
(주)세아제강지주,3030,Dec-16,928792424,691962022,19847000,12535000,863,741596424,551285022,2169697077,1690749290,242309.73,172654.41,1797489537,1327723787,242309730,172654410
(주)세아제강지주,3030,Dec-17,899395871,565125523,13226000,3357000,733,748423000,394141000,2411700237,1749525738,273447.78,152927.52,2289927787,1658987536,273447780,152927520
(주)세아제강지주,3030,Dec-18,981872331,123696,50089000,116696,19,239929000,0,2445381294,708156138,312105.31,11630.12,1781689432,10796568,312105310,11630120
(주)세아제강지주,3030,Dec-19,983849831,661710,33110000,0,23,761828000,0,2448548032,710686272,271847.14,10318.72,2643906637,9845885,271847140,10318720
(주)세아특수강,19440,Dec-11,160438609,133732988,6841173,6782409,293,132220534,108767685,474609645,420485906,87128.3,78818.26,691724494,635360871,87128300,78818260
(주)세아특수강,19440,Dec-12,167232029,144333049,6402666,6388916,298,146421513,124056182,484959468,434310725,82070.48,71239.68,712114845,649614468,82070480,71239680
(주)세아특수강,19440,Dec-13,164443406,142863338,3738486,2949366,302,149803641,127074657,486216680,436661795,101169.72,89987.99,764348271,687716876,101169720,89987990
(주)세아특수강,19440,Dec-14,189566247,152842355,1629575,1600450,311,166338313,133297071,530110210,461099393,100650.28,88912.56,750572240,670291973,100650280,88912560
(주)세아특수강,19440,Dec-15,189897309,146224240,2153687,20690,306,173220383,136507308,500308874,428517231,86045.95,76983.33,681317073,605069631,86045950,76983330
(주)세아특수강,19440,Dec-16,194439758,137894390,16303885,173920,303,177069541,138892216,516822970,420835195,92168.55,79269.1,668837237,572013623,92168550,79269100
(주)세아특수강,19440,Dec-17,179960934,130228824,432863,408006,302,183520280,140391095,527347713,429595375,95190.02,79012.57,729885140,618668067,95190020,79012570
(주)세아특수강,19440,Dec-18,168054646,121788399,54782,30061,291,187368511,142943977,500036175,409085510,78269.06,61547.71,723577100,594482379,78269060,61547710
(주)세아특수강,19440,Dec-19,186154561,113593665,1098832,82619,287,238861641,46598730,573172966,453735614,79433.69,59343.25,717472560,587357187,79433690,59343250
(주)세아홀딩스,58650,Dec-11,1806697158,4538216,59158006,0,33,2455264593,0,3845130468,1019398149,766948.83,12441.56,4261987908,43969745,766948830,12441560
(주)세아홀딩스,58650,Dec-12,1953895657,1307311,139115958,0,40,2601807208,0,4008794418,1060446658,632040.47,18198.66,3845053221,60606911,632040470,18198660
(주)세아홀딩스,58650,Dec-13,1791269365,2131498,28569263,0,50,2156457089,0,3914700975,959769610,581365.1,-104995.53,3662167369,37900501,581365100,-104995530
(주)세아홀딩스,58650,Dec-14,1742212377,2314879,21458714,814630,47,2214554859,0,4141073291,969933027,692100.87,82514.92,3896057293,81200212,692100870,82514920
(주)세아홀딩스,58650,Dec-15,2839932512,838174,55447946,0,46,3159545962,0,5191468774,980431299,867642.91,42424.29,4048202083,44589075,867642910,42424290
