회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),당기순이익(손실)(IFRS),당기순이익(손실)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),영업이익개별,영업이익연결
페이퍼코리아(주),1020,Dec-18,192974617,412274754,185657024,375383900,-57411495,-38061342,33512941,27851949,458451986,588414093,-12328419,2178439
페이퍼코리아(주),1020,Dec-19,228103790,265642044,214479224,233892232,-23616193,-27833230,23701385,13041225,415525790,627860659,-5183812,-1298139
페이퍼코리아(주),1020,Dec-20,258411805,484064482,225334789,419929860,-17606820,241879,20547250,28050582,361804217,508899951,13430662,34611432
평화산업(주),90080,Dec-10,95966981,95966981,90643088,90442819,-153276,-61766,21322977,22372490,58582452,59782464,566816,660548
평화산업(주),90080,Dec-11,108560950,108560950,102732073,102684793,-980185,-1064771,19005569,19970496,65895748,66945856,-179094,-299906
평화산업(주),90080,Dec-12,128505235,128505235,118281195,118184680,-2154607,-2284389,16711021,17546166,68575630,69784966,2407900,2308476
평화산업(주),90080,Dec-13,134635731,134699098,125815346,126116760,1588308,1033333,18384178,18374348,67839223,68160050,1360817,786580
평화산업(주),90080,Dec-14,237249540,239245093,222564891,224210007,-1750261,-2237125,56521593,56534917,160316857,161204694,-256970,-578034
평화산업(주),90080,Dec-15,318052080,320039001,298553714,299502033,2710092,2873822,59268989,59607410,163659850,164280658,429488,631391
평화산업(주),90080,Dec-16,325424343,327043762,304401948,307034618,2065187,1710963,59133361,58838505,164187430,165068412,2437779,524690
평화산업(주),90080,Dec-17,322734832,324536135,313708458,315777762,-7078662,-7925310,69896909,68157033,179756366,178292605,-7859233,-8867913
평화산업(주),90080,Dec-18,334999257,335829007,330209084,331350257,-42611275,-44077298,25239710,22137690,180335918,178368753,-15063789,-16047708
평화산업(주),90080,Dec-19,352026053,353267057,333402309,336976584,-10565271,-7210044,33134874,33473566,190995353,194159754,682692,-2308168
평화산업(주),90080,Dec-20,338563070,338581043,320694279,322148805,-6100306,-7790030,26917051,25554107,201834916,203154750,-5061096,-7210669
평화홀딩스(주),10770,Dec-10,9923831,497950880,0,454584584,3877711,2274873,111563760,201129309,171128877,591895062,6307833,15418457
평화홀딩스(주),10770,Dec-11,10366657,538746369,0,510514457,6211825,-12395708,116152718,175290534,210322310,602375346,8080150,396268
평화홀딩스(주),10770,Dec-12,11962626,570649070,0,517358753,762613,-3576317,115669715,173198639,209023259,566324408,6201385,10976241
평화홀딩스(주),10770,Dec-13,11579982,570390311,0,516897986,2198402,5468514,116612493,169460592,212127018,563167943,4904521,9600086
평화홀딩스(주),10770,Dec-14,12790710,561303322,0,511802008,3547296,-15272141,118947940,158412055,201795518,452378447,5663668,3948767
평화홀딩스(주),10770,Dec-15,14360755,574194659,0,520205531,4007485,1129793,121629297,157863486,195677735,454722206,5798443,5335084
평화홀딩스(주),10770,Dec-16,15496930,590882479,0,526192503,4621533,6858026,124793132,157682313,196049853,455219603,6969261,16123821
평화홀딩스(주),10770,Dec-17,19769657,550059577,0,507227128,5472178,-5486688,128086058,186728447,192537983,509012525,7052847,-5971991
평화홀딩스(주),10770,Dec-18,19804324,556014771,0,528039223,13694236,-63596620,139117910,139171890,200896196,495396871,7438379,-24849816
평화홀딩스(주),10770,Dec-19,17412862,581079856,0,533021199,-3558919,-21766311,133590526,124045145,202193059,502912079,5837525,-3569608
평화홀딩스(주),10770,Dec-20,16532581,521111233,0,475175751,-20445177,-8444008,111120605,119207466,163527842,522333834,6371763,-3058289
포스코스틸리온(주),58430,Dec-10,1001774249,,957893936,,6494657,,250603094,,500944094,,5865038,0
포스코스틸리온(주),58430,Dec-11,956179165,,936445896,,-24712748,,223523863,,521470744,,-22194718,0
포스코스틸리온(주),58430,Dec-12,853499448,,812729749,,-47444301,,174192036,,468910265,,-1410525,0
포스코스틸리온(주),58430,Dec-13,821182872,821182872,771865625,771865625,-5172750,-5172750,169564118,171472868,449660945,451584709,2647626,2647626
포스코스틸리온(주),58430,Dec-14,801981821,802617533,743229137,744073399,-1880986,-2298404,166468263,168204786,423833493,438621813,8521848,8164839
포스코스틸리온(주),58430,Dec-15,788694303,801646714,704326903,720656112,13207232,7825108,179055457,175674230,413900752,431890799,27852149,23128971
포스코스틸리온(주),58430,Dec-16,771337083,798007442,671491105,694692953,30425509,31409664,207304083,204958148,382814995,405761030,39473396,41064089
포스코스틸리온(주),58430,Dec-17,885160456,912059768,801160275,827295079,19077666,17527988,220618083,216561569,407627992,426747278,25357389,24391811
포스코스틸리온(주),58430,Dec-18,918002838,940305020,862999352,884690719,10317077,10804281,222237980,218686812,433862877,454196339,18697789,17751240
포스코스틸리온(주),58430,Dec-19,889444843,916744848,843236390,868140946,2914242,2577866,220422262,221082570,473494909,503427114,9672262,9977352
포스코스틸리온(주),58430,Dec-20,870211620,907319458,817151558,847463139,4503423,7123646,224977180,227301880,463458030,485428807,13602924,16923041
포스코홀딩스(주),5490,Dec-10,32582036641,47887255368,26171690303,39722460564,3784361128,4185651473,36023495504,38537166738,49086226794,69418425614,4784518482,5433520070
포스코홀딩스(주),5490,Dec-11,39171703426,68938725064,33077807769,59823850489,3188844785,3714285845,37598016659,40729920334,52727876388,78408837832,4196028399,5408101366
포스코홀딩스(주),5490,Dec-12,35664933133,63604150874,31041899894,56142892349,2499522911,2385606843,39164548452,42429418415,52320436140,79265850804,2789597258,3653107747
포스코홀딩스(주),5490,Dec-13,30543544661,61864649859,26494616858,55004590605,1582595861,1355180338,42311461501,45822030030,54242277654,84455406685,2215132619,2996133864
포스코홀딩스(주),5490,Dec-14,29218854280,65098445304,24955648906,57815040908,1138958195,556659146,42475431291,45291364178,52597323083,85252172613,2350035055,3213530266
포스코홀딩스(주),5490,Dec-15,25607220942,58192344561,21473390265,51658097330,1318271460,-96181234,43025557447,45070221970,51309408699,80408759246,2238248789,2410042583
포스코홀딩스(주),5490,Dec-16,24324933260,53083512926,19903596072,46393962164,1785045916,1048168660,44329446924,45838394306,52055752946,79762994520,2635337195,2844324579
포스코홀딩스(주),5490,Dec-17,28553814576,60655099617,23832803363,52299188579,2545685289,2973469161,45941454934,47464008541,53692257510,79024959080,2902452867,4621833654
포스코홀딩스(주),5490,Dec-18,30659425434,64977777434,25728293176,57005396339,1072591563,1892064406,45272101775,46759550870,54125979686,78248265217,3809375813,5542599677
포스코홀딩스(주),5490,Dec-19,30373510739,64366847808,26700873690,58116494432,1175712402,1982637209,45614185131,47794706820,55710766417,79058661131,2586359352,3868854558
포스코홀딩스(주),5490,Dec-20,26509920446,57792795733,24323352080,53072389982,965863440,1788152419,45114704099,47674592085,56794968502,79086973226,1135196565,2403035193
풍국주정공업(주),23900,Dec-10,45284601,79206221,33774539,58355122,7058872,10577786,74700598,83741073,89524742,109506073,8053618,12091818
풍국주정공업(주),23900,Dec-11,46044525,80509553,36205841,60377413,5802802,7932740,78667223,89816676,87288795,110676243,6778655,9927776
풍국주정공업(주),23900,Dec-12,47984672,91829495,40756157,73681868,3128765,5750310,80119388,93761717,86813041,116479112,3817379,7132922
풍국주정공업(주),23900,Dec-13,48762191,100286996,38264594,77703306,5572200,8299596,84603589,101139906,92042390,122531167,6874977,10363284
풍국주정공업(주),23900,Dec-14,51105140,107827610,41151544,85587919,4725237,6948866,87223993,105738052,94223368,128761473,5867825,8589027
풍국주정공업(주),23900,Dec-15,52272095,101463025,39420368,76674730,7586496,8108178,92895520,111904578,100198927,138654863,8804638,10341141
풍국주정공업(주),23900,Dec-16,50710006,96762579,36285312,70684017,8440853,9409082,98008396,118001107,104342531,152041005,10446755,11514123
풍국주정공업(주),23900,Dec-17,50195733,107554087,36168413,82117536,13140234,14568365,109293253,130631991,115525044,162812567,9918556,11316422
풍국주정공업(주),23900,Dec-18,49394447,120452943,35936766,93138250,8524481,11420891,116800021,140912072,122733584,174072139,9775701,13432093
풍국주정공업(주),23900,Dec-19,48096508,121430700,38181453,95929765,5438545,9109368,119911962,147482681,124685857,180073444,6005572,10526396
풍국주정공업(주),23900,Dec-20,52324004,117989839,40731512,91847267,6871392,9147419,125633662,155554828,131483141,185063890,8047021,11162463
프리시젼바이오(주),335810,Dec-20,4918272,8684947,2300045,3918138,-5380795,-4952971,37404465,37220911,41753902,42279163,-1863178,-1718513
피씨엘(주),241820,Dec-17,506145,,321545,,-3869222,,15436576,,15873793,,-4086984,0
피씨엘(주),241820,Dec-18,128541,,84321,,-5771237,,9742522,,10620981,,-6003150,0
피씨엘(주),241820,Dec-19,35811,,24691,,-7965850,,5821879,,15745442,,-6412497,0
피씨엘(주),241820,Dec-20,53682670,,18968862,,19508749,,36749429,,43559876,,25675913,0
피앤씨테크(주),237750,Dec-16,28072115,,19429045,,5034720,,51178395,,57878055,,5686591,0
피앤씨테크(주),237750,Dec-17,29829395,,21968211,,3798832,,55233522,,64071370,,4789813,0
피앤씨테크(주),237750,Dec-18,22774807,,17264161,,2329408,,57618216,,65162377,,1820810,0
피앤씨테크(주),237750,Dec-19,21401365,,15510335,,2779484,,59584601,,68213532,,2274703,0
피앤씨테크(주),237750,Dec-20,19641453,,15451378,,2177925,,62048399,,69587745,,1091611,0
피에스케이(주),319660,Dec-19,137720048,154611977,78050249,85388685,10618204,14971556,179320689,187250843,212387286,223929932,8134408,16899954
피에스케이(주),319660,Dec-20,248772024,265729684,140753248,147252859,22152063,22259443,208918677,217378904,258768282,268588807,25156054,31552799
피에스케이홀딩스(주),31980,Dec-10,99762722,102005801,65326446,66120310,12132213,12013523,127271443,127162361,145101420,145759796,9756192,9990474
피에스케이홀딩스(주),31980,Dec-11,87113882,91127167,64334117,67928709,2113913,1383755,125575194,124749200,142146244,141796262,4121098,4311561
피에스케이홀딩스(주),31980,Dec-12,70475484,84368260,43957793,50136572,9171567,11558210,135117853,134188223,146183792,157196774,4847813,8659540
피에스케이홀딩스(주),31980,Dec-13,101084383,129058637,62127519,74298153,8608122,16868684,145878791,152456406,176653215,189782574,13619705,21039565
피에스케이홀딩스(주),31980,Dec-14,134430579,148566798,82779171,89257148,16268124,10779077,167329831,169916235,189258913,198582776,16631079,17505053
피에스케이홀딩스(주),31980,Dec-15,113559991,138364038,68501332,80025713,13788175,13618790,177824448,182815025,192889570,206561951,12727375,16684580
피에스케이홀딩스(주),31980,Dec-16,140248959,163071754,80273900,91018166,22932023,19633766,195978566,198907427,224655313,235455514,22039270,25322715
피에스케이홀딩스(주),31980,Dec-17,251543817,275390545,145840143,156290407,39981918,39443421,230184731,228315563,272529708,276692093,55838199,57678366
피에스케이홀딩스(주),31980,Dec-18,303846799,328682010,173384482,184007330,52451498,53521668,271020354,271596797,311767437,319834249,61943757,67584477
피에스케이홀딩스(주),31980,Dec-19,31627114,42078133,18652519,23323869,15273535,8394444,94209876,88832339,101016381,101648328,1937424,1462469
피에스케이홀딩스(주),31980,Dec-20,33017249,39774310,18777313,18364207,62264681,59201748,175164227,197505478,205073785,239229056,-2058964,-2464095
피에스텍(주),2230,Dec-10,28441320,28441320,26191857,26191857,2731110,6779234,57757642,61337788,79870348,84589794,2732350,1212385
피에스텍(주),2230,Dec-11,39168582,39168582,33763530,33763530,3264166,7211461,60037446,67647498,81101088,90823304,3713136,2741738
피에스텍(주),2230,Dec-12,25953033,25953033,23052342,23052342,380524,7808463,59652732,75035797,80630018,100375881,-155082,-610619
피에스텍(주),2230,Dec-13,39265957,39265957,35286780,35286780,39402349,24626032,100837397,101464955,133245652,133918376,1012552,529501
피에스텍(주),2230,Dec-14,42532118,42532118,33247287,33247287,4314049,4393846,108921812,109669189,116376036,117182202,4954462,4468132
피에스텍(주),2230,Dec-15,56079485,56079485,41909490,41909490,9266770,9293055,126676522,127410393,136712121,137522138,9532783,8878883
피에스텍(주),2230,Dec-16,50707843,50707843,40655728,40655728,4521552,4443466,130268555,130921772,144884086,145598819,5049638,4502441
피에스텍(주),2230,Dec-17,70833779,70833779,56449268,56449268,8972704,11324748,141573020,144278630,157509294,160860295,8710393,8117613
피에스텍(주),2230,Dec-18,61651717,61651717,50358681,50358681,1919614,-313610,142670817,143249196,163770235,164245869,-846091,-1281022
피에스텍(주),2230,Dec-19,50561176,50670723,44404060,44460279,2332888,2533315,142425098,143189253,163986607,168595348,-1323640,-1739810
피에스텍(주),2230,Dec-20,52735410,53223265,47089331,47362188,2876079,434127,137748800,136148841,152796382,155670854,-488115,-598329
피에이치에이(주),43370,Dec-10,375919516,646332937,322686164,523729635,24471269,49545383,185232008,239326948,307139907,453513354,17167350,60549334
피에이치에이(주),43370,Dec-11,417636924,694260991,365054042,568142252,30142824,43899763,235080829,304350231,386164374,570279444,16641844,54913997
피에이치에이(주),43370,Dec-12,480725449,882762961,427870284,748974860,24580816,37310032,258627874,338037606,411378256,640523876,9408436,55569940
피에이치에이(주),43370,Dec-13,508043195,998578386,461931364,848723836,24749456,47378858,283370813,382268221,456009537,713758966,7985539,68654622
피에이치에이(주),43370,Dec-14,534963360,1056796279,501040017,916783789,11048082,39317213,291728124,417734728,476579483,790229269,-13168444,50921639
피에이치에이(주),43370,Dec-15,622841010,1149093865,579086744,989917691,-16923283,7364917,274434035,421177040,547489788,885010749,-64505673,4906352
피에이치에이(주),43370,Dec-16,667100217,1222491908,606421135,1052779308,29262560,53296491,318735017,483355838,570740768,914289386,4316326,69662163
피에이치에이(주),43370,Dec-17,617166173,1053836517,575423358,932499194,59034376,74521352,338183293,506548464,557222137,896344885,-14080997,25208915
피에이치에이(주),43370,Dec-18,628611155,1066543292,581593361,955583725,41434150,44832284,372732255,543091919,606651728,907869461,-1796880,19331586
피에이치에이(주),43370,Dec-19,626711569,1088426363,566701545,971680857,23550669,31622057,392892332,576493741,571696674,920596014,5877001,15579774
피에이치에이(주),43370,Dec-20,560887688,949059782,513351233,851154811,13024553,7926073,408108165,585813945,614554733,933702812,752100,14305921
피엔케이피부임상연구센타(주),347740,Dec-20,14676377,,4345726,,6718842,,55626448,,59891743,,7216582,0
하나마이크론(주),67310,Dec-10,264889645,276111978,221313707,233039382,23527802,21786527,97778300,93988186,272073865,268733262,31164722,29549646
하나마이크론(주),67310,Dec-11,293571475,294559784,265351492,265482046,9941842,8756400,154832999,149681627,306532766,304071209,16371229,14455048
하나마이크론(주),67310,Dec-12,257358519,258806666,245029151,245377671,-6258787,-9980376,147246697,138317456,313914493,310429015,-4462609,-7338617
하나마이크론(주),67310,Dec-13,236715724,278115010,226328979,256252486,-12144635,-19266613,134085519,125602691,327442640,368146437,-6798990,-5465869
하나마이크론(주),67310,Dec-14,259743909,294532159,220048921,246960147,8977938,8239472,139957836,139745834,345047692,384967704,25634458,23813469
하나마이크론(주),67310,Dec-15,230239944,286239109,204250325,244315897,4330037,4463534,146444388,147388705,349696365,394754214,10574793,16400492
하나마이크론(주),67310,Dec-16,190480064,252294498,182682153,227422253,-26539552,-24516588,126309493,140300926,353711672,408520469,-27745320,-17957770
하나마이크론(주),67310,Dec-17,259183617,365813664,240115359,312970574,-515719,10434648,124643934,173369686,393772776,511669698,17285770,41052108
하나마이크론(주),67310,Dec-18,319166384,479948865,302616469,388997577,6329668,21646722,132054676,206250270,381914598,604901999,10830253,53421678
하나마이크론(주),67310,Dec-19,298685547,498198003,277525850,409800271,7428241,14505784,159245451,236459621,445931059,706702384,3410081,45252915
하나마이크론(주),67310,Dec-20,311271481,539460193,299368968,443726935,-16618862,3632689,149594995,246739096,480006352,764827234,1451208,51011650
하나머티리얼즈(주),166090,Dec-17,102914201,,69894588,,19447699,,85549607,,135008497,,23538670,0
하나머티리얼즈(주),166090,Dec-18,175561922,,109103160,,36245778,,119653787,,248816460,,49615390,0
하나머티리얼즈(주),166090,Dec-19,154826023,,97559628,,27651938,,145433211,,295094740,,40894321,0
하나머티리얼즈(주),166090,Dec-20,200685453,,127497835,,38049769,,188064236,,352535899,,53099391,0
하나제약(주),293480,Dec-18,152832774,,50925879,,26169074,,205385681,,242379668,,33563026,0
하나제약(주),293480,Dec-19,166346999,,56149783,,28303725,,220331561,,263033794,,33566579,0
하나제약(주),293480,Dec-20,177305504,,63282627,,14892865,,232381512,,276579304,,31675088,0
하이록코리아(주),13030,Dec-10,110818487,112836919,73927666,74559197,19902034,20333753,134748965,135653646,184811213,187141918,26773007,27322996
하이록코리아(주),13030,Dec-11,142760601,146358961,101262179,101927011,23521548,24731607,156650798,159392010,219987300,224127128,30390349,31890638
하이록코리아(주),13030,Dec-12,184830916,187888401,129270932,129182836,28407856,29506643,183321883,186911250,244417364,248403024,40406885,41692647
하이록코리아(주),13030,Dec-13,183099501,187583211,124193348,124450723,32875544,33353144,212556148,216426246,271349660,275802244,42375017,42780854
하이록코리아(주),13030,Dec-14,182801444,193030849,118213837,118835196,35570036,38242544,242209031,248876968,298292366,305540416,45918509,48993250
하이록코리아(주),13030,Dec-15,201999326,209241088,132986261,133379083,43113145,43206158,278882785,285384578,327999871,335220136,53374391,53587850
하이록코리아(주),13030,Dec-16,169615369,177120063,120402035,121490953,28816861,30221399,301478105,308852739,345731034,353324345,36638695,37266234
하이록코리아(주),13030,Dec-17,178137893,182699987,126883256,124958319,23797169,23623257,320182435,334978965,360355376,379437474,35443157,35521474
하이록코리아(주),13030,Dec-18,116850548,124267408,91007418,89276761,10600289,12204679,326548085,342644362,351513112,371320917,8320877,10848265
하이록코리아(주),13030,Dec-19,133142496,142113513,105749275,105008591,12979846,13597494,332582434,349045500,361032353,381305426,12743739,14922325
하이록코리아(주),13030,Dec-20,130110589,138192215,102297121,99526636,10066554,6514438,325685828,333074114,356474811,365050540,12775877,16171452
하이즈항공(주),221840,Dec-15,30765905,,23403866,,3434991,,82409178,,124460894,,4559376,0
하이즈항공(주),221840,Dec-16,32862640,,30828439,,-3260259,,75698915,,127456363,,-1607992,0
하이즈항공(주),221840,Dec-17,41116758,44684830,36174174,39125537,562048,712296,73322350,74092611,128532042,130846672,1752383,1989437
하이즈항공(주),221840,Dec-18,45888251,51699966,40210167,45248700,1492570,639869,74413388,74977682,128266572,130513801,1960632,1221447
하이즈항공(주),221840,Dec-19,53029222,73686265,45372809,63139347,3708298,3705357,77120029,77673453,130308140,137289915,3631457,3831643
하이즈항공(주),221840,Dec-20,29060544,52941000,29061474,49327502,-4470890,-3685928,75047311,76354762,134476438,146472377,-3554576,-2809510
하이트진로(주),80,Dec-10,705579079,1066403034,409817171,619503901,22779142,47620381,574280217,609726245,1315894302,1417429504,78919385,121671372
하이트진로(주),80,Dec-11,984947019,1373664296,571883980,813937482,60070490,70242546,1382156056,1423259475,3435692574,3573282814,100341236,136770007
하이트진로(주),80,Dec-12,1674527255,2034625757,944325723,1162926788,127731388,103536195,1406585310,1409071832,3464862523,3518666190,138223990,167155028
하이트진로(주),80,Dec-13,1628737709,1897468864,909474975,1074666462,84349396,79103048,1407656368,1383120810,3398638439,3553146711,142860640,161051461
하이트진로(주),80,Dec-14,1605639274,1872333383,915045995,1088471091,31256395,21253791,1372966765,1327928418,3304646403,3422364424,95307376,93703354
하이트진로(주),80,Dec-15,1663246297,1907480760,931359621,1087052344,47256386,53360072,1360089704,1324599999,3336555973,3460482406,123757134,133987374
하이트진로(주),80,Dec-16,1637185183,1890232768,908917771,1066385552,48404004,38447239,1331600633,1291903198,3280274823,3401085182,117918740,124005913
하이트진로(주),80,Dec-17,1664922295,1889910216,949616970,1086067409,18625314,12735966,1272250133,1217509273,3403415556,3507595838,83493973,87249748
하이트진로(주),80,Dec-18,1657621698,1885626109,980435119,1123765706,24913250,22272353,1216367203,1162378535,3316699691,3428143515,90049448,90442083
하이트진로(주),80,Dec-19,1830147019,2035063967,1068130525,1163221151,-40690937,-42394951,1081806251,1033196057,3132012663,3270859605,80294719,88246563
하이트진로(주),80,Dec-20,2049288474,2256322946,1178778325,1281305110,52119645,86628492,1088851032,1074278146,3101028156,3297783699,180768751,198478557
하이트진로홀딩스(주),140,Dec-10,108125151,2145336736,0,1144398303,42219815,81575865,760306064,1414443617,1815596189,4836303669,105028931,297463452
하이트진로홀딩스(주),140,Dec-11,62145974,2112233714,0,1191132991,1098876,41469359,756440126,1362279806,1815175627,4714754951,59921340,223803019
하이트진로홀딩스(주),140,Dec-12,54868892,2081670796,0,1184313567,196096558,63311789,950284025,1350013357,1780971764,4443598671,52366654,183963642
하이트진로홀딩스(주),140,Dec-13,52206285,1942883418,0,1105218073,-12993415,-51776920,927558205,1238316156,1768073953,4262180556,49211396,167905935
하이트진로홀딩스(주),140,Dec-14,67132025,1889746031,0,1093047392,30718307,-101108612,952309055,1094238220,1777288625,4017988232,65004332,108081024
하이트진로홀딩스(주),140,Dec-15,43572042,1927124745,0,1097350901,18460685,44719059,960951522,1111460678,1779992359,4068786993,40909394,145874231
하이트진로홀딩스(주),140,Dec-16,43690552,1895436534,0,1065688996,24259202,46282665,982913625,1203496143,1641786913,3967110668,40949205,132938752
하이트진로홀딩스(주),140,Dec-17,37733325,1881222643,0,1068173533,14220128,-7615475,989417165,1134968791,1623305761,4059346912,34867167,100095849
하이트진로홀딩스(주),140,Dec-18,33230349,1876650205,0,1109508977,7562158,8640980,998285347,1095786557,1626823311,3989286143,30733508,103511877
하이트진로홀딩스(주),140,Dec-19,33791462,2026315991,0,1148669423,9070291,-40132480,1000755687,982563610,1625389666,3836704100,30813502,100944135
하이트진로홀딩스(주),140,Dec-20,35811901,2247005970,0,1265866777,13143643,107691607,1005520904,1060384697,1625969790,3904980587,31322037,210493505
한국가스공사(주),36460,Dec-10,22611376252,22740459855,21384190305,21437451909,250380666,274935933,7258244463,7730177975,29174136143,30024758521,912984398,970065997
한국가스공사(주),36460,Dec-11,28254770684,28493663405,26992471174,27178750995,208398967,174707367,7373603428,8043899871,34234501920,36010498709,1012772029,1018202986
한국가스공사(주),36460,Dec-12,34516666309,35031319144,33022803619,33421892500,505723847,362046097,7966011863,8368965281,39356467009,40621718532,1196602965,1266652948
한국가스공사(주),36460,Dec-13,37442516727,38062712699,35771591584,36214797648,-267179193,-203638809,8495848475,8932779001,42271827597,43666375501,1361117454,1488206912
한국가스공사(주),36460,Dec-14,36733400632,37284866761,35487339315,35856992550,93007739,447222939,8966199199,9724375471,45116042355,46772022425,938059639,1071906156
한국가스공사(주),36460,Dec-15,25481992525,26052723828,24173565985,24668192637,55741545,319190290,8835610495,10056943419,40389768736,42385339683,982766312,1007812099
한국가스공사(주),36460,Dec-16,20177352361,21108115739,18928112118,19774730362,-853908528,-673557723,7839389116,9386485759,37630880088,39927835678,874831419,917634126
한국가스공사(주),36460,Dec-17,21055675649,22172305487,19803030263,20729039751,-1021611230,-1191735429,6959361076,8140413962,35330024259,37139439444,901945746,1033936616
한국가스공사(주),36460,Dec-18,24985604339,26185037651,23547722484,24508531093,305312827,526744604,7081074122,8497984433,37771848692,39689691576,1108698324,1276858677
한국가스공사(주),36460,Dec-19,23903847012,24982639515,22354726855,23227117209,81613695,58269152,6704200739,8146520783,37259513824,39311854558,1185756046,1334514162
한국가스공사(주),36460,Dec-20,20004187241,20833721595,18687239041,19513498565,-93602410,-160683053,6558740785,7735155422,34147454348,35909774516,950550738,898855103
한국공항(주),5430,Dec-10,363715677,385853140,312697471,326673566,53973445,58251384,284270202,310134287,411019427,439566276,26044237,33096976
한국공항(주),5430,Dec-11,398402615,421603394,350870619,365380649,-20220985,-14541110,246543613,276614400,362907479,395898225,19931451,27482786
한국공항(주),5430,Dec-12,426258048,,377726691,,1433785,,241290043,,373149195,,18664286,0
한국공항(주),5430,Dec-13,421743029,,386585836,,-11456389,,243708277,,371858216,,8173128,0
한국공항(주),5430,Dec-14,438214373,438214373,396753529,396753529,25789741,28010924,262214225,265759866,379616809,388018468,13436759,13436759
한국공항(주),5430,Dec-15,429133611,455699544,387653259,411428151,7610873,8831541,264554853,268553259,372435171,381351995,13951113,15388632
한국공항(주),5430,Dec-16,442187449,472598316,392453878,419691245,16077122,17437898,277145081,281781344,363128650,373405154,24911233,26791643
한국공항(주),5430,Dec-17,440085182,485444523,390383801,433939292,22398457,22375273,311696207,315792485,405858743,416391199,26756216,27010133
한국공항(주),5430,Dec-18,480294796,526113112,432451015,476241602,18603038,18836150,316042396,319118853,412465651,424415405,24397251,24692128
한국공항(주),5430,Dec-19,486232896,528998204,441655139,482323698,16454627,16263109,319367755,323034622,453705583,464725240,22082630,22038425
한국공항(주),5430,Dec-20,281189435,298900584,302500071,322954190,-43104926,-47459465,273565284,272534195,418939056,425353643,-44781179,-48985071
한국기업평가(주),34950,Sep-10,44500658,69943572,0,0,10020825,13012028,65944797,81561208,82108543,102637410,9612918,15624452
한국기업평가(주),34950,Sep-11,42914829,59766324,0,0,8744576,11973470,69251101,78281659,83271530,97009809,8310833,14767583
한국기업평가(주),34950,Sep-12,49083507,67354892,0,0,12401230,17076123,74212262,79418675,94289406,104074848,11930979,18339619
한국기업평가(주),34950,Dec-13,41612506,64396802,0,0,8228930,14319862,76114743,84444122,91543606,105787960,9410752,16274559
한국기업평가(주),34950,Dec-14,41465008,64635376,0,0,9801144,13779023,76727172,87760115,92695003,109550500,8544491,15815259
한국기업평가(주),34950,Dec-15,41033843,66481428,0,0,9839899,13316866,79715545,92641287,97905357,116535368,6342003,15807831
한국기업평가(주),34950,Dec-16,42847417,74261681,0,0,10554703,16871606,82726913,100175800,98038010,122711460,8680044,20925467
한국기업평가(주),34950,Dec-17,44543251,78518123,0,0,12761246,19326763,81023513,102774366,97991709,127666774,10491891,24037425
한국기업평가(주),34950,Dec-18,46995509,84153909,0,0,12259195,20233820,80571005,102611699,98926072,130727075,10005279,25376677
한국기업평가(주),34950,Dec-19,51873852,92749504,0,0,16957087,24756035,97187038,124425854,122705216,160337154,14889179,31647801
한국기업평가(주),34950,Dec-20,53025445,95884739,0,0,17442037,24163313,81170356,112257893,107307182,150610875,15816707,32710070
한국내화(주),10040,Dec-10,199127261,,178127350,,1571214,,55982935,,193285879,,9084508,0
한국내화(주),10040,Dec-11,233437654,,197583266,,13099629,,73246396,,189906757,,21300086,0
한국내화(주),10040,Dec-12,252277491,,222685072,,10830003,,92800873,,185082477,,14618869,0
한국내화(주),10040,Dec-13,267096490,,230820615,,7110936,,96681273,,197446456,,16376011,0
한국내화(주),10040,Dec-14,262810943,,228940245,,7159185,,99311985,,198386270,,13716485,0
한국내화(주),10040,Dec-15,267581833,,240203835,,5181221,,101451357,,201235778,,7440120,0
한국내화(주),10040,Dec-16,258404974,,229189065,,5731696,,108024576,,205577085,,9603418,0
한국내화(주),10040,Dec-17,270434847,,239183923,,11644297,,123176063,,215430995,,10790220,0
한국내화(주),10040,Dec-18,239657974,,206490774,,7150594,,129430013,,204551880,,11469246,0
한국내화(주),10040,Dec-19,223874327,,194758997,,4286222,,140470350,,209255064,,8985231,0
한국내화(주),10040,Dec-20,203694764,203694764,179689003,179689003,1475766,1475766,144183886,144183886,202831937,202829020,5181221,5181221
한국단자공업(주),25540,Dec-10,356658187,363434728,304605169,307756570,28701868,28682977,306328029,306985610,388145640,388021817,28268387,28327316
한국단자공업(주),25540,Dec-11,409828171,458713598,355647644,388596295,28005550,36658177,349700737,360023667,461597307,477379456,30706006,40973322
한국단자공업(주),25540,Dec-12,439215116,482862235,375696049,403444552,22879325,29907102,379864668,395720054,472879462,498541217,36367977,47133132
한국단자공업(주),25540,Dec-13,496822183,566022781,424277973,470951681,32724191,43018878,411391916,438278681,535594845,572070390,38004928,52525846
한국단자공업(주),25540,Dec-14,555384319,604518782,458855872,492680317,52113304,57545129,464907394,498972698,600622472,646696686,60227551,68365878
한국단자공업(주),25540,Dec-15,605381377,661271369,497897622,534206015,58987861,68887117,514059448,559638390,640139786,703874182,68448114,82664611
