회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),당기순이익(손실)(IFRS),당기순이익(손실)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),영업이익개별,영업이익연결
(주)비상교육,100220,Dec-20,142791259,172313770,76505284,88663293,-9547723,-14904336,211663533,195941682,266356909,263230581,993998,-14856788
(주)비씨월드제약,200780,Dec-14,35691805,,17780327,,3741814,,61710190,,74835090,,5261825,0
(주)비씨월드제약,200780,Dec-15,41414970,,20279654,,6326464,,67401144,,79356291,,6615734,0
(주)비씨월드제약,200780,Dec-16,45657696,,22798307,,6474769,,73875913,,96420404,,6910879,0
(주)비씨월드제약,200780,Dec-17,50207424,50207424,25970410,25970409,8082649,8065198,81227938,81460487,115753386,118341155,8878215,8874017
(주)비씨월드제약,200780,Dec-18,54791756,54791756,32962185,32962185,4992558,4967077,86405482,86612549,128651231,158379185,5753959,5600615
(주)비씨월드제약,200780,Dec-19,52238453,51497337,34435253,33694138,-1552776,-1738976,85949854,85970721,129191709,162170556,-188370,-1004655
(주)비씨월드제약,200780,Dec-20,57425318,57030366,35905644,36534717,-986693,-2194133,84754394,83567821,145001511,176925247,-410058,-2096431
(주)비아트론,141000,Dec-12,53221558,,34667846,,10229946,,51162663,,70611447,,10448876,0
(주)비아트론,141000,Dec-13,32718125,,20440417,,3910947,,56479734,,85159194,,3991619,0
(주)비아트론,141000,Dec-14,32803707,,24216166,,1974262,,58040630,,80349029,,832740,0
(주)비아트론,141000,Dec-15,45120053,,28459744,,6998867,,70348279,,81271055,,8329362,0
(주)비아트론,141000,Dec-16,76230822,76414019,53525596,53525596,13149594,13211432,99017572,99079410,128363510,128427623,13940345,14020478
(주)비아트론,141000,Dec-17,100632690,100780806,71213357,71213357,12639249,12171345,108838357,108483513,139436980,139163928,21546870,20821517
(주)비아트론,141000,Dec-18,128629399,129129271,92104970,92104970,24617236,24483832,129744533,129252709,155444630,155072728,29792405,29219694
(주)비아트론,141000,Dec-19,48924013,49953294,37967056,37967056,4735368,4800282,133141386,132701818,149896945,149710472,4031823,3785365
(주)비아트론,141000,Dec-20,91302070,92583832,65246628,65246628,11293362,14688489,142321903,145272800,180250039,183866180,17080955,16717497
(주)비에이치,90460,Dec-10,111121463,103338694,100983815,88842143,2254616,2639868,43757430,40375254,104576560,123154860,6194597,7647621
(주)비에이치,90460,Dec-11,153385504,152887054,136115708,128434305,6727996,8627731,61138493,59862780,129026867,148010999,11672811,14143812
(주)비에이치,90460,Dec-12,225568631,229848875,199596421,191068059,12802448,14061730,71845810,70700646,160819996,181616994,18459571,24678405
(주)비에이치,90460,Dec-13,347683723,379057928,304658536,326510340,27633998,22119875,95335279,89099144,203389206,230979545,30070769,31424370
(주)비에이치,90460,Dec-14,293595010,315941048,265012373,274881778,15067892,12718210,108767527,101641685,244563608,263922061,16148943,19011978
(주)비에이치,90460,Dec-15,333975220,364623180,316879801,330970360,7676240,8692616,116108164,107555366,297030104,331915735,4271383,9442378
(주)비에이치,90460,Dec-16,296715580,371953545,303404755,371602206,-16445331,-24498437,122701429,106034055,285221965,310622425,-19561037,-25782419
(주)비에이치,90460,Dec-17,513248234,691341627,428710657,580991060,31912462,46380929,154120781,152757239,425896755,519806002,65951439,75731190
(주)비에이치,90460,Dec-18,473574349,767882470,363116029,614519913,68196730,81634647,173519010,187910520,385959785,469756138,68806898,91029825
(주)비에이치,90460,Dec-19,351927255,654853721,305812388,566414891,33521388,56601199,239918902,279458070,375115601,477943796,32647961,62568027
(주)비에이치,90460,Dec-20,323300322,721358197,285052630,658519137,-10616842,25903845,246545498,316977273,401402702,561120408,5330314,34045703
(주)비엔지티,32790,Dec-10,89287614,89287614,82675623,82675623,-4169576,-4401041,27578584,28198011,41514171,49716558,2243259,1986659
(주)비엔지티,32790,Dec-11,67694549,71404263,65160906,66640872,656408,-1105501,29882221,28828852,42566266,47374675,-1174126,-2601892
(주)비엔지티,32790,Dec-12,41874308,63928638,43500477,61171413,-13819063,-11553187,16820769,18789168,26964683,49755270,-6361608,-5910529
(주)비엔지티,32790,Dec-13,19201677,89713795,18484030,81755376,-9300135,-6212523,10679487,14118621,21189740,41095950,-4434619,-2131877
(주)비엔지티,32790,Dec-14,17601545,73181587,14463244,64320023,-7381583,-7166563,5675881,9076341,14098029,31079658,-404132,-555687
(주)비엔지티,32790,Dec-15,12792553,61727416,10310044,56162451,-6442392,-9970008,8582687,8589943,17339049,27260643,-1994152,-2763113
(주)비엔지티,32790,Dec-16,8534019,51292674,7184740,47022845,-7511085,-5923720,10065106,11477237,20712453,29433181,-2201658,-1275974
(주)비엔지티,32790,Dec-17,13932664,52949862,11312650,48870067,-1761834,-2236526,21416836,22537173,27941311,35990574,-50156,-169496
(주)비엔지티,32790,Dec-18,9468063,49621148,8336825,47336745,-3712443,-5760193,19096052,18383818,46225348,52079043,-3838801,-5606828
(주)비엔지티,32790,Dec-19,16099696,51911129,11328396,47004700,-17778939,-18520371,23191919,22520543,34683547,41822337,720910,-3134780
(주)비엔지티,32790,Dec-20,13982082,54588246,10511781,49893382,-5118759,-6591116,24892320,22788930,36731935,41742144,304515,-1516978
(주)비엘,142760,Dec-16,2500747,,1725597,,-5895692,,17462229,,21612556,,-6001753,0
(주)비엘,142760,Dec-17,7607067,7607067,6710305,6710305,-6635206,-6646862,35176992,35192613,37560196,37575817,-6825683,-6825683
(주)비엘,142760,Dec-18,18567674,86066821,16179315,56691737,-9133819,-16288373,35680409,68411333,86546207,153290616,-5969392,-6184878
(주)비엘,142760,Dec-19,14422363,72876570,12474315,48507850,-28113589,-41657220,36068047,58542114,83609474,148113572,-7027630,-12385287
(주)비엘,142760,Dec-20,15527031,80452924,13223237,57798539,-20995851,-33414028,57676383,93287791,90540981,190693155,-5965351,-11839293
(주)비엘팜텍,65170,Dec-10,23052124,57249315,12036601,38522322,1018073,-688626,26956066,35544688,34700137,75231286,301093,-164481
(주)비엘팜텍,65170,Dec-11,33377027,54136692,15245956,30156992,258662,619650,28600814,36766469,37263478,75112472,1227293,3987935
(주)비엘팜텍,65170,Dec-12,35351367,64681459,16221346,39352593,-2486786,-2526950,27764916,35523272,35069398,71220042,79236,2398814
(주)비엘팜텍,65170,Dec-13,24337648,50703065,10204000,30914780,-1283626,-4030503,30695433,30869840,39161588,65427439,-443581,1894522
(주)비엘팜텍,65170,Dec-14,35201853,61595064,13072775,34814034,-164819,-1337791,36565090,36608052,41685898,65770124,62101,1972349
(주)비엘팜텍,65170,Dec-15,23410135,57145127,8831401,37269389,-5482842,-7778689,34062446,32649635,39295912,63196017,-1460963,-153784
(주)비엘팜텍,65170,Dec-16,37454675,73962749,17235997,48524448,-4619827,-4986278,30724859,29035347,47956951,73386439,216155,1814729
(주)비엘팜텍,65170,Dec-17,42545194,83708355,22203088,55875980,-5515778,-2650367,25398329,27753028,43731688,68244814,-279620,2768164
(주)비엘팜텍,65170,Dec-18,45933504,87686317,16837619,53107434,1211282,1196123,62106344,71613589,73946349,103882690,1263254,2085259
(주)비엘팜텍,65170,Dec-19,37321138,58869487,15233670,36448814,-9276029,-17453415,51756432,50896333,62066019,89113254,570906,-2787170
(주)비엘팜텍,65170,Dec-20,28316168,65690695,11459280,45330772,-21839038,-16586791,70940565,72917138,79935749,134325278,-511254,-2034237
(주)비엠티,86670,Dec-10,40476754,43032913,28615764,30461058,3947559,3851320,37313836,38340909,65746945,72321199,6032093,6155365
(주)비엠티,86670,Dec-11,43838123,45479327,31808823,34027831,4255965,3185906,40758126,40714629,67667544,72873902,7259830,6095761
(주)비엠티,86670,Dec-12,42218180,44237535,30135716,32714730,2893755,1175869,43341878,41567101,69113770,72452287,4719566,3382611
(주)비엠티,86670,Dec-13,51230051,51230051,36185144,36185144,3996054,3258226,55248736,52736131,91048101,93167225,6896871,6896871
(주)비엠티,86670,Dec-14,60016445,60016445,43405265,43405265,1644359,4107483,56758087,56708607,94565699,96611903,6052410,5713977
(주)비엠티,86670,Dec-15,55123526,55123526,40970779,40970779,2549076,2361915,57510512,57273871,93111687,94423945,2488131,2232124
(주)비엠티,86670,Dec-16,41125176,41125176,31127911,31127911,-941323,-1188136,55780401,55296947,93776763,94337401,-1019730,-1158041
(주)비엠티,86670,Dec-17,63638731,63638731,44779146,44779146,2983071,3061279,57974684,57569437,97143015,97251592,6114979,5987643
(주)비엠티,86670,Dec-18,76878609,76878609,54114954,54114954,6873738,6931939,66557734,66210688,110096491,110016675,8339787,8207254
(주)비엠티,86670,Dec-19,74362153,74362153,54685890,54685890,5242645,5385385,70578399,70374094,117691092,117489334,6497754,6376364
(주)비엠티,86670,Dec-20,88157117,89620822,65132505,66217081,4002768,4005082,73359188,73157196,145087890,147938631,6649105,6743345
(주)비올,335890,Dec-19,,,,,,,,,,,0,0
(주)비올,335890,Dec-20,12154328,12154328,3573824,3573824,-2138505,-1810583,19710809,19710809,23598674,23667259,3712585,3414970
(주)비와이씨,1460,Dec-10,206463908,206402089,132171277,131731753,21950750,21616817,283718198,282760847,411399182,410071382,34383189,34042352
(주)비와이씨,1460,Dec-11,202084292,202084292,121580647,121100237,27452205,27006654,309745095,308809429,479531981,477929172,39966033,39511861
(주)비와이씨,1460,Dec-12,218764182,216985677,138334412,136248902,25928550,24650594,336750909,333347838,502208011,505456934,34312492,33401881
(주)비와이씨,1460,Dec-13,182942569,182448693,108757564,108950483,21178482,15514678,357014260,347934103,526385377,525157538,29115087,25118121
(주)비와이씨,1460,Dec-14,178556072,176909795,105419557,102833028,19503299,19050210,374986398,365429628,609987349,608388101,27652181,27901296
(주)비와이씨,1460,Dec-15,181640817,182195988,110906974,111111979,14486173,13158137,389272665,378117332,694207408,691464609,21771778,21130659
(주)비와이씨,1460,Dec-16,211090629,211857618,142951325,144343998,7499265,17543266,395236436,393851103,722070199,733018518,17537390,16154499
(주)비와이씨,1460,Dec-17,195310605,195815808,126379875,126448218,7918747,6190457,402145543,399338246,738219700,745823200,17137897,17207999
(주)비와이씨,1460,Dec-18,197123732,197864080,125128156,124040905,7240661,9092446,406908443,407403447,727890891,738431267,19781292,21346820
(주)비와이씨,1460,Dec-19,169620127,170589027,99553309,101169466,21265094,27788950,427249587,434327454,677538544,693882853,17095233,23393689
(주)비와이씨,1460,Dec-20,160911486,161863377,90115631,93110794,17752211,18285122,445299669,452668025,664336938,679134864,22578230,22940934
(주)비즈니스온커뮤니케이션,138580,Dec-17,13456561,,0,,5296797,,32012489,,35900984,,5703959,0
(주)비즈니스온커뮤니케이션,138580,Dec-18,15037979,,0,,5292983,,35406975,,39787118,,5676148,0
(주)비즈니스온커뮤니케이션,138580,Dec-19,15677354,,0,,4411014,,37271296,,64059044,,6196229,0
(주)비즈니스온커뮤니케이션,138580,Dec-20,16223248,18429752,0,0,2510643,3038533,60767663,61693119,64687224,70955610,5016757,5476512
(주)비지에프,27410,Dec-14,3303137208,3367999286,2530828382,2568798140,97565989,101467618,551214718,572084559,1183774828,1338474144,112464027,124120982
(주)비지에프,27410,Dec-15,4257634355,4334280041,3394117083,3434192431,151122941,152841276,712441404,773720171,1460200504,1621622006,174784662,183615953
(주)비지에프,27410,Dec-16,4941266443,5052617837,4001615799,4048527549,167386505,184619215,847645971,942161195,1707548342,1917601300,196952357,217150210
(주)비지에프,27410,Dec-17,5608312,123842619,0,45154999,3507920571,3497875341,642374377,725230947,699735805,858118605,-1619587,10447735
(주)비지에프,27410,Dec-18,86754836,220593919,0,100510815,66139552,47204821,1449352402,1515742110,1487846481,1624874724,66091586,29473342
(주)비지에프,27410,Dec-19,35695031,240314527,0,109878251,2291327,17515292,1450119517,1528254725,1488637056,1657381460,14391805,29385396
(주)비지에프,27410,Dec-20,51633111,154381286,0,86830240,22180092,17880953,1462076853,1537099088,1501923856,1658204362,31777193,14640997
(주)비지에프리테일,282330,Dec-17,938656966,938735225,769776723,769535907,24755495,27983935,361170158,388644198,1231046501,1277349524,26712563,26516480
(주)비지에프리테일,282330,Dec-18,5774158186,5775862323,4756919130,4756223689,154142275,154186683,494316202,521663030,1435845971,1482568537,190268429,189516685
(주)비지에프리테일,282330,Dec-19,5943404080,5946068220,4889095577,4889561258,149768379,151377054,593593344,622595762,2114202246,2172410900,195443728,196623294
(주)비지에프리테일,282330,Dec-20,6167808904,6181269419,5110630362,5129513383,125895224,122711267,671458861,696827910,2308304394,2371169598,163664236,162204243
(주)비츠로셀,82920,Mar-10,43273526,,29349338,,6690568,,39471311,,44262078,,8483042,0
(주)비츠로셀,82920,Mar-11,46015710,,32907183,,6815741,,46131768,,52381187,,6609515,0
(주)비츠로셀,82920,Mar-12,53465658,,39169496,,7295183,,50382342,,58464269,,7314174,0
(주)비츠로셀,82920,Mar-13,61215244,61468353,45013234,44732618,7019940,7165666,60248307,60396144,68479182,68636471,7557720,7712898
(주)비츠로셀,82920,Mar-14,69595752,70569071,52342195,52914603,6596099,6240535,64102340,63886618,76491251,76331779,7662173,7333284
(주)비츠로셀,82920,Jun-15,82467628,82163326,60299726,59629056,10778916,10078315,76259461,75448125,98777317,97993820,11588903,10821850
(주)비츠로셀,82920,Jun-16,90540215,91020079,62623644,62660501,14655931,14134494,91752289,90434000,115181850,113890700,16613069,16103779
(주)비츠로셀,82920,Jun-17,101991470,105351685,74899815,76915261,16128923,16522522,107776816,106852323,121524286,120833372,17554914,18036927
(주)비츠로셀,82920,Dec-18,113080634,112596990,85424486,84240586,15280746,15371863,121184748,120351716,146009162,145252937,19530471,19638369
(주)비츠로셀,82920,Dec-19,129410384,133438199,95284616,97546343,19150919,20081747,141358241,141445145,163352810,163957502,24381244,25333745
(주)비츠로셀,82920,Dec-20,112282194,113179917,81925314,81970806,13950930,14129261,155620348,155844713,187844177,188283779,18001940,18157419
(주)비츠로시스,54220,Mar-10,156050551,,138636291,,1111687,,43573126,,79139316,,7638310,0
(주)비츠로시스,54220,Mar-11,104506657,118523752,89546704,96992315,678750,5576067,46042460,46029045,95697544,95692059,2597744,7495592
(주)비츠로시스,54220,Mar-12,120622759,121574862,101761582,101835936,1746943,1744903,51331982,51333279,112586037,112581157,4389144,4387688
(주)비츠로시스,54220,Mar-13,133555372,134326240,113260015,113675826,1410046,935378,68516277,68049502,136894294,136641049,6366609,5874789
(주)비츠로시스,54220,Mar-14,96008027,97265580,79478575,80410699,-5675264,-6929212,63397754,61684764,140460341,138951650,-391175,-1562651
(주)비츠로시스,54220,Mar-15,84705430,85543985,82917525,83508441,-16372979,-14701846,59889727,60181434,142819739,143268771,-15159415,-16032129
(주)비츠로시스,54220,Mar-16,63540760,,48998222,,1257068,,61812260,,114682434,,2407063,0
(주)비츠로시스,54220,Mar-17,72073712,,58892966,,1096280,,68351786,,123239221,,2022618,0
(주)비츠로시스,54220,Mar-18,75293447,,66550125,,-21646133,,50583414,,107177481,,-5474689,0
(주)비츠로시스,54220,Mar-19,31266242,,32292973,,-116387168,,-99527757,,18700996,,-22155087,0
(주)비츠로시스,54220,Mar-20,7440000,,5931309,,-4490826,,-104018583,,15053752,,-4395311,0
(주)비츠로테크,42370,Mar-10,63053357,,52875914,,3617985,,25702712,,50371332,,1639789,0
(주)비츠로테크,42370,Mar-11,78219441,82087605,66817859,69879066,442826,1724789,45341805,46875445,75943848,78979703,1432547,1251685
(주)비츠로테크,42370,Mar-12,84750368,88409704,74261772,76579584,523873,2397715,45807955,48774093,81133628,86873008,1247567,1703195
(주)비츠로테크,42370,Mar-13,85361499,,74024511,,3066937,,51481732,,91326941,,1358942,0
(주)비츠로테크,42370,Mar-14,97884650,,84841973,,2170414,,53202684,,89285060,,1881775,0
(주)비츠로테크,42370,Jun-15,119884799,,106235571,,2232367,,55507187,,104292070,,1027442,0
(주)비츠로테크,42370,Jun-16,103230046,,94607758,,-5514405,,49918733,,98896312,,-7132105,0
(주)비츠로테크,42370,Jun-17,86734828,232764175,73377163,187140583,589950,43854429,82463903,194872930,122983215,279729096,1370506,20976622
(주)비츠로테크,42370,Jun-18,28937727,220440565,20268675,182229826,1203745,10952755,83285522,204885752,113913549,321189574,2336195,12135012
(주)비츠로테크,42370,Dec-19,30787116,312975670,22367922,246288755,891091,29786931,84273623,247035753,116863287,367544313,2286889,37395107
(주)비츠로테크,42370,Dec-20,37813211,307592214,27540068,243285238,3582225,27716926,91660134,279114293,123514865,409764042,4393917,33261311
(주)비케이홀딩스,50090,Dec-10,58111479,62206864,50384116,55561792,-1342798,-4425225,39145953,38919247,120372757,120911389,1751140,-1143562
(주)비케이홀딩스,50090,Dec-11,61852372,64570700,56881178,58933702,-6943880,-6741117,36730358,36774889,117847082,118073226,-2984372,-2704357
(주)비케이홀딩스,50090,Dec-12,54766822,58866968,48062453,51010788,24963182,8566695,61181653,45353229,122631076,109056458,1987198,1902740
(주)비케이홀딩스,50090,Dec-13,50350934,57878075,43786164,49473361,155024,-1645374,61400244,43276437,117543814,101309981,2029834,2384388
(주)비케이홀딩스,50090,Dec-14,13179711,13179711,10881362,10881362,-13532716,-15266415,47657299,27966728,98164952,80636989,1115887,1115887
(주)비케이홀딩스,50090,Dec-15,20682210,,17949495,,-5845047,,21912237,,53622702,,135913,0
(주)비케이홀딩스,50090,Dec-16,43031183,,38317882,,-3425548,,29077591,,51934968,,1181202,0
(주)비케이홀딩스,50090,Dec-17,38071774,,35347844,,-2421634,,30818719,,44139463,,-739819,0
(주)비케이홀딩스,50090,Dec-18,15426057,14927444,15256216,14808218,-2862347,-2862347,27874453,27874453,33215957,33553804,-3344356,-3907493
(주)비케이홀딩스,50090,Dec-19,13301419,12993006,11198119,10988804,-1963153,-1963153,27289085,27289085,43938679,44270690,201373,-25432
(주)비케이홀딩스,50090,Dec-20,10109534,10109534,9140263,9130643,-4391846,-4390722,28043959,28045083,44602544,44603668,-1379027,-1372161
(주)비투엔,307870,Dec-18,,,,,,,,,,,0,0
(주)비투엔,307870,Dec-19,,,,,,,,,,,0,0
(주)비투엔,307870,Dec-20,,,,,,,,,,,0,0
(주)비트컴퓨터,32850,Dec-10,31700933,31806072,25862309,25126263,4398287,4359072,28445718,28390823,48652801,48845817,3651167,3611894
(주)비트컴퓨터,32850,Dec-11,30557773,30736645,24801110,24020771,2878788,2670372,31512021,31242980,54388719,54412502,4048487,3818253
(주)비트컴퓨터,32850,Dec-12,32648079,32814796,27412364,26728163,191321,354003,30453999,30307901,53813179,54048278,1643930,1329390
(주)비트컴퓨터,32850,Dec-13,35213773,35363295,30089189,29315857,-498275,-455961,30019195,29997471,54541626,54770874,1327570,1326134
(주)비트컴퓨터,32850,Dec-14,34509144,34660003,26854223,26487910,1291422,1315672,31251818,31254611,51225590,51425741,2532601,2552969
(주)비트컴퓨터,32850,Dec-15,37162699,37311343,27630315,27274082,4596147,4634621,35877146,35918614,49826548,50024322,4971647,4999965
(주)비트컴퓨터,32850,Dec-16,34716080,34800927,26592343,26480114,4278518,4160233,39972631,39904524,52103523,52225052,3610535,3493599
(주)비트컴퓨터,32850,Dec-17,31554469,31905155,23057356,23151873,3823101,3582818,42408026,42381693,53486604,53636156,4784169,4346891
(주)비트컴퓨터,32850,Dec-18,32611975,32769953,29373098,29242174,-146513,-233696,42186449,42072933,55971073,56060862,-2082239,-2169694
(주)비트컴퓨터,32850,Dec-19,37165111,37376712,26429004,26310646,6173649,7093059,48237590,49043484,61549147,62486547,6123922,6072520
(주)비트컴퓨터,32850,Dec-20,35750730,37282548,26037952,26554992,6587167,6474398,54683952,54664765,70361684,70551353,5549953,5458066
(주)비피도,238200,Dec-18,14870382,,8148125,,1132106,,44727873,,46741371,,3501423,0
(주)비피도,238200,Dec-19,13009644,13012639,7552375,7553177,1626678,1581977,46344942,46293545,48239213,48243898,1436365,1392294
(주)비피도,238200,Dec-20,12300222,12380833,7876614,7907272,-452044,-552823,44747949,44599328,51411453,51302502,-486758,-596050
(주)빅솔론,93190,Dec-10,65249360,71096424,49857914,49302057,10548195,10853629,49939992,50418958,60593144,62841134,8686446,10042879
(주)빅솔론,93190,Dec-11,75914338,79281840,57857757,55666748,11548275,12006221,59940583,60901943,72044755,73343957,11234803,11776030
(주)빅솔론,93190,Dec-12,71227154,74894093,53785302,52263781,12845641,11998206,70808924,70773437,80244697,81851062,10528630,10467731
(주)빅솔론,93190,Dec-13,79204923,83988189,55252971,54613512,16848801,17002720,85554940,85796104,96163345,100188806,14851874,15050760
(주)빅솔론,93190,Dec-14,74745421,78856302,54072305,52675525,13039127,12927164,96291423,96273206,109179177,111160231,13037051,12954675
(주)빅솔론,93190,Dec-15,78363649,83861117,54467704,53696072,19156402,19429911,111660340,111915942,125463397,127872053,14733760,15006007
(주)빅솔론,93190,Dec-16,80774588,87574944,57499472,56742287,13530880,14358517,118336842,120171680,132426363,137330614,12260503,13206589
(주)빅솔론,93190,Dec-17,80933343,89445133,57824271,58564956,20297769,20622304,136377092,138501983,150262382,161585816,13478042,14135828
(주)빅솔론,93190,Dec-18,77604084,85248786,56866273,56846731,14275606,14458167,144031301,146257567,155370335,162918104,11987041,12605479
(주)빅솔론,93190,Dec-19,74852401,84844466,56249621,58116517,9353965,9563647,145060356,146933475,159183608,164097769,9598943,9505805
(주)빅솔론,93190,Dec-20,65999606,74461959,52109382,53516651,5139653,5588714,145734543,147971167,159952330,164821405,4902913,4149669
(주)빅텍,65450,Dec-10,42681484,,35009055,,2432334,,36062580,,58113629,,2769728,0
(주)빅텍,65450,Dec-11,30868279,,29677393,,-2496796,,30522420,,47456982,,-3557626,0
(주)빅텍,65450,Dec-12,27834143,,27363132,,-5224968,,28818171,,41638189,,-4360554,0
(주)빅텍,65450,Dec-13,32453011,,28669954,,1158268,,30971340,,46190328,,1098253,0
(주)빅텍,65450,Dec-14,34457445,,30278452,,1798137,,31959919,,50729063,,1551392,0
(주)빅텍,65450,Dec-15,40621164,,36229241,,1455369,,32893330,,58845864,,1539932,0
(주)빅텍,65450,Dec-16,38351993,,36181893,,-822482,,35252964,,61832806,,-889111,0
(주)빅텍,65450,Dec-17,40828484,,38610895,,-1085534,,34122125,,61861299,,-1582562,0
(주)빅텍,65450,Dec-18,48767203,,42137086,,849691,,35737346,,66300861,,1496775,0
(주)빅텍,65450,Dec-19,48979452,,41515214,,1979785,,40089273,,93617772,,2610386,0
(주)빅텍,65450,Dec-20,67286854,,59874978,,2948377,,52258308,,112734681,,3162156,0
(주)빙그레,5180,Dec-10,684900709,685350740,464545114,464850248,49707752,48424800,371000618,368153499,472764546,470119630,59765916,59669668
(주)빙그레,5180,Dec-11,720634377,721329490,504621028,505037389,39899774,42028606,394802514,397028415,491620453,493949047,49077058,49097712
(주)빙그레,5180,Dec-12,789102353,790017219,538084770,538603513,50754215,50704082,436351430,438516654,542967569,545632463,66820915,66585735
(주)빙그레,5180,Dec-13,805058851,805971786,573219356,573758672,37487509,37919419,464927308,467605197,561401086,564293685,50707921,50737708
(주)빙그레,5180,Dec-14,819872484,820996487,585633619,586225696,37675940,37567660,484037982,484011944,578496730,578852362,41802841,41801338
(주)빙그레,5180,Dec-15,795438210,799571651,573401673,575847255,24314997,24742588,516895945,517163085,616351609,616988522,30928007,31692713
(주)빙그레,5180,Dec-16,804139945,813166107,561290383,567128665,27539923,28730760,520226897,521755634,622118009,623750932,35616853,37235846
(주)빙그레,5180,Dec-17,841320054,857454493,603632872,611940006,27873073,29615035,526101272,528845661,632229308,635622607,30950570,34708336
(주)빙그레,5180,Dec-18,838159210,855162972,626250800,634657923,32131228,34201161,540151310,545076279,648465581,653929093,35304788,39329615
(주)빙그레,5180,Dec-19,857206874,878334260,638020904,647115637,39718950,41057896,564827940,571139576,677017157,684922782,41782106,45782149
(주)빙그레,5180,Dec-20,907529455,959129490,670867388,698382200,40702482,34876252,589788467,589531144,713759535,764138445,42365081,39847417
(주)사람인에이치알,143240,Dec-12,48822488,,25809687,,4800243,,29365706,,37418348,,5552996,0
(주)사람인에이치알,143240,Dec-13,52214408,,27011234,,4891286,,61223480,,66650097,,6231317,0
(주)사람인에이치알,143240,Dec-14,55333146,55301566,27038045,27038045,3570064,3250821,60105456,59786213,65966794,66036602,4306385,4248191
(주)사람인에이치알,143240,Dec-15,68496029,,30689556,,8687623,,64164713,,72172003,,10263233,0
(주)사람인에이치알,143240,Dec-16,55357477,73701173,11633130,28108534,10673283,10420313,74071608,73749157,80156126,82955433,12888359,13392303
(주)사람인에이치알,143240,Dec-17,52529118,81347113,2453179,28746438,1987159,3409905,74607058,75707353,94038028,97757060,14911387,15459447
(주)사람인에이치알,143240,Dec-18,57494328,86145918,0,0,15654420,16668712,87444983,89602210,100030493,104464541,18189699,18875824
(주)사람인에이치알,143240,Dec-19,67733872,93567189,0,0,23876775,25460629,107516808,111258766,124432598,130667966,26559397,27293657
(주)사람인에이치알,143240,Dec-20,68196343,96294901,0,0,19437370,21620057,121068236,125056716,138723394,145552427,23865219,24066933
(주)사조대림,3960,Dec-10,308422357,308422357,240661571,240661571,15546836,21667167,134572813,139897906,212958889,250192468,18082342,18132342
(주)사조대림,3960,Dec-11,371465751,418702677,300407879,340367781,6896491,9758168,142246944,150576919,280124752,358454161,9243131,13493031
(주)사조대림,3960,Dec-12,378399029,454177460,309427789,369262123,-3556397,-1040705,133712858,143176090,280913730,362275910,1183445,8497473
(주)사조대림,3960,Dec-13,399418524,508115858,322004712,407314772,1317269,-419503,133007859,140880156,266385366,353654050,5209825,14814218
(주)사조대림,3960,Dec-14,405812234,543628320,324913932,438229055,2557205,6644567,135328656,147153213,269636096,363336125,4571086,11881418
(주)사조대림,3960,Dec-15,429808463,715055913,343735550,587631729,47097554,14076791,178883940,249256139,311175711,657031493,3736380,17803205
(주)사조대림,3960,Dec-16,460627065,953549613,362424194,786899336,785493,10020556,180076971,259157184,332559132,671743822,10065680,36443874
(주)사조대림,3960,Dec-17,471851779,987439474,366680598,797502517,12894584,42328752,193082519,301763238,344907865,680094196,16595957,55366011
(주)사조대림,3960,Dec-18,431028398,937110913,346198759,783021369,7185508,14376104,199805415,316306781,347712772,720876010,15530667,36257335
(주)사조대림,3960,Dec-19,780446517,1329705655,644695371,1138357421,77076615,87072853,300187134,423887875,622193823,1070930247,29849508,49566682
(주)사조대림,3960,Dec-20,1086176649,1718104062,917605581,1513295208,23128767,36150823,320132686,451626564,629511282,1124142190,40272766,49420063
(주)사조오양,6090,Dec-10,126423097,,104572923,,19066562,,62051839,,140193529,,21876667,0
(주)사조오양,6090,Dec-11,137322948,,120122660,,6521857,,67972036,,172615973,,12183269,0
(주)사조오양,6090,Dec-12,127186238,,111547284,,575699,,72000981,,174208895,,11546860,0
(주)사조오양,6090,Dec-13,109789487,,104764468,,4193971,,75951734,,172567839,,1046685,0
(주)사조오양,6090,Dec-14,111843800,,113518050,,-2981973,,73912271,,173321672,,-5807705,0
(주)사조오양,6090,Dec-15,194924901,,173588332,,9445161,,117226727,,282509735,,10857545,0
(주)사조오양,6090,Dec-16,279104782,,239362523,,11344746,,128299379,,292401068,,22362735,0
(주)사조오양,6090,Dec-17,310186761,,266053703,,23987332,,148684879,,302399963,,24173014,0
(주)사조오양,6090,Dec-18,296145759,,263861432,,7958452,,155703989,,308290136,,12485241,0
(주)사조오양,6090,Dec-19,313595840,,269599529,,13214801,,167558424,,311156562,,22613475,0
(주)사조오양,6090,Dec-20,327621185,,279326167,,18457164,,184791628,,318741896,,26725042,0
(주)삼기,122350,Jun-10,,,,,,,,,,,0,0
(주)삼기,122350,Dec-11,,,,,,,,,,,0,0
(주)삼기,122350,Dec-12,138741292,187481786,121613371,157768507,3308732,10849460,51962530,63751433,108571659,168606251,7882302,18052308
(주)삼기,122350,Dec-13,139606299,204178825,124720459,175532455,4325148,12599443,55611431,76631790,105608635,206059273,6232709,16988303
