회사명,거래소코드,회계년도,유동자산회전율,총자본투자효율,재고자산_대_유동자산비율,당좌자산구성비율,차입금의존도,총자본영업이익율,자기자본순이익율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,회생기업2
천일고속,650,2012-12,0.6952066510775022,-0.6606135277677939,-1.2930130709801064,-0.077963566021869,-0.9880449779644798,-0.0983338303437957,0.1553876153430651,0,1,0,0,0,0,0
천일고속,650,2013-12,0.960116936205431,-0.6606135277677939,-1.2458371004085635,-0.708977112746098,-0.9880449779644798,-0.0983338303437957,0.2533094122521742,0,0,0,0,0,0,0
천일고속,650,2014-12,1.0097876146669178,-0.6606135277677939,-1.2953718695086838,-0.1346584040024826,-0.9880449779644798,-0.0983338303437957,0.2203174613021729,0,0,0,0,0,0,1
천일고속,650,2015-12,0.5710299549237856,-0.6606135277677939,-1.2812190783372208,-0.1868176549446468,-0.9880449779644798,-0.0983338303437957,0.2109363634282109,0,0,0,0,0,0,0
천일고속,650,2016-12,1.1256858644103866,-0.6606135277677939,-1.242888602247842,-0.7554668798902011,-0.9880449779644798,-0.0983338303437957,0.1685633146042477,0,0,0,0,0,0,0
천일고속,650,2017-12,0.5461946156930421,-0.6606135277677939,-1.3272156496444754,0.2701427391790983,-0.9880449779644798,-0.0983338303437957,0.3868582999635209,0,0,0,0,0,0,0
천일고속,650,2018-12,0.5793084013340332,-0.6606135277677939,-1.2299152103406676,-1.2623187314368869,-0.9880449779644798,-0.0983338303437957,0.1046875245860345,0,0,0,0,0,0,0
천일고속,650,2019-12,2.3177821474860667,-0.6606135277677939,-1.2198903165942148,-1.305406808302153,-0.9880449779644798,-0.0983338303437957,0.122184853204885,0,1,0,0,0,0,0
체리부로,66360,2017-12,2.3177821474860667,1.0265494154291608,0.3363270126345635,-0.9663716771780838,1.502916530532196,0.8510313238113048,0.3868582999635209,0,0,0,0,0,0,0
체리부로,66360,2018-12,1.680341773896988,0.3080487442911212,0.658303011785345,-1.1313536557016697,2.048515303383743,-0.1242132247899175,0.0109819514405039,0,0,0,0,0,1,0
체리부로,66360,2019-12,2.028036523127395,0.0076263651030377,1.0504532671612974,-1.384212633095206,2.08185745061356,-0.816146507875701,-0.1114993488914493,0,1,0,0,0,0,0
초록뱀미디어,47820,2011-12,-0.612787881741647,1.6422439492024572,-1.3826474150660384,1.2396244686475908,-0.9880449779644798,0.2626156185100086,0.1472713845981767,0,0,0,0,0,0,0
초록뱀미디어,47820,2012-12,-0.049853525844798,1.6422439492024572,-1.3826474150660384,1.1659211792727933,-0.9880449779644798,0.5990477463095923,0.1700389929215002,0,0,0,0,0,1,0
