,회사명,거래소코드,회계년도,차입금비율(IFRS),차입금비율(IFRS연결),당좌자산구성비율(IFRS),당좌자산구성비율(IFRS연결),유동자산구성비율(IFRS),유동자산구성비율(IFRS연결),매출채권 대 매입채무비율(IFRS),매출채권 대 매입채무비율(IFRS연결),단기차입금 대 총차입금비율(IFRS),단기차입금 대 총차입금비율(IFRS연결),유동부채비율(IFRS),유동부채비율(IFRS연결),타인자본구성비율(IFRS),타인자본구성비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS),재고자산 대 유동자산비율(IFRS연결),재고자산 대 순운전자본비율(IFRS),재고자산 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS),순운전자본비율(IFRS연결),차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율
12427,에코플라스틱(주),38110,15-Dec,44.86,133.01,30.28,29.33,34.71,36.77,60.32,58.07,44.68,56.16,156.14,262.46,66.19,77.56,33.81,22.44,12.77,20.24,0,0,-18.07,-22.12,133.01,29.33,36.77,58.07,56.16,262.46,77.56,22.44,20.24,0,-22.12
12428,에코플라스틱(주),38110,16-Dec,59.43,151.17,24.05,24.83,28.89,33.8,55.21,60.6,50.05,76.16,142.35,271.56,65.27,76.96,34.73,23.04,16.74,26.56,0,0,-20.55,-28.77,151.17,24.83,33.8,60.6,76.16,271.56,76.96,23.04,26.56,0,-28.77
12429,에코플라스틱(주),38110,17-Dec,47.83,160.69,23.18,25.89,29.18,34.48,43.35,48.54,58.91,82.22,133.12,288.98,62.8,77.51,37.2,22.49,20.55,24.92,0,0,-20.34,-30.51,160.69,25.89,34.48,48.54,82.22,288.98,77.51,22.49,24.92,0,-30.51
12430,에코플라스틱(주),38110,18-Dec,59.19,184.3,21.48,23.15,25.12,31.44,53.78,54.88,65.59,85.69,151.18,354.14,65.87,80.72,34.13,19.28,14.5,26.34,0,0,-26.47,-36.84,184.3,23.15,31.44,54.88,85.69,354.14,80.72,19.28,26.34,0,-36.84
12431,에코플라스틱(주),38110,19-Dec,69.02,188.14,26.21,25.81,29.73,33.96,68.26,65.71,90.54,91.41,178.48,373.9,67.85,81.3,32.15,18.7,11.83,23.99,0,0,-27.66,-35.98,188.14,25.81,33.96,65.71,91.41,373.9,81.3,18.7,23.99,0,-35.98
12432,에프엔에스테크(주),83500,17-Dec,25.01,1254789.63,24.79,1254789.63,37.27,1254789.63,69.63,1254789.63,24.98,1254789.63,31.82,1254789.63,34.22,1254789.63,65.78,1254789.63,33.5,1254789.63,76.4,1254789.63,16.34,1254789.63,25.01,24.79,37.27,69.63,24.98,31.82,34.22,65.78,33.5,76.4,16.34
12433,에프엔에스테크(주),83500,18-Dec,43.9,1254789.63,33.74,1254789.63,41.33,1254789.63,204.11,1254789.63,34.04,1254789.63,32.08,1254789.63,38.26,1254789.63,61.74,1254789.63,18.37,1254789.63,35.27,1254789.63,21.52,1254789.63,43.9,33.74,41.33,204.11,34.04,32.08,38.26,61.74,18.37,35.27,21.52
12434,에프엔에스테크(주),83500,19-Dec,46.02,1254789.63,40.2,1254789.63,49.36,1254789.63,230.74,1254789.63,49.72,1254789.63,45.88,1254789.63,41.23,1254789.63,58.77,1254789.63,18.55,1254789.63,40.89,1254789.63,22.39,1254789.63,46.02,40.2,49.36,230.74,49.72,45.88,41.23,58.77,18.55,40.89,22.39
12435,엑스큐어(주),70300,11-Dec,1.63,1254789.63,74.52,1254789.63,82.62,1254789.63,183.95,1254789.63,0,1254789.63,14.41,1254789.63,16.37,1254789.63,83.63,1254789.63,9.8,1254789.63,11.48,1254789.63,70.56,1254789.63,1.63,74.52,82.62,183.95,0,14.41,16.37,83.63,9.8,11.48,70.56
12436,엑스큐어(주),70300,12-Dec,1.68,1254789.63,65.36,1254789.63,78.08,1254789.63,111.62,1254789.63,0,1254789.63,8.83,1254789.63,10.43,1254789.63,89.57,1254789.63,16.28,1254789.63,18.12,1254789.63,70.16,1254789.63,1.68,65.36,78.08,111.62,0,8.83,10.43,89.57,16.28,18.12,70.16
12437,엑스큐어(주),70300,13-Dec,0,1254789.63,26.05,1254789.63,32.86,1254789.63,556.14,1254789.63,0,1254789.63,7.22,1254789.63,8.6,1254789.63,91.4,1254789.63,20.71,1254789.63,25.92,1254789.63,26.25,1254789.63,0,26.05,32.86,556.14,0,7.22,8.6,91.4,20.71,25.92,26.25
12438,엑스큐어(주),70300,14-Dec,0,1254789.63,18.68,1254789.63,26.04,1254789.63,100.7,1254789.63,0,1254789.63,10.89,1254789.63,13.19,1254789.63,86.81,1254789.63,28.26,1254789.63,44.37,1254789.63,16.59,1254789.63,0,18.68,26.04,100.7,0,10.89,13.19,86.81,28.26,44.37,16.59
12439,엑스큐어(주),70300,15-Dec,0,1254789.63,26.14,1254789.63,41.93,1254789.63,86.91,1254789.63,0,1254789.63,18.34,1254789.63,16.38,1254789.63,83.62,1254789.63,37.66,1254789.63,59.37,1254789.63,26.6,1254789.63,0,26.14,41.93,86.91,0,18.34,16.38,83.62,37.66,59.37,26.6
12440,엑스큐어(주),70300,16-Dec,7.08,1254789.63,33.11,1254789.63,46.42,1254789.63,203.02,1254789.63,0,1254789.63,24.11,1254789.63,20.96,1254789.63,79.04,1254789.63,28.68,1254789.63,48.65,1254789.63,27.37,1254789.63,7.08,33.11,46.42,203.02,0,24.11,20.96,79.04,28.68,48.65,27.37
12441,엑스큐어(주),70300,17-Dec,0,1254789.63,85.75,1254789.63,87.79,1254789.63,85.64,1254789.63,0,1254789.63,9.93,1254789.63,9.32,1254789.63,90.68,1254789.63,2.32,1254789.63,2.58,1254789.63,78.78,1254789.63,0,85.75,87.79,85.64,0,9.93,9.32,90.68,2.32,2.58,78.78
12442,엑스큐어(주),70300,18-Dec,0,1254789.63,85.28,1254789.63,86.29,1254789.63,314.33,1254789.63,0,1254789.63,10.82,1254789.63,9.76,1254789.63,90.24,1254789.63,1.17,1254789.63,1.32,1254789.63,76.53,1254789.63,0,85.28,86.29,314.33,0,10.82,9.76,90.24,1.17,1.32,76.53
12443,엑스큐어(주),70300,19-Dec,0.86,1254789.63,83.21,1254789.63,85.19,1254789.63,332.02,1254789.63,85.54,1254789.63,7.96,1254789.63,7.79,1254789.63,92.21,1254789.63,2.33,1254789.63,2.55,1254789.63,77.85,1254789.63,0.86,83.21,85.19,332.02,85.54,7.96,7.79,92.21,2.33,2.55,77.85
12444,엔브이에이치코리아(주),67570,13-Dec,19.47,39.87,54.63,55.17,55.5,62.06,104.47,81.98,71.13,87.06,71.08,121.71,46.69,57.72,53.31,42.28,1.55,11.1,4.9,65,17.61,10.6,39.87,55.17,62.06,81.98,87.06,121.71,57.72,42.28,11.1,65,10.6
12445,엔브이에이치코리아(주),67570,14-Dec,18.4,44.67,43.81,51.2,44.73,56.43,221.61,119.42,87.58,94.59,52.26,116.61,39.48,56.49,60.52,43.51,2.06,9.26,7.04,91.74,13.11,5.69,44.67,51.2,56.43,119.42,94.59,116.61,56.49,43.51,9.26,91.74,5.69
12446,엔브이에이치코리아(주),67570,15-Dec,29.79,72.24,53.05,53.7,53.85,57.8,153.81,100.17,0,89.5,80.07,164.3,47.93,64.82,52.07,35.18,1.48,7.1,6.54,124418.9,12.15,0,72.24,53.7,57.8,100.17,89.5,164.3,64.82,35.18,7.1,124418.9,0
12447,엔브이에이치코리아(주),67570,16-Dec,7.67,67.85,43.94,48.47,44.86,53.18,93.01,78.4,0,89.91,53.29,166.26,39.34,64.99,60.66,35.01,2.05,8.86,7.35,0,12.53,-5.03,67.85,48.47,53.18,78.4,89.91,166.26,64.99,35.01,8.86,0,-5.03
12448,엔브이에이치코리아(주),67570,17-Dec,24.16,81.17,37.17,44.84,37.84,49.79,79.46,79.26,27.94,70.1,47.29,123.61,43.43,61.53,56.57,38.47,1.76,9.93,6,221.27,11.08,2.24,81.17,44.84,49.79,79.26,70.1,123.61,61.53,38.47,9.93,221.27,2.24
12449,엔브이에이치코리아(주),67570,18-Dec,73.08,193.68,20.4,39.57,20.7,43.25,68.36,79.07,78.06,57.57,118.47,204.03,59.89,75.34,40.11,24.66,1.42,8.52,0,0,-26.82,-7.07,193.68,39.57,43.25,79.07,57.57,204.03,75.34,24.66,8.52,0,-7.07
12450,엔브이에이치코리아(주),67570,19-Dec,86.29,215.81,20.39,35.54,20.62,38.75,71.73,98.12,71.39,65.98,122.94,239.25,62.15,76.98,37.85,23.02,1.11,8.28,0,0,-25.92,-16.32,215.81,35.54,38.75,98.12,65.98,239.25,76.98,23.02,8.28,0,-16.32
12451,엔시트론(주),101400,11-Dec,55.52,56.87,36.83,36.88,48.71,48.92,166.48,154.22,57.37,57.37,44.49,45.57,41.07,41.65,58.93,58.35,24.38,24.61,52.81,53.93,22.48,22.33,56.87,36.88,48.92,154.22,57.37,45.57,41.65,58.35,24.61,53.93,22.33
12452,엔시트론(주),101400,12-Dec,55.72,58.97,26.63,30.46,40.56,44.84,79.48,88.81,80.86,80.92,55.56,59.4,40.08,41.67,59.92,58.33,34.34,32.07,191.54,141.09,7.27,10.19,58.97,30.46,44.84,88.81,80.92,59.4,41.67,58.33,32.07,141.09,10.19
12453,엔시트론(주),101400,13-Dec,105.56,132.02,23.33,29.98,34.22,44.55,105.2,98.05,81.17,81.17,103.17,138.52,55.65,62.5,44.35,37.5,31.83,32.7,0,0,-11.54,-7.39,132.02,29.98,44.55,98.05,81.17,138.52,62.5,37.5,32.7,0,-7.39
12454,엔시트론(주),101400,14-Dec,128.96,183.05,38.79,37.35,52.14,63.61,103.67,63.65,99.79,99.79,174.5,277.26,63.97,73.84,36.03,26.16,25.6,41.29,0,0,-10.73,-8.92,183.05,37.35,63.61,63.65,99.79,277.26,73.84,26.16,41.29,0,-8.92
12455,엔시트론(주),101400,15-Dec,100.99,100.59,31.67,27.68,50.85,56.93,92.54,81.17,0,0,152.79,159.68,61.05,62.06,38.95,37.94,37.71,51.38,0,0,-8.67,-3.65,100.59,27.68,56.93,81.17,0,159.68,62.06,37.94,51.38,0,-3.65
12456,엔시트론(주),101400,16-Dec,123.87,142.82,44.29,38.3,55.11,58.71,214.7,195.37,65.9,65.9,112.86,129.46,61.43,64.66,38.57,35.34,19.64,34.76,93.51,157.58,11.58,12.95,142.82,38.3,58.71,195.37,65.9,129.46,64.66,35.34,34.76,157.58,12.95
12457,엔시트론(주),101400,17-Dec,116.03,137.65,37.94,32.53,47.83,49.29,255.22,295.93,52.33,52.33,76.72,85.9,57.26,60.6,42.74,39.4,20.69,34,65.8,108.52,15.04,15.44,137.65,32.53,49.29,295.93,52.33,85.9,60.6,39.4,34,108.52,15.44
12458,엔시트론(주),101400,18-Dec,302.69,209.95,31.96,28.56,43.34,38.39,405.82,289.86,33.04,37.48,134.43,105.73,77.4,70.86,22.6,29.14,26.26,25.61,87.79,129.63,12.97,7.59,209.95,28.56,38.39,289.86,37.48,105.73,70.86,29.14,25.61,129.63,7.59
12459,엔시트론(주),101400,19-Dec,74.84,78.29,17.49,18.71,24.58,25.59,216.03,161.32,44.35,49.13,44.92,50.55,47.15,48.46,52.85,51.54,28.82,26.87,847.38,0,0.84,-0.46,78.29,18.71,25.59,161.32,49.13,50.55,48.46,51.54,26.87,0,-0.46
12460,엔에이치엔(주),181710,13-Dec,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,,,,
12461,엔에이치엔(주),181710,14-Dec,0.57,5.42,15.46,36.69,15.46,36.69,0,0,0,54.2,3.63,14.58,6.41,18.07,93.59,81.93,0,0,0,0,12.07,24.75,5.42,36.69,36.69,0,54.2,14.58,18.07,81.93,0,0,24.75
12462,엔에이치엔(주),181710,15-Dec,2.41,4.16,14.94,37.24,14.94,37.24,0,0,0,72.14,6.25,15.5,9.22,18.04,90.78,81.96,0,0,0,0,9.26,24.54,4.16,37.24,37.24,0,72.14,15.5,18.04,81.96,0,0,24.54
12463,엔에이치엔(주),181710,16-Dec,0.18,1.53,17.22,39.59,17.22,40.78,0,0,0,0,7.67,17.71,8.35,17.83,91.65,82.17,0,2.92,0,4.54,10.19,26.22,1.53,39.59,40.78,0,0,17.71,17.83,82.17,2.92,4.54,26.22
12464,엔에이치엔(주),181710,17-Dec,5.07,5.9,11.74,43.97,11.74,44.75,0,0,0,92.53,9.13,23.91,9.42,21.71,90.58,78.29,0,1.76,0,3.02,3.47,26.03,5.9,43.97,44.75,0,92.53,23.91,21.71,78.29,1.76,3.02,26.03
12465,엔에이치엔(주),181710,18-Dec,4.03,7.74,9.75,38.83,9.75,40.34,0,63.46,0,71.25,7.17,30.9,7.95,27.04,92.05,72.96,0,3.74,0,8.48,3.15,17.79,7.74,38.83,40.34,63.46,71.25,30.9,27.04,72.96,3.74,8.48,17.79
12466,엔에이치엔(주),181710,19-Dec,0.26,7.67,5.27,40.82,5.39,42.34,0,0,82.1,62.51,3.32,29.13,4.94,26.86,95.06,73.14,2.33,3.61,5.63,7.26,2.23,21.03,7.67,40.82,42.34,0,62.51,29.13,26.86,73.14,3.61,7.26,21.03
12467,엔에이치엔한국사이버결제(주),60250,11-Dec,0,0,70.45,71.56,72.42,73.52,134.69,134.69,0,0,146.87,144.54,59.95,59.56,40.05,40.44,2.73,2.67,14.53,13.02,13.6,15.07,0,71.56,73.52,134.69,0,144.54,59.56,40.44,2.67,13.02,15.07
12468,엔에이치엔한국사이버결제(주),60250,12-Dec,0,0,68.34,69.31,68.85,69.81,260.64,420.93,0,0,131.03,131.58,57.1,57.45,42.9,42.55,0.74,0.72,4.01,3.62,12.63,13.82,0,69.31,69.81,420.93,0,131.58,57.45,42.55,0.72,3.62,13.82
12469,엔에이치엔한국사이버결제(주),60250,13-Dec,2.7,2.61,59.26,62.83,59.52,63.08,220.79,428.01,0,0,114.88,112.06,53.67,53.45,46.33,46.55,0.44,0.4,4.16,2.33,6.29,10.92,2.61,62.83,63.08,428.01,0,112.06,53.45,46.55,0.4,2.33,10.92
12470,엔에이치엔한국사이버결제(주),60250,14-Dec,0,0.21,67.51,68.61,68.39,69.73,167.14,169.88,0,31.99,77.82,77.38,43.88,44.09,56.12,55.91,1.29,1.6,3.56,4.21,24.72,26.46,0.21,68.61,69.73,169.88,31.99,77.38,44.09,55.91,1.6,4.21,26.46
12471,엔에이치엔한국사이버결제(주),60250,15-Dec,0,0,69.75,70.66,71.11,72.55,267.62,258.89,0,0,72.69,73.34,42.44,42.96,57.56,57.04,1.92,2.61,4.66,6.17,29.27,30.72,0,70.66,72.55,258.89,0,73.34,42.96,57.04,2.61,6.17,30.72
12472,엔에이치엔한국사이버결제(주),60250,16-Dec,0,1.61,67.75,69.38,68.67,71.07,135.12,131,0,0,88.12,92.65,47.31,48.77,52.69,51.23,1.34,2.38,4.13,7.17,22.25,23.6,1.61,69.38,71.07,131,0,92.65,48.77,51.23,2.38,7.17,23.6
12473,엔에이치엔한국사이버결제(주),60250,17-Dec,14.05,14.34,62.29,63.27,63.09,64.36,197.95,181.14,0,0,90.94,93.47,51.91,52.73,48.09,47.27,1.27,1.68,4.14,5.37,19.36,20.18,14.34,63.27,64.36,181.14,0,93.47,52.73,47.27,1.68,5.37,20.18
12474,엔에이치엔한국사이버결제(주),60250,18-Dec,12.62,13.02,69.49,69.99,70.84,72.06,288.57,275.5,0,0,122.01,125.89,57.7,58.56,42.3,41.44,1.91,2.87,7.05,10.39,19.23,19.89,13.02,69.99,72.06,275.5,0,125.89,58.56,41.44,2.87,10.39,19.89
12475,엔에이치엔한국사이버결제(주),60250,19-Dec,11.77,11.83,76.04,76.93,77.09,78.02,271.9,274.03,99.71,99.71,140.32,141.24,58.96,59.17,41.04,40.83,1.36,1.4,5.38,5.37,19.51,20.35,11.83,76.93,78.02,274.03,99.71,141.24,59.17,40.83,1.4,5.37,20.35
12476,엔피씨(주),4250,11-Dec,62.4,65.65,34.63,36.42,43.49,45.92,381.61,332.91,58.27,59.58,61.26,68.49,47.68,49.89,52.32,50.11,20.37,20.69,77.45,81.89,11.44,11.6,65.65,36.42,45.92,332.91,59.58,68.49,49.89,50.11,20.69,81.89,11.6
12477,엔피씨(주),4250,12-Dec,55.48,59.55,28.51,30.68,36.88,40.21,371.98,337.32,60.67,62.85,54.64,61.5,44.2,46.78,55.8,53.22,22.7,23.71,130.95,127.45,6.39,7.48,59.55,30.68,40.21,337.32,62.85,61.5,46.78,53.22,23.71,127.45,7.48
12478,엔피씨(주),4250,13-Dec,45.93,55.73,28.69,27.95,36.87,36.29,297.14,276.96,43.24,44.06,49.13,54.45,43.34,47.4,56.66,52.6,22.18,22.98,90.61,108.94,9.03,7.66,55.73,27.95,36.29,276.96,44.06,54.45,47.4,52.6,22.98,108.94,7.66
12479,엔피씨(주),4250,14-Dec,42.32,40.56,27.67,27.23,36.78,36.08,386.73,324.67,72.93,70.9,51.25,49.39,38.97,39.49,61.03,60.51,24.76,24.51,165.5,142.81,5.5,6.19,40.56,27.23,36.08,324.67,70.9,49.39,39.49,60.51,24.51,142.81,6.19
12480,엔피씨(주),4250,15-Dec,41.28,39.22,31.58,30.69,38.36,37.29,427.62,401.2,90.79,91.91,59.11,57.53,38.97,39.3,61.03,60.7,17.66,17.69,296.88,279.05,2.28,2.36,39.22,30.69,37.29,401.2,91.91,57.53,39.3,60.7,17.69,279.05,2.36
12481,엔피씨(주),4250,16-Dec,31.86,33.58,37.02,36.83,42.76,42.86,339.2,279.63,95.74,92.08,54.02,57.1,35.83,38.31,64.17,61.69,13.42,14.08,70.94,79.04,8.09,7.64,33.58,36.83,42.86,279.63,92.08,57.1,38.31,61.69,14.08,79.04,7.64
12482,엔피씨(주),4250,17-Dec,24.58,31.07,35.1,36.79,42.16,45.17,333.91,281.28,93.52,87.93,40.69,47.57,29.84,34.13,70.16,65.87,16.76,18.54,51.91,60.55,13.61,13.83,31.07,36.79,45.17,281.28,87.93,47.57,34.13,65.87,18.54,60.55,13.83
12483,엔피씨(주),4250,18-Dec,22.9,30.65,28.14,33.48,35.65,44.14,273.06,224.37,93.27,89.7,36.34,46.91,27.58,33.56,72.42,66.44,21.09,24.14,80.52,82.19,9.34,12.97,30.65,33.48,44.14,224.37,89.7,46.91,33.56,66.44,24.14,82.19,12.97
12484,엔피씨(주),4250,19-Dec,17.35,25.33,24.68,32.09,31.1,41.22,285.93,292.06,71.56,75.22,25.84,35,23.88,29.61,76.12,70.39,20.63,22.14,56.1,55.03,11.43,16.58,25.33,32.09,41.22,292.06,75.22,35,29.61,70.39,22.14,55.03,16.58
12485,엘브이엠씨홀딩스(주),900140,11-Dec,1254789.63,0,1254789.63,33.59,1254789.63,88.8,1254789.63,138.66,1254789.63,0,1254789.63,16.96,1254789.63,14.71,1254789.63,85.29,1254789.63,62.17,1254789.63,74.28,1254789.63,74.33,0,33.59,88.8,138.66,0,16.96,14.71,85.29,62.17,74.28,74.33
12486,엘브이엠씨홀딩스(주),900140,12-Dec,1254789.63,9.86,1254789.63,36.73,1254789.63,78.27,1254789.63,305.8,1254789.63,0,1254789.63,23.44,1254789.63,19.21,1254789.63,80.79,1254789.63,53.08,1254789.63,70.02,1254789.63,59.33,9.86,36.73,78.27,305.8,0,23.44,19.21,80.79,53.08,70.02,59.33
12487,엘브이엠씨홀딩스(주),900140,13-Dec,1254789.63,16.34,1254789.63,58.42,1254789.63,79.16,1254789.63,337.1,1254789.63,48.49,1254789.63,17.04,1254789.63,20.55,1254789.63,79.45,1254789.63,26.2,1254789.63,31.6,1254789.63,65.62,16.34,58.42,79.16,337.1,48.49,17.04,20.55,79.45,26.2,31.6,65.62
12488,엘브이엠씨홀딩스(주),900140,14-Dec,1254789.63,31.55,1254789.63,34.68,1254789.63,50.19,1254789.63,324.23,1254789.63,49.99,1254789.63,26.68,1254789.63,30.36,1254789.63,69.64,1254789.63,30.9,1254789.63,49.07,1254789.63,31.61,31.55,34.68,50.19,324.23,49.99,26.68,30.36,69.64,30.9,49.07,31.61
12489,엘브이엠씨홀딩스(주),900140,15-Dec,1254789.63,37.19,1254789.63,24.88,1254789.63,43.8,1254789.63,232.59,1254789.63,65.82,1254789.63,40.6,1254789.63,35.81,1254789.63,64.19,1254789.63,43.21,1254789.63,106.68,1254789.63,17.74,37.19,24.88,43.8,232.59,65.82,40.6,35.81,64.19,43.21,106.68,17.74
12490,엘브이엠씨홀딩스(주),900140,16-Dec,1254789.63,36.2,1254789.63,23.9,1254789.63,40.64,1254789.63,181.64,1254789.63,0,1254789.63,57.16,1254789.63,36.52,1254789.63,63.48,1254789.63,41.19,1254789.63,383.89,1254789.63,4.36,36.2,23.9,40.64,181.64,0,57.16,36.52,63.48,41.19,383.89,4.36
12491,엘브이엠씨홀딩스(주),900140,17-Dec,1254789.63,43.25,1254789.63,27.92,1254789.63,53.28,1254789.63,295.48,1254789.63,67.87,1254789.63,44.2,1254789.63,36.93,1254789.63,63.07,1254789.63,47.59,1254789.63,99.8,1254789.63,25.41,43.25,27.92,53.28,295.48,67.87,44.2,36.93,63.07,47.59,99.8,25.41
12492,엘브이엠씨홀딩스(주),900140,18-Dec,1254789.63,64.3,1254789.63,30.51,1254789.63,56.23,1254789.63,333.84,1254789.63,71.75,1254789.63,63.13,1254789.63,44.98,1254789.63,55.02,1254789.63,45.74,1254789.63,119.65,1254789.63,21.5,64.3,30.51,56.23,333.84,71.75,63.13,44.98,55.02,45.74,119.65,21.5
12493,엘브이엠씨홀딩스(주),900140,19-Dec,1254789.63,84.74,1254789.63,26.77,1254789.63,48.27,1254789.63,301.95,1254789.63,74.04,1254789.63,85.99,1254789.63,51.99,1254789.63,48.01,1254789.63,44.54,1254789.63,307.9,1254789.63,6.98,84.74,26.77,48.27,301.95,74.04,85.99,51.99,48.01,44.54,307.9,6.98
12494,엘비세미콘(주),61970,11-Dec,90.15,1254789.63,20.1,1254789.63,26.67,1254789.63,1880.33,1254789.63,47.45,1254789.63,51.81,1254789.63,50.06,1254789.63,49.94,1254789.63,24.65,1254789.63,822.2,1254789.63,0.8,1254789.63,90.15,20.1,26.67,1880.33,47.45,51.81,50.06,49.94,24.65,822.2,0.8
12495,엘비세미콘(주),61970,12-Dec,111.82,1254789.63,21.09,1254789.63,27.93,1254789.63,1080.12,1254789.63,44.32,1254789.63,64.49,1254789.63,56.32,1254789.63,43.68,1254789.63,24.49,1254789.63,0,1254789.63,-0.24,1254789.63,111.82,21.09,27.93,1080.12,44.32,64.49,56.32,43.68,24.49,0,-0.24
12496,엘비세미콘(주),61970,13-Dec,148.79,1254789.63,19.3,1254789.63,31.74,1254789.63,115.85,1254789.63,38.71,1254789.63,92.62,1254789.63,64.96,1254789.63,35.04,1254789.63,39.18,1254789.63,0,1254789.63,-0.72,1254789.63,148.79,19.3,31.74,115.85,38.71,92.62,64.96,35.04,39.18,0,-0.72
12497,엘비세미콘(주),61970,14-Dec,142.42,1254789.63,19.39,1254789.63,24.31,1254789.63,2203.16,1254789.63,52.46,1254789.63,85.79,1254789.63,60.96,1254789.63,39.04,1254789.63,20.25,1254789.63,0,1254789.63,-9.18,1254789.63,142.42,19.39,24.31,2203.16,52.46,85.79,60.96,39.04,20.25,0,-9.18
12498,엘비세미콘(주),61970,15-Dec,143.4,1254789.63,21.67,1254789.63,26.39,1254789.63,943.34,1254789.63,56.11,1254789.63,109.93,1254789.63,63.72,1254789.63,36.28,1254789.63,17.87,1254789.63,0,1254789.63,-13.5,1254789.63,143.4,21.67,26.39,943.34,56.11,109.93,63.72,36.28,17.87,0,-13.5
12499,엘비세미콘(주),61970,16-Dec,101.54,1254789.63,21.43,1254789.63,24.55,1254789.63,533.52,1254789.63,59.61,1254789.63,80.38,1254789.63,55.61,1254789.63,44.39,1254789.63,12.69,1254789.63,0,1254789.63,-11.13,1254789.63,101.54,21.43,24.55,533.52,59.61,80.38,55.61,44.39,12.69,0,-11.13
12500,엘비세미콘(주),61970,17-Dec,110.26,1254789.63,30.49,1254789.63,33.69,1254789.63,642.25,1254789.63,66.47,1254789.63,92.02,1254789.63,57.53,1254789.63,42.47,1254789.63,9.5,1254789.63,0,1254789.63,-5.39,1254789.63,110.26,30.49,33.69,642.25,66.47,92.02,57.53,42.47,9.5,0,-5.39
12501,엘비세미콘(주),61970,18-Dec,137.38,105.7,16.23,23.66,18.36,26.73,523.3,318.9,57.95,54.78,112.11,96.88,63.7,59.88,36.3,40.12,11.61,11.48,0,0,-22.33,-12.13,105.7,23.66,26.73,318.9,54.78,96.88,59.88,40.12,11.48,0,-12.13
12502,엘비세미콘(주),61970,19-Dec,132.76,104.21,15.2,22.38,17.71,25.61,449.42,283.43,55.61,51.8,111.76,99.18,63.62,60.45,36.38,39.55,14.17,12.61,0,0,-22.95,-13.61,104.21,22.38,25.61,283.43,51.8,99.18,60.45,39.55,12.61,0,-13.61
12503,엘아이지넥스원(주),79550,15-Dec,9.62,9.62,54.4,54.42,59.87,59.93,77.28,77.25,91.3,91.3,195.76,195.79,67.1,67.1,32.9,32.9,9.13,9.18,0,0,-4.54,-4.48,9.62,54.42,59.93,77.25,91.3,195.79,67.1,32.9,9.18,0,-4.48
12504,엘아이지넥스원(주),79550,16-Dec,41.26,41.26,50.19,50.17,57.3,57.32,87.82,87.85,98.76,98.76,178.84,178.87,64.74,64.74,35.26,35.26,12.4,12.47,0,0,-5.76,-5.74,41.26,50.17,57.32,87.85,98.76,178.87,64.74,35.26,12.47,0,-5.74
12505,엘아이지넥스원(주),79550,17-Dec,84.42,84.42,53.36,53.4,58.12,58.17,93.43,93.57,53.24,53.24,188.59,188.57,69.9,69.9,30.1,30.1,8.2,8.19,349.33,337.7,1.36,1.41,84.42,53.4,58.17,93.57,53.24,188.57,69.9,30.1,8.19,337.7,1.41
12506,엘아이지넥스원(주),79550,18-Dec,97.78,1254789.63,56.61,1254789.63,61.14,1254789.63,147.34,1254789.63,46.92,1254789.63,200.86,1254789.63,72,1254789.63,28,1254789.63,7.42,1254789.63,92.43,1254789.63,4.91,1254789.63,97.78,56.61,61.14,147.34,46.92,200.86,72,28,7.42,92.43,4.91
12507,엘아이지넥스원(주),79550,19-Dec,99.66,99.91,54.02,53.95,59.62,59.58,97.51,97.66,34.36,34.46,194.91,195.2,72.62,72.64,27.38,27.36,9.39,9.45,89.59,91.01,6.25,6.19,99.91,53.95,59.58,97.66,34.46,195.2,72.64,27.36,9.45,91.01,6.19
12508,엘에스전선아시아(주),229640,16-Dec,0,30.42,4.34,50.88,4.34,72.33,0,95.78,0,0,0.12,106.28,0.18,52.86,99.82,47.14,0,29.66,0,96.5,4.23,22.23,30.42,50.88,72.33,95.78,0,106.28,52.86,47.14,29.66,96.5,22.23
12509,엘에스전선아시아(주),229640,17-Dec,3.65,37.19,3.21,46.87,3.21,73.36,0,91.77,0,79.85,0.13,102.32,3.75,53.19,96.25,46.81,0,36.11,0,104.06,3.09,25.46,37.19,46.87,73.36,91.77,79.85,102.32,53.19,46.81,36.11,104.06,25.46
12510,엘에스전선아시아(주),229640,18-Dec,3.65,39.7,2.68,41.84,2.68,68.71,0,77.58,0,82.46,0.13,131.94,3.76,58.92,96.24,41.08,0,39.1,0,185.27,2.56,14.5,39.7,41.84,68.71,77.58,82.46,131.94,58.92,41.08,39.1,185.27,14.5
