회사명,거래소코드,회계년도,상장일,설립일
(주)제이티,89790,2011/12,2006/10/27,1998/07/07
(주)제이티씨,950170,2019/02,2018/04/06,1994/03/17
(주)제일기획,30000,2011/12,1998/03/03,1973/01/17
(주)제일바이오,52670,2011/12,2002/01/24,1977/05/04
(주)제일테크노스,38010,2011/12,2000/01/11,1971/03/04
(주)제주반도체,80220,2011/12,2005/02/01,2000/04/04
(주)제주항공,89590,2015/12,2015/11/06,2005/01/25
(주)제테마,216080,2019/12,2019/11/14,2009/07/17
(주)젬백스&카엘,82270,2011/12,2005/06/24,1998/03/10
(주)젬백스링크,64800,2011/12,2002/08/22,2000/04/06
(주)조비,1550,2011/12,1976/12/28,1955/11/15
(주)조이시티,67000,2011/12,2008/05/30,1994/05/30
(주)조흥,2600,2011/12,1976/12/23,1959/02/11
(주)종근당,185750,2013/12,2013/12/06,2013/11/05
(주)종근당바이오,63160,2011/12,2001/12/11,2001/11/13
(주)종근당홀딩스,1630,2011/12,1976/06/30,1956/01/10
(주)좋은사람들,33340,2011/12,1997/11/03,1993/05/01
(주)주연테크,44380,2011/12,2006/11/15,1988/05/10
(주)중앙디앤엠,51980,2011/12,2001/07/31,1999/04/23
(주)중앙백신연구소,72020,2011/12,2003/10/31,1994/10/04
(주)중앙에너비스,440,2011/09,1993/03/24,1946/10/01
(주)지노믹트리,228760,2019/12,2019/03/27,2000/10/06
(주)지누스,13890,2019/12,2019/10/30,1979/03/08
(주)지니뮤직,43610,2011/12,2000/07/20,1991/02/07
(주)지니틱스,303030,2018/12,2018/08/30,2018/06/26
(주)지란지교시큐리티,208350,2014/12,2014/12/24,2014/09/30
(주)지씨셀,144510,2016/12,2016/06/23,2011/06/21
(주)지어소프트,51160,2011/12,2002/05/28,1998/08/13
(주)지에스,78930,2011/12,2004/08/05,2004/07/01
(주)지에스글로벌,1250,2011/12,1976/06/26,1954/07/31
(주)지에스리테일,7070,2011/12,2011/12/23,1971/02/13
(주)지에스이,53050,2011/12,2001/10/11,1989/04/21
(주)지엔씨에너지,119850,2013/12,2013/10/02,1993/06/23
(주)지엔코,65060,2011/12,2002/05/28,1997/05/31
(주)지투알,35000,2011/12,1999/08/11,1984/05/31
(주)지티지웰니스,219750,2018/12,2018/09/21,1999/02/12
(주)진도,88790,2011/12,2006/03/28,2006/03/03
(주)진로발효,18120,2011/12,1993/12/29,1984/12/31
(주)진매트릭스,109820,2011/12,2009/11/06,2000/12/07
(주)진바이오텍,86060,2011/12,2006/04/28,2000/03/15
(주)진성티이씨,36890,2011/12,2000/07/20,1982/04/28
(주)진양홀딩스,100250,2011/12,2008/02/15,2008/01/07
(주)진에어,272450,2017/12,2017/12/08,2008/01/23
(주)차바이오텍,85660,2011/12,2005/12/27,2002/11/06
(주)창해에탄올,4650,2014/12,2014/07/30,1966/06/16
(주)천보,278280,2019/12,2019/02/11,2007/10/08
(주)천일고속,650,2011/12,1977/06/23,1949/09/30
(주)체리부로,66360,2017/12,2017/12/04,1991/09/07
(주)체시스,33250,2011/06,1999/08/11,1989/08/03
(주)초록뱀미디어,47820,2011/12,2002/12/24,1998/05/26
(주)초록뱀이앤엠,131100,2011/12,2011/06/14,2007/03/14
(주)초록뱀컴퍼니,52300,2011/12,2001/08/02,1995/08/17
(주)초록뱀헬스케어,118000,2011/12,2009/12/30,2009/12/01
(주)칩스앤미디어,94360,2013/12,2013/10/29,2003/03/06
(주)카나리아바이오,16790,2018/12,2018/06/01,1983/03/05
(주)카스,16920,2011/12,1990/01/04,1983/04/19
(주)카이노스메드,284620,2018/12,2018/06/08,2017/11/03
(주)카카오,35720,2017/12,2017/07/10,1995/02/16
(주)카프로,6380,2011/12,1974/05/28,1969/12/30
(주)캐리소프트,317530,2019/12,2019/10/29,2014/10/30
(주)캐스텍코리아,71850,2014/12,2014/05/27,1998/12/23
(주)캠시스,50110,2011/12,2001/05/17,1993/02/01
(주)컴투스,78340,2011/12,2007/07/06,1998/07/31
(주)컴투스홀딩스,63080,2011/12,2009/07/30,2000/01/10
(주)케스피온,79190,2011/12,2005/11/29,1998/06/01
(주)케어랩스,263700,2018/12,2018/03/28,2012/04/10
(주)케어젠,214370,2015/12,2015/11/17,2001/08/23
(주)케이비지,318000,2019/12,2019/08/01,2001/03/02
(주)케이사인,192250,2014/12,2014/04/28,2013/12/26
(주)케이씨,29460,2011/12,1997/11/25,1987/02/16
(주)케이씨씨,2380,2011/12,1973/06/25,1958/08/12
(주)케이씨씨건설,21320,2011/12,2001/08/21,1989/01/27
(주)케이씨아이,36670,2011/12,2001/01/03,1991/07/13
(주)케이씨에스,115500,2011/12,2010/04/14,2002/12/06
(주)케이씨텍,281820,2017/12,2017/12/05,2017/11/01
(주)케이씨티,89150,2011/12,2006/12/13,2002/12/14
(주)케이씨티시,9070,2011/12,1978/09/20,1973/07/20
(주)케이씨피드,25880,2011/12,1995/07/07,1970/05/06
(주)케이아이엔엑스,93320,2011/12,2011/02/08,2000/06/17
(주)케이에스에스해운,44450,2011/12,2007/10/26,1984/06/27
(주)케이에스피,73010,2011/12,2004/12/17,2000/06/28
(주)케이에이치바텍,60720,2011/12,2002/05/21,1992/11/23
(주)케이에이치필룩스,33180,2011/12,2001/12/26,1983/12/01
(주)케이엑스이노베이션,122450,2011/12,2011/05/25,2000/10/19
(주)케이엑스하이텍,52900,2011/12,2005/01/18,1997/03/05
(주)케이엔더블유,105330,2011/12,2009/09/29,2001/01/12
(주)케이엔엔,58400,2011/12,2010/11/03,1994/09/07
(주)케이엔제이,272110,2019/12,2019/10/25,2005/04/28
(주)케이엘넷,39420,2011/12,2002/03/12,1994/03/30
(주)케이엠,83550,2011/12,2005/12/20,1989/09/28
(주)케이엠더블유,32500,2011/12,2000/03/21,1994/10/05
(주)케이이씨,92220,2011/12,2006/10/16,2006/09/12
(주)케이지모빌리언스,46440,2011/12,2004/12/14,2000/03/17
(주)케이지이니시스,35600,2011/12,2002/11/22,1998/11/03
(주)케이티,30200,2011/12,1998/12/23,1981/12/10
(주)케이티서브마린,60370,2011/12,2002/02/15,1995/04/17
(주)케이티스카이라이프,53210,2011/12,2011/06/03,2001/01/12
(주)케이티씨에스,58850,2011/12,2010/09/16,2001/07/02
(주)케이티아이에스,58860,2011/12,2010/12/17,2001/06/27
(주)케이티알파,36030,2011/12,1999/12/24,1991/12/09
(주)케이티앤지,33780,2011/12,1999/10/08,1987/04/01
(주)케이프,64820,2011/12,2007/05/29,1983/12/26
(주)케이피에스,256940,2017/12,2017/09/06,2000/09/04
(주)케이피에프,24880,2011/12,1994/12/29,1963/10/31
(주)케이피엠테크,42040,2011/12,2003/01/07,1978/12/28
(주)케이피티유,54410,2011/12,2002/04/25,1995/08/09
(주)케일럼,258610,2017/12,2017/08/22,2009/05/19
(주)켐온,217600,2015/12,2015/06/26,2015/03/26
(주)켐트로닉스,89010,2011/12,2007/01/17,1997/04/01
(주)켐트로스,220260,2015/12,2015/07/27,2015/05/14
(주)코다코,46070,2011/12,2000/12/26,1997/02/14
(주)코데즈컴바인,47770,2011/12,2001/09/18,1995/08/16
(주)코디,80530,2011/12,2010/01/05,1999/02/13
(주)코디엠,224060,2015/12,2015/12/29,1999/07/27
(주)코렌텍,104540,2013/12,2013/03/05,2000/05/30
(주)코리아나화장품,27050,2011/12,1999/12/10,1988/11/15
(주)코리아센터,290510,2019/12,2019/11/29,2000/01/12
(주)코리아써키트,7810,2011/12,1985/09/09,1972/04/11
(주)코리아에스이,101670,2011/12,2008/07/15,1995/01/27
(주)코맥스,36690,2011/12,2000/01/18,1976/12/03
(주)코메론,49430,2011/12,2001/01/16,1983/01/25
(주)코미코,183300,2017/12,2017/03/23,2013/08/13
(주)코미팜,41960,2011/12,2001/10/30,1972/09/21
(주)코세스,89890,2011/12,2006/11/08,1994/01/25
(주)코센,9730,2011/12,1990/07/27,1974/03/25
(주)코스나인,82660,2011/12,2005/10/05,2001/06/20
(주)코스메카코리아,241710,2016/12,2016/10/28,1999/10/05
(주)코스온,69110,2011/12,2003/10/14,1999/12/07
(주)코썬바이오,204990,2016/12,2016/12/09,2006/08/04
(주)코아스,71950,2011/12,2005/08/04,1992/07/24
(주)코아시아,45970,2011/12,2000/08/03,1993/05/25
(주)코아시아옵틱스,196450,2014/12,2014/06/02,2014/05/09
(주)코엔텍,29960,2011/12,2004/06/18,1993/07/16
(주)코오롱,2020,2011/12,1975/06/23,1957/04/12
(주)코원플레이,56000,2011/12,2003/07/11,1996/09/11
(주)코윈테크,282880,2019/12,2019/08/05,1998/10/16
(주)코이즈,121850,2012/12,2012/09/27,2006/02/16
(주)코콤,15710,2011/12,1997/09/30,1976/06/01
(주)코텍,52330,2011/12,2001/07/10,1987/03/06
(주)코퍼스코리아,322780,2019/12,2019/05/31,2019/04/01
(주)코프라,126600,2011/12,2010/11/12,1997/10/13
(주)콘텐트리중앙,36420,2019/12,2019/10/18,1987/09/28
(주)콤텍시스템,31820,2011/12,1997/02/12,1983/08/18
(주)큐로,15590,2011/12,1989/05/27,1981/09/30
(주)큐로컴,40350,2011/12,2002/01/10,1997/04/24
(주)큐로홀딩스,51780,2011/12,2001/06/26,1987/12/29
(주)큐리언트,115180,2016/12,2016/02/29,2008/07/02
(주)큐브엔터테인먼트,182360,2013/12,2013/11/21,2013/07/25
(주)큐에스아이,66310,2011/12,2006/11/24,2000/07/07
(주)크라운제과,264900,2017/12,2017/04/11,2017/03/02
(주)크라운해태홀딩스,5740,2011/12,1976/06/30,1968/09/18
(주)크레버스,96240,2011/12,2008/06/27,2002/06/05
(주)크리스에프앤씨,110790,2018/12,2018/10/01,1998/08/06
(주)크린앤사이언스,45520,2011/12,2000/12/05,1979/12/31
(주)클라우드에어,36170,2011/12,1999/12/21,1993/12/02
(주)클래시스,214150,2015/12,2015/04/03,2015/01/15
(주)클리오,237880,2016/12,2016/11/09,1997/05/31
(주)키다리스튜디오,20120,2011/12,1996/07/03,1987/07/29
(주)키이스트,54780,2011/12,2003/11/14,1996/10/08
(주)타이거일렉,219130,2015/12,2015/09/25,2000/07/28
(주)탑엔지니어링,65130,2011/12,2003/01/29,1993/11/13
(주)탑코미디어,134580,2013/12,2013/11/26,2007/02/01
(주)태경비케이,14580,2011/12,1991/03/07,1980/01/22
(주)태광,23160,2011/12,1994/09/07,1982/09/01
(주)태성,323280,2019/12,2019/06/24,2019/04/05
(주)태양,53620,2011/12,2001/08/07,1989/10/14
(주)태영건설,9410,2011/12,1989/11/13,1973/11/20
(주)태웅,44490,2011/12,2001/11/08,1987/06/19
(주)태웅로직스,124560,2019/12,2019/12/10,1996/01/20
(주)테라젠이텍스,66700,2011/12,2004/05/27,1990/09/27
(주)테스,95610,2011/12,2008/05/20,2002/09/19
(주)테이팩스,55490,2017/12,2017/10/31,1994/04/15
(주)테크윙,89030,2011/12,2011/11/10,2002/08/01
(주)텔레칩스,54450,2011/12,2004/12/10,1999/10/29
(주)텔레필드,91440,2011/12,2008/02/01,2000/09/20
(주)텔콘알에프제약,200230,2014/12,2014/11/24,1999/01/08
(주)토니모리,214420,2015/12,2015/07/10,2006/07/26
(주)토박스코리아,215480,2015/12,2015/05/13,2015/02/24
(주)토비스,51360,2011/12,2004/11/19,1998/09/08
(주)토탈소프트뱅크,45340,2011/12,2002/07/19,1989/01/14
(주)톱텍,108230,2011/12,2009/09/15,1996/06/20
(주)투비소프트,79970,2011/12,2010/06/01,2000/07/10
(주)트루윈,105550,2014/12,2014/07/11,2006/05/12
(주)특수건설,26150,2011/12,1997/08/06,1971/05/31
(주)티라유텍,322180,2019/12,2019/10/31,2006/08/25
(주)티로보틱스,117730,2018/12,2018/11/29,2004/10/27
(주)티비씨,33830,2011/12,2010/11/29,1994/10/07
(주)티비에이치글로벌,84870,2011/12,2005/12/19,2001/01/01
(주)티사이언티픽,57680,2011/12,2002/06/18,1998/08/21
(주)티씨케이,64760,2011/12,2003/08/18,1996/08/07
(주)티앤알바이오팹,246710,2018/12,2018/11/28,2013/03/11
(주)티에스넥스젠,43220,2011/12,2001/07/03,1995/07/31
(주)티에스이,131290,2011/12,2011/01/05,1995/08/31
(주)티에스트릴리온,317240,2019/12,2019/04/29,2019/01/11
(주)티에이치엔,19180,2011/12,1996/07/31,1986/07/23
(주)티엘아이,62860,2011/12,2006/07/25,1998/10/28
(주)티움바이오,321550,2019/12,2019/11/22,2016/12/07
(주)티웨이항공,91810,2018/12,2018/08/01,2010/08/16
(주)티웨이홀딩스,4870,2011/12,1977/06/30,1945/10/10
(주)티케이케미칼,104480,2011/12,2011/04/26,2007/11/09
(주)티플랙스,81150,2011/12,2009/04/23,1991/12/13
(주)티피씨,130740,2011/12,2011/02/08,1999/01/01
(주)티피씨메카트로닉스,48770,2011/06,2001/01/16,1979/01/23
(주)파나진,46210,2011/12,2000/08/16,1976/07/01
(주)파라다이스,34230,2011/12,2002/11/05,1972/04/27
(주)파라텍,33540,2011/12,1997/12/26,1973/06/08
(주)파루,43200,2011/12,2000/07/19,1995/08/28
(주)파마리서치,214450,2015/12,2015/07/24,2001/03/03
(주)파멥신,208340,2018/12,2018/11/21,2008/09/03
(주)파버나인,177830,2014/12,2014/08/04,1997/07/04
(주)파세코,37070,2011/12,2000/01/04,1986/08/01
(주)파수,150900,2013/12,2013/10/18,2000/06/08
(주)파워넷,37030,2018/12,2018/06/07,1994/02/28
(주)파워로직스,47310,2011/12,2003/07/25,1997/09/03
(주)파이오링크,170790,2013/12,2013/08/02,2000/07/26
(주)파인디앤씨,49120,2011/12,2001/07/26,1999/03/19
(주)파인디지털,38950,2011/12,2000/05/04,1992/10/20
(주)파인테크닉스,106240,2011/12,2009/03/16,2009/01/05
(주)파인텍,131760,2015/12,2015/08/17,2008/11/19
(주)파커스,65690,2011/12,2002/07/16,1987/06/23
(주)파크시스템스,140860,2015/12,2015/12/17,1997/04/03
(주)파트론,91700,2011/12,2006/12/13,2003/01/28
(주)판타지오,32800,2011/12,1997/06/26,1991/01/08
(주)팜스빌,318010,2019/12,2019/10/22,2000/03/15
(주)팜스코,36580,2011/12,1999/10/25,1999/10/01
(주)팜스토리,27710,2011/12,1996/07/06,1991/04/17
(주)팬스타엔터프라이즈,54300,2011/12,2002/01/10,1995/11/21
(주)팬엔터테인먼트,68050,2011/12,2006/07/07,1998/04/03
(주)팬젠,222110,2016/12,2016/03/11,2010/01/11
(주)퍼시스,16800,2011/12,1996/12/24,1983/03/11
(주)펄어비스,263750,2018/12,2017/09/14,2010/09/10
(주)펩트론,87010,2015/12,2015/07/22,1997/11/21
(주)포메탈,119500,2011/12,2010/09/17,1969/10/15
(주)포스코아이씨티,22100,2011/12,2000/11/28,1989/11/15
(주)포스코엠텍,9520,2011/12,1997/11/10,1973/12/27
(주)포스코인터내셔널,47050,2011/12,2001/03/23,2000/12/27
(주)포스코케미칼,3670,2019/12,2019/05/29,1971/05/13
(주)포시에스,189690,2015/06,2015/02/11,2008/07/23
(주)포인트엔지니어링,256630,2017/12,2017/05/02,2016/10/13
(주)포커스에이치엔에스,331380,2019/12,2019/10/02,2019/07/10
(주)폴라리스세원,234100,2017/12,2017/10/20,1992/01/01
(주)폴라리스오피스,41020,2011/12,2005/10/28,1997/04/03
(주)폴라리스우노,114630,2011/12,2010/01/15,1999/07/19
(주)푸드나무,290720,2018/12,2018/10/04,2013/01/14
(주)푸드웰,5670,2011/12,1993/12/07,1968/08/09
(주)푸른기술,94940,2011/12,2007/09/14,1997/07/24
(주)풀무원,17810,2011/12,1995/10/05,1984/05/31
(주)풍강,93380,2011/08,2007/06/01,1974/09/10
(주)풍산,103140,2011/12,2008/07/30,2008/07/04
(주)풍산홀딩스,5810,2011/12,1988/07/28,1968/10/22
(주)퓨쳐켐,220100,2016/12,2016/12/01,2001/08/13
(주)프럼파스트,35200,2011/12,2002/01/15,1992/06/24
(주)프로스테믹스,203690,2014/12,2014/09/30,2014/06/25
(주)프로이천,321260,2019/12,2019/05/31,2019/03/13
(주)프로텍,53610,2011/12,2001/08/17,1997/09/01
(주)프리엠스,53160,2011/12,2001/10/30,1989/11/28
(주)플래스크,41590,2011/12,2002/11/01,1998/12/28
(주)플랜티넷,75130,2011/12,2005/06/10,2000/06/01
(주)플레이그램,9810,2011/12,1988/08/31,1974/04/17
(주)플레이위드,23770,2011/12,1994/11/07,1984/07/25
(주)플리토,300080,2019/12,2019/07/17,2012/08/24
(주)피델릭스,32580,2011/12,1997/04/22,1990/08/20
(주)피씨디렉트,51380,2011/12,2002/02/15,1998/09/01
(주)피에스엠씨,24850,2011/12,2001/01/18,1978/06/16
(주)피에이치씨,57880,2011/12,2003/12/29,1998/05/06
(주)피엔티,137400,2012/12,2012/07/06,2003/12/30
(주)피엔풍년,24940,2011/12,1995/01/04,1974/11/17
(주)피제이메탈,128660,2011/12,2010/12/13,2010/06/30
(주)피제이전자,6140,2011/12,1993/12/07,1969/07/18
(주)피피아이,62970,2019/12,2019/12/26,1999/09/21
(주)픽셀플러스,87600,2015/12,2015/06/12,2000/04/12
(주)필옵틱스,161580,2017/12,2017/06/01,2008/02/05
(주)하나투어,39130,2011/12,2011/11/01,1993/10/25
(주)하림,136480,2011/12,2011/05/02,2011/01/04
(주)하림지주,3380,2017/12,2017/06/30,1950/04/01
(주)하이로닉,149980,2014/12,2014/12/17,2007/12/11
(주)하이비젼시스템,126700,2011/12,2010/09/10,2010/04/08
(주)하이소닉,106080,2011/12,2010/02/09,2001/03/29
(주)하이스틸,71090,2011/12,2003/02/17,2003/01/01
(주)하이텍팜,106190,2011/12,2010/07/28,1998/09/01
(주)하이트론씨스템즈,19490,2011/12,1998/11/04,1986/11/10
(주)하츠,66130,2011/12,2003/02/11,1988/10/10
(주)한국가구,4590,2011/12,1993/06/03,1966/05/20
(주)한국경제티브이,39340,2011/12,2004/07/30,1999/08/31
(주)한국비엔씨,256840,2016/12,2016/12/28,2016/10/14
(주)한국전자홀딩스,6200,2011/12,1979/11/30,1969/09/09
(주)한국종합기술,23350,2011/12,2011/04/28,1963/03/09
(주)한국카본,17960,2011/12,1995/07/08,1984/09/17
(주)한국코퍼레이션,50540,2011/12,2005/12/12,1991/07/24
(주)한국큐빅,21650,2011/12,2003/01/24,1989/05/13
(주)한국테크놀로지,53590,2011/12,2001/08/23,1997/07/22
(주)한국특강,7280,2011/12,1989/11/13,1971/05/18
(주)한국팩키지,37230,2011/12,1999/12/21,1993/11/08
(주)한국화장품제조,3350,2011/12,1978/02/06,1962/03/21
(주)한글과컴퓨터,30520,2011/12,1996/09/24,1990/10/09
(주)한네트,52600,2011/12,2001/07/10,1997/04/15
(주)한농화성,11500,2011/12,2003/01/09,1976/07/10
(주)한독,2390,2011/12,1976/06/30,1954/04/27
(주)한독크린텍,256150,2019/12,2019/09/05,2003/11/26
(주)한라,14790,2011/12,1994/08/12,1980/05/02
(주)한라홀딩스,60980,2011/12,2010/05/19,1999/11/27
(주)한미글로벌건축사사무소,53690,2011/12,2009/06/23,1996/06/18
(주)한빛소프트,47080,2011/12,2002/01/10,1999/01/06
(주)한샘,9240,2011/12,2002/07/16,1973/09/12
(주)한섬,20000,2011/12,1996/07/03,1987/05/25
(주)한솔케미칼,14680,2011/12,1989/05/20,1980/03/13
(주)한솔홈데코,25750,2011/12,2003/11/04,1991/12/27
(주)한송네오텍,226440,2015/12,2015/10/06,2015/07/30
(주)한익스프레스,14130,2011/12,1989/07/25,1979/05/15
(주)한일진공,123840,2011/12,2010/10/05,2010/03/23
(주)한진,2320,2011/12,1974/08/12,1958/03/10
(주)한진중공업홀딩스,3480,2011/12,1956/03/03,1937/07/10
(주)한진칼,180640,2013/12,2013/09/16,2013/08/01
(주)한창,5110,2011/12,1976/06/01,1967/07/10
(주)한창바이오텍,43090,2011/12,2001/10/11,1987/04/16
(주)한창제지,9460,2011/12,1987/12/23,1973/12/06
(주)한컴위드,54920,2011/12,2001/11/01,1999/03/31
(주)한탑,2680,2011/12,1995/07/07,1959/06/26
(주)한화,880,2011/12,1976/06/24,1952/10/28
(주)핸디소프트,220180,2016/12,2016/11/24,2009/11/01
(주)헥토이노베이션,214180,2015/12,2015/06/30,2009/03/25
(주)헥토파이낸셜,234340,2019/12,2019/07/12,2000/10/09
(주)헬릭스미스,84990,2011/12,2005/12/29,1996/11/21
(주)현대공업,170030,2013/12,2013/12/04,1978/09/12
(주)현대그린푸드,5440,2011/12,1989/08/22,1968/02/27
(주)현대리바트,79430,2011/12,2005/11/22,1999/06/10
(주)현대미포조선,10620,2011/12,1983/12/20,1975/04/28
(주)현대바이오랜드,52260,2011/12,2001/05/17,1995/09/01
(주)현대백화점,69960,2011/12,2002/11/25,2002/11/01
(주)현대에버다임,41440,2011/12,2003/11/14,1994/07/01
(주)현대이지웰,90850,2013/12,2013/12/27,2003/01/14
(주)현대퓨처넷,126560,2011/12,2010/12/23,1992/03/16
(주)현대홈쇼핑,57050,2011/12,2010/09/13,2001/05/29
(주)협진,138360,2013/12,2013/11/08,2004/06/30
(주)형지아이앤씨,11080,2011/12,2004/07/02,1976/02/25
(주)형지엘리트,93240,2011/06,2009/09/28,2002/04/25
(주)혜인,3010,2011/12,1988/09/20,1960/10/17
(주)호텔신라,8770,2011/12,1991/03/12,1973/05/09
(주)홈센타홀딩스,60560,2011/12,2002/07/11,1988/07/25
(주)홈캐스트,64240,2011/12,2003/06/11,2000/04/27
(주)화승엔터프라이즈,241590,2016/12,2016/10/04,2015/11/17
(주)화승인더스트리,6060,2011/12,1991/02/04,1969/05/07
(주)화승코퍼레이션,13520,2011/12,1991/02/22,1978/09/15
(주)화신,10690,2011/12,1994/01/14,1975/07/01
(주)화신정공,126640,2011/12,2010/08/31,2010/04/28
(주)화인베스틸,133820,2014/12,2014/07/22,2007/10/01
(주)황금에스티,32560,2011/12,2009/10/29,1986/08/24
(주)효성,4800,2011/12,1973/06/30,1966/11/03
(주)후성,93370,2011/12,2006/12/22,2006/11/24
(주)휠라홀딩스,81660,2011/12,2010/09/28,1991/07/23
(주)휴네시온,290270,2018/12,2018/08/02,2003/12/15
(주)휴니드테크놀러지스,5870,2011/12,1991/09/03,1968/12/11
(주)휴맥스,115160,2011/12,2009/11/16,2009/10/15
(주)휴맥스홀딩스,28080,2011/12,1997/04/16,1989/01/09
(주)휴먼엔,32860,2011/12,1997/07/04,1986/01/01
(주)휴메딕스,200670,2014/12,2014/12/26,2003/02/07
(주)휴비스,79980,2012/12,2012/02/23,2000/11/01
(주)휴비츠,65510,2011/12,2003/10/31,1999/04/27
(주)휴센텍,215090,2015/12,2015/04/28,2015/02/12
(주)휴스틸,5010,2011/12,1973/06/29,1967/04/18
(주)휴엠앤씨,263920,2017/12,2017/09/28,2002/06/25
(주)휴온스,243070,2016/12,2016/06/03,2016/05/03
(주)휴온스글로벌,84110,2011/12,2006/12/19,1987/07/10
(주)흥국,10240,2011/12,2009/05/12,1974/10/17
(주)흥국에프엔비,189980,2015/12,2015/08/07,2008/03/25
(주)희림종합건축사사무소,37440,2011/12,2000/02/03,1996/07/30
(주)힘스,238490,2017/12,2017/07/20,1999/01/15
AJ네트웍스(주),95570,2015/12,2015/08/21,2000/02/10
CS홀딩스(주),590,2011/12,1975/12/22,1949/01/12
HD현대(주),267250,2017/12,2017/05/10,2017/04/03
KB오토시스(주),24120,2011/12,1994/12/07,1985/10/14
KD(주),44180,2011/12,2000/11/16,1976/08/06
KG스틸(주),16380,2011/12,1986/02/03,1982/10/27
KISCO홀딩스(주),1940,2011/12,1989/11/13,1957/02/19
LG이노텍(주),11070,2011/12,2008/07/24,1976/02/24
LS일렉트릭(주),10120,2011/12,1994/07/11,1974/07/24
OCI(주),10060,2011/12,1985/07/09,1974/07/01
SK이노베이션(주),96770,2011/12,2007/07/25,2007/07/03
SNT모티브(주),64960,2011/12,2002/03/11,2002/02/06
SNT중공업(주),3570,2011/12,1976/07/08,1959/04/01
STX엔진(주),77970,2011/12,2004/05/10,2004/04/01
STX중공업(주),71970,2011/12,2009/05/15,2001/06/15
가온미디어(주),78890,2011/12,2005/07/12,2001/05/11
가온전선(주),500,2011/12,1987/06/08,1947/09/24
감성코퍼레이션(주),36620,2011/12,2000/01/11,1994/07/28
강남제비스코(주),860,2011/12,1975/11/16,1952/07/16
갤럭시아머니트리(주),94480,2011/12,2007/07/20,1994/10/05
경남스틸(주),39240,2011/12,2000/03/07,1990/11/15
경남제약(주),53950,2011/12,2001/11/06,1998/12/29
경동제약(주),11040,2011/12,1992/12/18,1976/02/12
경인전자(주),9140,2011/12,1989/06/20,1973/08/06
경창산업(주),24910,2011/12,1994/12/29,1977/06/22
계룡건설산업(주),13580,2011/12,1996/01/30,1978/10/11
계양전기(주),12200,2011/12,1988/07/06,1977/04/27
고려산업(주),2140,2011/12,1991/01/14,1957/07/24
고려신용정보(주),49720,2011/12,2002/01/31,1991/06/27
고려아연(주),10130,2011/12,1990/07/28,1974/08/01
고려제강(주),2240,2011/12,1976/05/25,1945/09/21
고려제약(주),14570,2011/12,2000/12/07,1980/01/10
광동제약(주),9290,2011/12,1989/11/17,1963/10/16
광전자(주),17900,2011/12,1996/10/16,1984/07/31
광진실업(주),26910,2011/12,1996/01/03,1976/12/06
국도화학(주),7690,2011/12,1989/08/05,1972/02/22
국일신동(주),60480,2014/12,2014/12/29,1993/02/26
국일제지(주),78130,2011/12,2004/10/22,1978/08/21
국제약품(주),2720,2011/03,1975/12/23,1959/07/27
그랜드코리아레저(주),114090,2011/12,2009/11/19,2005/09/06
그레이트리치과기유한공사,900290,2016/06,2016/10/25,2012/09/11
그린케미칼(주),83420,2011/12,2005/10/20,2003/01/01
극동유화(주),14530,2011/12,1991/01/31,1979/12/28
글로벌에스엠테크리미티드,900070,2011/12,2009/12/23,2008/08/28
글로벌텍스프리(주),204620,2014/12,2014/11/19,2014/07/31
글로본(주),19660,2011/03,1992/06/04,1986/12/20
금강공업(주),14280,2011/12,1988/09/10,1979/08/08
금강철강(주),53260,2011/12,2002/01/04,1977/01/12
금호건설(주),2990,2011/12,1976/06/26,1960/09/05
금호석유화학(주),11780,2011/12,1988/01/22,1970/12/28
금호전기(주),1210,2011/12,1973/11/05,1935/05/25
금호타이어(주),73240,2011/12,2005/02/17,2003/06/30
기신정기(주),92440,2011/03,2007/10/30,1988/11/01
기아(주),270,2011/12,1973/07/21,1944/12/11
깨끗한나라(주),4540,2011/12,1974/06/19,1966/03/07
나노캠텍(주),91970,2011/12,2007/01/30,1999/12/23
나라엠앤디(주),51490,2011/12,2001/06/12,1999/02/19
나무기술(주),242040,2016/12,2016/09/07,2016/03/30
나이스정보통신(주),36800,2011/12,2000/05/03,1988/05/12
나이스평가정보(주),30190,2011/12,2000/05/16,1985/02/28
남광토건(주),1260,2011/12,1976/12/28,1954/08/05
남양유업(주),3920,2011/12,1978/06/24,1964/03/13
남해화학(주),25860,2011/12,1995/11/10,1947/05/08
남화산업(주),111710,2018/12,2018/11/29,1990/02/23
남화토건(주),91590,2012/12,2012/01/31,1959/08/22
네이버(주),35420,2011/12,2008/11/28,1999/06/02
넥센타이어(주),2350,2011/12,1976/05/19,1958/04/11
넷마블(주),251270,2017/12,2017/05/12,2011/11/17
농업회사법인(주)농우바이오,54050,2011/10,2002/04/02,1990/06/05
농업회사법인아시아종묘(주),154030,2018/09,2018/02/12,2004/06/24
뉴지랩파마(주),214870,2015/12,2015/10/13,2004/02/24
다믈멀티미디어(주),93640,2011/12,2007/10/19,1998/12/18
다스코(주),58730,2011/12,2004/08/02,1996/01/26
대동금속(주),20400,2011/12,1993/07/30,1987/12/29
대동기어(주),8830,2011/12,1991/05/17,1973/05/29
대동전자(주),8110,2011/03,1990/06/05,1972/10/10
대림비앤코(주),5750,2011/12,1992/12/23,1968/09/20
대림통상(주),6570,2011/12,1975/11/08,1970/04/01
