회사명,거래소코드,회계년도,상장일,설립일
전진바이오팜(주),110020,2018/12,2018/12/14,2004/09/23
제너셈(주),217190,2015/12,2015/09/25,2000/11/21
제룡산업(주),147830,2012/12,2012/02/13,2011/11/04
제룡전기(주),33100,2011/12,1997/08/18,1986/12/18
제이더블유생명과학(주),234080,2016/12,2016/10/27,1994/05/21
제이더블유신약(주),67290,2011/12,2003/02/11,1981/08/13
제이더블유중외제약(주),1060,2011/12,1976/06/14,1945/08/08
제이더블유홀딩스(주),96760,2011/12,2007/07/31,2007/07/03
제이스코홀딩스(주),23440,2011/12,1994/10/07,1964/07/18
제이씨케미칼(주),137950,2011/12,2011/08/08,2006/03/24
제이씨현시스템(주),33320,2011/12,1997/11/10,1991/05/11
제이엔케이히터(주),126880,2011/12,2011/01/31,1998/09/28
제이엠아이(주),33050,2011/12,1997/08/18,1993/02/20
제이엠티(주),94970,2011/12,2007/10/12,1998/06/01
제이준코스메틱(주),25620,2011/12,1995/07/08,1975/04/20
제일약품(주),271980,2017/12,2017/07/17,2017/06/01
제일연마공업(주),1560,2011/12,2005/12/09,1974/12/27
제일파마홀딩스(주),2620,2011/12,1988/01/20,1959/03/07
조광아이엘아이(주),44060,2011/12,2001/01/18,1994/05/31
조광페인트(주),4910,2011/12,1976/12/27,1967/01/16
조광피혁(주),4700,2011/12,1977/05/27,1966/08/03
조선내화(주),480,2011/12,1978/06/30,1947/05/15
조선선재(주),120030,2011/12,2010/02/19,2010/01/01
조아제약(주),34940,2011/12,1999/08/13,1996/03/15
조일알미늄(주),18470,2011/12,1988/11/22,1985/09/19
주성엔지니어링(주),36930,2011/12,1999/12/24,1995/04/13
줌인터넷(주),239340,2016/12,2016/06/09,2016/02/12
지나인제약(주),78650,2011/12,2010/10/22,1999/11/03
지니언스(주),263860,2017/12,2017/08/02,2005/01/06
지더블유바이텍(주),36180,2011/12,1999/12/21,1994/03/29
지에스건설(주),6360,2011/12,1981/08/03,1969/12/19
지에이치신소재(주),130500,2013/12,2013/08/01,2001/12/07
지엔원에너지(주),270520,2017/12,2017/08/22,2017/04/20
지엘팜텍(주),204840,2014/12,2014/11/20,2014/07/29
지엠비코리아(주),13870,2012/12,2012/11/20,1979/03/20
진양산업(주),3780,2011/12,1973/06/26,1963/07/18
진양제약(주),7370,2011/12,2000/07/27,1978/06/07
진양폴리우레탄(주),10640,2011/12,1989/09/30,1975/06/07
진양화학(주),51630,2011/12,2001/01/29,2001/01/03
진원생명과학(주),11000,2011/12,1987/11/16,1976/01/27
진흥기업(주),2780,2011/12,1977/06/25,1959/09/03
차이나크리스탈신소재홀딩스,900250,2014/12,2016/01/28,2012/02/23
참엔지니어링(주),9310,2011/12,1987/11/12,1973/10/04
참존글로벌(주),158310,2013/12,2013/04/03,1996/07/26
참좋은여행(주),94850,2011/12,2007/04/30,2007/02/20
카페24(주),42000,2018/12,2018/02/08,1999/05/17
커머스마이너 (주),223310,2015/12,2015/12/24,2011/01/19
컨버즈(주),109070,2011/12,2009/03/17,2009/02/25
컬러레이홀딩스,900310,2016/12,2017/08/10,2013/10/14
케이디켐(주),221980,2015/12,2015/11/19,1986/07/18
케이만금세기차륜집단유한공사,900280,2015/12,2016/10/19,2014/09/03
케이비아이동국실업(주),1620,2011/12,1990/09/15,1955/12/29
케이비아이메탈(주),24840,2011/12,1994/12/29,1987/02/25
케이씨그린홀딩스(주),9440,2011/12,1994/11/05,1973/11/27
케이씨코트렐(주),119650,2011/12,2010/01/29,2010/01/06
케이알모터스(주),40,2011/12,1976/05/25,1917/09/17
케이에이치건설(주),226360,2015/12,2015/10/22,2015/07/28
케이에이치전자(주),111870,2011/12,2010/11/05,1988/02/22
케이엠제약(주),225430,2015/12,2015/10/08,2015/07/10
케이지이티에스(주),151860,2013/12,2013/07/24,1999/10/29
케이지케미칼(주),1390,2011/12,1989/08/25,1954/12/31
케이피엑스라이프사이언스(주),114450,2011/12,2009/12/22,2005/04/01
케이피엑스케미칼(주),25000,2011/12,1994/12/27,1974/07/01
케이피엑스홀딩스(주),92230,2011/12,2006/10/12,2006/09/01
코나아이(주),52400,2011/12,2001/10/18,1998/03/11
코드네이처(주),78940,2011/12,2004/08/27,2004/07/02
코리아에프티(주),123410,2011/12,2010/08/27,2010/02/24
코스맥스(주),192820,2014/12,2014/04/07,1992/11/12
코스맥스비티아이(주),44820,2011/12,2006/11/13,1992/11/12
코스맥스엔비티(주),222040,2015/12,2015/12/16,2002/01/02
코스모신소재(주),5070,2011/12,1987/09/28,1967/05/16
코스모화학(주),5420,2011/12,1987/07/23,1968/02/12
코아스템(주),166480,2015/12,2015/06/26,2003/12/29
코오롱글로벌(주),3070,2011/12,1978/09/15,1960/12/28
코오롱생명과학(주),102940,2011/12,2009/04/07,2000/04/21
코오롱인더스트리(주),120110,2011/12,2010/02/01,2010/01/05
코오롱티슈진(주),950160,2017/12,2017/11/06,1999/06/09
코오롱플라스틱(주),138490,2011/12,2011/06/15,1996/03/15
코웨이(주),21240,2011/12,2001/08/07,1989/05/02
코웰패션(주),33290,2011/12,1997/10/13,1974/06/11
코위버(주),56360,2011/12,2001/12/04,2000/02/18
콜마비앤에이치(주),200130,2014/12,2014/07/23,2014/04/22
쿠쿠홀딩스(주),192400,2014/12,2014/08/06,1978/11/15
쿠쿠홈시스(주),284740,2018/12,2018/01/11,2017/12/01
큐렉소(주),60280,2011/12,2002/07/03,1992/02/29
크로바하이텍(주),43590,2011/12,2001/12/20,1974/10/23
크루셜텍(주),114120,2011/12,2010/07/21,2001/04/20
크리스탈지노믹스(주),83790,2011/12,2006/01/06,2000/07/07
키네마스터(주),139670,2011/12,2011/12/02,2002/09/09
태경산업(주),15890,2011/12,1996/01/30,1982/02/15
태경케미컬(주),6890,2011/12,2003/01/28,1970/11/11
태광산업(주),3240,2011/12,1975/12/27,1961/09/15
태림포장(주),11280,2011/12,1988/12/20,1976/04/12
태양금속공업(주),4100,2011/12,1976/05/25,1964/12/24
태원물산(주),1420,2011/12,1975/06/24,1955/01/11
태평양물산(주),7980,2011/12,1994/12/27,1972/06/30
테고사이언스(주),191420,2014/12,2014/11/06,2001/03/20
테라사이언스(주),73640,2011/12,2004/01/06,1993/10/19
텔코웨어(주),78000,2011/12,2004/07/20,2000/01/11
티와이엠(주),2900,2011/12,1973/06/26,1960/02/01
티제이미디어(주),32540,2011/12,1997/04/16,1991/04/18
티케이지애강(주),22220,2011/12,2006/04/11,1990/01/22
티케이지휴켐스(주),69260,2011/12,2002/10/07,2002/09/17
팅크웨어(주),84730,2011/12,2006/05/19,1997/03/26
파나케이아(주),58530,2011/12,2002/02/05,1994/01/25
파미셀(주),5690,2011/12,1988/05/20,1968/08/20
팜젠사이언스(주),4720,2011/12,1990/06/15,1966/08/22
패션플랫폼(주),225590,2015/12,2015/10/05,2015/07/15
팬오션(주),28670,2011/12,2007/09/21,1966/05/28
퍼스텍(주),10820,2011/12,1989/05/10,1975/09/25
펌텍코리아(주),251970,2019/12,2019/07/04,2001/08/10
페이퍼코리아(주),1020,2011/12,1976/05/24,1953/06/06
평화산업(주),90080,2011/12,2006/06/02,2006/05/02
평화홀딩스(주),10770,2011/12,1986/03/31,1950/10/30
포스코스틸리온(주),58430,2011/12,2002/08/16,1988/02/15
포스코홀딩스(주),5490,2011/12,1988/06/10,1968/03/25
풍국주정공업(주),23900,2011/12,1994/11/23,1954/02/27
피씨엘(주),241820,2017/12,2017/02/23,2008/02/12
피앤씨테크(주),237750,2016/12,2016/07/04,1999/03/04
피에스케이(주),319660,2019/12,2019/05/10,2019/04/01
피에스케이홀딩스(주),31980,2011/12,1997/01/07,1990/06/11
피에스텍(주),2230,2011/12,1991/01/04,1957/12/12
피에이치에이(주),43370,2011/12,2001/12/13,1985/04/11
하나마이크론(주),67310,2011/12,2005/10/11,2001/08/23
하나머티리얼즈(주),166090,2017/12,2017/04/28,2007/01/23
하나제약(주),293480,2018/12,2018/10/02,1978/01/19
하이록코리아(주),13030,2011/12,1989/12/15,1978/03/18
하이즈항공(주),221840,2015/12,2015/11/25,2001/11/16
하이트진로(주),80,2011/12,2009/10/19,1954/06/15
하이트진로홀딩스(주),140,2011/12,1973/09/28,1933/08/09
한국가스공사(주),36460,2011/12,1999/12/15,1983/08/18
한국공항(주),5430,2011/12,1976/12/28,1968/02/20
한국기업평가(주),34950,2011/09,2002/02/07,1983/12/29
한국내화(주),10040,2011/12,2000/10/16,1976/03/13
한국단자공업(주),25540,2011/12,1996/10/16,1973/04/20
한국맥널티(주),222980,2015/12,2015/12/23,1997/12/19
한국석유공업(주),4090,2011/12,1977/06/25,1964/12/11
한국선재(주),25550,2011/12,1995/06/19,1990/07/01
한국수출포장공업(주),2200,2011/12,1974/06/08,1957/11/21
한국쉘석유(주),2960,2011/12,1988/08/10,1960/07/05
한국알콜산업(주),17890,2011/12,1992/08/04,1984/07/27
한국앤컴퍼니(주),240,2011/12,1968/12/27,1941/05/10
한국유나이티드제약(주),33270,2011/12,2007/10/23,1987/12/03
한국유니온제약(주),80720,2018/12,2018/07/26,1985/08/10
한국전력공사(주),15760,2011/12,1989/08/10,1961/07/01
한국전력기술(주),52690,2011/12,2009/12/14,1975/10/01
한국전자금융(주),63570,2011/12,2006/07/14,2000/01/11
한국전자인증(주),41460,2011/12,2010/11/19,1999/03/26
한국정밀기계(주),101680,2011/12,2009/05/19,1988/04/21
한국정보공학(주),39740,2011/12,2000/07/06,1990/12/10
한국정보인증(주),53300,2014/12,2014/02/04,1999/07/02
한국정보통신(주),25770,2011/12,1998/01/20,1986/05/09
한국조선해양(주),9540,2011/12,1999/08/24,1973/12/28
한국주강(주),25890,2011/12,1997/07/18,1987/08/26
한국주철관공업(주),970,2011/03,1969/12/12,1953/04/27
한국지역난방공사,71320,2011/12,2010/01/29,1985/11/01
한국철강(주),104700,2011/12,2008/09/29,2008/09/03
한국컴퓨터(주),54040,2011/12,2002/01/15,1994/09/12
한국콜마(주),161890,2013/03,2012/10/19,2012/10/02
한국콜마홀딩스(주),24720,2011/03,2002/04/09,1990/05/15
한국타이어앤테크놀로지(주),161390,2012/12,2012/10/04,2012/09/01
한국프랜지공업(주),10100,2011/12,1987/10/02,1974/07/15
한국항공우주산업(주),47810,2011/12,2011/06/30,1999/12/14
한국화장품(주),123690,2011/12,2010/06/01,2010/05/03
한라아이엠에스(주),92460,2011/12,2007/05/22,1995/07/13
한미반도체(주),42700,2011/12,2005/07/22,1980/12/24
한미사이언스(주),8930,2011/12,1988/06/20,1973/06/15
한미약품(주),128940,2011/12,2010/07/30,2010/07/05
한성기업(주),3680,2011/12,1989/01/26,1963/03/14
한세실업(주),105630,2011/12,2009/03/20,2009/01/06
한세엠케이(주),69640,2011/12,2011/06/21,1995/03/31
한세예스24홀딩스(주),16450,2011/12,2000/01/06,1982/11/18
한솔로지스틱스(주),9180,2011/12,1989/11/13,1973/08/14
한솔아이원스(주),114810,2013/12,2013/02/07,2005/07/01
한솔인티큐브(주),70590,2011/12,2004/01/08,2003/12/16
한솔제지(주),213500,2015/12,2015/01/26,2015/01/02
한솔테크닉스(주),4710,2011/12,1988/07/06,1966/08/30
한솔피엔에스(주),10420,2011/12,1989/05/31,1975/02/04
한솔홀딩스(주),4150,2011/12,1972/05/17,1965/01/19
한스바이오메드(주),42520,2011/09,2009/10/09,1999/09/15
한신공영(주),4960,2011/12,1976/07/07,1967/02/24
한신기계공업(주),11700,2011/12,1987/07/24,1969/09/08
한양디지텍(주),78350,2011/12,2004/05/14,2004/04/19
한양이엔지(주),45100,2011/12,2000/08/31,1988/07/11
한온시스템(주),18880,2011/12,1996/07/31,1986/03/11
한올바이오파마(주),9420,2011/12,1989/12/18,1973/11/20
한일네트웍스(주),46110,2011/12,2006/01/20,1998/08/26
한일단조공업(주),24740,2011/12,1996/11/29,1966/05/16
한일사료(주),5860,2011/12,1994/11/07,1968/11/26
한일시멘트(주),300720,2018/12,2018/08/06,2018/07/02
한일철강(주),2220,2011/12,1988/10/07,1957/12/05
한일현대시멘트(주),6390,2011/12,1975/12/26,1969/12/30
한일홀딩스(주),3300,2011/12,1969/11/20,1961/12/28
한일화학공업(주),7770,2011/12,1992/09/07,1972/02/28
한전산업개발(주),130660,2011/12,2010/12/16,1990/04/11
한전케이피에스(주),51600,2011/12,2007/12/14,1984/03/27
한창산업(주),79170,2011/12,2005/02/01,1985/09/03
한화솔루션(주),9830,2011/12,1974/06/19,1974/04/27
한화시스템(주),272210,2019/12,2019/11/13,2000/01/11
한화에어로스페이스(주),12450,2011/12,1987/05/27,1977/08/01
해성디에스(주),195870,2016/12,2016/06/24,2014/04/17
해성산업(주),34810,2011/12,1999/04/16,1954/02/05
해성옵틱스(주),76610,2013/12,2013/11/06,2002/03/25
해태제과식품(주),101530,2016/12,2016/05/11,2001/07/11
핸즈코퍼레이션(주),143210,2016/12,2016/12/02,1972/03/03
헝셩그룹유한회사,900270,2015/12,2016/08/18,1995/11/14
현대건설(주),720,2011/12,1984/12/22,1950/01/10
현대건설기계(주),267270,2017/12,2017/05/10,2017/04/01
현대글로비스(주),86280,2011/12,2005/12/26,2001/02/22
현대두산인프라코어(주),42670,2011/12,2001/02/02,2000/10/23
현대로템(주),64350,2013/12,2013/10/30,1999/07/01
현대모비스(주),12330,2011/12,1989/09/05,1977/07/01
현대무벡스(주),319400,2019/12,2019/05/08,2019/02/18
현대바이오사이언스(주),48410,2011/12,2002/08/08,2000/05/25
현대비앤지스틸(주),4560,2011/12,1987/03/24,1966/04/07
현대약품(주),4310,2011/11,1978/05/30,1965/07/16
현대에너지솔루션(주),322000,2019/12,2019/11/19,2016/12/21
현대에이치티(주),39010,2011/12,2000/07/20,1998/04/25
현대엘리베이터(주),17800,2011/12,1996/07/03,1984/05/23
현대오토에버(주),307950,2019/12,2019/03/28,2000/04/10
현대위아(주),11210,2011/12,2011/02/21,1976/03/29
현대일렉트릭앤에너지시스템(주),267260,2017/12,2017/05/10,2017/04/01
현대자동차(주),5380,2011/12,1974/06/28,1967/12/29
현대제철(주),4020,2011/12,1987/05/23,1964/09/01
현대코퍼레이션(주),11760,2011/12,1977/12/01,1976/12/08
현대코퍼레이션홀딩스(주),227840,2015/12,2015/10/23,2015/10/02
현우산업(주),92300,2011/12,2007/10/24,1996/10/08
호전실업(주),111110,2017/12,2017/02/02,1985/03/18
화성밸브(주),39610,2011/03,2000/03/16,1987/04/27
화성산업(주),2460,2011/12,1988/09/29,1958/09/01
화일약품(주),61250,2011/12,2002/04/18,1980/11/18
화천기계(주),10660,2011/12,1988/12/12,1975/06/14
화천기공(주),850,2011/12,1999/11/18,1977/10/12
환인제약(주),16580,2011/12,1996/07/03,1982/12/16
효성아이티엑스(주),94280,2011/12,2007/10/25,1997/05/09
효성오앤비(주),97870,2011/06,2008/04/08,1984/08/23
효성중공업(주),298040,2018/12,2018/07/13,2018/06/04
효성첨단소재(주),298050,2018/12,2018/07/13,2018/06/04
효성티앤씨(주),298020,2018/12,2018/07/13,2018/06/04
효성화학(주),298000,2018/12,2018/07/13,2018/06/04
휴림네트웍스(주),192410,2014/12,2014/08/14,1997/10/15
휴림로봇(주),90710,2011/12,2006/12/05,1998/11/29
휴마시스(주),205470,2014/12,2014/12/01,2014/08/29
휴젤(주),145020,2015/12,2015/12/24,2001/11/22
흥구석유(주),24060,2011/12,1994/12/07,1966/12/16
흥아해운(주),3280,2011/12,1976/06/29,1961/12/08
