,매출액증가율,2,3
13313,9.42,9.42,9.42
13314,-24.73,-24.73,-24.73
13315,44.22,44.22,44.22
13316,40.54,39.6,40.54
13317,10.92,0.83,10.92
13318,5.53,3.08,5.53
13319,11.65,10.74,11.65
13320,-37.86,-35.72,-37.86
13321,-4.85,-6.57,-4.85
13322,5.68,3.45,5.68
13323,-0.87,-9.52,-0.87
13324,15.65,19.35,15.65
13325,30.93,30.71,30.93
13326,49.88,47.62,49.88
13327,-3.44,0.22,-3.44
13328,-23.84,-25.46,-23.84
13329,5.62,-46.19,-49.45
13330,28.92,8.62,28.92
13331,-16.48,-27.04,-16.48
13332,24.24,45.08,24.24
13333,21.23,11.86,21.23
13334,-16.3,-9.86,-16.3
13335,-16.8,-9.42,-16.8
13336,26.0,18.54,26.0
13337,49.89,72.28,49.89
13338,-19.73,-82.59,52.35
13339,-35.72,-18.4,-35.72
13340,12.2,-36.77,12.2
13341,-21.38,18.82,-21.38
13342,-37.98,-33.71,-37.98
13343,-7.58,19.39,-7.58
13344,5.43,-9.22,5.43
13345,5.97,-25.55,5.97
13346,-43.79,5.96,-43.79
13347,-36.6,714.93,79.94
13348,27.0,61.95,27.0
13349,-5.24,-4.27,-5.24
13350,2.84,2.83,2.84
13351,-42.71,-42.75,-42.71
13352,7.81,12.03,7.81
13353,53.47,15.93,53.47
13354,-0.67,-10.97,-0.67
13355,-43.37,-46.67,-43.37
13356,-17.74,5.11,-86.66
13357,-12.47,-12.47,11111111.11
13358,-40.31,-40.31,11111111.11
13359,-76.25,-76.25,-63.08
13360,12.06,12.06,11111111.11
13361,941.33,909.68,941.33
13362,60.36,60.36,-86.68
13363,1.6,1.6,11111111.11
13364,-60.14,-69.03,-60.14
13365,-78.88,810.47,-78.88
13366,68.75,68.75,11111111.11
13367,7.07,7.07,11111111.11
13368,8.07,-88.99,689.28
13369,-1.83,-0.49,-1.83
13370,-0.21,-0.77,-0.21
13371,2.7,3.23,2.7
13372,-1.89,-2.79,-1.89
13373,-0.19,-1.67,-0.19
13374,-4.58,-1.49,-4.58
13375,-0.31,-0.57,-0.31
13376,-1.36,-2.17,-1.36
13377,7.31,570.51,-86.29
13378,-7.79,-7.79,11111111.11
13379,5.89,5.89,11111111.11
13380,13.45,13.45,11111111.11
13381,15.99,15.99,11111111.11
13382,3.59,3.59,11111111.11
13383,-92.8,-99.37,-92.8
13384,221.18,236.83,221.18
13385,412.23,17.1,412.23
13386,10.52,16.0,-97.56
13387,26.91,24.73,26.91
13388,-7.87,-6.96,-7.87
13389,28.0,29.26,28.0
13390,17.22,17.34,17.22
13391,-21.61,-21.56,-21.61
13392,-16.86,-17.04,-16.86
13393,20.78,21.04,20.78
13394,-0.28,-0.28,-0.28
13395,7.86,570.24,579.73
13396,3.71,3.39,3.71
13397,6.71,6.23,6.71
13398,5.0,4.76,5.0
13399,-2.22,-3.06,-2.22
13400,-0.41,-0.01,-0.41
13401,6.65,7.04,6.65
13402,4.09,4.15,4.09
13403,-2.92,-3.07,-2.92
13404,-11.22,-8.18,-11.22
13405,7.39,7.71,7.39
13406,-2.14,-5.45,-2.14
13407,4.45,5.25,4.45
13408,-8.22,-7.42,-8.22
13409,9.17,9.98,9.17
13410,-12.22,-12.22,-12.22
13411,-26.75,-26.75,-93.63
13412,-15.22,-15.22,11111111.11
13413,9.46,330.1,6833.29
13414,8.47,7.08,8.47
13415,1.51,-1.35,1.51
13416,0.94,0.0,0.94
13417,-14.93,-4.78,-14.93
13418,-1.9,-2.67,-1.9
13419,-2.82,-3.63,-2.82
13420,13.66,14.95,13.66
13421,-4.06,-7.32,-4.06
13422,-98.53,-83.84,-98.53
13423,-2.91,-2.91,11111111.11
13424,-1.61,-1.61,11111111.11
13425,-1.81,-1.81,11111111.11
13426,-6.48,-6.48,11111111.11
13427,-4.89,-4.89,11111111.11
13428,4.63,4.63,11111111.11
13429,-5.0,-5.0,11111111.11
13430,2.13,2.13,11111111.11
13431,7.49,-39.23,0.0
13432,5.42,5.42,11111111.11
13433,5.45,5.45,11111111.11
13434,-1.88,-3.75,-1.88
13435,16.32,16.89,16.32
13436,10.83,10.86,10.83
13437,5.97,5.94,5.97
13438,7.18,7.82,7.18
13439,7.05,7.85,7.05
13440,-2.73,496.13,-83.55
13441,-9.41,-9.41,11111111.11
13442,-9.15,-9.15,11111111.11
13443,-5.25,-5.25,11111111.11
13444,-12.06,-12.06,11111111.11
13445,0.61,0.61,11111111.11
13446,9.41,9.41,11111111.11
13447,6.21,6.21,11111111.11
13448,-1.88,-1.88,11111111.11
13449,-28.03,-2.25,2772.6
13450,-74.93,-74.79,-74.93
13451,92.08,97.36,92.08
13452,-7.64,-7.41,-7.64
13453,23.72,25.12,23.72
13454,52.59,51.96,52.59
13455,1.74,2.09,1.74
13456,-3.55,-3.61,-3.55
13457,-3.2,-3.12,-3.2
13458,-95.64,-95.63,-95.64
13459,1254789.63,11111111.11,11111111.11
13460,1254789.63,11111111.11,11111111.11
13461,1254789.63,11111111.11,11111111.11
13462,-23.39,108.16,105.85
13463,70.2,70.1,70.2
13464,49.25,48.57,49.25
13465,-36.98,-35.54,-36.98
13466,7.04,7.15,7.04
13467,6.87,5.92,6.87
13468,-11.82,-11.7,-11.82
13469,-5.09,-5.09,-5.09
13470,-13.0,-11.97,-13.0
13471,0.96,-70.3,-69.28
13472,3.04,2.57,3.04
13473,16.23,16.52,16.23
13474,-3.33,-36.27,-55.42
13475,-2.73,-2.73,11111111.11
13476,14.54,14.54,11111111.11
13477,4.49,4.49,11111111.11
13478,33.27,33.27,11111111.11
13479,17.17,17.17,11111111.11
13480,21.39,21.39,11111111.11
13481,11.4,11.4,11111111.11
13482,14.35,14.35,11111111.11
13483,7.51,19028.83,20209.76
13484,2.62,0.07,2.62
13485,2.97,-7.84,2.97
13486,-0.82,6.25,-0.82
13487,11.44,8.58,11.44
13488,4.38,10.21,4.38
13489,5.83,8.16,5.83
13490,12.5,9.01,12.5
13491,-20.72,-19.52,-20.72
13492,5.09,-99.53,-99.49
13493,-3.03,-3.16,-3.03
13494,8.89,5.48,8.89
13495,-1.88,0.23,-1.88
13496,-1.01,-5.67,-1.01
13497,19.8,25.2,19.8
13498,2.93,4.0,2.93
13499,-83.46,-80.2,-83.46
13500,1254789.63,11111111.11,11111111.11
13501,1254789.63,11111111.11,11111111.11
13502,0.0,0.0,0.0
13503,1254789.63,11111111.11,11111111.11
13504,1254789.63,11111111.11,11111111.11
13505,-47.93,-47.93,11111111.11
13506,55.83,55.83,11111111.11
13507,32.63,14.35,32.63
13508,-0.26,9765.1,4015.81
13509,6.0,5.58,6.0
13510,-0.73,1.23,-0.73
13511,1.77,-1.46,1.77
13512,5.9,2.04,5.9
13513,-5.71,-4.76,-5.71
13514,-2.07,-1.05,-2.07
13515,4.45,2.47,4.45
13516,-92.23,-92.08,-92.23
13517,-2.02,-19.05,-2.02
13518,-0.51,-6.93,-0.51
13519,6.34,3.65,6.34
13520,13.68,12.41,13.68
13521,-3.0,-3.32,-3.0
13522,5.67,6.01,5.67
13523,32.41,44.23,32.41
13524,4.19,3.57,4.19
13525,-11.25,-22.63,-82.03
13526,2.43,2.43,11111111.11
13527,8.32,8.32,11111111.11
13528,12.43,12.43,11111111.11
13529,-11.25,-11.25,11111111.11
13530,-10.0,-10.0,11111111.11
13531,20.25,20.25,11111111.11
13532,7.85,7.85,11111111.11
13533,1.04,1.04,11111111.11
13534,1.24,-52.65,0.0
13535,-3.25,-3.25,11111111.11
13536,-0.49,-0.49,11111111.11
13537,3.43,3.43,11111111.11
13538,-14.7,-14.7,11111111.11
13539,-9.08,-9.08,11111111.11
13540,36.56,36.56,11111111.11
13541,27.31,27.31,11111111.11
13542,5.98,5.98,11111111.11
13543,8.34,96.7,-68.36
13544,2.58,2.58,11111111.11
13545,9.15,9.15,11111111.11
13546,12.88,12.88,11111111.11
13547,-10.75,-10.75,11111111.11
13548,-18.62,-18.62,11111111.11
13549,-13.92,-13.92,11111111.11
13550,0.28,0.28,11111111.11
13551,-10.45,-10.45,11111111.11
13552,-3.81,-53.55,149.63
13553,-30.02,-32.71,-30.02
13554,6.42,13.76,6.42
13555,19.21,27.68,19.21
13556,15.19,19.32,15.19
13557,10.6,6.64,10.6
13558,-13.39,-14.11,-13.39
13559,26.21,30.55,26.21
13560,20.26,20.01,20.26
13561,-7.34,1481.11,1249.13
13562,-16.1,-14.71,-16.1
13563,2.75,2.66,2.75
13564,33.04,33.15,33.04
13565,14.06,14.06,14.06
13566,-11.16,-11.16,-11.16
13567,-11.33,-11.33,-11.33
13568,17.07,17.07,-98.06
13569,-18.57,-18.57,11111111.11
13570,404.41,-97.97,404.41
13571,14.97,11111111.11,14.97
13572,0.94,11111111.11,0.94
13573,9.88,11111111.11,9.88
13574,6.39,11111111.11,6.39
13575,11.25,11111111.11,11.25
13576,1.03,1704.01,149.87
13577,-59.29,-74.63,-59.29
13578,57.95,77.02,57.95
13579,-1.45,-10.58,-1.45
13580,47.0,59.94,47.0
13581,-6.12,-14.26,-6.12
13582,49.51,91.31,49.51
13583,-19.83,-32.02,-19.83
13584,-49.21,-65.61,-49.21
13585,1.34,-49.27,-90.12
13586,-49.79,-49.79,11111111.11
13587,-44.64,-44.64,11111111.11
13588,-26.0,-45.48,-26.0
13589,161.32,164.75,161.32
13590,-63.9,-57.11,-63.9
13591,107.25,21.87,107.25
13592,23.41,942.86,10.28
13593,13.05,13.05,11111111.11
13594,15.18,15.18,11111111.11
13595,5.88,5.88,11111111.11
13596,4.81,4.81,11111111.11
13597,-7.14,-7.14,11111111.11
13598,-23.14,-23.14,11111111.11
13599,15.05,15.05,11111111.11
13600,-4.55,-4.55,11111111.11
13601,16.0,116.84,1388.48
13602,31.36,9.95,31.36
13603,-94.89,-59.88,-94.89
13604,-44.64,-44.64,11111111.11
13605,-55.34,-55.34,11111111.11
13606,6.01,-17.5,6.01
13607,-43.76,-25.22,-43.76
13608,-15.99,1221.11,22.75
13609,-23.88,-23.88,11111111.11
13610,-37.99,-37.99,11111111.11
13611,-10.78,-10.78,11111111.11
13612,-4.59,-4.59,11111111.11
13613,-4.31,-4.31,11111111.11
13614,97.19,37.1,97.19
13615,-1.71,17.13,-1.71
13616,-48.62,-40.93,-48.62
13617,-12.0,-74.52,-12.0
13618,18.46,11111111.11,18.46
13619,1.08,11111111.11,1.08
13620,5.42,11111111.11,5.42
13621,6.07,309.59,-9.71
13622,3.86,4.11,3.86
13623,6.89,6.0,6.89
13624,-1.97,-0.78,-1.97
13625,-2.4,-3.25,-2.4
13626,59.49,-76.95,59.49
13627,16.96,11111111.11,16.96
13628,16.6,11111111.11,16.6
13629,14.62,11111111.11,14.62
13630,-6.98,11111111.11,-6.98
13631,25.8,2014.53,202.78
13632,14.84,11.44,14.84
13633,18.24,-1.63,18.24
13634,44.53,14.89,44.53
13635,-7.44,9.37,-7.44
13636,0.58,-14.41,0.58
13637,-3.83,2.99,-3.83
13638,8.13,17.43,8.13
13639,-5.42,1.66,-5.42
13640,-0.26,27.34,-98.2
13641,21.53,21.53,11111111.11
13642,-10.82,-10.82,11111111.11
13643,-15.11,-15.5,-15.11
13644,15.22,15.22,-97.69
13645,-21.68,-21.68,11111111.11
13646,28.27,28.27,11111111.11
13647,-1.57,-2.29,-1.57
13648,6.69,6.36,6.69
13649,44.7,-96.82,-35.24
13650,56.86,-11.15,56.86
13651,-3.06,70.11,-3.06
13652,-21.17,5.12,-21.17
13653,-1.68,-18.12,-1.68
13654,3.63,-24.48,3.63
13655,-9.96,11.38,-9.96
13656,51.73,-22.4,51.73
13657,30.71,6.06,30.71
13658,-98.41,1444.63,-98.41
13659,57.13,57.13,11111111.11
13660,-12.63,-12.63,11111111.11
13661,-27.91,-28.3,-27.91
13662,-10.92,-11.39,-10.92
13663,-4.01,-7.14,-4.01
13664,-6.03,-12.0,-6.03
13665,8.06,1.45,8.06
13666,65.1,84.02,65.1
13667,-11.77,-55.82,-57.5
13668,-23.33,-21.99,-23.33
13669,1.66,0.44,1.66
13670,-19.9,-18.28,-19.9
13671,1.14,1.62,1.14
13672,5.1,4.0,5.1
13673,-50.86,-74.27,-50.86
13674,-12.24,27.55,-12.24
13675,262.6,35.39,262.6
13676,-91.62,-70.26,-91.62
13677,1254789.63,11111111.11,11111111.11
13678,1254789.63,11111111.11,11111111.11
13679,9.51,9.51,11111111.11
13680,-17.9,-18.62,-17.9
13681,-9.48,135.16,144.05
13682,-4.61,-7.27,-4.61
13683,-8.74,-2.37,-8.74
13684,-20.69,-22.07,-20.69
13685,12.26,13.48,12.26
13686,-4.53,-3.9,-4.53
13687,-17.26,-17.15,-17.26
13688,-14.09,-13.89,-14.09
13689,-9.42,-9.35,-9.42
13690,-69.85,-69.82,-69.85
13691,1254789.63,11111111.11,11111111.11
13692,1254789.63,11111111.11,11111111.11
13693,1254789.63,11111111.11,11111111.11
13694,17.55,17.55,11111111.11
13695,7.26,395.66,807.29
13696,4.83,4.83,4.83
13697,-12.16,-12.16,-89.49
13698,2.72,2.72,11111111.11
13699,14.09,14.09,11111111.11
13700,1.94,1.94,11111111.11
13701,45.06,45.06,-91.02
13702,34.5,72.96,4951.53
13703,35.18,3.46,35.18
13704,12.1,-30.12,12.1
13705,3.18,-16.28,3.18
13706,15.6,-0.63,15.6
13707,1.67,-1.51,1.67
13708,6.6,1.51,6.6
13709,16.67,-0.05,16.67
13710,61.24,-8.34,61.24
13711,51.2,-64.01,-99.46
13712,-1.76,-1.76,11111111.11
13713,-36.29,-36.29,11111111.11
13714,7.4,7.4,11111111.11
13715,22.73,22.73,11111111.11
13716,-4.84,-4.84,11111111.11
13717,-1.66,-1.66,11111111.11
13718,-23.09,-23.09,11111111.11
13719,14.85,14.85,11111111.11
13720,28.44,1682.75,6923.51
13721,-2.36,-2.01,-2.36
13722,2.57,1.06,2.57
13723,5.78,4.19,5.78
13724,-10.01,-12.17,-10.01
13725,-12.98,-17.08,-12.98
13726,8.7,5.88,8.7
13727,8.95,8.22,8.95
13728,-0.13,5.09,-0.13
13729,7.56,-97.62,58.89
13730,8.42,-13.0,8.42
13731,-7.06,44.67,-7.06
13732,-9.73,-35.09,-9.73
13733,-8.38,19.71,-8.38
13734,-7.53,-15.23,-7.53
13735,-19.66,49.31,-19.66
13736,35.72,-15.12,35.72
13737,-1.18,-9.86,-1.18
13738,58.38,777.63,-86.61
13739,2.04,6.65,2.04
13740,24.41,26.39,24.41
13741,24.7,26.86,24.7
13742,1.17,-2.76,1.17
13743,-45.6,-45.87,-45.6
13744,-13.37,-17.89,-13.37
13745,-11.94,-4.18,-11.94
13746,35.6,41.68,35.6
13747,-79.0,-80.57,-79.0
13748,-29.68,-32.79,-29.68
13749,-27.1,-31.75,-27.1
13750,-32.42,-17.25,-32.42
13751,22.98,22.98,22.98
13752,-22.34,-57.96,-22.34
13753,119.92,-64.6,119.92
13754,5.33,152.59,5.33
13755,116.33,649.75,116.33
13756,-73.83,-63.88,-73.83
13757,1254789.63,11111111.11,11111111.11
13758,9.05,5.47,9.05
13759,5.22,12.7,5.22
13760,12.59,3.24,12.59
13761,18.06,-4.35,18.06
13762,-5.05,-6.0,-5.05
13763,11.45,16.99,11.45
13764,13.07,13.89,13.07
13765,-23.36,25.36,-23.36
13766,58.62,50.91,58.62
13767,41.93,35.71,41.93
13768,16.78,4.49,16.78
13769,42.51,28.62,42.51
13770,5.63,8.78,5.63
13771,19.78,-76.07,-81.66
13772,28.09,21.9,28.09
13773,21.26,20.91,21.26
13774,-64.14,-98.22,-64.14
13775,47.06,211.06,47.06
13776,33.55,61.21,33.55
13777,11.75,31.64,11.75
13778,46.93,83.72,46.93
13779,6.86,19.35,6.86
13780,65.23,10.76,-83.45
13781,55.81,55.67,55.81
13782,12.89,4.72,12.89
13783,47.95,20.15,47.95
13784,-3.7,0.36,-3.7
13785,-3.94,7.71,-94.28
13786,-18.07,-18.07,11111111.11
13787,18.72,18.72,11111111.11
13788,-2.57,-2.57,11111111.11
13789,-10.66,-10.66,11111111.11
13790,42.61,42.61,11111111.11
13791,65.34,65.34,11111111.11
13792,69.74,69.74,11111111.11
13793,-54.33,-54.33,11111111.11
13794,38.2,-29.33,0.0
13795,4.55,4.55,11111111.11
13796,-9.76,-9.76,11111111.11
13797,-10.63,-16.26,-10.63
13798,-11.29,-11.03,-11.29
13799,14.6,-20.57,14.6
13800,50.66,14.86,50.66
13801,57.09,1.69,57.09
13802,-40.0,9.23,-40.0
13803,42.99,-96.71,-95.44
13804,-3.33,-36.32,-3.33
13805,0.79,4.72,0.79
13806,23.34,6.45,23.34
13807,8.82,18.24,8.82
13808,25.32,42678.09,6158.01
13809,182.77,152.38,182.77
13810,-14.77,-16.31,-14.77
13811,-8.19,-8.37,-8.19
13812,-9.93,7.19,-9.93
13813,5.15,4.97,5.15
13814,14.71,12.58,14.71
13815,-8.08,-8.37,-8.08
13816,3.75,5.4,3.75
13817,15.03,-96.59,-99.68
13818,20.53,20.53,11111111.11
13819,-1.16,-1.16,11111111.11
13820,-6.43,-6.43,11111111.11
13821,-7.24,-7.24,11111111.11
13822,30.62,30.62,11111111.11
13823,-25.39,-25.39,11111111.11
13824,12.34,12.34,11111111.11
13825,11.95,11.95,11111111.11
13826,48681.05,2635.83,48681.05
13827,-1.98,0.97,-1.98
13828,-0.97,-3.41,-0.97
13829,1.45,-1.46,1.45
13830,-9.01,-13.43,-9.01
13831,-6.06,-7.56,-6.06
13832,0.98,2.71,0.98
13833,3.16,4.11,3.16
13834,-7.27,-3.58,-7.27
13835,-99.75,-99.9,-99.75
13836,18.58,18.58,11111111.11
13837,-19.34,-19.34,11111111.11
13838,25.95,6751.41,1782.76
13839,10.01,10.04,10.01
13840,-3.15,-3.22,-3.15
13841,10.03,9.82,10.03
13842,2.1,1.85,2.1
13843,-4.8,-5.13,-4.8
13844,10.01,10.02,10.01
13845,22.53,22.52,22.53
13846,2.79,3.05,2.79
13847,15.18,420.7,452.36
13848,9.23,5.67,9.23
13849,6.3,7.02,6.3
13850,1.98,4.13,1.98
13851,7.17,7.33,7.17
13852,2.64,2.0,2.64
13853,5.91,5.26,5.91
13854,7.57,3.23,7.57
13855,11.51,5.66,11.51
13856,3.44,-98.36,-95.8
13857,8.45,5.34,8.45
13858,-66.07,-11.07,-66.07
13859,5.61,3.26,5.61
13860,228.07,211.91,228.07
13861,54.63,16.56,54.63
13862,23.93,-8.72,23.93
13863,9.68,13.04,9.68
13864,16.29,19.56,16.29
13865,14.28,-74.89,-88.53
13866,0.02,-1.01,0.02
13867,35.76,36.7,35.76
13868,-4.54,-4.16,-4.54
13869,2.3,2.56,2.3
13870,-2.17,-2.16,-2.17
13871,-7.44,-7.53,-7.44
13872,1.39,1.06,1.39
13873,105.34,105.54,105.34
13874,-90.18,-90.15,-90.18
13875,1254789.63,11111111.11,11111111.11
13876,8.39,8.39,8.39
13877,63.98,16.77,63.98
13878,-7.97,12.43,-7.97
13879,13.6,14.4,13.6
13880,11.39,44.2,29.12
13881,17.79,18.93,17.79
13882,7.37,7.15,7.37
13883,-37.19,-44.02,-37.19
13884,9.58,-97.04,9.58
13885,7.1,162.18,7.1
13886,1282.05,1065.14,-20.73
13887,58.48,30.67,58.48
13888,5.4,-98.28,-94.89
13889,-28.35,206.81,-28.35
13890,28.05,29.51,28.05
13891,-15.93,-15.99,-15.93
13892,5.33,3.88,5.33
13893,7.97,7.97,-59.64
13894,11.39,11.39,11111111.11
13895,1.21,1.21,11111111.11
13896,1.47,1.47,11111111.11
13897,835.5,199.78,835.5
13898,-9.75,-14.92,-9.75
13899,-29.59,-31.71,-29.59
13900,-4.73,-7.11,-4.73
13901,-8.0,-6.91,-8.0
13902,4.02,1.49,4.02
13903,-4.45,-2.54,-4.45
13904,-18.69,-21.33,-18.69
13905,-32.15,-28.53,-24.09
13906,21.2,835.63,609.63
13907,11.2,-48.9,11.2
13908,49.24,-38.68,49.24
13909,-0.71,-11.2,-0.71
13910,-36.8,244.37,-36.8
13911,21.91,22.7,21.91
13912,-46.04,-48.07,-46.04
13913,-51.55,-51.57,-51.55
13914,-22.22,-22.72,-22.22
13915,12.91,-94.4,-94.15
13916,-2.28,7.76,-2.28
13917,28.96,28.96,28.96
13918,-5.43,-5.43,-5.43
13919,115.31,115.31,115.31
13920,48.73,13.93,48.73
13921,-16.18,-23.68,-16.18
13922,14.06,63.56,14.06
13923,0.86,-68.34,0.86
13924,-3.73,173.35,-20.67
13925,27.19,27.19,11111111.11
13926,19.71,19.71,11111111.11
13927,-5.2,-5.2,11111111.11
13928,-26.7,-26.73,-26.7
13929,-26.52,-27.01,-26.52
13930,8.09,7.52,8.09
13931,26.72,20.9,26.72
13932,51.78,60.21,51.78
13933,19.5,617.2,1961.04
13934,1.62,5.63,1.62
13935,9.58,6.71,9.58
13936,-8.56,-14.42,-8.56
13937,-13.2,-22.43,-13.2
13938,25.67,27.12,25.67
13939,26.77,28.97,26.77
13940,-0.05,-4.69,-0.05
13941,-7.79,-13.13,-7.79
13942,34.69,-63.81,-89.7
13943,4.32,4.91,4.32
13944,-7.07,-6.23,-7.07
13945,4.0,4.08,4.0
13946,-5.66,-4.93,-5.66
13947,0.84,0.82,0.84
13948,-4.77,-5.03,-4.77
13949,-2.96,-3.02,-2.96
13950,-11.82,-12.09,-11.82
13951,21.3,7691.68,9473.96
13952,-7.24,-10.93,-7.24
13953,-5.43,-10.33,-5.43
13954,-9.99,-14.95,-9.99
13955,-11.32,-15.33,-11.32
13956,-4.75,-6.13,-4.75
13957,9.16,13.92,9.16
13958,6.62,11.82,6.62
13959,-6.14,-6.57,-6.14
13960,13.59,-81.4,-99.62
13961,3.81,3.81,11111111.11
13962,-6.25,-6.25,11111111.11
13963,-4.05,-4.05,11111111.11
13964,-7.82,-7.82,11111111.11
13965,7.86,1.3,7.86
13966,49.69,55.72,49.69
13967,7.6,8.28,7.6
13968,-5.87,-4.41,-5.87
13969,25.63,-40.5,-39.86
13970,25.76,8.96,25.76
13971,6.27,2.6,6.27
13972,3.23,3.54,3.23
13973,1.46,-2.26,1.46
13974,-1.11,-1.63,-1.11
13975,-1.65,-3.59,-1.65
13976,-4.26,-3.69,-4.26
13977,4.83,0.05,4.83
13978,18.86,-87.09,-97.64
13979,5.95,5.95,11111111.11
13980,-14.64,-14.64,11111111.11
13981,-16.98,-16.98,11111111.11
13982,-3.48,-3.48,11111111.11
13983,4.32,4.32,11111111.11
13984,-21.71,-21.71,11111111.11
13985,-12.07,-12.07,11111111.11
13986,-0.04,-0.04,11111111.11
13987,4124.31,1948.78,4124.31
13988,26.41,11.6,26.41
13989,37.93,30.68,37.93
13990,-2.38,-2.42,-2.38
13991,5.47,5.53,5.47
13992,2.62,1.91,2.62
13993,6.65,4.19,6.65
13994,5.41,0.34,5.41
13995,-0.04,-4.41,-0.04
13996,6.83,-99.02,-98.86
13997,11.19,11.19,11111111.11
13998,11.36,11.36,11111111.11
13999,3.59,3.11,3.59
14000,-9.16,-9.68,-9.16
14001,-19.16,-19.25,-19.16
14002,39.62,746.77,754.2
14003,-13.43,-13.26,-13.43
14004,-30.89,-28.44,-30.89
14005,9.29,4.07,9.29
14006,-18.37,-19.23,-18.37
14007,-18.23,-18.23,-61.6
14008,6.02,6.02,11111111.11
14009,-18.55,-19.21,-18.55
14010,-17.26,-16.72,-17.26
14011,11.75,239.39,238.86
14012,13.47,13.47,13.47
14013,5.63,5.63,5.63
14014,-23.01,-23.01,-23.01
14015,17.23,17.23,17.23
14016,-31.12,-31.12,-31.12
14017,1.24,1.24,1.24
14018,1.8,1.8,1.8
14019,-0.84,-0.84,-0.84
14020,7.41,684.39,705.8
14021,8.9,9.48,8.9
14022,4.06,0.78,4.06
14023,-9.94,-5.35,-9.94
14024,4.01,4.34,4.01
14025,5.03,3.03,5.03
14026,40.71,-9.54,40.71
14027,11.65,12.67,11.65
14028,4.65,-3.21,4.65
14029,-0.77,-84.56,-89.52
14030,21.96,25.12,21.96
14031,-7.18,-4.5,-7.18
14032,-20.81,-21.05,-20.81
14033,23.64,26.52,23.64
14034,8.72,8.84,8.72
14035,7.3,6.86,7.3
14036,-18.07,-18.77,-18.07
14037,10.06,10.37,10.06
14038,-2.33,161.52,141.8
14039,-36.45,-36.45,-36.45
14040,-26.17,-26.41,-26.17
14041,0.21,-1.5,0.21
14042,-39.46,-38.39,-39.46
14043,33.46,33.86,33.46
14044,12.92,12.92,12.92
14045,-16.98,-16.98,-16.98
14046,9.89,9.89,9.89
14047,5.11,694.31,694.31
14048,25.83,24.66,25.83
14049,11.55,10.12,11.55
14050,-9.94,-10.66,-9.94
14051,-16.22,-16.17,-16.22
14052,-0.37,0.01,-0.37
14053,19.65,19.14,19.65
14054,6.58,9.85,6.58
14055,-13.52,-13.52,-13.52
14056,-10.45,-70.84,-98.32
14057,-6.78,-6.78,11111111.11
14058,-2.41,-2.41,11111111.11
14059,-10.11,-9.64,-10.11
14060,-5.16,-5.02,-5.16
14061,22.33,19.19,22.33
14062,6.96,4.91,6.96
14063,-1.76,-2.5,-1.76
14064,-6.29,-8.56,-6.29
14065,44.72,-87.6,-88.55
14066,3.48,3.57,3.48
14067,15.02,6.01,15.02
14068,-9.2,-15.45,-9.2
14069,3.86,5.14,3.86
14070,155.45,46.08,155.45
14071,61.7,39.54,61.7
14072,-26.89,30.03,-26.89
14073,-41.84,-47.71,-41.84
14074,42.47,-65.6,-74.99
14075,8.07,12.65,8.07
14076,200.63,127.22,200.63
14077,-18.51,-18.51,-66.74
14078,24.91,24.91,11111111.11
14079,10.58,10.58,11111111.11
14080,-9.49,-9.49,11111111.11
14081,12.52,12.52,11111111.11
14082,14.57,14.57,11111111.11
14083,151.21,-14.07,151.21
14084,8.53,8.14,8.53
14085,28.65,29.11,28.65
14086,13.43,13.42,13.43
14087,36.65,36.66,36.65
14088,18.44,18.44,18.44
14089,11.67,11.6,11.67
14090,11.52,11.59,11.52
14091,6.77,6.77,6.77
14092,-88.32,-88.32,-88.32
14093,1254789.63,11111111.11,11111111.11
14094,1254789.63,11111111.11,11111111.11
14095,1254789.63,11111111.11,11111111.11
14096,6.83,6.83,11111111.11
14097,-11.24,6273.24,51579.51
14098,-5.65,-2.76,-5.65
14099,-50.33,-50.64,-50.33
14100,-38.85,-35.96,-38.85
14101,10.56,13.22,10.56
14102,3.01,-8.76,3.01
14103,24.67,25.32,24.67
14104,14.22,16.12,14.22
14105,-7.51,-7.77,-7.51
14106,6.51,-96.2,-96.6
14107,8.97,6.35,8.97
14108,18.91,18.54,18.91
14109,6.28,5.84,6.28
14110,20.02,17.38,20.02
14111,9.05,6.37,9.05
14112,7.03,2.72,7.03
14113,-6.05,-6.05,-93.14
14114,-4.0,-4.0,11111111.11
14115,16.09,28.14,1478.35
14116,13.37,11111111.11,11111111.11
14117,3.39,1.22,3.39
14118,6.18,-1.21,6.18
14119,-7.61,-8.52,-7.61
14120,-1.93,15.02,-1.93
14121,71.67,18.75,71.67
14122,31.9,-16.04,31.9
14123,-25.92,-20.28,-25.92
14124,-35.57,18.2,-35.57
14125,-59.13,-52.41,-59.13
14126,18.37,18.37,18.37
14127,4.82,4.77,4.82
14128,77.61,76.22,77.61
14129,33.77,34.06,33.77
14130,2.19,2.32,2.19
14131,-0.77,-0.83,-0.77
14132,3.48,3.8,3.48
14133,5.19,5.08,5.19
14134,8.19,-97.06,52.5
14135,5.92,15.4,5.92
14136,-0.05,-3.2,-0.05
14137,-1.59,10.46,-1.59
14138,2.3,12.27,2.3
14139,2.91,7.91,2.91
14140,-6.91,27.57,-6.91
14141,1.08,0.18,1.08
14142,4.51,-12.08,4.51
14143,-4.55,5391.22,-98.09
14144,-10.74,-10.74,11111111.11
14145,-3.79,-3.79,11111111.11
14146,-2.26,-2.34,-2.26
