회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치
녹십자홀딩스,5250,Dec-12,11.58,-68.58,14.07,-86.44,8.6,4.72,32.07,10.52,9.65,2.94,10.39,2.98,0.28,2.69,3.64,2,9.98,0.92,0.41,0.4,8.1,169.29,96.39,10.4,48.67,9.06,16.15,8.93,58.4,67.26,20.35,35.75,275.6,31.4,32.74,43.06,105.21,14.63,3608414.76,1155666.67,13392.01,42.34114101,11.41,19.26,1527843.98
녹십자홀딩스,5250,Dec-13,14.14,12.29,18.27,20.64,13.04,9.54,31.87,8.61,7.8,6.18,10.11,5.26,0.61,2.55,3.84,1.89,10.08,0.91,1.88,1.65,6.31,191.13,105.57,12.01,47.69,11.84,5.18,2.9,14.14,67.71,21.21,38.4,230.58,29.68,32.29,44.76,93.89,18.31,4615701.39,1354848.21,14501.11,50.68326986,16.13,27.92,2339388.39
녹십자홀딩스,5250,Dec-14,12.54,10.27,10.21,33.89,7.4,11.35,32.29,9.71,8.9,6.75,11.03,5.94,0.61,2,4.04,1.84,9,0.92,1.84,1.43,5.2,192.86,93.99,11,51.63,14.24,5.91,3.45,14.14,65.95,22.73,46.63,193.8,36.66,34.05,51.27,106.47,22.45,4899646.26,1567716.81,15848.45,57.80643254,17.87,30.63,2832310.71
녹십자홀딩스,5250,Dec-15,11.36,14.95,21.19,30.47,10.69,8.43,32.63,9.96,9.07,5.59,9.5,5.86,0.59,1.6,4.06,1.72,8.15,0.91,1.66,1.18,3.86,216.48,112.45,32.43,57.46,16.42,4.1,2.72,9.11,63.51,27.49,52.93,189.09,38.5,36.49,48.06,89.31,28.48,3515938.24,1188976.47,12109.77,61.94862209,17.99,32.68,2178075.29
녹십자홀딩스,5250,Dec-16,8.82,9.26,18.31,2.74,5.33,19.56,29,5.48,5.53,4.61,7.33,3.45,0.63,1.9,4.09,1.72,9.17,1.01,1.67,1.23,4.4,222.26,125.41,22.55,63.34,21.83,0.36,0.23,0.63,61.22,28.08,49.77,245.55,36.58,38.78,43.57,79.22,27.38,3462201.04,1180836.96,12224.33,54.12622724,15.33,25.46,1873958.8
녹십자홀딩스,5250,Dec-17,8.1,13.85,16.18,6.42,4.55,8.2,28.13,4.83,5.02,4.66,7.64,2.94,0.61,2.14,3.82,1.59,8.52,1.04,1.47,1.27,4.71,209.35,122.11,47.24,77.87,27.01,6.41,4.9,10.39,56.22,27.14,46.53,181.99,39.53,43.78,41.67,79.78,24.3,4058356.55,1467755.44,13916.83,49.88335896,14.55,25.42,2024444.56
녹십자홀딩스,5250,Dec-18,2.81,2.65,6.56,-3.93,0.93,5.68,26.25,1.25,1.34,1.9,3.19,0.75,0.6,2.46,3.78,1.51,8.4,1.07,1.35,1.33,6.42,172.95,107.75,37.9,80.89,18.08,7.75,5.88,19.16,55.28,27.13,43.54,231.63,45.54,44.72,37.7,89.37,18.37,4275191.16,1589673.27,13012.87,39.65349404,13.03,22.11,1695262.67
녹십자홀딩스,5250,Dec-19,1.65,5.53,9.35,-1.83,3.68,-1.54,28.19,-2,-2.06,1.12,1.99,-1.13,0.56,2.47,3.65,1.38,9.73,1.03,1.25,1.34,6.82,166.14,99.04,26.09,84.11,16.38,1.79,1.49,4.99,54.31,24.15,40.51,270.85,44.89,45.69,40.38,101.44,16.13,4581150.49,1770333.33,14224.97,35.58736437,11.46,20.85,1630310.72
녹원씨엔아이,65560,Dec-11,2.99,-8.73,-43.45,23.5,20.36,5.04,32.6,2.78,9.96,6.54,4.59,3.97,1.43,28.91,5.9,5.12,12.96,3.58,2.37,2.64,11.42,172.03,163.59,80.91,119.19,7.69,9.05,3.29,64.01,45.62,59.42,62.49,0,79.62,54.38,4.91,11.73,26.16,24728.91,0,125.37,258.670465,51.02,34.15,63966.39
녹원씨엔아이,65560,Dec-12,-4.75,-7.12,0.94,-8.05,-10.74,-10.9,28.75,-17.02,-52.5,-8.17,-5.92,-23.5,1.38,42.07,6.22,6.29,15,3.08,2.5,2.22,43.72,111.86,109.05,62,128.09,12.95,-14.98,-5.87,-65,43.84,60.31,61.86,158.38,126.14,56.16,2.51,23.65,6.56,28964.06,0,136.12,154.2873551,32.83,22.9,44687.89
녹원씨엔아이,65560,Dec-13,-10.45,-34.53,-24.2,-37.8,-30.74,-45.53,13.87,-37.44,-78.78,-22.36,-23.7,-35.33,0.94,46.4,4.57,3.88,10.68,2.1,1.71,1.56,11.17,157.06,151.56,45.32,115.62,8.4,-74.54,-33.52,-476.04,46.38,56.71,58.77,135.68,80.68,53.62,3.5,9.64,21.35,44942.88,0,191.74,-13.94531105,-3.27,-2.74,-6267.42
녹원씨엔아이,65560,Dec-14,-6.5,73.17,-6.75,63.12,115.65,-66.41,7.59,-99.17,-54.26,-25.85,-88.16,-29.08,0.29,4.25,2.41,1.56,3.86,0.55,0.63,0.52,1.87,181.1,152.05,31.5,73.15,14,-80.41,-146.88,-242.7,57.75,46.48,55.36,91.2,52.93,42.25,16.04,35.82,24.79,94775.18,60342.27,664.07,0,-7.67,-33.16,-50921.82
녹원씨엔아이,65560,Dec-15,1.06,13.15,315.14,-17.82,44.23,44.61,46.6,-188.66,-89.46,1.95,6.21,-59.2,0.31,2.91,2.86,0.91,6.87,0.47,0.93,0.66,2.07,345.16,319.46,33.92,35.84,0.16,-106.31,-94.89,-17387.5,73.62,37.21,40.21,374.06,15.82,26.38,7.45,10.48,28.56,14656.2,0,708.47,-798.2501798,-16.51,-55.87,-116993.14
녹원씨엔아이,65560,Dec-16,-3.27,-55.04,-99.03,-61.75,-46.6,-47.12,18.17,-284.59,-78.78,-13.05,-60.52,-61.37,0.22,5.81,1.34,0.59,6.65,0.28,0.98,0.56,2.39,673.15,611.42,46.01,14.37,0.36,-272.43,-98.46,-9540.67,87.44,31.07,34.21,430.86,5.81,12.56,9.17,10.77,29.12,4834.04,961.54,428.8,0,-80.26,-230.86,-344138.08
녹원씨엔아이,65560,Dec-17,2.53,922.64,9039.49,1591.63,399.19,469.56,63.14,1.94,1.46,12.13,34.38,0.68,0.35,3.52,2.28,3.8,24.07,0.76,0.66,0.65,74.45,100.93,94.25,12.36,134.3,4.76,5.59,16.54,67.33,42.68,52.84,56.58,657.94,131.36,57.32,6.62,720.13,0.52,675703.94,99559.47,6706.61,0,8.89,45.89,595897.65
녹원씨엔아이,65560,Dec-18,2.98,9.71,27.52,1.41,57.67,245.89,34.42,8.12,9.9,13.88,21.74,5.19,0.64,8.81,4.05,5.84,63.38,1.22,1.34,1.18,8.63,137.1,122.23,24.53,63.02,10.51,12.91,8.17,47.47,61.34,46.64,52.31,1695.4,62.2,38.66,10.84,40.06,14.15,125762.7,9271.54,1168.96,199.2938934,21.44,35.12,250637.38
녹원씨엔아이,65560,Dec-19,2.87,-16.91,51.23,-41.17,-10.58,-18.44,31.22,-14.7,-12.6,7.6,13.97,-7.99,0.54,5.92,3.75,3.38,79.93,0.86,1.49,1.2,14.49,128.75,104.09,20.12,51.49,11.2,18.79,10.66,57,66.01,29.94,37.03,842.8,43.57,33.99,19.15,85.77,8.27,183536.77,15293.88,1208.49,46.4156412,7.05,11.76,85189.77
농심,4370,Dec-11,34.68,4.07,3.55,4.01,4.43,4.23,26.63,3.86,5.64,5.2,5.34,3.77,0.98,11.45,10.18,2.03,6.68,1.46,2.94,2.4,15.87,142.16,118.41,12.52,49.44,5.3,22.94,7.94,143.16,66.92,33.86,40.65,61.95,42.73,33.08,16.7,56.32,12.05,235218.71,146315.3,498.31,43.13582296,20.36,21.29,101463.52
농심,4370,Dec-12,26.75,-5.24,-1.39,-8.61,-3.94,0.22,27.49,-0.42,-0.62,4.38,4.45,-0.41,0.98,10.38,10.48,2.02,7.23,1.46,3.02,2.46,16.29,146.37,120.38,11.08,47.42,4.69,10.82,3.44,74.24,67.83,32.24,39.2,71.62,39.48,32.17,17.76,56.05,12.42,228878.59,154244.7,465.05,35.51934661,17.48,17.29,81296.18
농심,4370,Dec-13,35.3,2.98,-1.23,8.89,3.93,-4.09,28.09,4.16,5.84,4.24,4.44,3.98,0.96,9.78,10.46,1.96,7.28,1.4,3,2.37,12.61,156.33,129.57,18.99,46.07,4.3,13.69,4.58,100.33,68.46,34.36,41.45,67.76,38.73,31.54,17.12,47.5,14.94,221299.89,158212.53,475.71,44.84866615,20.86,22.15,99250.05
농심,4370,Dec-14,37.19,0.39,2.75,-2.04,2.43,-2.15,28.67,3.16,4.2,3.31,3.6,2.9,0.92,8.82,10.23,1.9,7.14,1.33,2.98,2.25,11.8,162.47,131.22,20.84,43.17,4.24,19.45,6.39,138.24,69.85,32.67,40.45,72.05,35.64,30.15,19.23,50.02,15.55,218151.62,167758.35,482.67,45.99217834,20.79,22.64,100332.68
농심,4370,Dec-15,61.58,8.75,4.12,10.91,5.99,6.85,30.8,5.38,7.34,5.1,5.42,5.06,0.94,8.73,10.32,1.96,7.84,1.36,3.02,2.3,12,157.29,130.02,26.62,46.9,6.29,19.46,6.89,98.8,68.07,34.1,41.25,73.84,38.53,31.93,17.34,47.6,15.03,227720.88,175046.49,492.01,48.20062034,22.31,24.73,109762.88
농심,4370,Dec-16,26.87,2.59,-3.58,5.93,9.47,1.62,32.17,8.99,11.55,3.66,4.05,8.13,0.9,8.79,9.51,1.99,7.87,1.29,3.06,2.16,8.74,192.4,161.6,32.65,37.67,3.99,31.14,9.54,213.32,72.64,35.78,42.6,79.85,30.48,27.36,16.01,33.33,20.46,218814.94,175581.28,499.66,59.8056483,26.19,29.31,130863.7
농심,4370,Dec-17,33.49,-1.27,2.73,-6.73,2.15,-0.39,33.26,4.11,4.98,3.91,4.36,3.68,0.9,8.64,9.24,1.99,8.57,1.21,3.43,2.16,8.89,201.49,166.34,31.76,33.07,2.78,26.64,7.35,237.96,75.15,33.22,40.24,94.36,26.57,24.85,17.45,34.64,20.27,221444.18,180565.73,489.59,48.66489413,22.01,24.42,107765.57
농심,4370,Dec-18,24.29,3.36,3.17,6.89,3.08,1.28,30.04,3.77,4.51,3.56,3.96,3.38,0.9,8.36,9.96,1.96,9.49,1.2,3.6,2.19,8.42,201.78,163.01,32.12,33.44,3.49,19.72,5.6,141.79,74.94,33.62,41.61,83.82,27.52,25.06,19.21,38.09,20.99,211435.55,184228.41,501.15,50.91847994,21.48,24.32,107659.77
농심,4370,Dec-19,13.82,4.77,4.36,2.36,2.27,4.81,30.63,3.03,3.7,3.04,3.36,2.74,0.9,7.92,10.8,1.98,9.66,1.22,3.48,2.2,9.5,184.38,148.75,54.33,36.7,5.23,21.71,6.6,111.41,73.15,32.8,40.65,84.18,30.14,26.85,19.32,42.22,18.6,221752.45,194623.14,511.88,49.24494522,21.33,24.15,109201.87
농심홀딩스,72710,Dec-11,10.47,3.56,0.53,9.97,3.74,7.46,14.85,13.17,6.21,5.32,15.98,4.39,0.33,8.28,3.12,1.79,7.49,0.47,1.14,2.12,-14.56,78.27,61.31,2.84,41.39,4.44,6.29,5.63,41.47,70.72,12.69,16.2,200.72,29.26,29.28,21.68,-78.1,-4.5,36136200.4,10579047.4,197859.9,54.75061512,10,30.54,19784792
농심홀딩스,72710,Dec-12,4.41,-2.12,1.11,-5.29,-0.69,-2.99,17.4,4.83,2.18,1.9,5.92,1.55,0.32,7.69,2.82,1.72,6.01,0.45,1.12,2.01,-13.26,76.2,59.73,3.63,39.35,4.21,7.76,6.75,52.09,71.76,12.29,15.67,149.64,28.66,28.24,21.62,-69.2,-4.9,35800227,11065038.4,193658.6,39.40558813,7.28,22.45,14107290
농심홀딩스,72710,Dec-13,13.92,6.1,11.52,8,4.76,13.63,24,13.68,6.87,5.28,14.76,4.9,0.36,7.01,3.37,1.84,6.47,0.5,1.25,2.26,-6.75,60.78,44.24,4.15,41.12,7.24,3.89,3.26,15.65,70.86,11.61,15.95,191.48,37.04,29.14,27.22,-42.2,-10.29,38271245.8,13752463.4,205463.35,50.43679033,9.39,27.03,19302788
농심홀딩스,72710,Dec-14,7.37,0.69,8.71,-15.88,1.68,8.5,18.46,6.62,3.49,3.07,8.18,2.49,0.38,6.5,4.31,1.82,8.09,0.53,1.31,2.57,-9.3,62.32,38.53,3.14,39.75,8.32,4.94,3.75,16.87,71.55,8.24,13.33,155.88,29.89,28.45,38.18,-63.16,-8.06,36491884.33,14942899.67,172409.26,40.36485628,8.54,22.81,14729896.67
농심홀딩스,72710,Dec-15,14.63,4.86,-2.36,14.18,5.31,15.94,21.73,10.6,6.27,5.26,12.4,4.49,0.42,6.69,5.27,2.04,9.78,0.59,1.5,3.04,-38.46,87.08,58.11,3.24,39.15,4.22,6.49,4.41,43.32,71.86,9.68,14.51,194.75,23.19,28.14,33.27,-224.29,-2.15,35950887.5,15747368.67,180788.07,49.82614592,9.91,23.93,17912941.67
농심홀딩스,72710,Dec-16,23.61,8.04,-2.14,21.78,7.95,10.85,26.49,15.95,9.8,7.7,17.45,7.04,0.44,6.81,4.67,2.32,10.01,0.61,1.57,2.85,-22.04,80.93,57.68,4.39,39.27,4.69,3.31,2.2,19.92,71.8,11.66,16.36,216.43,28.15,28.2,28.73,-121.91,-3.86,35274244.17,16148359.5,195321.54,66.88742421,12.08,28.44,23594033.33
농심홀딩스,72710,Dec-17,16.58,-2.27,-1.58,-13.65,2.59,-0.24,18.87,8.19,4.77,4.06,9.48,3.51,0.43,7.44,4.9,2.36,9.76,0.58,1.62,2.78,-22.74,79.12,53.65,4.2,32.67,1.2,13.44,7.64,275.15,75.37,9.8,14.45,155.53,24.24,24.63,32.2,-122.02,-3.81,41704984.4,20326589.8,229068.6,49.87398101,9.08,20.94,20799936
농심홀딩스,72710,Dec-18,13.34,4.32,-2.39,28.79,3.78,9.39,16.32,8.61,5.32,3.51,7.57,4,0.46,7.51,6.32,2.63,10.6,0.62,1.87,2.87,-59.13,92.06,62.79,4.67,33.37,5.83,12.43,6.84,53.39,74.98,12.17,17.84,152.27,25.85,25.02,31.8,-368.99,-1.54,33835595,17145719.83,199138,49.26564269,8.37,18.41,16669323.33
농심홀딩스,72710,Dec-19,12.06,1.81,-0.11,3.58,2.92,-1.21,14.42,6.82,4.03,3.42,7.69,3.04,0.45,6.49,6.61,2.63,12.73,0.59,1.81,2.47,-40,89.17,59.43,3.9,31.92,5.95,5.77,3.16,23.45,75.8,12.1,18.15,225.41,26.86,24.2,33.34,-274.41,-2.21,40549657.6,21325938.4,243293.78,50.80920338,8.47,19.19,20602958
누리플랜,69140,Dec-11,5.57,7.37,0.13,8.37,13.3,7.91,22.6,5.52,12.37,6.99,6.32,6.1,1.11,9.05,3.06,3.9,19.12,2.24,2.18,1.74,12.09,138.13,126.49,23.99,97.65,25.37,-3.84,-1.78,-7.48,50.59,58.55,63.93,383.81,91.48,49.41,8.43,30.53,17.65,127182.52,3059.98,464.26,0,20.39,19.11,94673.92
누리플랜,69140,Dec-12,-2.1,-0.55,3.68,-2.81,-2.23,-24.16,18.59,-2.57,-4.16,-3.24,-3.99,-2.09,0.81,11.64,2.35,2.9,12.78,1.62,1.63,1.28,5.34,195.41,176.75,7.98,101.06,15.5,4.05,2.5,13.13,49.74,56.51,62.48,229.15,64.28,50.26,9.55,19.56,30.5,155130.58,11264.69,543.2,0,10.02,12.32,54447.45
누리플랜,69140,Dec-13,-3.78,-5.57,-2.34,-4.96,-4.58,-12.68,11.63,-8.18,-11.96,-7.05,-9.65,-5.98,0.73,13.86,2.51,2.52,14.31,1.46,1.46,1.17,10.57,129.28,122.54,9.66,98.99,16.88,4.47,2.96,13.18,50.26,59.6,62.88,469.24,96.78,49.74,5.21,23.01,14.24,144414.16,11699.38,488.99,0,4.4,5.84,21504.02
누리플랜,69140,Dec-14,-7.07,-35.83,-3.46,-52.13,-36.59,-22.26,2.05,-32.1,-45.73,0,0,-22.88,0.71,19.65,2.7,2.02,15.55,1.42,1.43,1.26,-86.77,95.71,87.58,13.67,101.39,0,-2.06,-1.14,0,49.65,42.92,46.9,308.23,98.69,50.35,8.49,-189.52,-2.1,184167.23,12422.44,414.52,0,0,0,0
누리플랜,69140,Dec-15,2.97,-3.02,-45.23,32.74,3.55,5.01,21.43,1.5,2.85,0,0,1.46,0.97,18.24,4.02,2.78,17.15,1.89,2,1.75,8.16,160.48,149.48,20.9,88.6,0,-6.4,-3.05,0,53.02,59.81,64.2,322.89,75.46,46.98,6.85,18.18,24.2,106113.05,15358.61,422.86,0,0,0,0
누리플랜,69140,Dec-16,2.68,8.69,54.04,-15.27,12.33,7.06,18.49,6.89,12.94,0,0,6.98,1.01,21.42,3.83,3.32,16.58,1.88,2.2,1.78,16.03,131.99,123.15,32.24,82.49,0,-8.79,-4.09,0,54.8,46.7,50.05,303.28,69.2,45.2,6.7,27.64,12.13,167814.13,9654.56,471.87,0,0,0,0
누리플랜,69140,Dec-17,1.71,9.59,-1.72,19.07,7.54,0.48,20.53,-0.04,0.14,1.3,1.35,0.08,0.93,29.51,3.09,2.77,12.23,1.72,2.04,1.78,17.52,123.46,119.39,28.98,87.03,14.17,-4.36,-2.26,-14.6,53.47,52.88,54.69,247.83,82.84,46.53,3.3,17.35,10.39,151190.55,8830.39,477.29,0,11.38,12.5,54317.8
누리플랜,69140,Dec-18,-3.53,21.42,43.84,1.92,6.47,33.81,17.91,0.78,1.71,-5.35,-4.86,0.85,1.1,27.54,4.69,3.15,12.41,2.21,2.19,2.21,26.17,120.05,108.29,19.21,113.3,18.76,-3.09,-1.64,-8.75,46.88,41.41,45.9,194.1,81.56,53.12,9.79,58.64,7.67,213623.94,14298.94,579.55,61.37055412,22.62,22.55,131102.2
누리플랜,69140,Dec-19,-0.94,147.32,197.39,149.82,22.8,91.51,18.11,-3.55,-13.07,-2.75,-2.48,-3.93,1.11,7.5,5.47,2.58,11.89,3.68,1.58,2.39,-10.23,75.32,50.71,3.59,329.58,40.23,-2.41,-2.38,-4.6,23.28,31.22,46.37,223.11,264.44,76.72,32.67,-99.73,-15.19,625159.15,138265.9,1399.19,36.26725987,16.2,20.86,226728.1
누리플렉스,40160,Dec-11,0.79,-4.1,211.27,-35.42,-1.81,-12.54,31.37,-1.3,-1.3,1.29,1.95,-0.86,0.66,5.33,3.82,3.18,8.82,1,1.97,1.05,4.6,237.77,206.97,41.78,49.14,20.49,29.88,14.53,48.06,67.05,44.3,50.89,234.54,31.92,32.95,12.95,22.35,29.49,255428.59,23997.3,791.45,42.14972814,13.6,20.07,107662.46
누리플렉스,40160,Dec-12,-3.57,-11.07,10.45,-19.94,-17.25,-23.84,34.11,-23.44,-19.75,-3.51,-6.43,-12.81,0.55,4.01,3.73,1.52,7.55,0.84,1.56,1.13,5.54,184.28,137.36,27.37,60.27,24.22,21.24,13.76,32.98,62.39,34.15,45.81,151.53,39.85,37.61,25.46,55.67,20.95,336288.27,50833.72,838.93,0,6.22,10.71,52154.85
누리플렉스,40160,Dec-13,2.55,-25.05,-21.25,-26.91,-26.5,-22.32,41.79,18.38,15.31,2.88,5.58,9.47,0.52,3.94,3.62,1.26,7.86,0.83,1.35,1.14,10.93,132.68,126.16,49.82,63.42,23.2,7.99,5.15,13.36,61.19,42.48,44.68,314.95,55.03,38.81,4.92,19.96,11,297927.53,86554.57,707.34,0,14.17,23.54,100197.27
누리플렉스,40160,Dec-14,1.32,1.75,-17.49,0.53,3.69,3.74,43.61,3.78,3.79,2.02,3.26,2.34,0.62,10.94,3.77,1.62,10.8,1,1.62,1.39,15.97,121.07,109.64,59.4,60.37,27.15,2.86,1.76,3.97,62.36,39.98,44.14,245.58,58.47,37.64,9.44,54.23,7.68,235137.37,80579.99,688.42,0,21.76,35.47,149783.7
누리플렉스,40160,Dec-15,16.93,8.57,-6.79,20.54,22.65,50.37,43.33,7.56,10.05,13.27,15.01,6.69,0.88,9.74,3.63,2.8,17.99,1.33,2.65,1.9,8.25,172.42,151.13,29.11,41.96,16.3,-3.18,-1.11,-5.76,70.44,42.96,49.01,797.57,40.35,29.56,12.35,29.39,20.58,195772.96,72151.17,667.63,0,21.7,25.54,144872.52
누리플렉스,40160,Dec-16,26.21,18.53,4.1,29.01,13.51,-12.15,47.33,12.65,12.56,10.46,15.32,8.64,0.68,7.01,2.64,2.49,9.86,0.99,2.19,1.33,5.89,166.97,153.32,72.99,48.23,17.07,30.42,15.72,57.96,67.46,48.98,53.34,209.04,47.35,32.54,8.17,20.38,21.39,119948.91,42728.98,465.74,0,20.55,32.63,95687.54
누리플렉스,40160,Dec-17,1.9,71.74,23.42,97.67,-10.55,129.05,25.42,-4.97,-11.21,1.88,1.77,-5.27,1.06,6.11,4.16,5.01,5.72,2.26,2,1.82,17.88,118.06,83.49,20.13,184.59,21.14,5.35,4.13,16.41,35.14,43.42,61.39,117.44,147.99,64.86,29.28,191.38,9.39,181696.79,64491.05,985.75,47.882124,8.83,10.51,87000.28
누리플렉스,40160,Dec-18,11.96,-8.15,6.71,-10.6,23.96,61.95,27.64,6.17,21.33,12.91,9.1,8.75,1.42,5.09,5.78,7.11,8.07,3.46,2.4,2.34,15.93,145.15,90.34,28.72,110.87,20.64,1.5,0.53,3.83,47.42,37.19,59.76,170.05,86.81,52.58,37.76,121.39,18.59,158081.82,49191.32,783.95,145.4800459,29.34,19.81,229977.5
누리플렉스,40160,Dec-19,8.52,-0.01,5.24,1.41,12.06,-22.29,28.5,5.99,13.71,9.03,7.85,6.89,1.15,4.2,5.14,5.21,11.19,2.29,2.31,1.91,13.71,138.32,100.36,34.52,88.16,23.38,21.67,8.82,43.42,53.15,43.97,60.61,225.82,82.44,46.85,27.44,99.06,16.79,191185.08,78104.41,845.78,115.0931799,26.02,22.61,220040.99
뉴로스,126870,Dec-12,5.1,,,,,,45.64,8.5,,,17.2,,,,,,,,,,2.55,285.12,223.33,1.9,78.25,15.6,0,0,,56.1,53.7,68.56,490.61,42.86,43.9,21.67,33.38,44.51,128450.68,9029.14,499.81,83.80903328,21.54,37.88,107653.27
뉴로스,126870,Dec-13,4.27,17.6,13.87,13.14,11.1,14.98,43.27,7.91,8.73,7.81,12.99,4.75,0.6,2.18,1.45,2.3,6.66,1.1,1.32,0.89,4.51,159.69,120.15,1.02,88.68,33.39,1.15,0.97,1.62,53,49.63,65.96,402.98,77.94,47,24.76,66.24,24.65,142160.6,10419.85,593.01,73.04911127,17.51,31.5,103847.05
뉴로스,126870,Dec-14,-0.05,20.49,11.75,30.68,10.6,-5.3,43.76,0.87,0.82,-0.08,-0.16,0.42,0.48,1.42,1.32,1.93,6.47,0.94,0.97,0.69,3.75,148.32,104.57,15.19,105.55,38.9,-7.48,-8.78,-9.87,48.65,50.44,71.54,546.33,99.15,51.35,29.5,90.55,23.31,140374.36,10060.54,689.9,54.35680427,11.06,25.31,76303.02
뉴로스,126870,Dec-15,0.61,0.31,7.62,-2.05,28.92,20.95,31.12,1.4,1.33,0.68,1.29,0.74,0.53,1.55,1.5,2.13,8.57,0.95,1.19,0.75,2.36,276.22,174.46,8.16,59.93,17.44,-12.93,-9.19,-27.78,62.53,44.12,69.86,518.26,40.45,37.47,36.84,57.75,44.57,125409.25,9556.44,612.77,62.26143755,12.74,24.18,78081.6
뉴로스,126870,Dec-16,1.49,28.62,87.97,7.95,-1.05,4.28,37.84,2.47,2.18,1.79,3.72,1.19,0.48,1.38,1.6,1.49,7.77,0.88,1.05,0.76,4.91,142.22,97.2,16.52,107.89,32.17,8.67,10.53,13.99,48.1,40.08,58.63,407.05,85.71,51.9,31.65,106.62,17.41,247420.88,34114.72,742.8,39.64886327,13.21,30.92,98099.57
뉴로스,126870,Dec-17,0.89,19.75,-1.22,18.46,5.71,1.53,31.87,-12.36,-10.83,2,5.08,-4.88,0.39,1.56,1.48,1.17,4.78,0.88,0.72,0.68,4.15,143.02,103.09,15.93,135.5,32.97,1.78,2.83,3.11,42.46,41.81,58,264.9,95.51,57.54,27.92,92.82,17.45,233057.45,37143.29,797.69,22.01110317,6.43,17.76,51298.52
뉴로스,126870,Dec-18,0.47,26.06,6.99,25.33,11.28,14.64,32.86,-14.68,-13.59,0.63,1.71,-5.39,0.37,1.48,1.54,1.3,4.78,0.93,0.61,0.64,25.2,104.75,73.68,2.12,166.78,23.85,-6.43,-12.2,-16.85,37.48,40.56,57.67,348.11,146.87,62.52,29.66,654.38,2.61,276617.13,46073.17,1146.03,8.705890734,2.1,6.38,24081.99
뉴로스,126870,Dec-19,-2.37,7.79,-6,26.22,6.87,15.59,23.51,-42.37,-41.6,-2.96,-8.07,-15.52,0.37,1.79,1.53,1.5,6.14,0.98,0.58,0.58,6.46,119.33,94.01,40.35,169.09,16.69,-2.46,-4.37,-9.25,37.16,53.2,67.52,357.73,152.27,62.84,21.21,130.97,10.94,244252.93,45498.6,1142.9,-28.07232828,-6,-16.99,-68567.48
뉴보텍,60260,Dec-11,-4.5,-6.63,-10.34,-2.9,-13.94,11.03,17.18,-8.42,-19.89,0,0,-10.2,1.21,11.45,3.72,3.27,10.85,2.36,2.48,2.12,21.46,125.14,105.71,19.21,103.64,0,-2.02,-0.82,0,49.11,49.13,58.16,231.02,94.65,50.89,15.53,77.29,11.68,117292.99,168290.33,323.2,0,0,0,0
뉴보텍,60260,Dec-12,1.06,-13.3,-11.05,-18.53,3.57,-4.89,25.34,1,2.38,0,0,1.27,1.28,9.46,4.03,3.48,12.76,2.39,2.75,2.26,16.33,144.56,114.69,18.45,70.46,0,1.94,0.58,0,58.66,43.36,54.66,455.51,64.45,41.34,20.66,67.04,16.85,107932.16,175449.77,289.87,0,0,0,0
뉴보텍,60260,Dec-13,1.11,5.27,-8.12,15.72,2.55,0.58,26.07,0.83,1.93,0,0,1.12,1.35,9.14,5,3.87,17.63,2.33,3.2,2.35,12.49,153.92,126.95,43.88,74.98,0,21.24,6.93,0,57.15,49.56,60.08,241.95,68.31,42.85,17.52,50.02,21.05,93783.34,167193.04,288.56,0,0,0,0
뉴보텍,60260,Dec-14,-0.72,-0.31,-4.69,6.11,2.03,-11.87,28.12,-1.11,-2.23,0,0,-1.29,1.16,6.21,5.01,3.65,17.92,2.01,2.75,1.87,8.39,176.34,131.32,27.53,70.97,0,14.47,5.17,0,58.49,47.62,63.95,498.77,62,41.51,25.53,58.97,27.69,83911.34,160458.52,270.05,0,0,0,0
뉴보텍,60260,Dec-15,6.79,6.64,-0.69,9.29,5.78,14.03,29.82,2.7,5.94,0,0,3.46,1.28,6.6,5.89,4.28,34.45,2.2,3.07,1.98,8.7,177.31,147.23,51.1,72.36,0,17.27,5.84,0,58.02,54.42,65.54,457.85,63.71,41.98,16.96,38.91,28.58,84187.66,168498.2,290.95,0,0,0,0
뉴보텍,60260,Dec-16,7.02,10.88,-2.76,17.18,3.96,2.39,33.28,1.72,3.69,0,0,2.07,1.21,8,5.08,4.46,23.7,2.15,2.75,1.79,7.91,172.02,149.43,47.9,83.83,0,20.48,8.14,0,54.4,60.17,69.27,301.99,74.02,45.6,13.13,31.36,29,76352.37,163178.12,300.88,0,0,0,0
