회사명,거래소코드,회계년도,총자산증가율(개별),총자산증가율(연결),유형자산증가율(연결),유형자산증가율(개별),유동자산증가율(연결),유동자산증가율(개별),재고자산증가율(개별),재고자산증가율(연결),자기자본증가율(연결),자기자본증가율(개별),순이익증가률(개별),순이익증가률(연결),매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
삼륭물산(주),14970,13-Dec,-3.236292516,0.104250737,11.10388624,-14.24462923,-6.140662559,-4.932131903,8.422518645,-2.805288495,7.300985166,3.879168548,-29.54,-6.16,15.27,14.87,6.44,4.84,5.19,8.71,4.24,6.74,9.45,8.45,2.89,3.86
삼륭물산(주),14970,14-Dec,-3.120758359,5.403735244,19.6026946,-11.33126064,-2.462930397,-8.413486983,-22.66822429,-11.4791644,0.168668069,-0.066143092,-34.82,-62.63,15.23,12.2,4.07,1.81,3.32,3.48,4.42,4.53,9.24,5.82,1.95,1.4
삼륭물산(주),14970,15-Dec,1.221150443,2.794088332,-0.541755868,5.739153418,10.83242813,5.778969136,29.31376703,19.80301209,10.44531112,3.399773771,58.08,313.22,15.79,17.23,6.27,7.08,5.16,12.09,5.53,8.57,11.17,10.87,3.11,5.58
삼륭물산(주),14970,16-Dec,-0.812106805,7.508914441,8.792866038,-15.54646214,12.40574621,6.023213607,-41.52637665,-11.64069433,12.68271102,4.38040829,27.68,40.76,17.6,18.59,8.19,9.12,6.34,14.97,6.12,10.62,12.66,12.98,3.96,7.46
삼륭물산(주),14970,17-Dec,4.781652334,2.552909973,2.93726827,-10.65982175,6.723399791,23.96517789,66.45323357,-8.482561954,6.278784555,4.031154002,-16.22,-56.57,13.85,13.19,7.5,4.42,5.1,5.92,3.89,4.71,8.96,6.75,3.25,3.09
삼륭물산(주),14970,18-Dec,-0.930859351,-3.100687022,-0.563888892,2.573997682,-6.959940534,-3.002475164,-9.004255977,13.01625643,-1.633163137,1.395615312,-32.34,-101.75,13.17,8.58,4.99,-0.08,3.36,-0.07,3.22,0.86,7.44,1.31,2.16,-0.05
삼륭물산(주),14970,19-Dec,1.16276322,-1.276913975,-2.990431808,4.316493442,-1.150467405,3.055557389,17.07541963,19.10073906,4.238158059,8.381830016,27.88,,15.43,8.8,6.11,0.65,4.1,0.85,4.56,1.24,10.09,1.77,2.76,0.46
삼목에스폼(주),18310,11-Dec,43.85703683,-100,-100,1127.974062,-100,44.63111053,-74.61441639,-100,-100,48.51968715,25.98,1813.36,13.93,,2.39,,3.36,,3.45,,3.8,,2.17,
삼목에스폼(주),18310,12-Dec,19.45922924,,,21.55175628,,16.24613751,57.58960854,,,5.104144209,64.15,0,15.42,,3.42,,5.35,,4.91,,4.67,,3.59,
삼목에스폼(주),18310,13-Dec,27.01176042,,,42.98717388,,-10.87442986,-50.22552651,,,23.53202105,326,0,21.23,,9.75,,19.88,,14.99,,11.81,,12.39,
삼목에스폼(주),18310,14-Dec,10.54136074,,,1.31504662,,46.82940682,19.62656287,,,33.6836639,89.66,0,28.06,,16.02,,29.2,,24.66,,19.8,,19.95,
삼목에스폼(주),18310,15-Dec,14.33592231,,,13.7712893,,16.6015934,-26.57465516,,,20.25818322,-17.46,0,24.68,,12.78,,19.13,,18.11,,15.82,,14.63,
삼목에스폼(주),18310,16-Dec,44.24378908,,,34.0262135,,68.78469725,12.35719712,,,52.30220128,13.7,0,25.7,,14.11,,15.79,,15.59,,17.23,,12.77,
삼목에스폼(주),18310,17-Dec,7.341143267,,,10.25712352,,1.844334663,6.006517765,,,11.43079268,-7.13,0,23.93,,11.51,,11.49,,12.2,,14.51,,9.68,
삼목에스폼(주),18310,18-Dec,-0.518922368,,,-5.163519699,,9.620164969,-46.60224986,,,2.501335154,12.56,0,35.9,,20.93,,12.12,,11.68,,23.16,,10.55,
삼목에스폼(주),18310,19-Dec,6.093822196,,,-8.351875422,,15.62762412,-100,,,3.637926283,-65.35,0,23.67,,9.5,,4.07,,2.95,,7.88,,3.56,
삼보모터스(주),53700,11-Dec,-68.30616874,,,-80.51479551,,-52.36374712,,,,-86.59505964,-85.4,-73.2,9.37,10.48,1.09,1.59,4.47,6.44,2.61,3.79,1.65,2.38,1.73,2.52
삼보모터스(주),53700,12-Dec,24.87371837,24.25408507,21.65791547,20.99226954,35.13514024,38.65751692,11.62756761,20.31678389,4.246329076,4.712449197,84.45,31.62,12.13,12.68,1.7,1.77,7.86,8,8.11,8.35,5.29,5.42,2.61,2.72
삼보모터스(주),53700,13-Dec,30.07078134,227.9428896,393.5233023,15.22919444,146.113243,-4.850300666,17.75805323,655.6115312,200.9448984,9.325948025,-62.15,909.94,10.37,9.54,0.6,5.65,2.78,49.63,4.14,6.99,3.24,3.41,0.77,11.59
삼보모터스(주),53700,14-Dec,10.05255325,7.084047291,8.47827685,36.02647433,6.323125544,-18.2463127,31.5533262,15.69072637,14.69095608,43.2921458,460.25,-38.87,13.62,10.28,3.62,3.23,12.24,16.62,5.37,6.16,5.33,4.46,3.65,4.46
삼보모터스(주),53700,15-Dec,6.121547008,10.87565099,17.76193035,11.83816307,2.311249296,2.501758402,-7.71254851,8.719802069,13.16542231,11.93972087,-23.94,-8.53,13.4,10.18,2.57,2.7,7.46,12.65,4.08,5.11,4.07,3.69,2.57,3.74
삼보모터스(주),53700,16-Dec,19.16900878,7.221257211,8.511126524,2.353935231,3.333932554,2.988134564,3.366976918,26.33531781,-6.843882081,11.7145282,66.85,-3.72,14.84,10.08,3.85,2.5,11.13,10.2,5.95,3.78,6.02,2.85,3.8,3.31
삼보모터스(주),53700,17-Dec,4.743526099,5.05528195,0.431995135,2.436386478,11.35868408,6.959691037,13.11284292,4.566377733,9.418554642,11.01653526,-89.06,-68.8,13.61,9.36,0.43,0.71,1.09,3.39,3.33,3.46,3.87,2.52,0.37,0.97
삼보모터스(주),53700,18-Dec,4.686490294,2.284313632,-1.875454741,-4.935986674,5.539209624,13.08481121,3.787813079,-3.567691387,3.144910608,0.329974811,-222.66,-35.69,13.41,8.66,-0.53,0.45,-1.27,2.08,2.32,1.84,2.8,1.37,-0.44,0.6
삼보모터스(주),53700,19-Dec,-1.745893374,2.719491474,1.930363766,-5.90031879,0.649154016,2.788495647,41.18668316,12.33128432,-3.467917047,-15.1491961,,-462.89,11.16,8.21,-8.38,-1.65,-22.93,-7.4,-4.24,-1.48,-4.93,-1.14,-7.2,-2.14
삼보산업(주),9620,11-Dec,-53.61260592,-100,-100,-49.47493364,-100,-8.988472904,101.7141744,-100,-100,-72.13922068,,,4.22,,0.72,,9.25,,4.24,,1.82,,1.69,
삼보산업(주),9620,12-Dec,-3.753777718,,,4.628504453,,-8.83256859,-24.55259639,,,9.136906005,8.09,0,4.63,,0.8,,9.17,,4.04,,1.89,,1.71,
삼보산업(주),9620,13-Dec,32.27637976,,,69.86981567,,-17.89120781,-3.890909013,,,-25.15889197,-267.56,-41.84,3.28,3.83,-1.42,2.08,-16.83,16.4,0.38,0.44,0.21,0.31,-2.51,2.97
삼보산업(주),9620,14-Dec,24.11639212,23.22351863,-0.70202865,-5.305638423,58.94143204,75.88786108,36.97121819,40.03824337,-8.082708761,-20.68692207,,-152.96,2.92,3.28,-1.1,-0.92,-20.71,-10.95,1.11,0.94,0.66,0.61,-1.86,-1.41
삼보산업(주),9620,15-Dec,-10.477948,-3.467344944,10.34469206,-0.908377091,-16.18970023,-20.8935495,-22.28573104,-10.05119633,1.208895893,8.172854395,,,5.34,5.45,0.38,0.21,7.6,1.48,4.05,3.19,2.6,2.31,0.6,0.28
삼보산업(주),9620,16-Dec,0.046690539,6.827282317,14.45946473,11.24109731,-1.432576197,-9.73458168,0.492588364,14.15899512,-16.87769038,-25.28920312,-432.37,-1080.1,3.53,2.92,-1.4,-2.15,-27.84,-23.64,0.8,-0.65,0.53,-0.51,-2.1,-2.73
삼보산업(주),9620,17-Dec,6.60754409,1.855023981,-6.837350597,3.401821365,10.7455449,-4.795189076,30.62519192,27.48689334,16.58110596,120.1126048,,,1.97,2.7,-3.31,-3.04,-49.19,-40.14,-2.44,-1.55,-1.64,-1.25,-4.92,-3.77
삼보산업(주),9620,18-Dec,3.332438153,5.131832652,3.078293699,-0.940559987,13.22610983,16.33244279,10.6682365,22.95101968,4.065424382,-40.41173285,,,3.9,5.97,-4.56,-2.71,-49.05,-36.23,0.95,1.45,0.85,1.48,-5.13,-2.67
삼보산업(주),9620,19-Dec,-3.211985848,1.524687508,-2.401189393,-1.269609274,3.388080366,-6.539507367,-10.56684513,-0.958411075,15.59997806,31.65617609,,,4.59,7.27,-2.39,-1.18,-31.88,-28.77,2.04,2.51,1.69,2.34,-2.89,-1.27
삼부토건(주),1470,11-Dec,616.436867,454.1729487,121.1160001,-38.89100024,382.6916353,596.6563587,101.6148833,187.347155,150.2072659,752.5691345,,,-3.38,-0.5,-50.21,-32.97,-86.32,-75.92,-22.2,-14.94,-52.12,-32.03,-21.39,-15.38
삼부토건(주),1470,12-Dec,-4.108927569,-5.894771138,0.386753302,-13.82310364,27.19598394,57.93388336,23.97516014,-26.73997804,-47.14975629,-48.84901395,,,2.2,6.68,-17.33,-4.83,-63.54,-17.38,-2.32,-1.82,-6.58,-4.79,-6.1,-1.83
삼부토건(주),1470,13-Dec,-1.419766287,1.959671499,33.18074388,70.76457274,-6.311315922,-1.148139295,-7.976970798,-6.323466025,-32.74083871,-77.51366874,,,4.61,7.68,-32.55,-29.52,-281.94,-138.36,-1.57,-1.56,-4.41,-4.13,-11.55,-11.16
삼부토건(주),1470,14-Dec,29.17763996,38.77335583,-14.77386412,-87.88907368,97.28573488,68.09503547,-39.08375776,-23.20954108,716.2189856,1142.934841,,,1.31,4.87,-53.81,-44.85,-191.88,-93.32,-3.56,-3.67,-11.24,-11.51,-17.03,-14.29
삼부토건(주),1470,15-Dec,-29.89124559,-19.43980961,-8.796607073,-14.2148651,-21.58399024,-32.2385149,-2.696171257,-40.14020059,-167.6626614,-242.3342149,,,-6.63,-0.02,-146.7,-119.87,0,-443.7,-4.54,-3.16,-16.18,-11.98,-41.13,-31.62
삼부토건(주),1470,16-Dec,-70.83571948,-76.16802701,-94.46106441,-19.63730437,-75.71547117,-73.12593527,-17.22743018,0.600984757,-141.0593315,-140.8938489,,,-0.25,-0.25,108.78,66.98,0,1191.98,-4.02,-3.17,-8.77,-8.99,49.92,23.64
삼부토건(주),1470,17-Dec,-3.11511343,-8.293254383,-11.28552983,-17.03779958,-14.39812313,-5.901819524,-7.813264057,-37.19122285,17.89116035,21.74716272,-105.46,-115.46,0.78,-0.1,-8.5,-14.42,-13.13,-14.52,-4.21,-4.74,-5.84,-6.9,-6.14,-9.91
삼부토건(주),1470,18-Dec,-1.318760677,5.812690381,74.56657737,-10.46211589,0.902477787,-13.57099638,-8.146298455,-13.21608032,51.38731222,9.204451717,,,9.64,9.64,0.13,-29.02,0.11,-23.52,-2.21,-2.33,-4.6,-5.28,0.06,-12.82
삼부토건(주),1470,19-Dec,2.790085169,1.838805746,2.23995737,22.35360446,-6.14313424,-2.799829196,12.69892384,12.4227708,5.428251182,6.399163285,4106.85,,7.64,7.66,4.17,3.28,4.33,3.66,1.6,1.19,2.62,2.19,2.54,1.78
삼성SDI(주),6400,11-Dec,1821.063297,1927.183358,6543.969252,24100.77548,812.2231407,599.9248204,791.0605458,1597.519703,3048.10158,2338.45216,-934.8,4630.11,9.65,12.55,-1.74,6.45,-1.39,5.26,-0.92,2.48,-1.46,3.74,-1.09,4.27
삼성SDI(주),6400,12-Dec,48.71351382,27.76548011,7.87545229,-17.94243868,2.146572499,1.033466988,-14.3884327,-4.3069795,19.79490051,44.08410941,,323.53,12.11,15.73,51.9,25.76,38.06,21.81,0.65,1.92,1.18,3.24,28.32,15.31
삼성SDI(주),6400,13-Dec,-5.854203458,-3.115316049,-9.291623538,1.692166347,-14.56255411,-21.44379133,3.883925293,-5.851300968,-0.291694424,-4.829030096,-102.49,-90.05,13.46,15.08,-1.59,2.95,-0.82,1.77,-1.22,-0.26,-3.2,-0.55,-0.61,1.38
삼성SDI(주),6400,14-Dec,50.24753392,51.27934656,85.95983711,134.8311934,71.36337714,117.1020843,93.93608862,46.17538596,56.80533421,53.76473998,,-154.3,14.34,16.97,-3.54,-1.47,-1.75,-0.88,-0.66,0.53,-1.77,1.29,-1.32,-0.61
삼성SDI(주),6400,15-Dec,-3.669838531,1.607869925,-2.884792674,-11.25315874,35.02492513,27.21722113,-2.103694061,-2.42059179,-4.850957489,-6.589625615,,,16.41,18.27,-2.12,0.34,-1.27,0.48,-1.37,-0.37,-3.07,-0.79,-0.95,0.16
삼성SDI(주),6400,16-Dec,-10.68073455,-8.166209202,-22.45820296,-41.39769451,-17.08493728,-20.99363828,-8.459714372,-2.785735365,-2.568894267,-5.578494958,,721.9,11.66,14.43,-1,4.06,-0.42,2.02,-7.24,-5.95,-22.7,-17.81,-0.32,1.36
삼성SDI(주),6400,17-Dec,0.333072633,5.712398101,17.03591491,8.137246613,-8.922847311,-8.134949564,8.550993412,32.57805044,4.449875639,0.875613745,,204.67,16.28,18.49,1.84,10.17,0.97,5.98,0.12,0.76,0.3,1.85,0.76,4.2
삼성SDI(주),6400,18-Dec,16.52981104,22.8438578,57.26281066,54.23029773,53.09920342,50.35218425,90.62952182,80.60232201,6.751831584,4.604171526,428.28,15.84,20.24,22.28,6.42,8.14,5,6.05,3.87,4.07,6.72,7.81,3.7,4.25
삼성SDI(주),6400,19-Dec,-2.090185645,2.596292005,17.76149885,-1.280450169,-6.122601211,-11.83747813,-24.56666834,-2.161388938,3.559248888,1.74618745,-62.03,-45.99,20.34,21.94,2.42,3.98,1.84,2.94,1.37,2.36,2.51,4.58,1.32,2.05
삼성공조(주),6660,11-Dec,-98.61293064,-98.69049714,-99.03123779,-99.43212849,-96.41118975,-94.97446232,-99.2770542,-99.4844475,-98.71034143,-98.55458839,-97.74,-98.38,12.27,12.04,4.14,3.9,2.88,3.83,3.38,3.48,6.27,4.89,2.23,2.78
삼성공조(주),6660,12-Dec,-2.772634912,-4.186214471,-38.8875124,-7.622123838,2.734406874,-4.641659251,0.397066173,-2.111541247,1.352031806,2.54181978,-0.12,-49.25,13.37,12.47,5.03,2.34,2.81,2.42,2.53,1.96,5.81,3.53,2.19,1.3
삼성공조(주),6660,13-Dec,4.315906307,0.628607233,3.220693562,13.44344617,-5.998585291,-1.421683357,-3.221111683,-11.62142963,7.648061345,9.509259256,237.1,305.88,10.31,9.02,18.78,11.36,8.92,7.37,1.6,1.45,4.08,3.07,7.34,5.38
삼성공조(주),6660,14-Dec,0.725006733,0.817061463,-5.008089601,-1.872000799,-16.31274147,-57.07170939,-3.735627842,-3.915858179,3.432826941,1.923626334,-53.53,-28.11,8.44,7.41,9.04,9.61,3.93,5.75,0.8,0.32,2.18,0.8,3.33,3.84
삼성공조(주),6660,15-Dec,0.467441494,-3.384318802,-3.437720884,1.933001597,13.79158587,105.7503641,19.41409349,10.84914992,4.317286447,2.490903655,-30.93,-13.1,10.59,9.47,6.54,9.09,2.65,4.62,1.61,1.26,4.59,3.38,2.29,3.38
삼성공조(주),6660,16-Dec,4.273071529,3.516754351,-9.319764463,-12.10563376,18.04976433,32.30694914,-16.19473292,-14.9879015,3.392809972,2.89435304,39.23,-7.76,9.15,9.04,9.96,9.15,3.6,3.97,0.74,0.75,2.37,2.2,3.11,3.12
삼성공조(주),6660,17-Dec,6.36659276,4.097846958,8.267940456,7.250806814,-20.81566022,-21.06926726,36.75518453,19.2980228,4.770467961,4.925334994,52.28,41.77,13.52,12.78,13.3,11.98,5.27,5.55,1.87,1.65,5.52,4.65,4.49,4.26
삼성공조(주),6660,18-Dec,-0.338252232,-1.108828825,-3.563686445,-7.613559453,-9.005215301,-7.045026421,48.7072986,44.09785485,2.72415842,2.299514653,-47.38,-42.37,8.4,9.17,8.11,7.83,2.68,2.99,-0.76,-0.43,-2.69,-1.4,2.3,2.42
삼성공조(주),6660,19-Dec,-0.1977938,-0.667700517,3.169230797,-8.256058021,-12.90358004,-12.12203126,-18.09023452,-12.71219333,2.272614488,1.876642405,-18.71,-20.42,6.6,7.28,7.19,6.7,2.13,2.21,-1.71,-1.57,-6.55,-5.42,1.87,1.94
삼성물산(주),28260,14-Dec,3828.401304,3580.455176,7074.394243,18386.17521,1462.956763,1183.35336,5726.216027,5074.435119,2316.206187,2447.229027,9513.2,8930.85,38.88,31.83,12.81,8.87,9.09,9.87,1.05,2.36,2.8,4.16,4.81,5.04
삼성물산(주),28260,15-Dec,269.4355172,345.3738783,139.1443475,61.63882882,533.3588846,527.3126558,45.53020156,158.8131617,246.5076872,206.3141884,456.57,490.16,16.03,16.08,26.58,20.13,21.85,25.22,-0.96,0.14,-2.35,0.28,10.88,10.35
삼성물산(주),28260,16-Dec,3.181756898,4.950457001,3.592746527,-0.87771798,6.517935042,-0.783502777,-3.326849571,-5.282391911,15.24399303,10.08987273,-82.66,-99.22,12,11.86,2.05,0.07,2.39,0.62,0.09,0.32,0.16,0.5,1.18,0.05
삼성물산(주),28260,17-Dec,12.57870315,10.32510309,-5.590860935,-22.36491192,-7.770677512,-5.101799532,16.44554985,16.77332934,19.16798491,22.7684754,13.14,2208.35,12.38,12.47,2.27,1.64,2.32,3.13,1.5,1.88,2.75,3.01,1.24,1.03
삼성물산(주),28260,18-Dec,-14.60835289,-13.54209938,0.771364373,-4.723686516,10.96373599,2.263897843,-8.169157644,10.84559731,-10.34666295,-14.21044765,155.17,263.38,13.17,12.79,5.68,5.61,5.78,8.06,1.93,2.41,3.41,3.54,3.21,3.82
삼성물산(주),28260,19-Dec,7.909981769,8.250745336,-1.957933305,-3.081488559,-14.026451,-25.43896834,-2.090195774,11.65659337,18.3740884,19.37560965,-54.24,-40.06,13.19,12.36,2.71,3.41,2.61,4.77,1.66,1.96,2.92,2.82,1.54,2.37
삼성바이오로직스(주),207940,16-Dec,-79.39649946,-100,-100,-51.5093274,-100,-78.7444045,-76.29269047,-100,-100,-81.9033377,-132.68,-98.94,9.01,,-60.02,,-5.16,,-0.45,,-10.33,,-2.62,
삼성바이오로직스(주),207940,17-Dec,-4.645216977,,,38.715713,,-57.50756555,27.86916488,,,-2.594775156,,0,28.37,,-20.87,,-2.41,,0.9,,14.2,,-1.32,
삼성바이오로직스(주),207940,18-Dec,-16.74324448,,,13.50584581,,154.0573391,43.99040059,,,4.501943161,,0,27.09,,41.83,,5.51,,0.85,,10.39,,3.41,
삼성바이오로직스(주),207940,19-Dec,-1.150124348,,,-0.869085498,,-14.03462873,49.6457392,,,4.788516538,-9.46,0,27.37,,28.92,,4.77,,1.54,,13.08,,3.41,
삼성에스디에스(주),18260,14-Dec,-20.20792673,,,-39.3866943,,75.86998271,-92.36372012,,,-10.79730346,53.12,3808.45,20.32,16.37,6.79,5.5,8.22,10.43,7.82,10.94,7.96,7.51,6.67,8.01
삼성에스디에스(주),18260,15-Dec,12.04291187,14.16566114,8.021815521,10.35336844,19.12020745,14.53141308,-80.90755435,-53.12146189,13.35604792,9.858036919,12.74,8.19,20.14,16.46,8.05,5.98,8.59,10.09,6.79,9.91,7.81,7.49,7,7.91
삼성에스디에스(주),18260,16-Dec,0.675089179,8.059864121,-14.40121675,-14.15361391,18.28623728,5.120834386,41.94849409,-3.079909725,10.76592578,5.730301701,-30.79,9.47,21.88,17.33,6.05,6.29,5.52,9.54,5.22,9.52,6.91,7.67,4.57,7.81
삼성에스디에스(주),18260,17-Dec,6.719568891,6.368850867,-2.224734127,-0.896826935,12.51088207,16.44979274,62.38285256,52.59558033,8.094789204,7.439571553,52.49,5.34,22.26,16.07,8.13,5.83,7.9,9.91,8.33,10.36,10.07,7.87,6.72,7.67
삼성에스디에스(주),18260,18-Dec,8.802267565,10.11421676,3.905243153,1.955318788,14.9345955,15.45079969,-41.52835485,-24.17519529,7.502894331,6.668884642,44.58,17.91,23.97,16.59,10.51,6.37,10.67,10.91,11.24,11.47,13.11,8.74,9.02,8.35
삼성에스디에스(주),18260,19-Dec,6.44907943,12.5705693,3.675231171,2.736282566,8.536034414,5.124222971,-26.54847191,-6.88542892,9.377897231,6.038203096,-2.56,17.48,24.89,16.73,10.22,7,9.78,11.76,10.85,11.62,13.57,9.24,8.17,8.81
삼성엔지니어링(주),28050,11-Dec,-35.26407435,-42.48443466,-36.79638414,-41.63630032,-34.88526038,-19.07108337,-100,-100,-80.47098694,-76.37168352,-8.7,-31.44,11.84,11.6,5.84,5.53,42.01,43.73,17.76,16.44,8.01,7.71,12.96,11.8
삼성엔지니어링(주),28050,12-Dec,8.434409493,9.346204411,4.707184773,3.943766541,0.74079839,-0.661996135,,,32.48833608,32.70969658,9.15,1.27,14.13,11.25,5.85,4.55,34.43,33.9,16.28,13.48,8.15,6.4,11.7,9.59
삼성엔지니어링(주),28050,13-Dec,7.750090286,4.498459635,-2.44228159,-1.376063938,1.876031353,8.482889565,,,-47.95199359,-49.50475682,-232.65,-236,1.97,-5.58,-8.36,-7.23,-53.21,-53.45,-5.79,-17.72,-3.37,-10.48,-14.36,-12.22
삼성엔지니어링(주),28050,14-Dec,1.418190861,3.762840218,-3.555548035,-4.745937045,6.814026476,3.129259861,,,5.265292852,-2.967798057,,,8.89,6.13,-0.7,0.63,-6.1,5.91,6.05,2.68,4.05,1.82,-1.04,0.93
삼성엔지니어링(주),28050,15-Dec,-8.489933579,-8.470725744,-0.489656335,12.10630321,-17.15793922,-19.09769322,,,-132.8249786,-151.1863523,,-2414.58,-16.51,-16.91,-27.41,-20.25,0,-409.05,-23.54,-24.69,-23.1,-22.58,-27.93,-22.14
삼성엔지니어링(주),28050,16-Dec,0.227613024,-2.154918251,-4.330126447,-3.080479531,-3.458951832,-3.281410516,,,-415.310415,-309.9592276,,,9.25,6.89,-0.04,0.15,0,7.74,2.87,1.28,2.37,1.02,-0.05,0.18
삼성엔지니어링(주),28050,17-Dec,-9.320886629,-7.924348609,-35.02497348,-35.07339629,-9.916674701,-12.59905957,,,-1.076784431,-12.06523294,,-793.93,3.83,6.1,-2.16,-1.29,-11.36,-6.45,-2.83,0.41,-2.79,0.39,-2.19,-1.35
삼성엔지니어링(주),28050,18-Dec,-4.789696818,-8.933585108,-6.759272227,-4.877021392,-10.07550704,-3.883545033,,,2.229713813,-0.739776183,,,7.39,9.85,0.64,1.15,3.47,6.08,-0.11,4.05,-0.1,3.59,0.67,1.3
삼성엔지니어링(주),28050,19-Dec,-7.725983611,-1.167552222,7.562438354,-0.472383974,-1.709158394,-10.56623804,,,29.79692554,17.33673139,454.77,415.16,11.93,12.51,3.18,5.07,17.76,27.49,6.02,9.2,4.82,6.61,3.97,7.05
삼성전기(주),9150,11-Dec,35.88111632,60.51958777,432.3318776,283.4875867,27.3947441,-25.88126929,,,199.2455968,252.2638289,92.93,21.18,16.55,16.27,7.24,6.51,8.95,10.01,3.67,4.53,4.5,5.32,5.91,5.54
삼성전기(주),9150,12-Dec,9.784349445,-5.968149261,13.50685923,3.818022735,-28.82257839,14.51059443,-2.539899719,10.18763017,2.318502791,15.02990731,69.26,15.2,17.57,17.55,9.11,5.71,14.18,11.91,7.11,8.16,6.83,7.34,9.48,6.36
삼성전기(주),9150,13-Dec,2.357307,4.264385797,14.06134261,5.015971572,0.742265688,-0.520279603,6.329477742,5.978031192,7.372802665,6.016193609,-50.97,-23.52,17.89,18.74,3.99,4.19,6.31,8.19,5.12,6.59,4.65,5.62,4.39,4.91
삼성전기(주),9150,14-Dec,5.201345868,7.421622164,-0.812859973,-6.412689038,34.07398023,43.53155527,-3.067279962,-5.27662751,9.036311919,9.536685823,84.9,47.22,11.82,15.35,8.71,7.12,10.82,11.52,-3.51,0.02,-3.91,0.02,7.82,6.83
삼성전기(주),9150,15-Dec,-10.10527379,-5.819169598,12.73320166,-0.062402447,-23.18566334,-22.11508517,-11.78740579,-19.28428271,-7.052062084,-6.803557902,-73.77,-95.94,14.04,21.24,2.24,0.33,2.81,0.25,0.03,4.02,0.03,4.88,2.11,0.28
삼성전기(주),9150,16-Dec,-4.701975264,5.408610585,12.61300984,3.980153889,3.019723361,-15.37975384,3.444855039,21.82367988,0.514486869,-1.322754684,-153.86,11,11.69,17.02,-1.36,0.38,-1.58,0.35,-4.81,0.33,-5.34,0.4,-1.23,0.31
삼성전기(주),9150,17-Dec,-2.54236037,1.367341149,11.85216206,16.45437942,-11.8621013,-20.13401168,3.882839903,11.09032197,-0.140490886,-6.631405437,,673.56,16.7,20.6,-3.37,2.59,-4.35,3.82,-1.01,3.97,-1.01,4.48,-3.37,2.3
삼성전기(주),9150,18-Dec,10.22086527,11.2973487,9.707775152,15.4845422,42.21784191,53.30303636,4.677039068,21.40319367,14.19848535,6.174884889,,286.46,26.81,29.14,5.59,8.36,8.23,14.5,7.66,12.41,7,12.43,6.11,8.35
삼성전기(주),9150,19-Dec,0.031112673,0.33932117,-0.954364586,-9.980469125,-0.504031304,1.881691655,64.61764931,13.95773725,9.77660101,8.746378906,39.05,-22.91,28.48,25.51,8.23,6.57,10.64,10.18,7.83,8.48,7.95,9.13,8.1,6.1
삼성전자(주),5930,11-Dec,2054.956662,1694.175701,1274.322993,2162.799027,1938.533492,1747.265418,1014.137158,1136.296783,1775.565062,1955.329215,2170.72,2500.91,25.17,32.03,8.3,8.32,11.88,14.59,10.42,11.21,9.69,9.85,8.93,9.47
삼성전자(주),5930,12-Dec,13.45716685,16.3465341,10.38101523,-7.49106763,22.05104767,11.28187206,-2.293250654,12.92062623,19.27929697,19.10577131,73.48,73.62,29.58,37.02,12.32,11.86,17.86,21.6,14.77,17.26,13.11,14.44,13.88,14.16
삼성전자(주),5930,13-Dec,16.17983334,18.22674206,10.23825847,4.095655912,26.91789573,37.8852392,10.40185175,7.817787302,23.49028647,15.56644757,3.05,27.8,30.08,39.79,11.32,13.33,15.71,22.8,15.14,18.62,13.77,16.08,12.45,15.42
삼성전자(주),5930,14-Dec,5.964520536,7.636547297,7.121614878,5.562070294,3.959913326,2.394373848,-5.554477598,-9.49765632,12.04671502,8.421930032,-18.62,-23.23,28.03,37.79,10.59,11.35,11.44,15.06,8.73,11.26,10.1,12.14,9.15,10.53
삼성전자(주),5930,15-Dec,2.992215991,5.102166512,6.929585232,3.210409851,8.397165338,7.972443957,18.44271903,8.628783917,6.527533197,2.827166728,-16.13,-18.53,26.29,38.46,9.05,9.5,9.1,11.16,8.05,11.18,9.91,13.16,7.35,8.07
삼성전자(주),5930,16-Dec,3.452294356,8.256190663,5.777171554,4.607451092,13.31170132,4.446241238,-9.06761697,-2.436189765,7.764436502,0.82021286,-5.38,19.23,27.37,40.42,8.65,11.26,8.45,12.48,7.94,11.6,10.19,14.49,6.74,9.01
삼성전자(주),5930,17-Dec,13.40846925,15.09597332,22.07531179,33.00554132,3.925616913,0.248725628,31.02011925,36.12308778,11.15654296,10.1950606,148.72,85.63,37.37,46.03,17.79,17.61,19.92,21.01,18.69,19.03,21.53,22.39,15.44,14.96
삼성전자(주),5930,18-Dec,10.48217032,12.46226795,3.359124532,12.39399658,18.8560504,14.08914457,58.74342745,16.01605949,15.50741057,14.13076466,13.94,5.12,40.33,45.69,19.26,18.19,20.22,19.63,20.95,18.37,25.65,24.16,15.73,13.83
삼성전자(주),5930,19-Dec,-1.296876724,3.891843546,3.819194746,4.940026693,3.828342788,-9.220921107,-1.92299608,-7.653140084,6.105677832,2.822161075,-53.21,-50.98,26.59,36.09,9.92,9.44,8.75,8.69,6.49,8.03,9.12,12.05,7.06,6.28
