회사명,거래소코드,회계년도,총자산증가율(개별),총자산증가율(연결),유형자산증가율(연결),유형자산증가율(개별),유동자산증가율(연결),유동자산증가율(개별),재고자산증가율(개별),재고자산증가율(연결),자기자본증가율(연결),자기자본증가율(개별),순이익증가률(개별),순이익증가률(연결),매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
(주)베스파,299910,18-Dec,42.33647157,29.94669243,-86.54309085,-88.14896695,76.68085454,89.34556535,-100,-100,364.8014387,380.8432121,,,,,,,,,,,,,,
(주)베스파,299910,19-Dec,-0.935436762,-5.229318337,371.2478562,228.9665387,-41.01027351,-44.26262026,,,-6.84469642,3.10294042,,,0,0,1.52,-8.08,1.61,-9.36,0.75,-8.19,0.84,-8.65,1.36,-7.65
(주)벽산,7210,11-Dec,155.2319225,219.4599012,1129.738771,1390.361087,202.5456848,135.2383818,,,92.14243787,61.39333592,876.87,,21.55,18.9,5.89,4.79,9.71,10.09,7.29,6.7,8.29,6.64,5.18,4.84
(주)벽산,7210,12-Dec,-0.74487931,-4.804905194,-4.830490375,-6.363766076,-11.98359672,-1.950880789,-7.984995794,-10.96617331,4.721611538,6.477445407,-41.5,-69.82,19.74,18.34,3.56,1.53,5.51,3.13,4.79,4.53,5.57,4.71,3.06,1.47
(주)벽산,7210,13-Dec,6.414092333,23.34817135,61.50744604,1.731715108,36.31240251,13.67182992,-12.68708898,11.03800476,33.81596794,6.659595691,56.76,112.59,20.65,19.76,5.12,2.59,8.11,6.51,6.53,5.67,7.16,5.12,4.67,2.87
(주)벽산,7210,14-Dec,0.910097139,0.400321304,1.20768086,3.543118963,1.352752235,0.30393988,19.09779118,3.332996638,7.000789919,7.677560633,32.83,106.17,21.38,21.26,6.35,4.99,10.05,10.68,8.17,7.91,8.68,7.37,5.98,5.35
(주)벽산,7210,15-Dec,7.782141064,7.378080921,-0.42366999,-0.930923326,13.74844278,16.3734032,-1.928645564,-1.963133022,9.927849935,10.19033509,34.36,41.77,23.45,22.79,8.29,6.84,12.39,13.9,10.1,9.62,10.87,9.01,7.7,7.3
(주)벽산,7210,16-Dec,7.985192454,6.727367452,20.87977586,44.50934147,2.557770159,2.409529107,-22.25564881,-5.857835491,4.823994023,5.90808887,-5.05,-19.41,22.21,22.02,7.85,5.5,10.9,10.31,8.25,7.92,9.55,7.92,6.78,5.5
(주)벽산,7210,17-Dec,-3.197509516,-1.472335918,8.541842199,12.4376306,-7.854780706,-13.88788641,50.74492175,29.98807397,4.128561583,2.845760364,-64.96,-45.27,20.93,20.12,3.23,3.22,3.66,4.74,4.52,4.75,6.27,5.22,2.33,2.94
(주)벽산,7210,18-Dec,7.943184507,5.071218592,19.21255016,33.9529521,-6.312979023,-6.937847199,7.204331708,6.38329201,1.324323207,3.754131723,29.12,-36.89,17.83,17.38,3.91,1.95,4.57,3.37,2.9,2.13,3.86,2.29,2.94,1.82
(주)벽산,7210,19-Dec,-3.814383994,-2.494912657,6.039437999,9.62066506,-11.47025407,-16.81569739,1.422935631,-7.475453673,-1.406459441,-4.613849475,-184.55,-120.4,12.37,14.48,-3.38,-0.4,-3.89,-1.18,-1.32,-0.81,-1.83,-0.88,-2.44,-0.37
(주)보광산업,225530,15-Dec,-76.19296526,-100,-100,-69.93521505,-100,-81.16088822,-91.04261026,-100,-100,-80.25726799,,,42.56,,25.1,,32.01,,20.12,,32.78,,15.41,
(주)보광산업,225530,16-Dec,3.491075309,,,5.523855151,,17.84535052,53.42617483,,,24.05785085,0.97,0,33.07,,21.4,,20.75,,13.43,,24.3,,11.83,
(주)보광산업,225530,17-Dec,3.000132051,,,-3.680142023,,20.71699911,-5.882713092,,,7.445707243,-10.66,0,31.46,,21.69,,16.14,,10.41,,22.06,,10.24,
(주)보광산업,225530,18-Dec,2.276560736,,,1.521190859,,35.39495868,-48.6868744,,,-1.582976424,-49.93,0,21.51,,12.23,,7.86,,5.2,,12.73,,4.99,
(주)보광산업,225530,19-Dec,8.771694162,,,5.569244403,,-17.62687365,-11.50635641,,,17.61402084,37.2,0,24.71,,12.59,,9.99,,7.69,,14.92,,6.49,
(주)보라티알,250000,17-Dec,-39.77982356,,,-80.65556634,,43.38736578,1003.187458,,,-30.69574622,17.27,-31.36,42.56,43.02,17.51,18.13,23.55,16.15,20.79,15.06,21.72,21.79,16.76,12.53
(주)보라티알,250000,18-Dec,-6.24763917,-4.484526742,-1.616967876,-1.757854928,-19.79081463,-22.16498796,27.93204894,27.70309429,8.099328004,7.614668214,-38.01,-37.01,36.99,38.27,11.6,11.43,9.34,9.77,8.13,8.52,12.16,12.06,7.76,8.08
(주)보라티알,250000,19-Dec,49.56182132,49.02978287,106.5045777,106.5648528,43.78403013,44.73574914,13.46017186,12.63529029,8.153865375,7.631254852,-33.67,-30.73,26.13,32.19,7.17,7.11,5.76,6.26,3.97,4.43,6.67,6.86,4.26,4.6
(주)보락,2760,11-Dec,-45.29584184,-100,-100,13.77433041,-100,-71.68451464,-34.14653728,-100,-100,-32.21792543,-95.86,233.9,17.26,,0.49,,0.34,,0.99,,1.83,,0.27,
(주)보락,2760,12-Dec,6.385758136,,,7.622649079,,8.884529965,2.777267833,,,4.503827457,1438.33,0,19.59,,6.12,,5.1,,4.25,,6.48,,4.01,
(주)보락,2760,13-Dec,0.537658385,,,-0.288129846,,1.750030377,-1.342839925,,,1.894805168,-62.53,0,15.52,,2.34,,1.85,,1.52,,2.44,,1.45,
(주)보락,2760,14-Dec,3.641547092,,,4.156251604,,3.771344405,0.375044811,,,4.797959687,188.85,0,15.21,,6.68,,5.17,,1.6,,2.59,,4.11,
(주)보락,2760,15-Dec,-3.822243591,,,2.486042593,,-9.856428847,0.591856566,,,-2.733895969,-108.29,0,16.36,,-0.56,,-0.43,,2.53,,4.12,,-0.34,
(주)보락,2760,16-Dec,7.290120472,,,19.71681881,,18.30804406,-2.295849164,,,6.847128624,,0,16.43,,8.49,,7.33,,3.96,,5.69,,5.91,
(주)보락,2760,17-Dec,-2.468156504,,,-1.816585251,,-6.455997799,8.537807405,,,1.097497418,-59.15,0,16.31,,3.7,,2.88,,2.44,,3.82,,2.36,
(주)보락,2760,18-Dec,2.866033141,,,5.165558446,,-1.664398456,-7.263598172,,,1.255877849,-10.79,0,16.23,,3.27,,2.54,,2.51,,3.92,,2.1,
(주)보락,2760,19-Dec,4.319904819,,,2.238911827,,5.870985632,18.45278749,,,0.423871391,-41.31,0,13.57,,1.8,,1.48,,1.16,,1.75,,1.19,
(주)보령,3850,11-Dec,371.7776623,,,107.8200763,,698.3649843,333.5517334,,,213.946087,852.63,0,41.03,,2.01,,4.5,,3.85,,3.18,,2.43,
(주)보령,3850,12-Dec,4.047431736,,,-0.028903952,,5.44873356,1.740764891,,,5.670478333,52.17,0,40.48,,3.01,,6.63,,1.26,,1.08,,3.51,
(주)보령,3850,13-Dec,-1.994891537,,,-5.061591889,,-1.755530079,0.503248254,,,9.7312253,50.27,0,43.06,,4.32,,9.24,,7.08,,5.85,,5.23,
(주)보령,3850,14-Dec,5.549913041,,,5.808158629,,7.755452388,12.44415954,,,10.86124772,52.84,0,44.55,,6.01,,12.8,,8.89,,6.8,,7.85,
(주)보령,3850,15-Dec,17.18039666,,,17.47157857,,20.87238114,-3.703373994,,,10.47825665,-5.97,0,42.1,,5.06,,10.88,,8.98,,6.86,,6.62,
(주)보령,3850,16-Dec,20.23766767,,,11.61349785,,29.69014782,51.47734301,,,-0.301811442,-72.35,0,43.17,,1.37,,2.87,,6.04,,5.38,,1.54,
(주)보령,3850,17-Dec,0.834429309,,,61.86103593,,-12.87066207,-17.28259954,,,27.13912433,885.94,408.3,39.7,39.7,13.09,13.36,24.95,22.71,0.4,0.25,0.37,0.24,13.85,14.03
(주)보령,3850,18-Dec,12.48589442,11.80108532,35.83248094,35.83248094,-1.747265897,-1.726458821,24.88261409,24.88261409,2.583039112,3.641275824,-58.62,-64.04,40.97,40.97,4.97,4.41,9.06,8.03,5.87,5.85,5.44,5.42,5.37,4.76
(주)보령,3850,19-Dec,13.23526854,12.80202029,26.70844363,26.70844363,3.253405245,3.267523004,12.16913938,12.16913938,10.48448145,11.25561862,49.98,58.67,42.53,42.53,6.55,6.15,12.63,11.95,8.13,8.16,7.46,7.45,7.14,6.73
(주)본느,226340,15-Dec,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67.65,-65.52,,,,,,,,,,,,
(주)본느,226340,16-Dec,,,,,,,,,,,0,0,,,,,,,,,,,,
(주)본느,226340,17-Dec,,,,,,,,,,,0,0,,,,,,,,,,,,
(주)본느,226340,18-Dec,,,,,,,,,,,-94.41,-97.18,33.42,41.44,2.5,1.07,2.54,1.26,11.83,10,15.09,11.74,1.96,0.91
(주)본느,226340,19-Dec,22.21615411,19.60811444,0.841285849,2.577168283,16.55650784,19.17482568,-79.33830086,-42.67081866,36.88254043,41.17622743,914.45,1506.05,33.15,38.4,19.11,10.71,21.33,17.13,20.17,14.8,21.55,11.87,17.89,13.35
(주)부-스타,8470,11-Dec,50.50804327,-100,-100,180.6986968,-100,58.7079737,864.6990343,-100,-100,32.93351687,-51.43,120.72,19.61,,4.9,,7.52,,6.33,,5.4,,5.75,
(주)부-스타,8470,12-Dec,5.503043484,,,-4.555173118,,4.889051471,-23.86023727,,,4.843211514,19.29,0,19.23,,5.44,,7.75,,5.59,,4.99,,6.09,
(주)부-스타,8470,13-Dec,5.580121862,,,-4.379636975,,7.824931922,-1.600860263,,,9.112688674,14.54,0,19.07,,6.14,,8.3,,6.15,,5.72,,6.61,
(주)부-스타,8470,14-Dec,7.686974163,,,-0.516384954,,8.694266137,4.270903971,,,6.806823214,-7.99,0,17.52,,5.32,,7.08,,4.86,,4.53,,5.7,
(주)부-스타,8470,15-Dec,8.339703485,,,3.906720749,,-14.11183791,-15.41572075,,,7.422054524,30.29,0,19.49,,6.5,,8.61,,6.49,,6.14,,6.88,
(주)부-스타,8470,16-Dec,9.401731153,,,-3.51486072,,9.589011405,4.266021456,,,9.3517189,25.08,0,20.39,,7.26,,9.93,,8.18,,7.52,,7.9,
(주)부-스타,8470,17-Dec,2.0012463,,,-5.016608076,,-5.116466702,116.7072627,,,4.991277304,-26.03,0,18.02,,5.87,,6.86,,3.95,,4.19,,5.54,
(주)부-스타,8470,18-Dec,1.39079428,,,3.993291819,,26.28765017,-1.178316529,,,2.554753945,-35.56,0,17.36,,3.65,,4.26,,2.34,,2.44,,3.51,
(주)부-스타,8470,19-Dec,9.856041099,,,-4.46609039,,12.89916419,-16.60372689,,,3.732541025,16.94,0,16.63,,3.62,,4.83,,3.63,,3.38,,3.88,
(주)부방,14470,11-Dec,143.3736178,,,996.5651969,,8.181134307,124.6107513,,,80.11883987,84.61,-37.58,24.62,29.94,2.11,2.07,4.94,5.16,3.89,4.16,2.89,2.83,2.84,3.05
(주)부방,14470,12-Dec,-6.691207426,-6.099490714,-4.978816069,-4.717413859,-15.06913072,-14.31373564,0.351765517,-0.178995562,8.183802444,5.959611314,21.68,54.18,26.09,31.78,2.57,3.25,5.74,7.72,4.9,5.33,3.55,3.61,3.54,4.8
(주)부방,14470,13-Dec,3.26801952,2.908062013,-3.028432495,-0.795533549,10.04073915,15.96643871,15.57391243,5.771938769,12.23972078,10.591263,85.6,68.66,30.81,34.12,4.1,4.85,9.84,12.14,9.2,9.15,5.63,5.38,6.7,8.24
(주)부방,14470,14-Dec,6.250919501,5.716961732,-2.45841794,0.573135878,22.10630864,17.43308026,-3.342329996,-4.3858737,8.313904899,9.133190455,3.88,-16.7,34.69,34.69,3.96,3.93,9.31,9.21,7.97,7.65,4.75,4.57,6.64,6.58
(주)부방,14470,15-Dec,-11.02952039,-3.375395854,-36.79077602,-92.97550388,-58.26536663,-75.20016333,-100,-82.76759347,14.69139653,13.44554336,1651.62,1677.5,29.9,28,366.9,218.94,146.35,146.67,0.16,1.29,0.48,2.45,119.53,115.77
(주)부방,14470,16-Dec,9.420734337,21.36401205,68.64491989,104.8025787,206.7135433,31.03516612,,572.9474359,-0.176166344,4.647993173,-99,-96.26,38,30.72,18.11,3.89,1.34,4.39,0.87,4.64,12.97,4.53,1.21,3.98
(주)부방,14470,17-Dec,-12.20146891,-0.38635409,-2.70293531,0.467881955,-6.592233913,-33.07531003,-100,-7.304130628,-0.453525166,-10.69282575,-937.72,-118.13,25.42,32.93,-84.25,-0.47,-11.63,1.29,0.87,-1.4,7.12,-1,-10.34,-0.66
(주)부방,14470,18-Dec,-3.502237629,-5.905875488,-0.863341289,0.216252291,-13.85620468,-16.56254801,,8.974917707,0.41685753,-0.174169964,,,43.48,30.46,-3.08,0.52,-0.17,1.1,0.69,1.5,13.49,1.14,-0.16,0.68
(주)부방,14470,19-Dec,15.70339553,1.39704643,-3.299721973,-19.67389477,2.809730742,-11.32538199,-100,6.6106799,-5.964417616,16.51299193,,-622.59,62.27,27.29,-186.51,-2.85,-5.38,-4.69,0.61,-1.63,22.65,-1.28,-5.01,-3.63
(주)뷰웍스,100120,11-Dec,-76.26640212,-79.35597966,-93.54206667,-45.09402259,-61.99006936,137.9513675,,-64.1783179,-73.0524802,-76.46957587,,,48.12,47.62,20.1,18.52,15.43,14.67,15.71,14.6,22.01,20.4,14.35,13.26
(주)뷰웍스,100120,12-Dec,11.71780195,8.061996339,18.40702127,18.09321432,9.974898454,12.24951245,28.41455184,28.74633897,8.938305582,12.45495036,1.8,-16.63,50.4,50.63,15.44,11.75,13.8,11.09,15.85,13.37,19.07,16.03,12.83,9.8
(주)뷰웍스,100120,13-Dec,31.99938892,31.02579997,117.9241884,118.4523198,23.13263909,25.28638591,-15.48100647,-15.35300567,15.58281957,15.8259765,38.17,71.09,46.22,46.71,15.15,14.16,16.69,16.44,19.33,19.03,20.22,19.28,14.48,13.97
(주)뷰웍스,100120,14-Dec,10.92088047,10.3413614,53.18275572,53.43364364,-0.132138381,-0.565720133,25.2039731,25.81399613,14.43466069,14.92652009,12.7,12.46,48.8,49.28,16,14.95,16.31,15.81,16.29,16.49,19.17,18.72,13.6,13.17
(주)뷰웍스,100120,15-Dec,15.42444154,14.99630422,-1.083602414,-1.187752528,34.24613512,34.14990982,-0.854628606,-1.265951493,19.45719562,20.28440602,51.26,49.02,45.11,45.35,18.33,16.88,20.95,20.47,20.18,20.27,20.37,19.67,18.16,17.4
(주)뷰웍스,100120,16-Dec,33.0684401,33.98483925,6.973146029,6.855185979,51.61951714,51.45682807,54.86298778,54.20124584,30.33888873,28.7923717,57.24,70.32,50.57,51.34,22.95,22.91,26.36,27.68,26.03,26.85,26.13,25.97,22.86,23.68
(주)뷰웍스,100120,17-Dec,5.415226511,5.920146273,2.141193788,2.236153464,6.961851739,1.855418739,-6.352790928,-3.971346655,14.22189652,13.39364587,-30.11,-27,49.65,50.29,15.24,15.89,15.34,16.6,21.12,21.4,23.62,23.19,13.62,14.66
(주)뷰웍스,100120,18-Dec,11.31075824,13.61277691,21.50783828,21.31161727,8.18325596,9.073566494,2.965855102,11.6828094,11.63190017,11.249779,11.8,6.04,50.96,49.86,17.92,15.83,15.28,15.56,15.24,15.35,19.44,17.17,14.05,14.15
(주)뷰웍스,100120,19-Dec,15.69993706,15.75435075,16.3679909,15.16099861,16.57870522,17.91755154,42.04262467,37.7569994,14.71146038,13.90423592,13.82,16.91,52.53,52.88,18.95,17.88,15.43,16.03,15.58,15.66,20.98,19.43,14.07,14.42
(주)브리지텍,64480,11-Dec,-82.85107208,-100,-100,-99.14229668,-100,-80.72179192,-98.64650691,-100,-100,-85.42411708,-91.21,-54.31,16.62,,7.44,,8.71,,3.8,,4.3,,6.58,
(주)브리지텍,64480,12-Dec,18.95096027,,,11.13630683,,28.15071942,18.77212745,,,17.69088948,162.83,0,26.95,,15.5,,21.11,,16.68,,16.01,,16.14,
(주)브리지텍,64480,13-Dec,26.69703985,,,-18.50805498,,33.83178911,-30.00022582,,,28.51731064,12.98,0,24.12,,14.66,,19.3,,15.41,,15.25,,14.81,
(주)브리지텍,64480,14-Dec,9.904160257,,,-28.02438828,,8.063729553,36.77422004,,,5.594990427,-38.51,0,17.25,,9.5,,10.26,,6.19,,7.57,,7.76,
(주)브리지텍,64480,15-Dec,20.22066898,,,83.30797219,,22.80730579,148.2985612,,,12.83397123,66.01,0,19.44,,12.08,,15.59,,10.99,,11.88,,11.18,
(주)브리지텍,64480,16-Dec,1.122514949,,,6.231534821,,-6.806320974,-63.0560713,,,13.97032545,25.2,0,22.44,,14.37,,17.21,,13.1,,14.77,,12.74,
(주)브리지텍,64480,17-Dec,-17.08752329,,,-37.4542889,,-44.27427523,50.84489034,,,-12.27399926,-145.86,0,-1.04,,-12.04,,-7.89,,-8.29,,-15.71,,-6.35,
(주)브리지텍,64480,18-Dec,8.145571432,,,131.3668201,,27.2937499,-77.13121295,,,-8.445920767,,0,10.6,,4.44,,5.01,,1.35,,1.57,,3.82,
(주)브리지텍,64480,19-Dec,-24.62998126,,,272.6410107,,-37.46392596,-77.35502582,,,-16.5266737,-253.71,0,1.25,,-8.92,,-8.77,,-7.99,,-11.05,,-6.45,
(주)브이원텍,251630,17-Dec,107.1732326,,,-43.86900814,,263.4693253,59373.51806,,,85.26037014,,-1.02,49.27,50.18,28.68,28.4,25.66,25.67,25.68,25.69,40.26,39.83,18.29,18.32
(주)브이원텍,251630,18-Dec,-6.843958115,-6.98685647,106.0909763,107.4337281,-10.77226863,-10.89276987,-80.18081599,-80.18081599,25.27283441,25.71503469,39.78,38.99,38.83,39.71,28.31,27.98,22.12,22.1,18.42,18.42,28.99,28.68,17.99,17.98
(주)브이원텍,251630,19-Dec,6.484367893,6.514033246,296.5876151,300.6286471,-10.25677504,-10.40953617,34.03701253,34.13241374,6.141659753,6.099282382,-56.67,-56.55,34.47,35.9,25.28,24.8,8.35,8.37,5.65,5.69,18.23,17.97,7.83,7.85
(주)브이티지엠피,18290,11-Dec,2.900224943,-100,-100,173.4208378,-100,-16.17479604,573.884676,-100,-100,-72.28841432,-211.83,67.28,15.07,,-12.49,,-28.09,,-2.32,,-3.61,,-8.02,
(주)브이티지엠피,18290,12-Dec,-11.841313,,,-3.939563681,,-15.11504996,-11.49562098,,,-2.824984049,,0,12.34,,-1.8,,-4.38,,-5.47,,-8.53,,-1.16,
(주)브이티지엠피,18290,13-Dec,-0.113845524,,,-3.266969446,,1.850966925,4.177529507,,,6.504015205,,0,16.9,,2.24,,5.2,,2.18,,3.27,,1.49,
(주)브이티지엠피,18290,14-Dec,1.080301619,,,-3.446922025,,3.194116562,6.028113478,,,-16.75540266,-408.31,0,14.47,,-6.74,,-16.97,,0.57,,0.83,,-4.58,
(주)브이티지엠피,18290,15-Dec,-21.56543621,,,-5.315370172,,-34.14924753,-34.38304719,,,-15.67278061,,0,-9.95,,-51.12,,-134.29,,-17.58,,-26.55,,-33.84,
(주)브이티지엠피,18290,16-Dec,-0.576312762,,,-4.302636129,,-24.63167972,-33.63324318,,,104.0302362,,0,0.96,,-35.4,,-58.5,,-13.95,,-21.12,,-23.39,
(주)브이티지엠피,18290,17-Dec,-8.570159666,,,-2.289020404,,-41.93781442,-57.68166996,,,-21.82806109,,-217.07,-5.02,19.95,-41.74,-18.62,-56.45,-56.2,-14.09,-9.01,-20.8,-9.56,-28.28,-17.56
(주)브이티지엠피,18290,18-Dec,19.46188712,67.29037953,-0.630450375,-1.318068318,140.487726,46.00285423,8.880010608,148.1841271,93.03963551,98.67935942,,,23.69,37.17,9.59,9.78,12.85,17.62,8.86,13.54,10.56,12.24,8.05,10.81
(주)브이티지엠피,18290,19-Dec,80.07843839,9.634759517,-1.35503494,7.12738307,17.00902796,251.1486584,112.0278014,18.52842661,-12.1405458,19.88031869,-22.86,-68.14,24.2,36.45,5.99,3.03,6.78,4.98,6.57,7.9,9.66,9.1,4.07,2.63
(주)블루베리엔에프티,44480,11-Dec,-77.45936129,-79.24924489,-66.89989559,-80.17336783,-79.94600655,-76.35962997,-64.76389812,-78.36742278,-60.77729686,-59.48516069,-155.73,-183.43,3.47,0.7,-9.83,-10.96,-8.17,-11.2,-4.54,-6.66,-5.89,-7.42,-7.58,-9.84
(주)블루베리엔에프티,44480,12-Dec,8.683889304,3.321853508,-13.69035608,-9.690839899,3.879721476,8.427050582,18.66524289,5.521889434,7.262283785,9.602389283,,,18.12,13.64,8.3,5.13,6.93,5.62,5.54,4.26,7.21,4.48,6.38,4.88
(주)블루베리엔에프티,44480,13-Dec,-1.683188805,-1.654691228,-7.762190994,-10.06214866,-4.857095743,-10.42410201,-17.8411546,-13.42314573,1.146948587,1.376116358,-88.18,-94.38,16.92,15.08,1.05,0.32,0.78,0.3,3.1,2.93,4.44,3.42,0.73,0.27
(주)블루베리엔에프티,44480,14-Dec,-8.849671578,-3.086688181,-3.272867375,-7.913891805,-2.594986418,0.076468768,11.60729092,9.788253721,-3.452115416,-10.16226477,-514.58,-1241.6,9.66,8.55,-6.1,-4.91,-3.37,-3.5,-3.24,-3.74,-6.19,-5.78,-3.19,-3.18
(주)블루베리엔에프티,44480,15-Dec,-6.719285902,-5.710721813,-10.59565669,-10.15483189,-3.947572893,-0.073111188,-19.48378082,-12.40175996,-5.492448582,-5.492448582,,,7.95,6.36,-11.03,-9.02,-6.43,-6.43,-4.31,-5.7,-7.83,-8.82,-6.08,-5.84
(주)블루베리엔에프티,44480,16-Dec,-4.552996924,-4.787015817,-3.235546678,4.711807305,-11.29375163,-14.28428941,-20.56680224,-14.60875648,-5.425560226,-5.425560226,,,12.21,8.78,-8.28,-6.93,-4.59,-4.59,-1.99,-4.14,-3.78,-6.91,-4.35,-4.16
(주)블루베리엔에프티,44480,17-Dec,-6.996885372,-7.033394027,-9.506958125,-10.04910389,-19.69939642,-19.03766963,18.40196874,14.28482704,-6.771120424,-6.771120424,,,11.62,10,-11.94,-9.52,-6.54,-6.54,-5.4,-6.41,-10.45,-10.33,-6.17,-5.91
(주)블루베리엔에프티,44480,18-Dec,124.5538753,121.0657023,-48.69195248,-36.80482786,295.2480505,295.190368,-18.08442745,-18.04368059,38.62400558,38.62400558,,,17.27,12.41,-55.76,-46.78,-28.7,-28.7,2.26,-2.02,6.31,-4.89,-19.93,-19.3
(주)블루베리엔에프티,44480,19-Dec,58.5962093,173.4888147,465.1453481,1.137200693,98.89372869,-11.39059456,-2.019617682,196.3624422,214.5756436,53.86281986,,,24.25,30.66,-3.19,-9.62,-0.99,-0.99,0.98,-3.84,5.49,-9.8,-0.57,-3.77
(주)블루콤,33560,11-Dec,37.09543057,-23.09727105,85.93620154,447.4094339,-21.33670611,89.89343521,-38.83725138,-24.49898147,7.761626797,121.568311,,,21.16,16.49,10.6,2.7,4.98,1.3,3.18,0.13,7.38,0.31,4.58,1.18
(주)블루콤,33560,12-Dec,-0.030298899,-3.445179764,-7.699606947,-4.810250648,-5.638504019,-3.359149913,30.66622099,-18.42405014,-0.307239616,3.194099497,37.47,233.86,22.25,23.59,10.18,6.55,5.81,3.78,6.58,5.94,12.41,11.08,5.4,3.51
(주)블루콤,33560,13-Dec,9.691715626,15.21696749,-7.10731975,1.392371775,26.08832906,15.09830932,160.9193204,41.60992034,12.83198006,9.174739536,60.1,231.55,22.13,26.98,11.69,14.42,8.76,11.79,8.67,12.12,12.3,15.87,8.25,11.01
(주)블루콤,33560,14-Dec,32.73231747,35.00739672,92.58395957,167.6853469,14.54117352,13.29740338,30.6025411,44.59586771,22.85259021,18.89994397,171.1,131.33,21.74,24.53,13.33,14.51,20.78,23.09,21.38,23.81,15.53,17.07,18.36,20.24
(주)블루콤,33560,15-Dec,19.24828866,14.85872476,13.51033059,-18.51908898,15.40093997,24.89118891,-8.643683615,-47.45826106,17.52358886,17.745634,23.25,8.71,20.08,22.37,14.11,14.28,21.66,20.93,18.82,18.6,14.67,14.9,18.1,17.83
(주)블루콤,33560,16-Dec,8.869704896,6.382671188,-3.693276851,2.042217843,11.94843115,13.98452999,32.63269384,72.30867011,7.864030502,10.66143091,-13.13,-24.63,19.57,23.73,10.94,9.78,16.52,14.05,15.7,14.08,12.41,11.31,13.84,12.18
(주)블루콤,33560,17-Dec,-6.57007125,-9.003781136,2.107892997,20.376689,-14.38607711,-14.59335562,-38.15309388,-28.41882732,-4.293335012,1.484921564,-62.74,-86.56,20.93,23.68,8.37,2.69,5.81,1.86,6.8,6.15,11.13,9.96,5.11,1.66
(주)블루콤,33560,18-Dec,-3.273326428,-4.267259622,-4.318448535,-1.276945335,-4.644206067,-5.312630002,-19.90136879,-16.66833293,0.570758086,1.221821042,-67.89,-38.86,17.95,20.35,4.93,2.6,1.84,1.16,0.32,0.05,0.91,0.11,1.73,1.09
(주)블루콤,33560,19-Dec,1.192084788,0.932420819,-37.26258135,-44.43590542,-72.69664858,-69.9326694,-47.25584504,-47.79027087,0.387318859,0.906529397,20.3,-5.29,12.33,2.94,14.35,6.37,2.19,1.09,-3.68,-6.99,-25.12,-42.37,2.1,1.05
(주)비덴트,121800,12-Jun,-71.89271614,-100,-100,-11.41918799,-100,-6.197955953,259.7767766,-100,-100,-75.43986614,75.46,510.95,47.1,,22.06,,19.9,,19.1,,26.06,,16.17,
(주)비덴트,121800,13-Dec,3.56278186,,,-0.316369711,,-4.819911387,42.2991001,,,-3.30601727,-89.09,0,33.85,,2.85,,1.76,,0.71,,1.47,,1.37,
(주)비덴트,121800,14-Dec,-0.137271551,,,-1.123468457,,3.572264668,-1.043513108,,,2.398136077,68.49,-90.47,33.05,32.97,4.31,3.65,2.93,2.44,1.82,1.46,3.38,2.73,2.32,1.95
(주)비덴트,121800,15-Dec,32.06405616,29.79214695,-0.076068615,-1.411816478,13.82669676,9.073485646,-3.604246907,-1.96080881,17.58869852,18.22618302,-400.92,-492.41,33.19,34.08,-16.72,-18.32,-7.99,-8.8,-2.92,-3.46,-8.11,-9.52,-6.01,-6.66
(주)비덴트,121800,16-Dec,8.868903714,32.42609111,-39.82305179,-44.47614436,-9.661271764,-37.65512132,-34.539404,-33.43225494,0.005673365,-7.644461734,,,28.8,28.96,-152.95,-91.19,-52.61,-42.86,-6.58,-7.06,-28.96,-24.09,-34.73,-26.73
(주)비덴트,121800,17-Dec,107.9101215,75.55244498,-14.90799847,-6.403849318,42.35603841,72.87853601,25.76211917,26.56808076,174.0406074,192.3877726,,,30.29,27.46,431.87,274.88,73.17,68.9,-3.54,-5.02,-26.96,-26.94,56.7,51.19
(주)비덴트,121800,18-Dec,73.31046226,72.16549599,10.42270946,10.7645884,41.46596452,72.63515423,-17.4646858,-13.71673685,73.22355856,74.49400406,-4.49,-2.95,39.44,36.54,328.72,297.32,34.16,33.48,1.19,0.52,13.31,5.4,29.34,28.65
(주)비덴트,121800,19-Dec,16.02837231,15.94037291,-13.16247447,-13.09438921,-23.02060061,-22.6543393,24.32487796,13.29598198,2.783828015,2.881255704,-110.96,-111.62,35.46,34.33,-39.87,-39.74,-2.9,-3.01,-0.44,-0.6,-7.48,-9.78,-2.35,-2.44
(주)비보존헬스케어,82800,11-Dec,-83.06388303,-100,-100,126.5974182,-100,-38.13368404,32.30150828,-100,-100,-89.26986515,,,6.1,,-19.87,,-29.74,,-4.99,,-6.19,,-16.02,
(주)비보존헬스케어,82800,12-Dec,22.23814051,,,-18.73892441,,71.37828079,64.9797848,,,3.871774974,,0,11.67,,0.92,,3.97,,14.07,,7.36,,1.76,
(주)비보존헬스케어,82800,13-Dec,16.44943832,,,10.31607414,,16.03498072,1.935674267,,,27.06867632,-334.77,0,7.66,,-1.9,,-8.05,,5.63,,3.08,,-3.47,
