,회사명,거래소코드,회계년도,부실징후기업,한계기업
4125,(주)멕아이씨에스,58110,2016/12,1.0,1
4126,(주)멕아이씨에스,58110,2017/12,1.0,1
4127,(주)멕아이씨에스,58110,2018/12,1.0,1
4128,(주)멕아이씨에스,58110,2019/12,1.0,1
4136,(주)멜파스,96640,2013/12,1.0,1
4137,(주)멜파스,96640,2014/12,1.0,1
4138,(주)멜파스,96640,2015/12,1.0,1
4139,(주)멜파스,96640,2016/12,1.0,1
4140,(주)멜파스,96640,2017/12,1.0,1
4141,(주)멜파스,96640,2018/12,1.0,1
4142,(주)멜파스,96640,2019/12,1.0,1
4143,(주)모나리자,12690,2000/12,1.0,1
4144,(주)모나리자,12690,2001/12,1.0,1
4265,(주)모베이스전자,12860,2017/12,1.0,1
4267,(주)모베이스전자,12860,2019/12,1.0,1
4273,(주)모비스,250060,2017/12,1.0,1
4275,(주)모비스,250060,2019/12,1.0,1
4290,(주)모아텍,33200,2012/12,1.0,1
4291,(주)모아텍,33200,2013/12,1.0,1
4292,(주)모아텍,33200,2014/12,1.0,1
4293,(주)모아텍,33200,2015/12,1.0,1
4294,(주)모아텍,33200,2016/12,1.0,1
4317,(주)모헨즈,6920,2000/12,1.0,1
4319,(주)모헨즈,6920,2002/12,1.0,1
4321,(주)모헨즈,6920,2004/12,1.0,1
4322,(주)모헨즈,6920,2005/12,1.0,1
4323,(주)모헨즈,6920,2006/12,1.0,1
4324,(주)모헨즈,6920,2007/12,1.0,1
4325,(주)모헨즈,6920,2008/12,1.0,1
4365,(주)미래아이앤지,7120,2003/12,1.0,1
4366,(주)미래아이앤지,7120,2004/12,1.0,1
4367,(주)미래아이앤지,7120,2005/12,1.0,1
4368,(주)미래아이앤지,7120,2006/12,1.0,1
4369,(주)미래아이앤지,7120,2007/12,1.0,1
4370,(주)미래아이앤지,7120,2008/12,1.0,1
4371,(주)미래아이앤지,7120,2009/12,1.0,1
4375,(주)미래아이앤지,7120,2013/12,1.0,1
4376,(주)미래아이앤지,7120,2014/12,1.0,1
4377,(주)미래아이앤지,7120,2015/12,1.0,1
4378,(주)미래아이앤지,7120,2016/12,1.0,1
4379,(주)미래아이앤지,7120,2017/12,1.0,1
4380,(주)미래아이앤지,7120,2018/12,1.0,1
4422,(주)미코바이오메드,214610,2014/12,1.0,1
4423,(주)미코바이오메드,214610,2015/12,1.0,1
4424,(주)미코바이오메드,214610,2016/12,1.0,1
4425,(주)미코바이오메드,214610,2017/12,1.0,1
4426,(주)미코바이오메드,214610,2018/12,1.0,1
4427,(주)미코바이오메드,214610,2019/12,1.0,1
4434,(주)바른손,18700,2000/03,1.0,1
4435,(주)바른손,18700,2001/03,1.0,1
4436,(주)바른손,18700,2002/03,1.0,1
4437,(주)바른손,18700,2003/03,1.0,1
4441,(주)바른손,18700,2007/03,1.0,1
4442,(주)바른손,18700,2008/03,1.0,1
4443,(주)바른손,18700,2009/03,1.0,1
4444,(주)바른손,18700,2010/03,1.0,1
4445,(주)바른손,18700,2011/03,1.0,1
4446,(주)바른손,18700,2012/03,1.0,1
4447,(주)바른손,18700,2013/03,1.0,1
4448,(주)바른손,18700,2014/03,1.0,1
4449,(주)바른손,18700,2015/03,1.0,1
4450,(주)바른손,18700,2016/03,1.0,1
4451,(주)바른손,18700,2017/03,1.0,1
4452,(주)바른손,18700,2018/03,1.0,1
4453,(주)바른손,18700,2019/03,1.0,1
4454,(주)바른손이앤에이,35620,2000/12,1.0,1
4455,(주)바른손이앤에이,35620,2001/12,1.0,1
4456,(주)바른손이앤에이,35620,2002/12,1.0,1
4457,(주)바른손이앤에이,35620,2003/12,1.0,1
4458,(주)바른손이앤에이,35620,2004/12,1.0,1
4460,(주)바른손이앤에이,35620,2006/12,1.0,1
4461,(주)바른손이앤에이,35620,2007/12,1.0,1
4462,(주)바른손이앤에이,35620,2008/12,1.0,1
4463,(주)바른손이앤에이,35620,2009/12,1.0,1
4466,(주)바른손이앤에이,35620,2012/12,1.0,1
4468,(주)바른손이앤에이,35620,2014/12,1.0,1
4471,(주)바른손이앤에이,35620,2017/12,1.0,1
4473,(주)바른손이앤에이,35620,2019/12,1.0,1
4477,(주)바른전자,64520,2003/12,1.0,1
4479,(주)바른전자,64520,2005/12,1.0,1
4491,(주)바른전자,64520,2017/12,1.0,1
4493,(주)바른전자,64520,2019/12,1.0,1
4524,(주)바이오니아,64550,2002/12,1.0,1
4525,(주)바이오니아,64550,2003/12,1.0,1
4526,(주)바이오니아,64550,2004/12,1.0,1
4527,(주)바이오니아,64550,2005/12,1.0,1
4528,(주)바이오니아,64550,2006/12,1.0,1
4529,(주)바이오니아,64550,2007/12,1.0,1
4530,(주)바이오니아,64550,2008/12,1.0,1
4532,(주)바이오니아,64550,2010/12,1.0,1
4533,(주)바이오니아,64550,2011/12,1.0,1
4534,(주)바이오니아,64550,2012/12,1.0,1
4535,(주)바이오니아,64550,2013/12,1.0,1
4536,(주)바이오니아,64550,2014/12,1.0,1
4537,(주)바이오니아,64550,2015/12,1.0,1
4538,(주)바이오니아,64550,2016/12,1.0,1
4539,(주)바이오니아,64550,2017/12,1.0,1
4540,(주)바이오니아,64550,2018/12,1.0,1
4541,(주)바이오니아,64550,2019/12,1.0,1
4567,(주)바이오스마트,38460,2003/12,1.0,1
4569,(주)바이오스마트,38460,2005/12,1.0,1
4587,(주)바이오톡스텍,86040,2003/12,1.0,1
4589,(주)바이오톡스텍,86040,2005/12,1.0,1
4596,(주)바이오톡스텍,86040,2012/12,1.0,1
4597,(주)바이오톡스텍,86040,2013/12,1.0,1
4598,(주)바이오톡스텍,86040,2014/12,1.0,1
4599,(주)바이오톡스텍,86040,2015/12,1.0,1
4624,(주)방림,3610,2000/09,1.0,1
4625,(주)방림,3610,2001/09,1.0,1
4626,(주)방림,3610,2002/09,1.0,1
4627,(주)방림,3610,2003/09,1.0,1
4628,(주)방림,3610,2004/09,1.0,1
4629,(주)방림,3610,2005/09,1.0,1
4661,(주)백금티앤에이,46310,2013/12,1.0,1
4662,(주)백금티앤에이,46310,2014/12,1.0,1
4663,(주)백금티앤에이,46310,2015/12,1.0,1
4664,(주)백금티앤에이,46310,2016/12,1.0,1
4674,(주)백산,35150,2006/12,1.0,1
4676,(주)백산,35150,2008/12,1.0,1
4693,(주)버킷스튜디오,66410,2006/12,1.0,1
4694,(주)버킷스튜디오,66410,2007/12,1.0,1
4695,(주)버킷스튜디오,66410,2008/12,1.0,1
4696,(주)버킷스튜디오,66410,2009/12,1.0,1
4697,(주)버킷스튜디오,66410,2010/12,1.0,1
4709,(주)베노홀딩스,206400,2016/12,1.0,1
4711,(주)베노홀딩스,206400,2018/12,1.0,1
4765,(주)보락,2760,2000/12,1.0,1
4766,(주)보락,2760,2001/12,1.0,1
4767,(주)보락,2760,2002/12,1.0,1
4768,(주)보락,2760,2003/12,1.0,1
4769,(주)보락,2760,2004/12,1.0,1
4831,(주)부방,14470,2001/06,1.0,1
4833,(주)부방,14470,2003/06,1.0,1
4835,(주)부방,14470,2005/06,1.0,1
4836,(주)부방,14470,2006/12,1.0,1
4837,(주)부방,14470,2007/12,1.0,1
4838,(주)부방,14470,2008/12,1.0,1
4897,(주)브이티지엠피,18290,2001/09,1.0,1
4898,(주)브이티지엠피,18290,2002/09,1.0,1
4899,(주)브이티지엠피,18290,2003/09,1.0,1
4900,(주)브이티지엠피,18290,2004/09,1.0,1
4901,(주)브이티지엠피,18290,2005/09,1.0,1
4902,(주)브이티지엠피,18290,2006/09,1.0,1
4903,(주)브이티지엠피,18290,2007/09,1.0,1
4904,(주)브이티지엠피,18290,2008/09,1.0,1
4906,(주)브이티지엠피,18290,2010/12,1.0,1
4907,(주)브이티지엠피,18290,2011/12,1.0,1
4908,(주)브이티지엠피,18290,2012/12,1.0,1
4909,(주)브이티지엠피,18290,2013/12,1.0,1
4910,(주)브이티지엠피,18290,2014/12,1.0,1
4911,(주)브이티지엠피,18290,2015/12,1.0,1
4912,(주)브이티지엠피,18290,2016/12,1.0,1
4913,(주)브이티지엠피,18290,2017/12,1.0,1
4930,(주)블루베리엔에프티,44480,2014/12,1.0,1
4931,(주)블루베리엔에프티,44480,2015/12,1.0,1
4932,(주)블루베리엔에프티,44480,2016/12,1.0,1
4933,(주)블루베리엔에프티,44480,2017/12,1.0,1
4934,(주)블루베리엔에프티,44480,2018/12,1.0,1
4935,(주)블루베리엔에프티,44480,2019/12,1.0,1
4963,(주)비덴트,121800,2015/12,1.0,1
4965,(주)비덴트,121800,2017/12,1.0,1
4972,(주)비보존헬스케어,82800,2006/12,1.0,1
4973,(주)비보존헬스케어,82800,2007/12,1.0,1
4974,(주)비보존헬스케어,82800,2008/12,1.0,1
4975,(주)비보존헬스케어,82800,2009/12,1.0,1
4976,(주)비보존헬스케어,82800,2010/12,1.0,1
4977,(주)비보존헬스케어,82800,2011/12,1.0,1
4980,(주)비보존헬스케어,82800,2014/12,1.0,1
4981,(주)비보존헬스케어,82800,2015/12,1.0,1
4982,(주)비보존헬스케어,82800,2016/12,1.0,1
4983,(주)비보존헬스케어,82800,2017/12,1.0,1
4984,(주)비보존헬스케어,82800,2018/12,1.0,1
4985,(주)비보존헬스케어,82800,2019/12,1.0,1
4998,(주)비비안,2070,2012/12,1.0,1
4999,(주)비비안,2070,2013/12,1.0,1
5000,(주)비비안,2070,2014/12,1.0,1
5001,(주)비비안,2070,2015/12,1.0,1
5002,(주)비비안,2070,2016/12,1.0,1
5003,(주)비비안,2070,2017/12,1.0,1
5004,(주)비비안,2070,2018/12,1.0,1
5005,(주)비비안,2070,2019/12,1.0,1
5077,(주)비엔지티,32790,2007/12,1.0,1
5079,(주)비엔지티,32790,2009/12,1.0,1
5081,(주)비엔지티,32790,2011/12,1.0,1
5082,(주)비엔지티,32790,2012/12,1.0,1
5083,(주)비엔지티,32790,2013/12,1.0,1
5084,(주)비엔지티,32790,2014/12,1.0,1
5085,(주)비엔지티,32790,2015/12,1.0,1
5086,(주)비엔지티,32790,2016/12,1.0,1
5087,(주)비엔지티,32790,2017/12,1.0,1
5088,(주)비엔지티,32790,2018/12,1.0,1
5089,(주)비엔지티,32790,2019/12,1.0,1
5091,(주)비엘,142760,2010/12,1.0,1
5092,(주)비엘,142760,2011/12,1.0,1
5093,(주)비엘,142760,2012/12,1.0,1
5094,(주)비엘,142760,2013/12,1.0,1
5095,(주)비엘,142760,2014/12,1.0,1
5096,(주)비엘,142760,2015/12,1.0,1
5097,(주)비엘,142760,2016/12,1.0,1
5098,(주)비엘,142760,2017/12,1.0,1
5099,(주)비엘,142760,2018/12,1.0,1
5100,(주)비엘,142760,2019/12,1.0,1
5109,(주)비엘팜텍,65170,2008/12,1.0,1
5111,(주)비엘팜텍,65170,2010/12,1.0,1
5220,(주)비츠로시스,54220,2017/03,1.0,1
5222,(주)비츠로시스,54220,2019/03,1.0,1
5251,(주)비케이홀딩스,50090,2010/12,1.0,1
5252,(주)비케이홀딩스,50090,2011/12,1.0,1
5253,(주)비케이홀딩스,50090,2012/12,1.0,1
5254,(주)비케이홀딩스,50090,2013/12,1.0,1
5255,(주)비케이홀딩스,50090,2014/12,1.0,1
5256,(주)비케이홀딩스,50090,2015/12,1.0,1
5257,(주)비케이홀딩스,50090,2016/12,1.0,1
5258,(주)비케이홀딩스,50090,2017/12,1.0,1
5259,(주)비케이홀딩스,50090,2018/12,1.0,1
5260,(주)비케이홀딩스,50090,2019/12,1.0,1
5266,(주)비트컴퓨터,32850,2001/12,1.0,1
5267,(주)비트컴퓨터,32850,2002/12,1.0,1
5268,(주)비트컴퓨터,32850,2003/12,1.0,1
5269,(주)비트컴퓨터,32850,2004/12,1.0,1
5270,(주)비트컴퓨터,32850,2005/12,1.0,1
5271,(주)비트컴퓨터,32850,2006/12,1.0,1
5272,(주)비트컴퓨터,32850,2007/12,1.0,1
5273,(주)비트컴퓨터,32850,2008/12,1.0,1
5274,(주)비트컴퓨터,32850,2009/12,1.0,1
5379,(주)사조오양,6090,2003/03,1.0,1
5380,(주)사조오양,6090,2004/03,1.0,1
5381,(주)사조오양,6090,2005/03,1.0,1
5382,(주)사조오양,6090,2006/03,1.0,1
5383,(주)사조오양,6090,2007/03,1.0,1
5384,(주)사조오양,6090,2008/03,1.0,1
5404,(주)삼기,122350,2018/12,1.0,1
5405,(주)삼기,122350,2019/12,1.0,1
5406,(주)삼보판지,23600,2000/12,1.0,1
5407,(주)삼보판지,23600,2001/12,1.0,1
5490,(주)삼에스코리아,60310,2005/03,1.0,1
5491,(주)삼에스코리아,60310,2006/03,1.0,1
5492,(주)삼에스코리아,60310,2007/03,1.0,1
5493,(주)삼에스코리아,60310,2008/03,1.0,1
5494,(주)삼에스코리아,60310,2009/03,1.0,1
5495,(주)삼에스코리아,60310,2010/03,1.0,1
5536,(주)삼익악기,2450,2000/12,1.0,1
5537,(주)삼익악기,2450,2001/12,1.0,1
5538,(주)삼익악기,2450,2002/12,1.0,1
5539,(주)삼익악기,2450,2003/12,1.0,1
5540,(주)삼익악기,2450,2004/12,1.0,1
5562,(주)삼일,32280,2006/12,1.0,1
5563,(주)삼일,32280,2007/12,1.0,1
5564,(주)삼일,32280,2008/12,1.0,1
5565,(주)삼일,32280,2009/12,1.0,1
5642,(주)삼진엘앤디,54090,2006/12,1.0,1
5643,(주)삼진엘앤디,54090,2007/12,1.0,1
5644,(주)삼진엘앤디,54090,2008/12,1.0,1
5645,(주)삼진엘앤디,54090,2009/12,1.0,1
5680,(주)삼표시멘트,38500,2004/12,1.0,1
5681,(주)삼표시멘트,38500,2005/12,1.0,1
5682,(주)삼표시멘트,38500,2006/12,1.0,1
5683,(주)삼표시멘트,38500,2007/12,1.0,1
5684,(주)삼표시멘트,38500,2008/12,1.0,1
5685,(주)삼표시멘트,38500,2009/12,1.0,1
5686,(주)삼표시멘트,38500,2010/12,1.0,1
5687,(주)삼표시멘트,38500,2011/12,1.0,1
5688,(주)삼표시멘트,38500,2012/12,1.0,1
5689,(주)삼표시멘트,38500,2013/12,1.0,1
5698,(주)삼화네트웍스,46390,2002/12,1.0,1
5699,(주)삼화네트웍스,46390,2003/12,1.0,1
5700,(주)삼화네트웍스,46390,2004/12,1.0,1
5701,(주)삼화네트웍스,46390,2005/12,1.0,1
5702,(주)삼화네트웍스,46390,2006/12,1.0,1
5703,(주)삼화네트웍스,46390,2007/12,1.0,1
5730,(주)상보,27580,2014/12,1.0,1
5731,(주)상보,27580,2015/12,1.0,1
5732,(주)상보,27580,2016/12,1.0,1
5733,(주)상보,27580,2017/12,1.0,1
5734,(주)상보,27580,2018/12,1.0,1
5735,(주)상보,27580,2019/12,1.0,1
5742,(주)상상인,38540,2006/12,1.0,1
5744,(주)상상인,38540,2008/12,1.0,1
5760,(주)상상인인더스트리,101000,2010/12,1.0,1
5762,(주)상상인인더스트리,101000,2012/12,1.0,1
5767,(주)상상인인더스트리,101000,2017/12,1.0,1
5769,(주)상상인인더스트리,101000,2019/12,1.0,1
5790,(주)상지카일룸,42940,2000/12,1.0,1
5791,(주)상지카일룸,42940,2001/12,1.0,1
5792,(주)상지카일룸,42940,2002/12,1.0,1
5793,(주)상지카일룸,42940,2003/12,1.0,1
5800,(주)상지카일룸,42940,2010/12,1.0,1
5801,(주)상지카일룸,42940,2011/12,1.0,1
5802,(주)상지카일룸,42940,2012/12,1.0,1
5803,(주)상지카일룸,42940,2013/12,1.0,1
5804,(주)상지카일룸,42940,2014/12,1.0,1
5805,(주)상지카일룸,42940,2015/12,1.0,1
5806,(주)상지카일룸,42940,2016/12,1.0,1
5807,(주)상지카일룸,42940,2017/12,1.0,1
5839,(주)서남,294630,2011/12,1.0,1
5840,(주)서남,294630,2012/12,1.0,1
5841,(주)서남,294630,2013/12,1.0,1
5842,(주)서남,294630,2014/12,1.0,1
5843,(주)서남,294630,2015/12,1.0,1
5844,(주)서남,294630,2016/12,1.0,1
5845,(주)서남,294630,2017/12,1.0,1
5846,(주)서남,294630,2018/12,1.0,1
5847,(주)서남,294630,2019/12,1.0,1
5867,(주)서부티엔디,6730,2000/12,1.0,1
5869,(주)서부티엔디,6730,2002/12,1.0,1
5875,(주)서부티엔디,6730,2008/12,1.0,1
5876,(주)서부티엔디,6730,2009/12,1.0,1
5877,(주)서부티엔디,6730,2010/12,1.0,1
5878,(주)서부티엔디,6730,2011/12,1.0,1
5879,(주)서부티엔디,6730,2012/12,1.0,1
5880,(주)서부티엔디,6730,2013/12,1.0,1
5884,(주)서부티엔디,6730,2017/12,1.0,1
5886,(주)서부티엔디,6730,2019/12,1.0,1
5955,(주)서울리거,43710,2006/12,1.0,1
5956,(주)서울리거,43710,2007/12,1.0,1
5957,(주)서울리거,43710,2008/12,1.0,1
5958,(주)서울리거,43710,2009/12,1.0,1
5959,(주)서울리거,43710,2010/12,1.0,1
5962,(주)서울리거,43710,2013/12,1.0,1
5963,(주)서울리거,43710,2014/12,1.0,1
5964,(주)서울리거,43710,2015/12,1.0,1
5965,(주)서울리거,43710,2016/12,1.0,1
5976,(주)서울옥션,63170,2009/12,1.0,1
5978,(주)서울옥션,63170,2011/12,1.0,1
6002,(주)서울제약,18680,2015/12,1.0,1
6003,(주)서울제약,18680,2016/12,1.0,1
6004,(주)서울제약,18680,2017/12,1.0,1
6005,(주)서울제약,18680,2018/12,1.0,1
6018,(주)서원,21050,2011/12,1.0,1
6019,(주)서원,21050,2012/12,1.0,1
6020,(주)서원,21050,2013/12,1.0,1
6021,(주)서원,21050,2014/12,1.0,1
6022,(주)서원,21050,2015/12,1.0,1
6073,(주)서진오토모티브,122690,2017/12,1.0,1
6075,(주)서진오토모티브,122690,2019/12,1.0,1
6089,(주)서한,11370,2000/12,1.0,1
6091,(주)서한,11370,2002/12,1.0,1
6139,(주)서희건설,35890,2010/12,1.0,1
6141,(주)서희건설,35890,2012/12,1.0,1
6178,(주)선앤엘,2820,2000/09,1.0,1
6180,(주)선앤엘,2820,2002/09,1.0,1
6195,(주)선앤엘,2820,2017/12,1.0,1
6197,(주)선앤엘,2820,2019/12,1.0,1
6199,(주)선익시스템,171090,2002/12,1.0,1
6201,(주)선익시스템,171090,2004/12,1.0,1
6267,(주)성안,11300,2001/12,1.0,1
6268,(주)성안,11300,2002/12,1.0,1
6269,(주)성안,11300,2003/12,1.0,1
6270,(주)성안,11300,2004/12,1.0,1
6271,(주)성안,11300,2005/12,1.0,1
6272,(주)성안,11300,2006/12,1.0,1
6273,(주)성안,11300,2007/12,1.0,1
6278,(주)성안,11300,2012/12,1.0,1
6279,(주)성안,11300,2013/12,1.0,1
6280,(주)성안,11300,2014/12,1.0,1
6281,(주)성안,11300,2015/12,1.0,1
6282,(주)성안,11300,2016/12,1.0,1
6283,(주)성안,11300,2017/12,1.0,1
6284,(주)성안,11300,2018/12,1.0,1
6285,(주)성안,11300,2019/12,1.0,1
6337,(주)세동,53060,2005/12,1.0,1
6338,(주)세동,53060,2006/12,1.0,1
6339,(주)세동,53060,2007/12,1.0,1
6340,(주)세동,53060,2008/12,1.0,1
6343,(주)세동,53060,2011/12,1.0,1
6344,(주)세동,53060,2012/12,1.0,1
6345,(주)세동,53060,2013/12,1.0,1
6346,(주)세동,53060,2014/12,1.0,1
6347,(주)세동,53060,2015/12,1.0,1
6348,(주)세동,53060,2016/12,1.0,1
6349,(주)세동,53060,2017/12,1.0,1
6350,(주)세동,53060,2018/12,1.0,1
6351,(주)세동,53060,2019/12,1.0,1
6389,(주)세아베스틸지주,1430,2000/12,1.0,1
6390,(주)세아베스틸지주,1430,2001/12,1.0,1
6391,(주)세아베스틸지주,1430,2002/12,1.0,1
6392,(주)세아베스틸지주,1430,2003/12,1.0,1
6470,(주)세우글로벌,13000,2000/12,1.0,1
6471,(주)세우글로벌,13000,2001/12,1.0,1
6472,(주)세우글로벌,13000,2002/12,1.0,1
6473,(주)세우글로벌,13000,2003/12,1.0,1
6474,(주)세우글로벌,13000,2004/12,1.0,1
6521,(주)세원물산,24830,2012/12,1.0,1
6523,(주)세원물산,24830,2014/12,1.0,1
6546,(주)세원정공,21820,2017/06,1.0,1
6548,(주)세원정공,21820,2019/06,1.0,1
6654,(주)세토피아,222810,2016/12,1.0,1
6655,(주)세토피아,222810,2017/12,1.0,1
6656,(주)세토피아,222810,2018/12,1.0,1
6657,(주)세토피아,222810,2019/12,1.0,1
6678,(주)센트랄모텍,308170,2011/12,1.0,1
6679,(주)센트랄모텍,308170,2012/12,1.0,1
6680,(주)센트랄모텍,308170,2013/12,1.0,1
6681,(주)센트랄모텍,308170,2014/12,1.0,1
6697,(주)센트럴인사이트,12600,2010/12,1.0,1
6698,(주)센트럴인사이트,12600,2011/12,1.0,1
6699,(주)센트럴인사이트,12600,2012/12,1.0,1
6700,(주)센트럴인사이트,12600,2013/12,1.0,1
6701,(주)센트럴인사이트,12600,2014/12,1.0,1
6702,(주)센트럴인사이트,12600,2015/12,1.0,1
6703,(주)센트럴인사이트,12600,2016/12,1.0,1
6704,(주)센트럴인사이트,12600,2017/12,1.0,1
6705,(주)센트럴인사이트,12600,2018/12,1.0,1
6706,(주)센트럴인사이트,12600,2019/12,1.0,1
6712,(주)셀루메드,49180,2003/12,1.0,1
6713,(주)셀루메드,49180,2004/12,1.0,1
6714,(주)셀루메드,49180,2005/12,1.0,1
6715,(주)셀루메드,49180,2006/12,1.0,1
6716,(주)셀루메드,49180,2007/12,1.0,1
6717,(주)셀루메드,49180,2008/12,1.0,1
6722,(주)셀루메드,49180,2013/12,1.0,1
6723,(주)셀루메드,49180,2014/12,1.0,1
6724,(주)셀루메드,49180,2015/12,1.0,1
6725,(주)셀루메드,49180,2016/12,1.0,1
6726,(주)셀루메드,49180,2017/12,1.0,1
6727,(주)셀루메드,49180,2018/12,1.0,1
6728,(주)셀루메드,49180,2019/12,1.0,1
6733,(주)셀리버리,268600,2016/12,1.0,1
6734,(주)셀리버리,268600,2017/12,1.0,1
6735,(주)셀리버리,268600,2018/12,1.0,1
6736,(주)셀리버리,268600,2019/12,1.0,1
6744,(주)셀바스에이아이,108860,2014/12,1.0,1
6745,(주)셀바스에이아이,108860,2015/12,1.0,1
6746,(주)셀바스에이아이,108860,2016/12,1.0,1
6747,(주)셀바스에이아이,108860,2017/12,1.0,1
6748,(주)셀바스에이아이,108860,2018/12,1.0,1
6749,(주)셀바스에이아이,108860,2019/12,1.0,1
6752,(주)셀바스헬스케어,208370,2016/12,1.0,1
6753,(주)셀바스헬스케어,208370,2017/12,1.0,1
6754,(주)셀바스헬스케어,208370,2018/12,1.0,1
6755,(주)셀바스헬스케어,208370,2019/12,1.0,1
6793,(주)셀트리온헬스케어,91990,2006/12,1.0,1
6794,(주)셀트리온헬스케어,91990,2007/12,1.0,1
6795,(주)셀트리온헬스케어,91990,2008/12,1.0,1
6796,(주)셀트리온헬스케어,91990,2009/12,1.0,1
6797,(주)셀트리온헬스케어,91990,2010/12,1.0,1
6798,(주)셀트리온헬스케어,91990,2011/12,1.0,1
6799,(주)셀트리온헬스케어,91990,2012/12,1.0,1
6800,(주)셀트리온헬스케어,91990,2013/12,1.0,1
6808,(주)셀피글로벌,68940,2003/12,1.0,1
6810,(주)셀피글로벌,68940,2005/12,1.0,1
6819,(주)셀피글로벌,68940,2014/12,1.0,1
6820,(주)셀피글로벌,68940,2015/12,1.0,1
6821,(주)셀피글로벌,68940,2016/12,1.0,1
6822,(주)셀피글로벌,68940,2017/12,1.0,1
6823,(주)셀피글로벌,68940,2018/12,1.0,1
6824,(주)셀피글로벌,68940,2019/12,1.0,1
6838,(주)소프트센,32680,2000/09,1.0,1
6839,(주)소프트센,32680,2001/09,1.0,1
6840,(주)소프트센,32680,2002/09,1.0,1
6841,(주)소프트센,32680,2003/09,1.0,1
6842,(주)소프트센,32680,2004/09,1.0,1
6843,(주)소프트센,32680,2005/09,1.0,1
6844,(주)소프트센,32680,2006/09,1.0,1
6845,(주)소프트센,32680,2007/09,1.0,1
6846,(주)소프트센,32680,2008/09,1.0,1
6847,(주)소프트센,32680,2009/09,1.0,1
6866,(주)손오공,66910,2008/12,1.0,1
6868,(주)손오공,66910,2010/12,1.0,1
6870,(주)손오공,66910,2012/12,1.0,1
6872,(주)손오공,66910,2014/12,1.0,1
6882,(주)솔고바이오메디칼,43100,2004/12,1.0,1
6883,(주)솔고바이오메디칼,43100,2005/12,1.0,1
6884,(주)솔고바이오메디칼,43100,2006/12,1.0,1
6885,(주)솔고바이오메디칼,43100,2007/12,1.0,1
6888,(주)솔고바이오메디칼,43100,2010/12,1.0,1
6889,(주)솔고바이오메디칼,43100,2011/12,1.0,1
6890,(주)솔고바이오메디칼,43100,2012/12,1.0,1
6891,(주)솔고바이오메디칼,43100,2013/12,1.0,1
6892,(주)솔고바이오메디칼,43100,2014/12,1.0,1
6893,(주)솔고바이오메디칼,43100,2015/12,1.0,1
6894,(주)솔고바이오메디칼,43100,2016/12,1.0,1
6895,(주)솔고바이오메디칼,43100,2017/12,1.0,1
6896,(주)솔고바이오메디칼,43100,2018/12,1.0,1
6897,(주)솔고바이오메디칼,43100,2019/12,1.0,1
6920,(주)솔본,35610,2005/12,1.0,1
6921,(주)솔본,35610,2006/12,1.0,1
6922,(주)솔본,35610,2007/12,1.0,1
6923,(주)솔본,35610,2008/12,1.0,1
6925,(주)솔본,35610,2010/12,1.0,1
6926,(주)솔본,35610,2011/12,1.0,1
6927,(주)솔본,35610,2012/12,1.0,1
6928,(주)솔본,35610,2013/12,1.0,1
6929,(주)솔본,35610,2014/12,1.0,1
6943,(주)쇼박스,86980,2001/12,1.0,1
