회사명,거래소코드,회계년도,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
디케이락(주),105740,15-Dec,-1.33,0.26,-3.22,24.42,2.99,0,24.83,7.41,5.37,4.63,8.32,4.12,348.13,170.62,12.09,27.61,7.34,8.77,3.39,25.84,78.37,0.72,1.79,3.16,1.28,7.38,0.72,2.39,
디케이락(주),105740,16-Dec,0.64,-1.09,2.56,-12.4,1.85,0,22.92,5.01,3.39,2.74,5.12,2.67,363.6,205.24,56.59,26.09,7.34,15.53,6.04,43.77,79.31,0.68,1.69,2.89,1.23,7.66,0.68,2.52,
디케이락(주),105740,17-Dec,1.88,0.31,0.66,-9.57,-0.44,0,21.54,0.91,0.63,1.82,3.35,0.49,288.33,175.52,49.54,29.03,9.46,26.26,10.98,62.44,77.5,0.69,1.99,3.04,1.27,7.76,0.69,2.51,
디케이락(주),105740,18-Dec,9.78,14.83,5.83,10.43,9.83,0,26.4,8.42,6.92,5.63,8.84,5.36,270.48,160.05,16.94,28.97,6.66,18.26,6.74,61.63,77.54,0.82,2.32,3.24,1.47,8.37,0.82,2.83,
디케이락(주),105740,19-Dec,13.24,4.38,21.11,19.33,9.66,0,30.4,11.42,9.57,8.44,13.23,7.29,253.85,151.74,20.23,33.18,9.89,14.27,5.91,35.94,75.09,0.84,2.14,2.9,1.5,7.82,0.84,2.69,
라온시큐어(주),42510,11-Dec,-82.44,-94.33,-77.44,-99.7,-94.36,-301.3,-2.53,-244.47,-142.11,-67.19,-231.3,-71.02,106.89,106.33,1.26,322.81,50.22,-45.49,-83.13,-69.15,23.65,0.57,22.31,9.65,0.59,50.23,0.57,0.59,0.94
라온시큐어(주),42510,12-Dec,34.68,-86.53,63.48,244.15,112.15,,56.66,17.6,30.27,6.76,12.49,9.52,145.37,143.76,1.18,168.42,42.52,-12.47,-16.6,-18.4,37.26,1.72,34.43,2.34,8.39,13.35,1.72,0.79,0.71
라온시큐어(주),42510,13-Dec,-44.34,1.31,-55.38,-100,2.1,-117.34,50.19,-2.58,-3.82,-7.36,-10.26,-1.85,259.08,259.08,75.23,46.33,9.14,0.66,0.21,2.3,68.34,1.48,60.5,1.78,41.62,9.41,1.48,1.39,0.93
라온시큐어(주),42510,14-Dec,-9.31,-14.16,-19.98,,-10.76,,54.78,-13,-13.73,-17.49,-24.41,-9.31,277.93,277.93,86.29,48.71,11.75,7.08,3.08,19.74,67.25,1.06,,1.58,30.31,9.1,1.06,2.23,1.14
라온시큐어(주),42510,15-Dec,8.53,-29.96,17.45,,6.89,,62.54,5.54,6.66,4.9,6.11,4.45,208.69,208.69,94.53,50.98,10.83,13.06,5.73,40.73,66.23,1.2,,2.04,42.83,12.75,1.2,2.41,1.31
라온시큐어(주),42510,16-Dec,2.8,207.41,-13.58,,15.95,147.37,59.8,10.22,14.77,11.68,11.46,10.42,276.47,276.47,185.15,33.86,9.93,67.75,17.04,172.53,74.7,1.45,,4.12,34.24,20.12,1.45,3.46,1.75
라온시큐어(주),42510,17-Dec,22.42,-9.8,55.98,,28.69,101.23,61.48,16.17,23.82,17.99,15.64,18.59,389.34,389.34,104.16,27.34,1.8,69.96,14.38,833.1,78.53,1.5,,5.03,30.34,16.84,1.5,4.96,1.88
라온시큐어(주),42510,18-Dec,34.78,51.4,48.17,,26.98,10.19,57.97,15.38,21.09,16.85,16.35,15.86,314.37,314.37,87.92,35.16,0.67,42.67,12.36,1659.63,73.99,1.36,,3.05,29.49,7.68,1.36,4.28,1.44
라온시큐어(주),42510,19-Dec,86.5,252.62,90.12,,12.71,-33.09,59.63,8.32,10.15,5.4,6.97,6.45,327.05,327.05,198.08,123.65,30.39,12.32,11.44,22.41,44.71,1.41,,2.78,13.38,6.4,1.41,1.72,1.03
라온피플(주),300120,19-Dec,-100,-100,-100,,-100,338.71,69.64,27.41,13.44,12.49,26.66,12.84,2266.1,2168.53,405.43,4.63,0.91,161.24,15.23,781.85,95.58,,,,,,,,
램테크놀러지(주),171010,13-Dec,-19.04,9496.99,-77.16,148.62,-56.06,-81.19,19.3,4.86,9.89,7.3,8.17,4.34,78.45,41.74,11.55,104.71,47.12,13.99,8.65,15.19,48.85,,,,,,,,
램테크놀러지(주),171010,14-Dec,11.55,27.96,-17.4,-0.97,-13.61,-274.05,6.84,-15.26,-15.39,-5.12,-11.79,-6.62,54.18,23.78,7.97,164.34,58.31,6.76,10.21,7.21,37.83,1.01,3.15,8.88,0.63,56.84,1.01,0.76,1.72
램테크놀러지(주),171010,15-Dec,-2.06,-3.39,1.59,13.04,-7.77,,11.31,-7.78,-9.77,-1.51,-3.28,-3.59,49.51,18.6,3.56,180.7,59.08,4.75,6.56,5.18,35.63,1.26,3.14,9.88,0.63,30.85,1.26,0.73,2.1
램테크놀러지(주),171010,16-Dec,-12.84,-6.98,-29.21,-34.71,-15.58,,4.06,-13.08,-17.45,-4.11,-8.77,-6.13,39.49,16.75,6.21,189.82,61.45,7.33,9.55,7.82,34.5,1.33,3.64,11.05,0.62,32.07,1.33,0.72,2.29
램테크놀러지(주),171010,17-Dec,-2.2,-8.29,22.11,31.16,3.41,,14.95,3.79,5.33,2.45,4.9,1.89,46.65,17.8,5.6,174.1,58.59,8.57,10.77,9.29,36.48,1.41,3.47,13.28,0.66,40.3,1.41,0.77,2.45
램테크놀러지(주),171010,18-Dec,-0.48,-5.55,7.23,4.98,7.21,62.05,15.72,4.6,8.2,4.41,6.52,3.11,50.58,19.95,7.15,154.46,56.47,7.4,6.62,7.95,39.3,1.78,3.95,15.65,0.95,52.88,1.78,1.09,2.87
램테크놀러지(주),171010,19-Dec,39.28,-3.7,172.87,13.16,88.24,111.71,20.23,7.31,11.64,7.8,10.35,5.51,165.26,123.76,99.16,88.26,40.11,10.6,7.67,12.39,53.12,1.59,4.56,15.93,1.33,74.84,1.59,1.43,1.98
로스웰인터내셔널유한회사,900260,15-Dec,57.52,-67.46,192.72,11.66,83.07,458.89,,,,,,,,,,,,,,,,,,,,,,,
로스웰인터내셔널유한회사,900260,16-Dec,117,96.45,119.93,17.62,187.47,75.94,34,19.36,16.66,15.72,22.34,13.62,509.58,483.48,157.92,22.28,7.39,-43.67,-11.31,-107.68,81.78,1.28,10.85,1.73,10.43,10.26,1.28,3.92,1.07
로스웰인터내셔널유한회사,900260,17-Dec,22.1,25.08,22.03,27.7,6.13,-3.65,29.24,15.56,15.57,13.84,18.22,11.82,315.49,298.58,50.63,40.67,16.39,-31.94,-13.37,-56.33,71.09,1,11.34,1.23,8.39,8.03,1,3.15,0.84
로스웰인터내셔널유한회사,900260,18-Dec,-1.57,83.54,-10.64,-20.46,5,-57.75,24.39,9.37,6.23,5.69,11.65,4.58,369.88,352.23,79.18,31.87,16.79,10.54,5.18,15.17,75.83,0.66,8.44,0.81,3.73,6.03,0.66,1.84,0.57
로스웰인터내셔널유한회사,900260,19-Dec,20.33,-2.96,22.75,-42.25,23.04,-78.16,19.57,2.84,1.19,1.45,4.51,0.91,374.23,365.83,209.32,28.97,14.69,78.81,60.03,120.53,77.54,0.42,9.26,0.83,2.11,5.02,0.42,1.39,0.39
로체시스템즈(주),71280,11-Dec,-100,-100,-100,-100,-100,300.48,18.3,5.97,8.77,7.37,6.91,6.36,231.49,164.15,64.16,39.03,7.58,14.07,3.88,52.08,71.93,1.47,5.52,10.04,2.32,9.56,1.47,3.89,
로체시스템즈(주),71280,12-Dec,-6.68,-2.68,-11.42,-22.8,1.28,0,13.97,1.65,1.66,0.09,0.12,1.24,323.28,241.32,100.29,28.11,10.25,26.08,7.33,55.83,78.06,1.01,4.75,6.7,1.68,9.94,1.01,3,
로체시스템즈(주),71280,13-Dec,22.2,4.24,39.74,5.87,11.38,0,20.14,6.07,9.25,8.84,7.81,6.87,219.36,177.22,35.02,40.56,6.38,-4.2,-1.18,-19,71.14,1.52,7.93,5.26,2.69,13.73,1.52,4.4,
로체시스템즈(주),71280,14-Dec,-19.89,-3.28,-31.87,0.85,-8.15,0,6.2,-7.7,-6.18,-6.53,-10.74,-4.68,321.67,230.21,87.18,22.58,5.83,8.94,2.41,28.23,81.58,0.8,4.8,2.68,1.43,6.31,0.8,2.51,
로체시스템즈(주),71280,15-Dec,9.94,0.06,20.43,-4.87,3.73,0,16.16,2.31,4.04,6.39,4.61,3.2,265.54,205.89,77.3,29.92,10.61,14.14,2.46,30.69,76.97,1.75,9.32,9.14,3.09,22.7,1.75,6.66,
로체시스템즈(주),71280,16-Dec,56.72,1.63,100.9,78.73,11.14,0,14.7,4.1,8.83,6.27,4.61,5.59,155.86,124.71,22.38,83.21,10.11,0.91,0.37,4.07,54.58,2.15,9.21,6.75,4.04,9.06,2.15,3.71,
로체시스템즈(주),71280,17-Dec,-3.93,3.04,-7.18,44.27,39.18,-70.14,6.87,0.98,4.93,2.44,0.62,3.9,355.24,245.96,129.58,26.49,4.7,32.61,1.72,145.32,79.06,5.82,21.89,21.47,13.46,26.89,5.82,11.6,
로체시스템즈(주),71280,18-Dec,11.04,46.33,-5.21,-13.71,-4.05,-140.96,10.58,-1.84,-2.06,-1.16,-1.41,-1.51,400.39,288.26,180.11,46.38,20.1,7.72,3.12,12.17,68.32,1.12,4.2,6.59,2.36,13.52,1.12,3.1,1.38
로체시스템즈(주),71280,19-Dec,27,65.7,7.24,-9.71,1.24,,18.37,1.5,1.84,3.97,5.34,1.12,206.21,157.59,49.77,83.62,25.49,-3.6,-2.47,-6.44,54.46,1.23,4.68,4.06,1.62,35.62,1.23,1.89,1.48
롯데관광개발(주),32350,11-Dec,87.24,-96.44,-55.76,-100,37.63,-972.06,59.45,-18.02,-11.21,-2.63,-9.73,-4.88,22.93,22.93,4.52,149.81,48.31,0.18,0.43,0.23,40.03,0.61,,26.34,23.15,190.2,0.61,0.49,2.13
롯데관광개발(주),32350,12-Dec,-36.45,-1.19,-18.71,,-90.42,,61.09,-140.42,-168.31,0.64,2.05,-43.79,15.5,15.5,2.93,1557.66,75.82,-0.62,-1.46,-0.77,6.03,1.16,,27.31,26.32,208.58,1.16,0.43,2.55
롯데관광개발(주),32350,13-Dec,-2.83,-29.67,15.82,,1228.77,,57.66,-8.38,-6.46,1.11,3.45,-2.69,118.53,118.53,13.61,21.22,0.35,-24.24,-13.05,-1214.76,82.49,0.73,,9.23,24.47,203.12,0.73,0.57,2.08
롯데관광개발(주),32350,14-Dec,4.69,-28.39,21.19,,0.53,,49.68,1.98,0.68,-0.37,-1.23,0.59,114.22,114.22,33.23,26.24,0.54,-11.88,-8.48,-455.09,79.22,0.37,,4.83,32.4,262.05,0.37,1.55,1.64
롯데관광개발(주),32350,15-Dec,71.39,9263.25,9.11,,43.56,-6042.03,53.1,-111.7,-36.07,0.78,3.44,-25.31,118.51,118.51,26.78,50.7,0.68,0.45,0.85,22.41,66.36,0.32,,4,0.87,246.85,0.32,0.78,1.51
롯데관광개발(주),32350,16-Dec,45.48,97.62,52.04,,0.55,,54.06,3.02,0.93,1.08,6.54,0.5,102.19,102.19,26.82,118.03,3.5,0.74,2.9,11.52,45.86,0.3,,3.75,0.33,274.86,0.3,0.36,1.3
롯데관광개발(주),32350,17-Dec,10.92,-1.13,90.87,,3.81,122.36,45.75,4.81,1.99,1.37,7.43,0.88,102.85,102.85,52.29,132.97,10.06,2.09,6.83,11.88,42.92,0.42,,4.71,0.35,450.15,0.42,0.33,1.03
롯데관광개발(주),32350,18-Dec,26.13,8.83,146.14,,62.9,-3440.19,41.94,-148.37,-47.74,0.66,3.95,-24.85,295.31,295.15,17.63,80.38,5.81,1.89,5.62,14.52,55.44,0.34,738.99,9.37,0.37,488.28,0.34,0.33,0.49
롯데관광개발(주),32350,19-Dec,11.71,105.08,-75.7,3372.3,6.2,,25.78,-15.93,-4.77,-3.01,-18.26,-2.63,21.39,19.73,6.52,89.74,12.18,-4.28,-12.94,-16.6,52.7,0.31,30.75,146.85,0.27,482.22,0.31,0.36,0.65
롯데쇼핑(주),23530,11-Dec,5739.68,2854.99,23693.02,49100.73,4819.56,,31.46,4.55,6.88,5.34,7.47,3.25,128.42,107.82,19.76,125.23,30.81,2.83,2.34,5.11,44.4,1.57,8.22,,1.72,7.52,1.57,1.31,1.96
롯데쇼핑(주),23530,12-Dec,11.48,12.71,2.69,34.67,7.08,14.32,30.46,4.62,7.49,4.2,5.86,3.31,117.87,93.07,8.42,134.48,32.9,4.2,3.54,7.32,42.65,1.65,7.27,,1.79,7.7,1.65,1.27,1.94
롯데쇼핑(주),23530,13-Dec,5.74,6.49,9.34,13.24,7.68,-23.93,30.71,3.12,5.07,3.92,5.26,2.32,115.89,90.63,10.62,130.26,32.52,5.07,3.96,8.81,43.43,1.73,6.67,60.19,1.84,8.24,1.73,1.31,2.06
롯데쇼핑(주),23530,14-Dec,2.82,0.71,4.79,1.5,3.66,-30.08,31.19,2.19,3.2,3.01,4.23,1.56,119.48,94.26,15.38,128.41,31.82,6.57,5.27,11.61,43.78,1.63,6.16,34.84,1.77,7.7,1.63,1.26,1.92
롯데쇼핑(주),23530,15-Dec,1.55,-0.89,6.82,3.32,-2.6,-156.11,30.59,-1.19,-2.32,2.11,2.93,-0.86,134.22,106.82,14.69,138.14,34.72,4.81,3.9,8.04,41.99,1.68,6.29,44.93,1.84,7.78,1.68,1.26,1.88
롯데쇼핑(주),23530,16-Dec,3,1.1,5.84,1.79,1.03,,31.6,0.84,1.03,2.28,3.18,0.6,126.49,101.66,16.95,142.79,34.66,4.36,3.64,7.39,41.19,1.72,6.13,44.95,1.86,7.88,1.72,1.22,1.79
롯데쇼핑(주),23530,17-Dec,-33.32,-6.36,-62.82,-59.27,-22.66,-108.36,42,-0.11,-0.94,1.52,2.91,-0.06,73.68,57.83,30.74,109.33,27.47,10.54,8.46,20.03,47.77,1.19,4.51,25.51,1.18,6.12,1.19,0.93,1.57
롯데쇼핑(주),23530,18-Dec,-6.04,-3.44,-9.32,-6.39,-6.92,-236.06,42.13,-2.61,-4.47,2.2,3.35,-1.72,86.44,67.25,27.54,111.3,29.69,6.3,4.89,11.18,47.33,1.38,7.87,25.47,1.22,9.58,1.38,1.25,2.97
롯데쇼핑(주),23530,19-Dec,29.37,0.63,6.99,15.15,-5.12,,42.21,-4.63,-8.03,1.42,2.43,-2.71,74.46,56.67,19.34,188.12,47.73,4.08,5.14,5.58,34.71,1.46,7.47,27.08,1.22,15.35,1.46,0.98,2.98
롯데정밀화학(주),4000,11-Dec,-95.88,-96.7,-90.47,-87.22,-90.77,,11.96,5.51,6.74,5.16,5.42,5.24,253.57,172.28,55.87,28.63,1.36,44.9,10.5,736.39,77.74,1.25,6.59,6.66,3.19,11.56,1.25,4.82,2.28
롯데정밀화학(주),4000,12-Dec,14.81,41.54,-12.9,13.32,5.94,-0.21,11.52,5.12,6.35,3.46,3.88,4.56,225.01,131.15,19.39,39.41,8.87,7.59,2.41,24.18,71.73,1.28,6.36,6.46,2.48,12.4,1.28,3.74,2.63
롯데정밀화학(주),4000,13-Dec,18.18,37.14,-0.02,-6.2,-2.33,-95.44,8.24,0.25,0.29,-1.16,-1.55,0.19,251.05,152.8,43.08,68.67,25.9,6.79,4,10.67,59.29,1.15,5.88,6.25,1.64,12.11,1.15,2.14,2.59
롯데정밀화학(주),4000,14-Dec,-2.85,-0.17,17.78,-19.75,6.15,1656.7,9.65,4.85,5.29,-1.3,-2.01,3.13,323.81,237.47,52.69,54.37,23.29,7.26,3.9,10.98,64.78,1.04,6.12,6.35,1.3,12.18,1.04,1.7,2.19
롯데정밀화학(주),4000,15-Dec,-8.76,-17.95,-2.27,-4.51,-2.69,53.33,11.25,7.74,7.99,0.14,0.22,5.1,314.78,232.77,118.33,44.75,18.83,11.85,5.31,19.45,69.09,0.98,6.63,6.58,1.38,14.59,0.98,1.98,1.97
롯데정밀화학(주),4000,16-Dec,-9.1,-5.75,-2.44,-9.99,-4.46,-148.4,14.65,-3.92,-3.83,1.85,2.68,-2.71,280.68,213.22,103.61,37.72,19.69,19.67,7.43,27.36,72.61,0.98,6.56,6.04,1.5,17.23,0.98,2.36,1.93
롯데정밀화학(주),4000,17-Dec,7.21,-1.26,22.46,1.34,7.29,,18.13,7.7,7.74,7.01,9.58,5.63,196.59,157.48,37.15,37.61,17.12,28.34,10.97,45.25,72.67,1.01,6.89,5.58,1.63,18.84,1.01,2.67,1.83
롯데정밀화학(주),4000,18-Dec,3.58,-0.86,2.77,24.08,15.53,140.86,21.89,15.67,16.72,12.61,15.36,12.86,313.49,238.21,2.99,23.38,4.77,71.71,16.84,284.59,81.05,1.07,6.9,5.87,1.95,17.08,1.07,3.56,1.94
롯데정밀화학(주),4000,19-Dec,5.45,-4.42,20.13,3.36,8.36,-21.66,21.62,12.84,11.73,10.86,14.46,9.64,304.59,241.65,3.74,20.06,4.96,88.57,20.24,298.36,83.29,0.91,5.88,5.33,1.91,15.66,0.91,4.22,1.66
롯데정보통신(주),286940,18-Dec,-60.74,-67.6,-53,-93.06,-75.45,-86.12,8.74,2.88,9.65,6.06,4.8,3.63,130.11,126.14,52.5,92.06,8.81,14.39,5.98,78.27,52.07,,,,,,,,
롯데정보통신(주),286940,19-Dec,-1.02,5,-5.58,-44.1,6.53,126.79,8.84,6.27,14.77,5.87,4.86,7.57,130.51,128.15,51.15,78.45,0.87,36.69,13.29,1851.31,56.04,2.23,80.18,6.88,3.8,7.94,2.23,2.63,2.15
롯데제과(주),280360,17-Dec,173.73,391.17,39.41,2259.62,111.88,-96.32,,,,,,,,,,,,,,,,,,,,,,,
롯데제과(주),280360,18-Dec,33.33,15.02,32.27,45.76,52.07,332.16,35.8,0.5,0.94,2.89,3.8,0.38,156.73,103.95,44.2,102.13,31.35,8.39,6.36,13.53,49.47,1.63,5.44,6.72,1.41,17.23,1.63,1.43,2.74
롯데제과(주),280360,19-Dec,6.82,1.96,9.5,-0.86,3.41,394.49,33.54,1.99,3.19,3.7,4.65,1.58,153.95,107.01,43.17,108.81,34.37,13.27,8.98,20.12,47.89,1.64,5.89,8.69,1.61,18.89,1.64,1.55,2.84
롯데지주(주),4990,11-Dec,43.63,-6.33,-3.92,-22.91,101.03,141.09,38.53,5.41,3.79,4.54,9.67,2.54,110.27,83.3,27.18,49.19,10.42,11.54,8.01,36.52,67.03,0.7,7.05,7.77,1.52,11.45,0.7,1.43,2.6
롯데지주(주),4990,12-Dec,3.16,-0.58,-3.8,6.96,7.14,-10.55,36.62,4.82,3.5,2.91,6.19,2.27,191.44,139.37,48.26,43.65,8.29,9.55,6.27,35.01,69.62,0.69,6.3,7.2,1.52,11.96,0.69,1.49,2.57
롯데지주(주),4990,13-Dec,10.13,10.45,10.13,18.57,5.89,-38.54,36.55,2.79,1.84,2.16,4.63,1.3,159.78,112.99,37.38,49.41,11.51,8.16,6.05,23.44,66.93,0.69,5.92,7.34,1.53,13.99,0.69,1.47,2.64
롯데지주(주),4990,14-Dec,-9.8,2.59,-12.14,9.45,-11.67,-96.98,35.05,0.07,-0.11,2.72,5.16,0.04,123.42,78.4,19.59,52.58,13.43,8.78,5.44,22.53,65.54,0.8,6,7.8,1.62,15.32,0.8,1.56,3.02
롯데지주(주),4990,15-Dec,8.2,1.06,37.06,-15.74,3.14,4648.68,36.62,3.51,2.97,3.47,6.4,1.9,134.5,104.34,35.14,60.07,17.07,9.62,6.92,21.14,62.47,0.85,6.17,7.41,1.62,15.03,0.85,1.5,2.76
롯데지주(주),4990,16-Dec,-7.72,-0.63,-10.35,19.12,-5.2,-4.96,36.12,3.35,2.78,3.07,5.68,1.81,125.09,87.82,24.57,55.81,15.79,11.61,7.38,26.32,64.18,0.85,6.18,7.01,1.61,14.88,0.85,1.47,2.51
롯데지주(주),4990,17-Dec,448.55,5.63,342.84,-1.73,192.34,558.27,29.21,20.84,10.96,0.08,0.43,3.83,49.98,46.68,13.87,192.36,44.76,-1.98,-12,-2.91,34.2,0.47,6.72,5.1,1.66,31.37,0.47,0.3,1.03
롯데지주(주),4990,18-Dec,26.13,75.9,312.44,70.7,12.6,-77.65,27.17,1.52,2.8,0.4,1.35,0.45,94.72,92.13,4.39,227.49,18.24,-3.94,-10.39,-14.99,30.54,0.91,15.77,10.71,3.58,18.11,0.91,0.43,0.76
롯데지주(주),4990,19-Dec,-43.49,-7.7,-79.8,12.78,-7.6,-471.82,29.27,-4.65,-5.21,0.81,1.97,-1.9,82.56,69.95,19.11,100.27,30,-1.1,-0.97,-1.84,49.93,1.09,13.9,11.77,3.56,11.34,1.09,0.66,0.95
롯데칠성음료(주),5300,11-Dec,-76.94,-36.78,-78.26,-53.44,-72.49,-75.15,40.82,3.7,3.56,4.57,7.93,2.13,74.93,50.41,10.42,67.88,17.24,12.35,8.61,28.96,59.57,0.96,6,8.03,1.38,9.25,0.96,1.44,3.2
롯데칠성음료(주),5300,12-Dec,4.2,-0.23,10.38,2.26,5.81,7.55,40.51,3.77,3.77,4.09,6.83,2.26,127.72,89,13.86,65.33,18.13,11.26,7.59,24.56,60.48,1,5.82,8.46,1.46,10.65,1,1.5,3.08
롯데칠성음료(주),5300,13-Dec,5.55,8.13,3.94,-1.86,6.94,24.76,42.05,4.67,4.32,4.47,7.78,2.69,118.52,84.59,18.23,63.18,17.58,11.44,7.91,25.19,61.28,0.94,5.7,8.76,1.41,11.98,0.94,1.47,2.9
롯데칠성음료(주),5300,14-Dec,3.57,13.74,6.67,17.3,-4.5,-80.14,42.31,0.91,0.8,2.54,4.52,0.51,82.18,56.31,10.69,76.98,24.19,10.31,8.12,18.54,56.5,0.95,5.39,8.97,1.3,12.03,0.95,1.37,2.81
롯데칠성음료(주),5300,15-Dec,6.88,7.24,14.79,-8.07,1.98,387.98,42.66,4.36,4.32,3.37,6.21,2.36,114.05,85.3,24.3,85.47,26.07,10.4,9.14,18.39,53.92,0.98,5.25,9.11,1.2,12.24,0.98,1.21,2.57
롯데칠성음료(주),5300,16-Dec,6.13,11.6,8.72,1.73,0.43,-31.06,43.69,2.92,2.96,3.29,6.28,1.53,85.96,65.68,26.48,96,30.61,10.23,9.83,16.37,51.02,1,5.5,9.12,1.13,12.54,1,1.1,2.38
롯데칠성음료(주),5300,17-Dec,-25.02,1.2,-27.37,-2.48,-44.67,75.77,41.14,5.33,7.36,1.85,3.31,2.99,86.89,59.37,17.69,165.61,38.9,7.72,7.36,12.37,37.65,1.24,5.55,8.4,1.02,12.84,1.24,1.02,2.54
롯데칠성음료(주),5300,18-Dec,-5.04,-3.55,-8.64,7.67,-5.74,-141.15,39.59,-2.13,-3.78,2.5,3.62,-1.47,99.95,62.64,14.28,167.6,42.69,5.56,4.91,8.16,37.37,1.84,5.72,8.5,1.06,16.89,1.84,1.1,3.25
롯데칠성음료(주),5300,19-Dec,-1.65,-6.98,14.47,6.55,-0.76,,40.49,-5.93,-11.68,3.28,4.43,-4.39,83.73,54.63,21.18,165.19,46.57,5.42,4.53,7.25,37.71,1.97,5.45,9.08,1.16,24.61,1.97,1.18,3.29
롯데케미칼(주),11170,11-Dec,230,113.83,520.08,362.37,401.45,,12.06,7.21,19.6,15.26,9.5,11.59,179.17,132.75,45.86,74.52,17.29,29.12,8.51,71.92,57.3,2.8,11.65,11.04,3.91,10.67,2.8,3.78,3.64
롯데케미칼(주),11170,12-Dec,-3.48,2.63,-14.52,18.47,-1.2,-72.09,4.99,1.99,5.47,3.52,2.34,2.99,156.35,100.2,27.87,70.48,18.66,20.07,5.41,44.47,58.66,2.6,10.92,10.17,3.64,9.07,2.6,3.58,3.51
롯데케미칼(주),11170,13-Dec,3.04,-5.3,10.43,8.54,3.46,-9.59,5.55,1.74,4.68,4.63,2.97,2.71,157.54,101.93,33.43,69.79,23.16,5.26,1.41,9.33,58.89,2.66,9.92,10.93,3.82,10.66,2.66,3.79,3.74
롯데케미칼(주),11170,14-Dec,-3.42,-5.03,-6.35,-6.18,2.77,-49.74,5.39,0.97,2.31,3.34,2.36,1.37,210.01,135.75,46.13,59.57,25.22,8.66,2.25,12.82,62.67,2.33,8.91,10.8,3.64,14.84,2.33,3.6,3.33
롯데케미칼(주),11170,15-Dec,11.09,-0.28,25.08,-23.91,16.8,589.62,17.65,8.46,14.22,14.79,13.75,9.09,251.87,197.7,90.5,51.78,21.03,37.12,12.4,60.2,65.89,1.67,7.17,10.32,2.95,18.35,1.67,3.02,2.41
롯데케미칼(주),11170,16-Dec,38.36,39.9,8.25,27.04,24.42,85.45,24.7,13.89,21.74,18.62,19.24,13.44,169.67,126.84,63.88,68.78,26.38,40.95,20.03,63.27,59.25,1.56,7.54,10.58,2.78,17.14,1.56,2.55,2.35
롯데케미칼(주),11170,17-Dec,23.22,21.09,40.57,3.98,30.36,24.35,23.89,14.39,21.52,16.54,18.46,12.9,216.98,176.46,44.45,59.54,21.49,39.95,18.36,69.36,62.68,1.47,8.02,10.27,2.59,15.14,1.47,2.31,2.26
롯데케미칼(주),11170,18-Dec,6.38,19.65,-0.99,15.71,10.52,-28.13,16.64,9.92,13.04,9.75,11.89,8.14,205.58,160.71,33.57,53.56,23.01,31.08,13.63,47.11,65.12,1.28,8.33,10.73,2.24,16.19,1.28,2.27,2.02
롯데케미칼(주),11170,19-Dec,-3.63,-6.61,-11.33,-5.49,3.76,-53.92,12.66,5,5.51,5.42,7.32,3.71,263.53,202.23,49.34,42.62,18.12,22.19,8.79,36.61,70.11,1.1,7.64,10.35,1.95,16.75,1.1,2.28,1.97
롯데하이마트(주),71840,11-Dec,-86.19,-94.88,-92.06,-86.55,-89.84,-81.4,25.19,4.13,11.6,9.55,7.59,5.19,190.22,115.24,89.21,93.86,35.96,17.38,6.83,23.4,51.58,,,,,,,,
롯데하이마트(주),71840,12-Dec,-5.95,1.66,-29.57,11.65,3.26,-50.55,24.87,2.16,4.79,6.01,5.01,2.59,50.89,19.09,7.28,76.58,33,15.83,5.55,20.8,56.63,2.22,10.12,75.5,8.31,20.44,2.22,2.61,6.6
롯데하이마트(주),71840,13-Dec,5.84,7.67,31.1,34.71,8.18,85.55,25.01,3.67,8.41,6.9,5.25,4.82,131.73,47.15,15.44,72.75,29,9.31,3.07,13.52,57.89,2.29,8.92,54.04,8.67,23.57,2.29,3.07,7.55
롯데하이마트(주),71840,14-Dec,-100,-100,-100,-100,-100,-91.39,24.68,2.57,5.88,5.23,3.85,3.49,85.33,29.74,16.32,64.65,26.36,15.91,4.62,23.7,60.73,2.29,8.12,58.43,8.78,22.38,2.29,3.34,
롯데하이마트(주),71840,15-Dec,4.71,-2.95,16.82,16.55,5.8,0,24.73,2.74,6.15,5.64,4.11,3.75,100.3,35.11,20.33,62.96,25.96,14.06,4.05,20.92,61.37,2.25,7.58,73.68,9.1,21.21,2.25,3.52,
롯데하이마트(주),71840,16-Dec,3.43,-2.07,14,10.97,6.33,0,25.72,3.08,6.6,5.91,4.43,4.11,162.05,59.53,35.07,58.51,21.6,16.1,4.53,27.52,63.09,2.14,6.66,59.63,9.44,16.59,2.14,3.53,
롯데하이마트(주),71840,17-Dec,6.65,-2.47,27.4,3.48,6.86,0,25.89,3.62,7.57,6.68,5.06,4.78,109.81,53.38,38.89,58.19,20.27,20.73,5.96,37.62,63.21,2.09,6.47,48.33,10.05,14.45,2.09,3.58,
