회사명,거래소코드,회계년도,이자보상배율
엘비세미콘,61970,Dec-11,1.97
엘비세미콘,61970,Dec-12,4.45
엘비세미콘,61970,Dec-13,0.51
엘비세미콘,61970,Dec-14,-0.35
엘비세미콘,61970,Dec-15,2.28
엘비세미콘,61970,Dec-16,4.28
엘비세미콘,61970,Dec-17,3.04
엘비세미콘,61970,Dec-18,4.9
엘비세미콘,61970,Dec-19,7.8
엘아이지넥스원,79550,Dec-15,17.32
엘아이지넥스원,79550,Dec-16,21.14
엘아이지넥스원,79550,Dec-17,0.55
엘아이지넥스원,79550,Dec-18,1.6
엘아이지넥스원,79550,Dec-19,1.04
엘에스전선아시아,229640,Dec-16,10.65
엘에스전선아시아,229640,Dec-17,7.63
엘에스전선아시아,229640,Dec-18,4.08
엘에스전선아시아,229640,Dec-19,5.37
엘지디스플레이,34220,Dec-11,-6.38
엘지디스플레이,34220,Dec-12,4.86
엘지디스플레이,34220,Dec-13,7.32
엘지디스플레이,34220,Dec-14,12.36
엘지디스플레이,34220,Dec-15,12.74
엘지디스플레이,34220,Dec-16,11.45
엘지디스플레이,34220,Dec-17,27.19
엘지디스플레이,34220,Dec-18,1.15
엘지디스플레이,34220,Dec-19,-7.87
엘지전자,66570,Dec-11,0.88
엘지전자,66570,Dec-12,3.53
엘지전자,66570,Dec-13,3.11
엘지전자,66570,Dec-14,4.35
엘지전자,66570,Dec-15,2.64
엘지전자,66570,Dec-16,3.2
엘지전자,66570,Dec-17,6.72
엘지전자,66570,Dec-18,6.52
엘지전자,66570,Dec-19,5.98
엘컴텍,37950,Dec-11,-2.26
엘컴텍,37950,Dec-12,-3.19
엘컴텍,37950,Dec-13,-2.3
엘컴텍,37950,Dec-14,1.14
엘컴텍,37950,Dec-15,7.68
엘컴텍,37950,Dec-16,24.81
엘컴텍,37950,Dec-17,48.87
엘컴텍,37950,Dec-18,10.15
엘컴텍,37950,Dec-19,21.79
엘티씨,170920,Dec-13,63.26
엘티씨,170920,Dec-14,527.15
엘티씨,170920,Dec-15,11.48
엘티씨,170920,Dec-16,-1.57
엘티씨,170920,Dec-17,1.41
엘티씨,170920,Dec-18,1.6
엘티씨,170920,Dec-19,1.36
엠에프엠코리아,323230,Dec-19,
엠케이전자,33160,Dec-11,2.71
엠케이전자,33160,Dec-12,2.76
엠케이전자,33160,Dec-13,1.78
엠케이전자,33160,Dec-14,1.13
엠케이전자,33160,Dec-15,2.91
엠케이전자,33160,Dec-16,14.67
엠케이전자,33160,Dec-17,17.61
엠케이전자,33160,Dec-18,14.37
엠케이전자,33160,Dec-19,9.83
영보화학,14440,Dec-11,6.29
영보화학,14440,Dec-12,5.13
영보화학,14440,Dec-13,8.43
영보화학,14440,Dec-14,4.82
영보화학,14440,Dec-15,11.51
영보화학,14440,Dec-16,22.44
영보화학,14440,Dec-17,41.96
영보화학,14440,Dec-18,53.74
영보화학,14440,Dec-19,36.37
영신금속공업,7530,Dec-11,1.56
영신금속공업,7530,Dec-12,1.1
영신금속공업,7530,Dec-13,2.34
영신금속공업,7530,Dec-14,1.96
영신금속공업,7530,Dec-15,2.33
영신금속공업,7530,Dec-16,0.2
영신금속공업,7530,Dec-17,-2.79
영신금속공업,7530,Dec-18,1.04
영신금속공업,7530,Dec-19,2.5
영진약품,3520,Dec-11,3.9
영진약품,3520,Dec-12,2.35
영진약품,3520,Dec-13,5.83
영진약품,3520,Dec-14,10.56
영진약품,3520,Dec-15,5.8
영진약품,3520,Dec-16,6.93
영진약품,3520,Dec-17,6.54
영진약품,3520,Dec-18,-8.02
영진약품,3520,Dec-19,10.56
영풍정밀,36560,Dec-11,547.21
영풍정밀,36560,Dec-12,360.65
영풍정밀,36560,Dec-13,279.61
영풍정밀,36560,Dec-14,311.27
영풍정밀,36560,Dec-15,63.26
영풍정밀,36560,Dec-16,1650.67
영풍정밀,36560,Dec-17,0
영풍정밀,36560,Dec-18,0
영풍정밀,36560,Dec-19,774.23
영풍제지,6740,Dec-11,27.47
영풍제지,6740,Dec-12,80.78
영풍제지,6740,Dec-13,8.03
영풍제지,6740,Dec-14,2.63
영풍제지,6740,Dec-15,-5.97
영풍제지,6740,Dec-16,1.68
영풍제지,6740,Dec-17,5.79
영풍제지,6740,Dec-18,36.81
영풍제지,6740,Dec-19,32.49
영화금속,12280,Dec-11,2.87
영화금속,12280,Dec-12,3.6
영화금속,12280,Dec-13,4
영화금속,12280,Dec-14,8.77
영화금속,12280,Dec-15,18.69
영화금속,12280,Dec-16,13.13
영화금속,12280,Dec-17,4.13
영화금속,12280,Dec-18,0.41
영화금속,12280,Dec-19,0.64
영화테크,265560,Dec-17,47.02
영화테크,265560,Dec-18,48.85
영화테크,265560,Dec-19,-30.83
예스이십사,53280,Dec-11,241.54
예스이십사,53280,Dec-12,76704.04
예스이십사,53280,Dec-13,24.91
예스이십사,53280,Dec-14,15.49
예스이십사,53280,Dec-15,26.11
예스이십사,53280,Dec-16,6.7
예스이십사,53280,Dec-17,-1.49
예스이십사,53280,Dec-18,-2.73
예스이십사,53280,Dec-19,6.12
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-15,279.82
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-16,77.16
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-17,146.94
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-18,279.82
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,Dec-19,237.84
오로라월드,39830,Dec-11,1.93
오로라월드,39830,Dec-12,2.43
오로라월드,39830,Dec-13,4.25
오로라월드,39830,Dec-14,7.82
오로라월드,39830,Dec-15,7.37
오로라월드,39830,Dec-16,6.58
오로라월드,39830,Dec-17,6.53
오로라월드,39830,Dec-18,3.99
오로라월드,39830,Dec-19,3.24
오상자이엘,53980,Dec-11,5.81
오상자이엘,53980,Dec-12,12.07
오상자이엘,53980,Dec-13,9.32
오상자이엘,53980,Dec-14,6.46
오상자이엘,53980,Dec-15,3.8
오상자이엘,53980,Dec-16,-0.24
오상자이엘,53980,Dec-17,3.14
오상자이엘,53980,Dec-18,-2.65
오상자이엘,53980,Dec-19,-5.78
오성첨단소재,52420,Dec-11,0.3
오성첨단소재,52420,Dec-12,-2.23
오성첨단소재,52420,Dec-13,-1.04
오성첨단소재,52420,Dec-14,-2.34
오성첨단소재,52420,Dec-15,0.29
오성첨단소재,52420,Dec-16,-0.78
오성첨단소재,52420,Dec-17,0.53
오성첨단소재,52420,Dec-18,0.5
오성첨단소재,52420,Dec-19,4.98
오션브릿지,241790,Dec-16,96.99
오션브릿지,241790,Dec-17,14.87
오션브릿지,241790,Dec-18,62.76
오션브릿지,241790,Dec-19,105.28
오스템임플란트,48260,Dec-11,3.93
오스템임플란트,48260,Dec-12,4.4
오스템임플란트,48260,Dec-13,4.97
오스템임플란트,48260,Dec-14,6.69
오스템임플란트,48260,Dec-15,8.6
오스템임플란트,48260,Dec-16,8.51
오스템임플란트,48260,Dec-17,4.45
오스템임플란트,48260,Dec-18,6.23
오스템임플란트,48260,Dec-19,8.91
올리패스,244460,Dec-19,-6.98
올릭스,226950,Dec-18,-242.4
올릭스,226950,Dec-19,-2696.06
옴니시스템,57540,Dec-11,-4.11
옴니시스템,57540,Dec-12,-5.93
옴니시스템,57540,Dec-13,0.2
옴니시스템,57540,Dec-14,12.88
옴니시스템,57540,Dec-15,16.1
옴니시스템,57540,Dec-16,5.43
옴니시스템,57540,Dec-17,6.18
옴니시스템,57540,Dec-18,2.27
옴니시스템,57540,Dec-19,-1.56
옵티시스,109080,Dec-11,29.54
옵티시스,109080,Dec-12,37.81
옵티시스,109080,Dec-13,11.29
옵티시스,109080,Dec-14,15.86
옵티시스,109080,Dec-15,12.29
옵티시스,109080,Dec-16,14.84
옵티시스,109080,Dec-17,21
옵티시스,109080,Dec-18,62.92
옵티시스,109080,Dec-19,31.59
와이더블유,51390,Dec-11,40.43
와이더블유,51390,Dec-12,40.43
와이더블유,51390,Dec-13,6.34
와이더블유,51390,Dec-14,2.62
와이더블유,51390,Dec-15,3.18
와이더블유,51390,Dec-16,7.2
와이더블유,51390,Dec-17,7.54
와이더블유,51390,Dec-18,2.29
와이더블유,51390,Dec-19,1.57
와이아이케이,232140,Dec-15,
와이아이케이,232140,Dec-16,
와이아이케이,232140,Dec-17,33.84
와이아이케이,232140,Dec-18,9.71
와이아이케이,232140,Dec-19,-2.81
와이엠씨,155650,Dec-12,24.52
와이엠씨,155650,Dec-13,27.7
와이엠씨,155650,Dec-14,7.26
와이엠씨,155650,Dec-15,10.45
와이엠씨,155650,Dec-16,25.55
와이엠씨,155650,Dec-17,56.44
와이엠씨,155650,Dec-18,98.35
와이엠씨,155650,Dec-19,-23.74
와이엠티,251370,Dec-17,19.01
와이엠티,251370,Dec-18,15
와이엠티,251370,Dec-19,21.87
와토스코리아,79000,Dec-11,15.75
와토스코리아,79000,Dec-12,15.75
와토스코리아,79000,Dec-13,15.75
와토스코리아,79000,Dec-14,15.75
와토스코리아,79000,Dec-15,15.75
와토스코리아,79000,Dec-16,15.75
와토스코리아,79000,Dec-17,15.75
와토스코리아,79000,Dec-18,15.75
와토스코리아,79000,Dec-19,15.75
우리바이오,82850,Dec-11,2.25
우리바이오,82850,Dec-12,2.83
우리바이오,82850,Dec-13,1.11
우리바이오,82850,Dec-14,0.15
우리바이오,82850,Dec-15,4.41
우리바이오,82850,Dec-16,-1.13
우리바이오,82850,Dec-17,-0.48
우리바이오,82850,Dec-18,-1.37
우리바이오,82850,Dec-19,2.9
우리산업,215360,Dec-15,5.66
우리산업,215360,Dec-16,6.34
우리산업,215360,Dec-17,7.5
우리산업,215360,Dec-18,8.81
우리산업,215360,Dec-19,8.75
우리산업홀딩스,72470,Dec-11,2.79
우리산업홀딩스,72470,Dec-12,3.2
우리산업홀딩스,72470,Dec-13,4.74
우리산업홀딩스,72470,Dec-14,6.9
우리산업홀딩스,72470,Dec-15,6.61
우리산업홀딩스,72470,Dec-16,7.74
우리산업홀딩스,72470,Dec-17,6.86
우리산업홀딩스,72470,Dec-18,4.61
우리산업홀딩스,72470,Dec-19,3.09
우리손에프앤지농업회사법인,73560,Dec-16,5.69
우리손에프앤지농업회사법인,73560,Dec-17,12.8
우리손에프앤지농업회사법인,73560,Dec-18,4.44
우리손에프앤지농업회사법인,73560,Dec-19,1.66
우리엔터프라이즈,37400,Dec-11,1.59
우리엔터프라이즈,37400,Dec-12,6.47
우리엔터프라이즈,37400,Dec-13,1.18
우리엔터프라이즈,37400,Dec-14,0.08
우리엔터프라이즈,37400,Dec-15,3.53
우리엔터프라이즈,37400,Dec-16,-1.44
우리엔터프라이즈,37400,Dec-17,-0.4
우리엔터프라이즈,37400,Dec-18,-1.25
우리엔터프라이즈,37400,Dec-19,2.87
우리이앤엘,153490,Dec-13,-0.72
우리이앤엘,153490,Dec-14,-0.31
우리이앤엘,153490,Dec-15,0.04
우리이앤엘,153490,Dec-16,-1.74
우리이앤엘,153490,Dec-17,-2.84
우리이앤엘,153490,Dec-18,2.75
우리이앤엘,153490,Dec-19,3.86
우림피티에스,101170,Dec-11,34.92
우림피티에스,101170,Dec-12,16.5
우림피티에스,101170,Dec-13,10.12
우림피티에스,101170,Dec-14,14.66
우림피티에스,101170,Dec-15,26.68
우림피티에스,101170,Dec-16,8.25
우림피티에스,101170,Dec-17,-34.85
우림피티에스,101170,Dec-18,61.99
우림피티에스,101170,Dec-19,-38.06
우수AMS,66590,Dec-11,1.91
우수AMS,66590,Dec-12,0.39
우수AMS,66590,Dec-13,2.67
우수AMS,66590,Dec-14,2.49
우수AMS,66590,Dec-15,3.77
우수AMS,66590,Dec-16,3.33
우수AMS,66590,Dec-17,2.35
우수AMS,66590,Dec-18,3.29
우수AMS,66590,Dec-19,1.64
우원개발,46940,Dec-11,2.27
우원개발,46940,Dec-12,1.17
우원개발,46940,Dec-13,0.02
우원개발,46940,Dec-14,5.08
우원개발,46940,Dec-15,35.12
우원개발,46940,Dec-16,28.6
우원개발,46940,Dec-17,7.37
우원개발,46940,Dec-18,1.13
우원개발,46940,Dec-19,20.01
우진비앤지,18620,Dec-11,3.88
우진비앤지,18620,Dec-12,7.83
우진비앤지,18620,Dec-13,4.22
우진비앤지,18620,Dec-14,4.76
우진비앤지,18620,Dec-15,0
우진비앤지,18620,Dec-16,0.46
우진비앤지,18620,Dec-17,-3.14
우진비앤지,18620,Dec-18,-3.6
우진비앤지,18620,Dec-19,2.41
원텍,336570,Dec-19,
원풍물산,8290,Dec-11,1.27
원풍물산,8290,Dec-12,1.71
원풍물산,8290,Dec-13,1.43
원풍물산,8290,Dec-14,0.97
원풍물산,8290,Dec-15,2.13
원풍물산,8290,Dec-16,0.82
원풍물산,8290,Dec-17,1.17
원풍물산,8290,Dec-18,-0.88
원풍물산,8290,Dec-19,-1.83
웰바이오텍,10600,Dec-11,2.86
웰바이오텍,10600,Dec-12,3.28
웰바이오텍,10600,Dec-13,3.26
웰바이오텍,10600,Dec-14,0.48
웰바이오텍,10600,Dec-15,4.91
웰바이오텍,10600,Dec-16,-1.12
웰바이오텍,10600,Dec-17,-8.77
웰바이오텍,10600,Dec-18,-2.72
웰바이오텍,10600,Dec-19,-5
웹케시,53580,Dec-19,123.99
위즈코프,38620,Dec-11,-3.96
위즈코프,38620,Dec-12,-3.96
위즈코프,38620,Dec-13,-3.96
위즈코프,38620,Dec-14,0.37
위즈코프,38620,Dec-15,14.3
위즈코프,38620,Dec-16,14.3
위즈코프,38620,Dec-17,6.92
위즈코프,38620,Dec-18,4.77
위즈코프,38620,Dec-19,10.95
윈텍,320000,Dec-19,
윙입푸드홀딩스,900340,Dec-18,172.71
윙입푸드홀딩스,900340,Dec-19,57.77
유네코,64510,Dec-18,-2.89
유네코,64510,Dec-19,-0.57
유니셈,36200,Dec-11,2.56
유니셈,36200,Dec-12,3.11
유니셈,36200,Dec-13,3.17
유니셈,36200,Dec-14,3.35
유니셈,36200,Dec-15,18.93
유니셈,36200,Dec-16,25.32
유니셈,36200,Dec-17,67.07
유니셈,36200,Dec-18,60.83
유니셈,36200,Dec-19,40.06
유니슨,18000,Dec-11,-1.48
유니슨,18000,Dec-12,-0.13
유니슨,18000,Dec-13,-2.65
유니슨,18000,Dec-14,0.21
유니슨,18000,Dec-15,0.35
유니슨,18000,Dec-16,-1.33
유니슨,18000,Dec-17,2.29
유니슨,18000,Dec-18,0.14
유니슨,18000,Dec-19,-2.05
유니온머티리얼,47400,Dec-11,11.91
유니온머티리얼,47400,Dec-12,5.12
유니온머티리얼,47400,Dec-13,5.96
유니온머티리얼,47400,Dec-14,6.57
유니온머티리얼,47400,Dec-15,8.73
유니온머티리얼,47400,Dec-16,16.52
유니온머티리얼,47400,Dec-17,3.45
유니온머티리얼,47400,Dec-18,0.63
유니온머티리얼,47400,Dec-19,3.33
유니퀘스트,77500,Dec-11,42.38
유니퀘스트,77500,Dec-12,33.98
유니퀘스트,77500,Dec-13,28.63
유니퀘스트,77500,Dec-14,63.85
유니퀘스트,77500,Dec-15,49.43
유니퀘스트,77500,Dec-16,26.84
유니퀘스트,77500,Dec-17,14.72
유니퀘스트,77500,Dec-18,3.69
유니퀘스트,77500,Dec-19,6.11
유비벨록스,89850,Dec-11,18.4
유비벨록스,89850,Dec-12,5.92
유비벨록스,89850,Dec-13,3.05
유비벨록스,89850,Dec-14,0.08
유비벨록스,89850,Dec-15,-1.24
유비벨록스,89850,Dec-16,1.77
유비벨록스,89850,Dec-17,0.93
유비벨록스,89850,Dec-18,0.68
유비벨록스,89850,Dec-19,2.46
유성기업,2920,Dec-11,12.24
유성기업,2920,Dec-12,14.14
유성기업,2920,Dec-13,16.01
유성기업,2920,Dec-14,25.02
유성기업,2920,Dec-15,17.18
유성기업,2920,Dec-16,108.25
유성기업,2920,Dec-17,18888.38
유성기업,2920,Dec-18,33237.92
유성기업,2920,Dec-19,1128.24
유아이엘,49520,Dec-11,-22.1
유아이엘,49520,Dec-12,85.64
유아이엘,49520,Dec-13,73.54
유아이엘,49520,Dec-14,22.88
유아이엘,49520,Dec-15,21.02
유아이엘,49520,Dec-16,22.24
유아이엘,49520,Dec-17,263.92
유아이엘,49520,Dec-18,263.92
유아이엘,49520,Dec-19,263.92
유엔젤,72130,Dec-11,75.62
유엔젤,72130,Dec-12,-1.8
유엔젤,72130,Dec-13,16.06
유엔젤,72130,Dec-14,-42.09
유엔젤,72130,Dec-15,5.58
유엔젤,72130,Dec-16,-32.87
유엔젤,72130,Dec-17,-5.78
유엔젤,72130,Dec-18,19.84
유엔젤,72130,Dec-19,-15.91
유진기업,23410,Dec-11,-0.36
유진기업,23410,Dec-12,0.08
유진기업,23410,Dec-13,1.47
유진기업,23410,Dec-14,1.09
유진기업,23410,Dec-15,2.21
유진기업,23410,Dec-16,4.21
유진기업,23410,Dec-17,3.91
유진기업,23410,Dec-18,3.37
유진기업,23410,Dec-19,3.16
율촌화학,8730,Dec-11,109.13
율촌화학,8730,Dec-12,89.43
율촌화학,8730,Dec-13,23.43
율촌화학,8730,Dec-14,3.63
율촌화학,8730,Dec-15,6.25
율촌화학,8730,Dec-16,11.73
율촌화학,8730,Dec-17,17.99
율촌화학,8730,Dec-18,7.5
율촌화학,8730,Dec-19,7.08
이건산업,8250,Dec-11,0.88
이건산업,8250,Dec-12,2.24
이건산업,8250,Dec-13,2.78
이건산업,8250,Dec-14,4.15
이건산업,8250,Dec-15,3.39
이건산업,8250,Dec-16,1.74
이건산업,8250,Dec-17,2.45
이건산업,8250,Dec-18,4.03
이건산업,8250,Dec-19,1.78
이구산업,25820,Dec-11,0.92
이구산업,25820,Dec-12,-0.82
이구산업,25820,Dec-13,-1.33
이구산업,25820,Dec-14,0.77
이구산업,25820,Dec-15,-1.7
이구산업,25820,Dec-16,1.96
이구산업,25820,Dec-17,3.17
이구산업,25820,Dec-18,-0.03
이구산업,25820,Dec-19,0.16
이노시스,56090,Dec-15,-2.64
이노시스,56090,Dec-16,-15.69
이노시스,56090,Dec-17,-56.25
이노시스,56090,Dec-18,-3.34
이노시스,56090,Dec-19,-0.73
이니텍,53350,Dec-11,6.84
이니텍,53350,Dec-12,6.36
이니텍,53350,Dec-13,4.86
이니텍,53350,Dec-14,7.27
이니텍,53350,Dec-15,35.75
이니텍,53350,Dec-16,29.75
이니텍,53350,Dec-17,30.11
이니텍,53350,Dec-18,30.43
이니텍,53350,Dec-19,38.49
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-11,80.7
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-12,26.89
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-13,31.33
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-14,2.21
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-15,30.2
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-16,26.23
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-17,23.67
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-18,10.03
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-19,3.74
이엠코리아,95190,Dec-11,4.18
이엠코리아,95190,Dec-12,0.99
이엠코리아,95190,Dec-13,1.13
이엠코리아,95190,Dec-14,1.61
이엠코리아,95190,Dec-15,1.57
이엠코리아,95190,Dec-16,-1.21
이엠코리아,95190,Dec-17,-0.08
이엠코리아,95190,Dec-18,-0.55
이엠코리아,95190,Dec-19,-4.96
이연제약,102460,Dec-11,106.72
이연제약,102460,Dec-12,185.42
이연제약,102460,Dec-13,337.69
이연제약,102460,Dec-14,753.13
이연제약,102460,Dec-15,753.13
이연제약,102460,Dec-16,753.13
이연제약,102460,Dec-17,54.14
이연제약,102460,Dec-18,4.58
이연제약,102460,Dec-19,67.9
이원다이애그노믹스,245620,Dec-18,-207.91
이원다이애그노믹스,245620,Dec-19,-10.38
이원컴포텍,88290,Dec-11,3.01
이원컴포텍,88290,Dec-12,-0.7
이원컴포텍,88290,Dec-13,-59.37
이원컴포텍,88290,Dec-14,-3.73
이원컴포텍,88290,Dec-15,-5.77
이원컴포텍,88290,Dec-16,-13.73
이원컴포텍,88290,Dec-17,-7.33
이원컴포텍,88290,Dec-18,1.72
이원컴포텍,88290,Dec-19,3.7
이지케어텍,99750,Mar-19,4564.83
이트론,96040,Dec-11,-41.92
이트론,96040,Dec-12,-1532.3
이트론,96040,Dec-13,2.06
이트론,96040,Dec-14,0.26
이트론,96040,Dec-15,-17.18
이트론,96040,Dec-16,-28.18
이트론,96040,Dec-17,2.06
이트론,96040,Dec-18,-1532.3
이트론,96040,Dec-19,-6.28
이화공영,1840,Dec-11,8.16
이화공영,1840,Dec-12,28.07
이화공영,1840,Dec-13,10.16
이화공영,1840,Dec-14,94.89
이화공영,1840,Dec-15,130.93
이화공영,1840,Dec-16,78.65
이화공영,1840,Dec-17,24.56
이화공영,1840,Dec-18,0.7
이화공영,1840,Dec-19,1.23
이화산업,760,Mar-11,3.71
이화산업,760,Mar-12,0.91
이화산업,760,Mar-13,0.34
이화산업,760,Mar-14,-0.38
이화산업,760,Mar-15,0.01
이화산업,760,Mar-16,0.66
이화산업,760,Dec-17,0.32
이화산업,760,Dec-18,0.17
이화산업,760,Dec-19,-0.53
이화전기공업,24810,Dec-11,0.66
이화전기공업,24810,Dec-12,-2.9
이화전기공업,24810,Dec-13,-2.01
이화전기공업,24810,Dec-14,-3.6
이화전기공업,24810,Dec-15,1.36
이화전기공업,24810,Dec-16,1.08
이화전기공업,24810,Dec-17,2.68
이화전기공업,24810,Dec-18,-18.23
이화전기공업,24810,Dec-19,2.58
인베니아,79950,Dec-11,-1.02
인베니아,79950,Dec-12,-10.2
인베니아,79950,Dec-13,4.88
인베니아,79950,Dec-14,-3.9
인베니아,79950,Dec-15,3.78
인베니아,79950,Dec-16,6.21
인베니아,79950,Dec-17,8.23
인베니아,79950,Dec-18,3.15
인베니아,79950,Dec-19,1.61
인선이엔티,60150,Dec-11,0.93
인선이엔티,60150,Dec-12,-0.48
인선이엔티,60150,Dec-13,0.04
인선이엔티,60150,Dec-14,-0.09
인선이엔티,60150,Dec-15,1.3
인선이엔티,60150,Dec-16,3.46
인선이엔티,60150,Dec-17,5.95
인선이엔티,60150,Dec-18,6.08
인선이엔티,60150,Dec-19,10.49
인지컨트롤스,23800,Dec-11,7.22
인지컨트롤스,23800,Dec-12,5.93
인지컨트롤스,23800,Dec-13,2.71
인지컨트롤스,23800,Dec-14,2.27
인지컨트롤스,23800,Dec-15,4.69
인지컨트롤스,23800,Dec-16,4.65
인지컨트롤스,23800,Dec-17,1.19
인지컨트롤스,23800,Dec-18,2.08
인지컨트롤스,23800,Dec-19,0.85
인천도시가스,34590,Dec-11,19.68
인천도시가스,34590,Dec-12,13.67
인천도시가스,34590,Dec-13,18.06
인천도시가스,34590,Dec-14,16.41
인천도시가스,34590,Dec-15,10.08
인천도시가스,34590,Dec-16,26.49
인천도시가스,34590,Dec-17,43.15
인천도시가스,34590,Dec-18,49.98
인천도시가스,34590,Dec-19,9.53
인크로스,216050,Dec-16,4499131.33
인크로스,216050,Dec-17,16912.37
인크로스,216050,Dec-18,11745.56
인크로스,216050,Dec-19,215.18
인탑스,49070,Dec-11,13.71
인탑스,49070,Dec-12,63.45
인탑스,49070,Dec-13,24.8
인탑스,49070,Dec-14,-5.88
인탑스,49070,Dec-15,62.73
인탑스,49070,Dec-16,35.62
인탑스,49070,Dec-17,20.8
인탑스,49070,Dec-18,30.2
인탑스,49070,Dec-19,84.3
인터지스,129260,Dec-11,4.79
인터지스,129260,Dec-12,3.12
인터지스,129260,Dec-13,2.31
인터지스,129260,Dec-14,3.91
인터지스,129260,Dec-15,4.61
인터지스,129260,Dec-16,1.57
인터지스,129260,Dec-17,2.02
인터지스,129260,Dec-18,1.51
인터지스,129260,Dec-19,0.87
인포뱅크,39290,Dec-11,-90.08
인포뱅크,39290,Dec-12,325.2
인포뱅크,39290,Dec-13,-90.08
인포뱅크,39290,Dec-14,-90.08
인포뱅크,39290,Dec-15,24.29
인포뱅크,39290,Dec-16,48.67
인포뱅크,39290,Dec-17,325.2
인포뱅크,39290,Dec-18,266.12
인포뱅크,39290,Dec-19,38.5
인화정공,101930,Dec-11,15.21
인화정공,101930,Dec-12,5.21
인화정공,101930,Dec-13,1.23
인화정공,101930,Dec-14,2.13
인화정공,101930,Dec-15,2.68
인화정공,101930,Dec-16,-0.32
인화정공,101930,Dec-17,-0.2
인화정공,101930,Dec-18,-0.52
인화정공,101930,Dec-19,0.73
일동제약,249420,Dec-16,8.58
일동제약,249420,Dec-17,6.76
일동제약,249420,Dec-18,7.9
일동제약,249420,Dec-19,-0.26
일동홀딩스,230,Dec-11,7.51
일동홀딩스,230,Dec-12,2.77
일동홀딩스,230,Dec-13,3.97
일동홀딩스,230,Dec-14,2.08
일동홀딩스,230,Dec-15,4.43
일동홀딩스,230,Dec-16,-2.33
일동홀딩스,230,Dec-17,0.61
일동홀딩스,230,Dec-18,-0.29
일동홀딩스,230,Dec-19,-5.18
일성건설,13360,Dec-11,1.71
일성건설,13360,Dec-12,-1.91
일성건설,13360,Dec-13,1.72
일성건설,13360,Dec-14,-5.87
일성건설,13360,Dec-15,1.28
일성건설,13360,Dec-16,1.49
일성건설,13360,Dec-17,2.33
일성건설,13360,Dec-18,1.2
일성건설,13360,Dec-19,1.13
일성신약,3120,Dec-11,22.36
일성신약,3120,Dec-12,14.02
일성신약,3120,Dec-13,63.39
일성신약,3120,Dec-14,8743.43
일성신약,3120,Dec-15,6490.13
일성신약,3120,Dec-16,431734.95
일성신약,3120,Dec-17,431734.95
일성신약,3120,Dec-18,225835.52
일성신약,3120,Dec-19,-230.88
일신방직,3200,Dec-11,18.02
일신방직,3200,Dec-12,19.26
일신방직,3200,Dec-13,130.42
일신방직,3200,Dec-14,80.29
일신방직,3200,Dec-15,24.59
일신방직,3200,Dec-16,11.62
일신방직,3200,Dec-17,9.58
일신방직,3200,Dec-18,10.01
일신방직,3200,Dec-19,2.74
일양약품,7570,Mar-11,1.13
일양약품,7570,Mar-12,0.67
일양약품,7570,Mar-13,0.54
일양약품,7570,Mar-14,0.86
일양약품,7570,Mar-15,0.66
일양약품,7570,Dec-16,4.27
일양약품,7570,Dec-17,4.94
일양약품,7570,Dec-18,3.67
일양약품,7570,Dec-19,7.68
일정실업,8500,Dec-11,4.2
일정실업,8500,Dec-12,7.72
일정실업,8500,Dec-13,11.4
일정실업,8500,Dec-14,22.03
일정실업,8500,Dec-15,175.12
일정실업,8500,Dec-16,341.03
일정실업,8500,Dec-17,-72.45
일정실업,8500,Dec-18,-33.23
일정실업,8500,Dec-19,-32.03
일진다이아몬드,81000,Dec-11,9.39
일진다이아몬드,81000,Dec-12,6.27
일진다이아몬드,81000,Dec-13,4.45
일진다이아몬드,81000,Dec-14,5.94
일진다이아몬드,81000,Dec-15,14.2
일진다이아몬드,81000,Dec-16,9.05
일진다이아몬드,81000,Dec-17,15.92
일진다이아몬드,81000,Dec-18,22.07
일진다이아몬드,81000,Dec-19,25.09
일진디스플레이,20760,Dec-11,12.22
일진디스플레이,20760,Dec-12,44.56
일진디스플레이,20760,Dec-13,66.15
일진디스플레이,20760,Dec-14,35.29
일진디스플레이,20760,Dec-15,-17.71
일진디스플레이,20760,Dec-16,-23.88
일진디스플레이,20760,Dec-17,11.72
일진디스플레이,20760,Dec-18,0.14
일진디스플레이,20760,Dec-19,-24.24
일진머티리얼즈,20150,Dec-11,9.73
일진머티리얼즈,20150,Dec-12,-3.26
일진머티리얼즈,20150,Dec-13,-5.04
일진머티리얼즈,20150,Dec-14,-5.19
일진머티리얼즈,20150,Dec-15,-10.49
일진머티리얼즈,20150,Dec-16,122.34
일진머티리얼즈,20150,Dec-17,115.89
