회사명,거래소코드,회계년도,상장일,설립일
(주)하이로닉,149980,2017/12,2014/12/17,2007/12/11
(주)하이로닉,149980,2018/12,2014/12/17,2007/12/11
(주)하이로닉,149980,2019/12,2014/12/17,2007/12/11
(주)하이비젼시스템,126700,2011/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2012/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2013/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2014/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2015/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2016/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2017/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2018/12,2010/09/10,2010/04/08
(주)하이비젼시스템,126700,2019/12,2010/09/10,2010/04/08
(주)하이소닉,106080,2011/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2012/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2013/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2014/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2015/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2016/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2017/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2018/12,2010/02/09,2001/03/29
(주)하이소닉,106080,2019/12,2010/02/09,2001/03/29
(주)하이스틸,071090,2011/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2012/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2013/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2014/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2015/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2016/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2017/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2018/12,2003/02/17,2003/01/01
(주)하이스틸,071090,2019/12,2003/02/17,2003/01/01
(주)하이텍팜,106190,2011/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2012/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2013/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2014/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2015/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2016/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2017/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2018/12,2010/07/28,1998/09/01
(주)하이텍팜,106190,2019/12,2010/07/28,1998/09/01
(주)하이트론씨스템즈,019490,2011/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2012/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2013/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2014/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2015/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2016/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2017/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2018/12,1998/11/04,1986/11/10
(주)하이트론씨스템즈,019490,2019/12,1998/11/04,1986/11/10
(주)하츠,066130,2011/12,2003/02/11,1988/10/10
(주)하츠,066130,2012/12,2003/02/11,1988/10/10
(주)하츠,066130,2013/12,2003/02/11,1988/10/10
(주)하츠,066130,2014/12,2003/02/11,1988/10/10
(주)하츠,066130,2015/12,2003/02/11,1988/10/10
(주)하츠,066130,2016/12,2003/02/11,1988/10/10
(주)하츠,066130,2017/12,2003/02/11,1988/10/10
(주)하츠,066130,2018/12,2003/02/11,1988/10/10
(주)하츠,066130,2019/12,2003/02/11,1988/10/10
(주)한국가구,004590,2011/12,1993/06/03,1966/05/20
(주)한국가구,004590,2012/12,1993/06/03,1966/05/20
(주)한국가구,004590,2013/12,1993/06/03,1966/05/20
(주)한국가구,004590,2014/12,1993/06/03,1966/05/20
(주)한국가구,004590,2015/12,1993/06/03,1966/05/20
(주)한국가구,004590,2016/12,1993/06/03,1966/05/20
(주)한국가구,004590,2017/12,1993/06/03,1966/05/20
(주)한국가구,004590,2018/12,1993/06/03,1966/05/20
(주)한국가구,004590,2019/12,1993/06/03,1966/05/20
(주)한국경제티브이,039340,2011/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2012/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2013/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2014/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2015/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2016/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2017/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2018/12,2004/07/30,1999/08/31
(주)한국경제티브이,039340,2019/12,2004/07/30,1999/08/31
(주)한국비엔씨,256840,2016/12,2016/12/28,2016/10/14
(주)한국비엔씨,256840,2017/12,2016/12/28,2016/10/14
(주)한국비엔씨,256840,2018/12,2016/12/28,2016/10/14
(주)한국비엔씨,256840,2019/12,2016/12/28,2016/10/14
(주)한국전자홀딩스,006200,2011/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2012/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2013/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2014/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2015/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2016/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2017/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2018/12,1979/11/30,1969/09/09
(주)한국전자홀딩스,006200,2019/12,1979/11/30,1969/09/09
(주)한국종합기술,023350,2011/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2012/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2013/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2014/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2015/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2016/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2017/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2018/12,2011/04/28,1963/03/09
(주)한국종합기술,023350,2019/12,2011/04/28,1963/03/09
(주)한국카본,017960,2011/12,1995/07/08,1984/09/17
(주)한국카본,017960,2012/12,1995/07/08,1984/09/17
(주)한국카본,017960,2013/12,1995/07/08,1984/09/17
(주)한국카본,017960,2014/12,1995/07/08,1984/09/17
(주)한국카본,017960,2015/12,1995/07/08,1984/09/17
(주)한국카본,017960,2016/12,1995/07/08,1984/09/17
(주)한국카본,017960,2017/12,1995/07/08,1984/09/17
(주)한국카본,017960,2018/12,1995/07/08,1984/09/17
(주)한국카본,017960,2019/12,1995/07/08,1984/09/17
(주)한국코퍼레이션,050540,2011/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2012/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2013/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2014/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2015/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2016/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2017/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2018/12,2005/12/12,1991/07/24
(주)한국코퍼레이션,050540,2019/12,2005/12/12,1991/07/24
(주)한국큐빅,021650,2011/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2012/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2013/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2014/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2015/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2016/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2017/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2018/12,2003/01/24,1989/05/13
(주)한국큐빅,021650,2019/12,2003/01/24,1989/05/13
(주)한국테크놀로지,053590,2011/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2012/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2013/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2014/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2015/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2016/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2017/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2018/12,2001/08/23,1997/07/22
(주)한국테크놀로지,053590,2019/12,2001/08/23,1997/07/22
(주)한국특강,007280,2011/12,1989/11/13,1971/05/18
(주)한국특강,007280,2012/12,1989/11/13,1971/05/18
(주)한국특강,007280,2013/12,1989/11/13,1971/05/18
(주)한국특강,007280,2014/12,1989/11/13,1971/05/18
(주)한국특강,007280,2015/12,1989/11/13,1971/05/18
(주)한국특강,007280,2016/12,1989/11/13,1971/05/18
(주)한국특강,007280,2017/12,1989/11/13,1971/05/18
(주)한국특강,007280,2018/12,1989/11/13,1971/05/18
(주)한국특강,007280,2019/12,1989/11/13,1971/05/18
(주)한국팩키지,037230,2011/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2012/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2013/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2014/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2015/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2016/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2017/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2018/12,1999/12/21,1993/11/08
(주)한국팩키지,037230,2019/12,1999/12/21,1993/11/08
(주)한국화장품제조,003350,2011/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2012/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2013/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2014/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2015/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2016/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2017/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2018/12,1978/02/06,1962/03/21
(주)한국화장품제조,003350,2019/12,1978/02/06,1962/03/21
(주)한글과컴퓨터,030520,2011/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2012/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2013/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2014/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2015/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2016/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2017/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2018/12,1996/09/24,1990/10/09
(주)한글과컴퓨터,030520,2019/12,1996/09/24,1990/10/09
(주)한네트,052600,2011/12,2001/07/10,1997/04/15
(주)한네트,052600,2012/12,2001/07/10,1997/04/15
(주)한네트,052600,2013/12,2001/07/10,1997/04/15
(주)한네트,052600,2014/12,2001/07/10,1997/04/15
(주)한네트,052600,2015/12,2001/07/10,1997/04/15
(주)한네트,052600,2016/12,2001/07/10,1997/04/15
(주)한네트,052600,2017/12,2001/07/10,1997/04/15
(주)한네트,052600,2018/12,2001/07/10,1997/04/15
(주)한네트,052600,2019/12,2001/07/10,1997/04/15
(주)한농화성,011500,2011/12,2003/01/09,1976/07/10
(주)한농화성,011500,2012/12,2003/01/09,1976/07/10
(주)한농화성,011500,2013/12,2003/01/09,1976/07/10
(주)한농화성,011500,2014/12,2003/01/09,1976/07/10
(주)한농화성,011500,2015/12,2003/01/09,1976/07/10
(주)한농화성,011500,2016/12,2003/01/09,1976/07/10
(주)한농화성,011500,2017/12,2003/01/09,1976/07/10
(주)한농화성,011500,2018/12,2003/01/09,1976/07/10
(주)한농화성,011500,2019/12,2003/01/09,1976/07/10
(주)한독,002390,2011/12,1976/06/30,1954/04/27
(주)한독,002390,2012/12,1976/06/30,1954/04/27
(주)한독,002390,2013/12,1976/06/30,1954/04/27
(주)한독,002390,2014/12,1976/06/30,1954/04/27
(주)한독,002390,2015/12,1976/06/30,1954/04/27
(주)한독,002390,2016/12,1976/06/30,1954/04/27
(주)한독,002390,2017/12,1976/06/30,1954/04/27
(주)한독,002390,2018/12,1976/06/30,1954/04/27
(주)한독,002390,2019/12,1976/06/30,1954/04/27
(주)한독크린텍,256150,2019/12,2019/09/05,2003/11/26
(주)한라,014790,2011/12,1994/08/12,1980/05/02
(주)한라,014790,2012/12,1994/08/12,1980/05/02
(주)한라,014790,2013/12,1994/08/12,1980/05/02
(주)한라,014790,2014/12,1994/08/12,1980/05/02
(주)한라,014790,2015/12,1994/08/12,1980/05/02
(주)한라,014790,2016/12,1994/08/12,1980/05/02
(주)한라,014790,2017/12,1994/08/12,1980/05/02
(주)한라,014790,2018/12,1994/08/12,1980/05/02
(주)한라,014790,2019/12,1994/08/12,1980/05/02
(주)한라홀딩스,060980,2011/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2012/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2013/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2014/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2015/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2016/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2017/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2018/12,2010/05/19,1999/11/27
(주)한라홀딩스,060980,2019/12,2010/05/19,1999/11/27
(주)한미글로벌건축사사무소,053690,2011/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2012/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2013/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2014/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2015/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2016/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2017/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2018/12,2009/06/23,1996/06/18
(주)한미글로벌건축사사무소,053690,2019/12,2009/06/23,1996/06/18
(주)한빛소프트,047080,2011/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2012/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2013/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2014/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2015/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2016/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2017/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2018/12,2002/01/10,1999/01/06
(주)한빛소프트,047080,2019/12,2002/01/10,1999/01/06
(주)한샘,009240,2011/12,2002/07/16,1973/09/12
(주)한샘,009240,2012/12,2002/07/16,1973/09/12
(주)한샘,009240,2013/12,2002/07/16,1973/09/12
(주)한샘,009240,2014/12,2002/07/16,1973/09/12
(주)한샘,009240,2015/12,2002/07/16,1973/09/12
(주)한샘,009240,2016/12,2002/07/16,1973/09/12
(주)한샘,009240,2017/12,2002/07/16,1973/09/12
(주)한샘,009240,2018/12,2002/07/16,1973/09/12
(주)한샘,009240,2019/12,2002/07/16,1973/09/12
(주)한섬,020000,2011/12,1996/07/03,1987/05/25
(주)한섬,020000,2012/12,1996/07/03,1987/05/25
(주)한섬,020000,2013/12,1996/07/03,1987/05/25
(주)한섬,020000,2014/12,1996/07/03,1987/05/25
(주)한섬,020000,2015/12,1996/07/03,1987/05/25
(주)한섬,020000,2016/12,1996/07/03,1987/05/25
(주)한섬,020000,2017/12,1996/07/03,1987/05/25
(주)한섬,020000,2018/12,1996/07/03,1987/05/25
(주)한섬,020000,2019/12,1996/07/03,1987/05/25
(주)한솔케미칼,014680,2011/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2012/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2013/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2014/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2015/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2016/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2017/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2018/12,1989/05/20,1980/03/13
(주)한솔케미칼,014680,2019/12,1989/05/20,1980/03/13
(주)한솔홈데코,025750,2011/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2012/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2013/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2014/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2015/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2016/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2017/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2018/12,2003/11/04,1991/12/27
(주)한솔홈데코,025750,2019/12,2003/11/04,1991/12/27
(주)한송네오텍,226440,2015/12,2015/10/06,2015/07/30
(주)한송네오텍,226440,2016/12,2015/10/06,2015/07/30
(주)한송네오텍,226440,2017/12,2015/10/06,2015/07/30
(주)한송네오텍,226440,2018/12,2015/10/06,2015/07/30
(주)한송네오텍,226440,2019/12,2015/10/06,2015/07/30
(주)한익스프레스,014130,2011/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2012/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2013/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2014/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2015/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2016/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2017/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2018/12,1989/07/25,1979/05/15
(주)한익스프레스,014130,2019/12,1989/07/25,1979/05/15
(주)한일진공,123840,2011/12,2010/10/05,2010/03/23
(주)한일진공,123840,2012/12,2010/10/05,2010/03/23
(주)한일진공,123840,2013/12,2010/10/05,2010/03/23
(주)한일진공,123840,2014/12,2010/10/05,2010/03/23
(주)한일진공,123840,2015/12,2010/10/05,2010/03/23
(주)한일진공,123840,2016/12,2010/10/05,2010/03/23
(주)한일진공,123840,2017/12,2010/10/05,2010/03/23
(주)한일진공,123840,2018/12,2010/10/05,2010/03/23
(주)한일진공,123840,2019/12,2010/10/05,2010/03/23
(주)한진,002320,2011/12,1974/08/12,1958/03/10
(주)한진,002320,2012/12,1974/08/12,1958/03/10
(주)한진,002320,2013/12,1974/08/12,1958/03/10
(주)한진,002320,2014/12,1974/08/12,1958/03/10
(주)한진,002320,2015/12,1974/08/12,1958/03/10
(주)한진,002320,2016/12,1974/08/12,1958/03/10
(주)한진,002320,2017/12,1974/08/12,1958/03/10
(주)한진,002320,2018/12,1974/08/12,1958/03/10
(주)한진,002320,2019/12,1974/08/12,1958/03/10
(주)한진중공업홀딩스,003480,2011/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2012/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2013/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2014/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2015/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2016/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2017/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2018/12,1956/03/03,1937/07/10
(주)한진중공업홀딩스,003480,2019/12,1956/03/03,1937/07/10
(주)한진칼,180640,2013/12,2013/09/16,2013/08/01
(주)한진칼,180640,2014/12,2013/09/16,2013/08/01
(주)한진칼,180640,2015/12,2013/09/16,2013/08/01
(주)한진칼,180640,2016/12,2013/09/16,2013/08/01
(주)한진칼,180640,2017/12,2013/09/16,2013/08/01
(주)한진칼,180640,2018/12,2013/09/16,2013/08/01
(주)한진칼,180640,2019/12,2013/09/16,2013/08/01
(주)한창,005110,2011/12,1976/06/01,1967/07/10
(주)한창,005110,2012/12,1976/06/01,1967/07/10
(주)한창,005110,2013/12,1976/06/01,1967/07/10
(주)한창,005110,2014/12,1976/06/01,1967/07/10
(주)한창,005110,2015/12,1976/06/01,1967/07/10
(주)한창,005110,2016/12,1976/06/01,1967/07/10
(주)한창,005110,2017/12,1976/06/01,1967/07/10
(주)한창,005110,2018/12,1976/06/01,1967/07/10
(주)한창,005110,2019/12,1976/06/01,1967/07/10
(주)한창바이오텍,043090,2011/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2012/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2013/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2014/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2015/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2016/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2017/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2018/12,2001/10/11,1987/04/16
(주)한창바이오텍,043090,2019/12,2001/10/11,1987/04/16
(주)한창제지,009460,2011/12,1987/12/23,1973/12/06
(주)한창제지,009460,2012/12,1987/12/23,1973/12/06
(주)한창제지,009460,2013/12,1987/12/23,1973/12/06
(주)한창제지,009460,2014/12,1987/12/23,1973/12/06
(주)한창제지,009460,2015/12,1987/12/23,1973/12/06
(주)한창제지,009460,2016/12,1987/12/23,1973/12/06
(주)한창제지,009460,2017/12,1987/12/23,1973/12/06
(주)한창제지,009460,2018/12,1987/12/23,1973/12/06
(주)한창제지,009460,2019/12,1987/12/23,1973/12/06
(주)한컴위드,054920,2011/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2012/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2013/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2014/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2015/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2016/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2017/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2018/12,2001/11/01,1999/03/31
(주)한컴위드,054920,2019/12,2001/11/01,1999/03/31
(주)한탑,002680,2011/12,1995/07/07,1959/06/26
(주)한탑,002680,2012/12,1995/07/07,1959/06/26
(주)한탑,002680,2013/12,1995/07/07,1959/06/26
(주)한탑,002680,2014/12,1995/07/07,1959/06/26
(주)한탑,002680,2015/12,1995/07/07,1959/06/26
(주)한탑,002680,2016/12,1995/07/07,1959/06/26
(주)한탑,002680,2017/12,1995/07/07,1959/06/26
(주)한탑,002680,2018/12,1995/07/07,1959/06/26
(주)한탑,002680,2019/12,1995/07/07,1959/06/26
(주)한화,000880,2011/12,1976/06/24,1952/10/28
(주)한화,000880,2012/12,1976/06/24,1952/10/28
(주)한화,000880,2013/12,1976/06/24,1952/10/28
(주)한화,000880,2014/12,1976/06/24,1952/10/28
(주)한화,000880,2015/12,1976/06/24,1952/10/28
(주)한화,000880,2016/12,1976/06/24,1952/10/28
(주)한화,000880,2017/12,1976/06/24,1952/10/28
(주)한화,000880,2018/12,1976/06/24,1952/10/28
(주)한화,000880,2019/12,1976/06/24,1952/10/28
(주)핸디소프트,220180,2016/12,2016/11/24,2009/11/01
(주)핸디소프트,220180,2017/12,2016/11/24,2009/11/01
(주)핸디소프트,220180,2018/12,2016/11/24,2009/11/01
(주)핸디소프트,220180,2019/12,2016/11/24,2009/11/01
(주)헥토이노베이션,214180,2015/12,2015/06/30,2009/03/25
(주)헥토이노베이션,214180,2016/12,2015/06/30,2009/03/25
(주)헥토이노베이션,214180,2017/12,2015/06/30,2009/03/25
(주)헥토이노베이션,214180,2018/12,2015/06/30,2009/03/25
(주)헥토이노베이션,214180,2019/12,2015/06/30,2009/03/25
(주)헥토파이낸셜,234340,2019/12,2019/07/12,2000/10/09
(주)헬릭스미스,084990,2011/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2012/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2013/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2014/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2015/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2016/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2017/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2018/12,2005/12/29,1996/11/21
(주)헬릭스미스,084990,2019/12,2005/12/29,1996/11/21
(주)현대공업,170030,2013/12,2013/12/04,1978/09/12
(주)현대공업,170030,2014/12,2013/12/04,1978/09/12
(주)현대공업,170030,2015/12,2013/12/04,1978/09/12
(주)현대공업,170030,2016/12,2013/12/04,1978/09/12
(주)현대공업,170030,2017/12,2013/12/04,1978/09/12
(주)현대공업,170030,2018/12,2013/12/04,1978/09/12
(주)현대공업,170030,2019/12,2013/12/04,1978/09/12
(주)현대그린푸드,005440,2011/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2012/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2013/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2014/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2015/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2016/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2017/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2018/12,1989/08/22,1968/02/27
(주)현대그린푸드,005440,2019/12,1989/08/22,1968/02/27
(주)현대리바트,079430,2011/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2012/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2013/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2014/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2015/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2016/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2017/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2018/12,2005/11/22,1999/06/10
(주)현대리바트,079430,2019/12,2005/11/22,1999/06/10
(주)현대미포조선,010620,2011/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2012/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2013/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2014/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2015/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2016/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2017/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2018/12,1983/12/20,1975/04/28
(주)현대미포조선,010620,2019/12,1983/12/20,1975/04/28
(주)현대바이오랜드,052260,2011/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2012/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2013/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2014/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2015/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2016/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2017/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2018/12,2001/05/17,1995/09/01
(주)현대바이오랜드,052260,2019/12,2001/05/17,1995/09/01
(주)현대백화점,069960,2011/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2012/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2013/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2014/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2015/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2016/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2017/12,2002/11/25,2002/11/01
(주)현대백화점,069960,2018/12,2002/11/25,2002/11/01
