,회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),이자비용(*)(IFRS)(천원),이자비용(*)(IFRS연결)(천원),이자지급(-)(IFRS)(천원),이자지급(-)(IFRS연결)(천원),이보배개별,이보배연결,이보배개별지급,이보배연결지급,이보배그냥,이보배지급,이자보상배율
14960,에스케이가스(주),18670,2017-12,82454906.0,125439007.0,24814750.0,39132659.0,0.0,0.0,3.3228183237792037,3.205481309102967,,,3.205481309102967,,3.205481309102967
14961,에스케이가스(주),18670,2018-12,72174497.0,102999053.0,31487996.0,50056922.0,0.0,0.0,2.2921273554531703,2.0576385619555273,,,2.0576385619555273,,2.0576385619555273
14962,에스케이가스(주),18670,2019-12,154007036.0,189578352.0,42871151.0,46058303.0,0.0,0.0,3.5923233318368335,4.1160516052881935,,,4.1160516052881935,,4.1160516052881935
14963,에스케이가스(주),18670,2020-12,187908809.0,190186856.0,37213823.0,37278040.0,0.0,0.0,5.049435770143798,5.101846985517479,,,5.101846985517479,,5.101846985517479
14964,에스케이네트웍스(주),1740,2010-12,250500434.0,264633200.0,102002551.0,110234615.0,-92647856.0,-102226891.0,2.4558251881367164,2.4006361341217546,2.7037909436350045,2.450435805584658,2.4006361341217546,2.450435805584658,2.4006361341217546
14965,에스케이네트웍스(주),1740,2011-12,326412914.0,345956517.0,123001213.0,138669381.0,-120933439.0,-139246331.0,2.653737357858414,2.494829893269661,2.6991121454835993,2.3441401411143823,2.494829893269661,2.3441401411143823,2.494829893269661
14966,에스케이네트웍스(주),1740,2012-12,291444288.0,251559963.0,119539538.0,135878825.0,-119611012.0,-135688442.0,2.4380576742734275,1.8513551541235362,2.4366008039460447,2.147893245026721,1.8513551541235362,2.147893245026721,1.8513551541235362
14967,에스케이네트웍스(주),1740,2013-12,138802349.0,240823535.0,96359000.0,111433000.0,-93917920.0,-104940629.0,1.4404710405878018,2.161150960666948,1.4779112335537243,1.3226750241796246,2.161150960666948,1.3226750241796246,2.161150960666948
14968,에스케이네트웍스(주),1740,2014-12,184404160.0,201341562.0,82913000.0,93200000.0,-85088329.0,-92447348.0,2.2240681195952385,2.160317188841202,2.1672086191750224,1.994693887811687,2.160317188841202,1.994693887811687,2.160317188841202
14969,에스케이네트웍스(주),1740,2015-12,180298202.0,191576472.0,81924000.0,91390000.0,-80716550.0,-90195521.0,2.200798325277086,2.0962520188204397,2.2337203708533133,1.998970680595104,2.0962520188204397,1.998970680595104,2.0962520188204397
